evaluation_subset,domain_protocol,domain_type,heldout_domain,n_train,n_test_partition,stage,scenario,outer_fold,model_family,model,representation,curriculum,seed,balanced_accuracy_supported,macro_f1_supported,macro_f1_union,n_test,n_test_supported,n_test_unsupported,unsupported_classes,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
strict_core,domain_and_sample,instrument,RMX-1,409,47,domain,domain__strict_core__domain_and_sample__instrument__RMX-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.5454545454545454,0.680921052631579,0.2723684210526316,47,22,25,4_nitrophenol,,,,,,,,,
strict_core,domain_and_sample,instrument,RMX-2,419,65,domain,domain__strict_core__domain_and_sample__instrument__RMX-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.6431992337164751,0.6392678392678394,0.2739719311147883,65,65,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,RMX-2,419,65,domain,domain__strict_core__domain_and_sample__instrument__RMX-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.6340996168582375,0.6432042902631138,0.2756589815413345,65,65,0,,,,,,,,,,
strict_core,domain_and_sample,instrument,RMX-2,419,65,domain,domain__strict_core__domain_and_sample__instrument__RMX-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.4976053639846743,0.4572891072891074,0.195981045981046,65,65,0,,,,,,,,,,
strict_core,domain_and_sample,sensor_family,GaN_polymer,513,23,domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.7611111111111111,0.8637992831541219,0.2879330943847073,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,sensor_family,GaN_polymer,513,23,domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.9722222222222222,0.9857142857142858,0.6571428571428571,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,sensor_family,GaN_polymer,513,23,domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.7611111111111111,0.8637992831541219,0.2467997951868919,23,23,0,,,,,,,,,,
strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382,153,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.0,0.0,0.0,153,1,152,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382,153,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.0,0.0,0.0,153,1,152,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,382,153,domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.0,0.0,0.0,153,1,152,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,144,98,domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.1573083778966132,0.1263561834990406,0.1263561834990406,98,78,20,blank,,,,,,,,,
strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,144,98,domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.2576797385620915,0.1774791217299928,0.1774791217299928,98,78,20,blank,,,,,,,,,
strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,144,98,domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.2390819964349375,0.1640493050091791,0.1640493050091791,98,78,20,blank,,,,,,,,,
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,,,,324,0,324,4_ANPP|acetaminophen|benzyl_fentanyl|blank,,,,,,,,,
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,,,,324,0,324,4_ANPP|acetaminophen|benzyl_fentanyl|blank,,,,,,,,,
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,208,324,domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,,,,324,0,324,4_ANPP|acetaminophen|benzyl_fentanyl|blank,,,,,,,,,
strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.6757575757575758,0.730844204528415,0.5481331533963113,29,29,0,,,,,,,,,,
strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.7757575757575758,0.8114035087719298,0.6085526315789473,29,29,0,,,,,,,,,,
strict_core,domain_only,instrument,Agilent-1,569,29,domain,domain__strict_core__domain_only__instrument__Agilent-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.906060606060606,0.9120857699805068,0.68406432748538,29,29,0,,,,,,,,,,
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.6360183467326325,0.6070280596596387,0.6070280596596387,73,73,0,,,,,,,,,,
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.6317975675118532,0.6437254725301257,0.6437254725301257,73,73,0,,,,,,,,,,
strict_core,domain_only,instrument,Agilent-3,525,73,domain,domain__strict_core__domain_only__instrument__Agilent-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.6122809729952586,0.5842790774846524,0.5842790774846524,73,73,0,,,,,,,,,,
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.8148148148148149,0.72396878483835,0.72396878483835,23,23,0,,,,,,,,,,
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.8148148148148149,0.72396878483835,0.72396878483835,23,23,0,,,,,,,,,,
strict_core,domain_only,instrument,Mira-1,575,23,domain,domain__strict_core__domain_only__instrument__Mira-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.8148148148148149,0.72396878483835,0.72396878483835,23,23,0,,,,,,,,,,
strict_core,domain_only,instrument,Mira-2,523,75,domain,domain__strict_core__domain_only__instrument__Mira-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.6264285714285714,0.606045197740113,0.4328894269572236,75,75,0,,,,,,,,,,
strict_core,domain_only,instrument,Mira-2,523,75,domain,domain__strict_core__domain_only__instrument__Mira-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.4761904761904763,0.4409523809523809,0.3674603174603174,75,75,0,,,,,,,,,,
strict_core,domain_only,instrument,Mira-2,523,75,domain,domain__strict_core__domain_only__instrument__Mira-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.4823809523809523,0.4468421052631579,0.3191729323308271,75,75,0,,,,,,,,,,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.5054301075268818,0.5258878904578519,0.2629439452289259,72,72,0,,,,,,,,,,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.4735215053763441,0.5693102762870205,0.243990118408723,72,72,0,,,,,,,,,,
strict_core,domain_only,instrument,Mira-3,526,72,domain,domain__strict_core__domain_only__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.5221236559139785,0.6236459724457534,0.3118229862228767,72,72,0,,,,,,,,,,
strict_core,domain_only,instrument,Pendar-1,552,46,domain,domain__strict_core__domain_only__instrument__Pendar-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.6577380952380952,0.6957671957671957,0.2981859410430839,46,46,0,,,,,,,,,,
strict_core,domain_only,instrument,Pendar-1,552,46,domain,domain__strict_core__domain_only__instrument__Pendar-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.5099206349206349,0.6247568523430592,0.3123784261715296,46,46,0,,,,,,,,,,
strict_core,domain_only,instrument,Pendar-1,552,46,domain,domain__strict_core__domain_only__instrument__Pendar-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.6041666666666666,0.7129032258064516,0.4277419354838709,46,46,0,,,,,,,,,,
strict_core,domain_only,instrument,Pendar-2,500,98,domain,domain__strict_core__domain_only__instrument__Pendar-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.5219501133786848,0.445647671858852,0.445647671858852,98,98,0,,,,,,,,,,
strict_core,domain_only,instrument,Pendar-2,500,98,domain,domain__strict_core__domain_only__instrument__Pendar-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.5385487528344671,0.4717909480700179,0.4717909480700179,98,98,0,,,,,,,,,,
strict_core,domain_only,instrument,Pendar-2,500,98,domain,domain__strict_core__domain_only__instrument__Pendar-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.5970294784580499,0.5278711008562547,0.5278711008562547,98,98,0,,,,,,,,,,
strict_core,domain_only,instrument,Pendar-3,528,70,domain,domain__strict_core__domain_only__instrument__Pendar-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.4539026136770498,0.4301726619501555,0.4301726619501555,70,70,0,,,,,,,,,,
strict_core,domain_only,instrument,Pendar-3,528,70,domain,domain__strict_core__domain_only__instrument__Pendar-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.484968373314238,0.4723234383446294,0.4723234383446294,70,70,0,,,,,,,,,,
strict_core,domain_only,instrument,Pendar-3,528,70,domain,domain__strict_core__domain_only__instrument__Pendar-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.4644468313641245,0.4653513153513153,0.4653513153513153,70,70,0,,,,,,,,,,
strict_core,domain_only,instrument,RMX-1,551,47,domain,domain__strict_core__domain_only__instrument__RMX-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.6169696969696971,0.6454951996747663,0.3872971198048597,47,47,0,,,,,,,,,,
strict_core,domain_only,instrument,RMX-1,551,47,domain,domain__strict_core__domain_only__instrument__RMX-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.6339393939393939,0.6379928315412187,0.3827956989247312,47,47,0,,,,,,,,,,
strict_core,domain_only,instrument,RMX-1,551,47,domain,domain__strict_core__domain_only__instrument__RMX-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.6945454545454545,0.7082379862700229,0.5311784897025171,47,47,0,,,,,,,,,,
strict_core,domain_only,instrument,RMX-2,533,65,domain,domain__strict_core__domain_only__instrument__RMX-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.728448275862069,0.7594108019639935,0.5695581014729951,65,65,0,,,,,,,,,,
strict_core,domain_only,instrument,RMX-2,533,65,domain,domain__strict_core__domain_only__instrument__RMX-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.7399425287356323,0.7634920634920634,0.5726190476190476,65,65,0,,,,,,,,,,
strict_core,domain_only,instrument,RMX-2,533,65,domain,domain__strict_core__domain_only__instrument__RMX-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.8113026819923371,0.8487551096246749,0.4243775548123374,65,65,0,,,,,,,,,,
strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.8888888888888888,0.9375,0.46875,23,23,0,,,,,,,,,,
strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.7611111111111111,0.8637992831541219,0.2879330943847073,23,23,0,,,,,,,,,,
strict_core,domain_only,sensor_family,GaN_polymer,575,23,domain,domain__strict_core__domain_only__sensor_family__GaN_polymer,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.8166666666666667,0.898989898989899,0.4494949494949495,23,23,0,,,,,,,,,,
strict_core,domain_only,sensor_family,H_SERS_H_Kit,445,153,domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.1565312600450016,0.2053293448526951,0.1173310542015401,153,153,0,,,,,,,,,,
strict_core,domain_only,sensor_family,H_SERS_H_Kit,445,153,domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.1880504660880745,0.2343384770569236,0.1562256513712824,153,153,0,,,,,,,,,,
strict_core,domain_only,sensor_family,H_SERS_H_Kit,445,153,domain,domain__strict_core__domain_only__sensor_family__H_SERS_H_Kit,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.2064448730311797,0.2333333333333333,0.1333333333333333,153,153,0,,,,,,,,,,
strict_core,domain_only,sensor_family,NRC_Canadian_SERS,500,98,domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.2939052544094561,0.2549555707450444,0.2549555707450444,98,98,0,,,,,,,,,,
strict_core,domain_only,sensor_family,NRC_Canadian_SERS,500,98,domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.2781567172323475,0.2189469250719938,0.2189469250719938,98,98,0,,,,,,,,,,
strict_core,domain_only,sensor_family,NRC_Canadian_SERS,500,98,domain,domain__strict_core__domain_only__sensor_family__NRC_Canadian_SERS,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.2914499366180038,0.2436328917531925,0.2436328917531925,98,98,0,,,,,,,,,,
strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,274,324,domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.524829894644425,0.5533109285782318,0.3161776734732753,324,324,0,,,,,,,,,,
strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,274,324,domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.3980544581016486,0.3991725965655784,0.2280986266089019,324,324,0,,,,,,,,,,
strict_core,domain_only,sensor_family,pSERS_Metrohm_silver,274,324,domain,domain__strict_core__domain_only__sensor_family__pSERS_Metrohm_silver,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.5327360745293143,0.556276641237173,0.3178723664212417,324,324,0,,,,,,,,,,
quality_pass,domain_and_sample,instrument,Agilent-1,318,29,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.6761363636363636,0.8056680161943319,0.4028340080971659,29,19,10,blank,,,,,,,,,
quality_pass,domain_and_sample,instrument,Agilent-1,318,29,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.5852272727272727,0.7375565610859729,0.3687782805429864,29,19,10,blank,,,,,,,,,
quality_pass,domain_and_sample,instrument,Agilent-1,318,29,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.8636363636363636,0.8654970760233918,0.5769980506822612,29,19,10,blank,,,,,,,,,
quality_pass,domain_and_sample,instrument,Agilent-3,81,72,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.5212962962962963,0.4814216190621985,0.4814216190621985,72,61,11,blank,,,,,,,,,
quality_pass,domain_and_sample,instrument,Agilent-3,81,72,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.4099206349206348,0.4462703962703962,0.4462703962703962,72,61,11,blank,,,,,,,,,
quality_pass,domain_and_sample,instrument,Agilent-3,81,72,domain,domain__quality_pass__domain_and_sample__instrument__Agilent-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.5731481481481481,0.5503685503685504,0.5503685503685504,72,61,11,blank,,,,,,,,,
quality_pass,domain_and_sample,instrument,Mira-1,356,21,domain,domain__quality_pass__domain_and_sample__instrument__Mira-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.7316017316017316,0.6329966329966329,0.6329966329966329,21,21,0,,,,,,,,,,
quality_pass,domain_and_sample,instrument,Mira-1,356,21,domain,domain__quality_pass__domain_and_sample__instrument__Mira-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.683982683982684,0.5681818181818182,0.4261363636363636,21,21,0,,,,,,,,,,
quality_pass,domain_and_sample,instrument,Mira-1,356,21,domain,domain__quality_pass__domain_and_sample__instrument__Mira-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.7619047619047619,0.666988727858293,0.666988727858293,21,21,0,,,,,,,,,,
quality_pass,domain_and_sample,instrument,Mira-2,328,74,domain,domain__quality_pass__domain_and_sample__instrument__Mira-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.25,0.3333333333333333,0.2222222222222222,74,3,71,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
quality_pass,domain_and_sample,instrument,Mira-2,328,74,domain,domain__quality_pass__domain_and_sample__instrument__Mira-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.0,0.0,0.0,74,3,71,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
quality_pass,domain_and_sample,instrument,Mira-2,328,74,domain,domain__quality_pass__domain_and_sample__instrument__Mira-2,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.25,0.3333333333333333,0.2222222222222222,74,3,71,4_nitrophenol|ethanol|ethyl_paraoxon,,,,,,,,,
quality_pass,domain_and_sample,instrument,Mira-3,315,71,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.72375,0.7709219858156028,0.3854609929078014,71,41,30,blank,,,,,,,,,
quality_pass,domain_and_sample,instrument,Mira-3,315,71,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.53,0.6666666666666667,0.4444444444444445,71,41,30,blank,,,,,,,,,
quality_pass,domain_and_sample,instrument,Mira-3,315,71,domain,domain__quality_pass__domain_and_sample__instrument__Mira-3,,siamese,deterministic_edge_triplet,derivative_1,triplet,3141,0.4875,0.5760869565217391,0.2304347826086956,71,41,30,blank,,,,,,,,,
quality_pass,domain_and_sample,instrument,Pendar-1,311,40,domain,domain__quality_pass__domain_and_sample__instrument__Pendar-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,1729,0.8531746031746033,0.9189814814814814,0.6126543209876543,40,23,17,blank,,,,,,,,,
quality_pass,domain_and_sample,instrument,Pendar-1,311,40,domain,domain__quality_pass__domain_and_sample__instrument__Pendar-1,,siamese,deterministic_edge_triplet,derivative_1,triplet,2718,0.7103174603174603,0.8288043478260869,0.4144021739130434,40,23,17,blank,,,,,,,,,
