stage,training_subset,evaluation_subset,outer_fold,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,target_analyte,support,correct,recall
outer,quality_pass,quality_pass,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,4_ANPP,18,16,0.8888888888888888
outer,quality_pass,quality_pass,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,4_nitrophenol,18,16,0.8888888888888888
outer,quality_pass,quality_pass,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,acetaminophen,13,7,0.5384615384615384
outer,quality_pass,quality_pass,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,benzyl_fentanyl,23,21,0.9130434782608695
outer,quality_pass,quality_pass,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,blank,11,11,1.0
outer,quality_pass,quality_pass,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,ethanol,9,6,0.6666666666666666
outer,quality_pass,quality_pass,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,ethyl_paraoxon,12,2,0.16666666666666666
outer,quality_pass,field_quality_stress,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,4_ANPP,2,1,0.5
outer,quality_pass,field_quality_stress,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,4_nitrophenol,1,0,0.0
outer,quality_pass,field_quality_stress,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,acetaminophen,3,3,1.0
outer,quality_pass,field_quality_stress,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,blank,4,2,0.5
outer,quality_pass,field_quality_stress,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,ethanol,3,0,0.0
outer,quality_pass,field_quality_stress,1,cross_entropy_only,cross_entropy_only__minimal_minmax__legacy64__8c2a8081a5fd,minimal_minmax,legacy,64,3141,1875194248,66,1.0,ethyl_paraoxon,2,1,0.5
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,4_ANPP,18,12,0.6666666666666666
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,4_nitrophenol,18,15,0.8333333333333334
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,acetaminophen,13,7,0.5384615384615384
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,benzyl_fentanyl,23,21,0.9130434782608695
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,blank,11,4,0.36363636363636365
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,ethanol,9,7,0.7777777777777778
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,ethyl_paraoxon,12,3,0.25
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,4_ANPP,2,1,0.5
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,4_nitrophenol,1,0,0.0
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,acetaminophen,3,1,0.3333333333333333
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,blank,4,0,0.0
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,ethanol,3,2,0.6666666666666666
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,1729,1113196977,66,1.0,ethyl_paraoxon,2,1,0.5
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,4_ANPP,18,13,0.7222222222222222
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,4_nitrophenol,18,15,0.8333333333333334
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,acetaminophen,13,9,0.6923076923076923
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,benzyl_fentanyl,23,20,0.8695652173913043
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,blank,11,9,0.8181818181818182
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,ethanol,9,7,0.7777777777777778
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,ethyl_paraoxon,12,2,0.16666666666666666
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,4_ANPP,2,1,0.5
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,4_nitrophenol,1,1,1.0
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,acetaminophen,3,3,1.0
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,blank,4,1,0.25
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,ethanol,3,1,0.3333333333333333
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,2718,1070572586,66,1.0,ethyl_paraoxon,2,1,0.5
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,4_ANPP,18,13,0.7222222222222222
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,4_nitrophenol,18,15,0.8333333333333334
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,acetaminophen,13,7,0.5384615384615384
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,benzyl_fentanyl,23,21,0.9130434782608695
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,blank,11,9,0.8181818181818182
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,ethanol,9,6,0.6666666666666666
outer,quality_pass,quality_pass,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,ethyl_paraoxon,12,3,0.25
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,4_ANPP,2,1,0.5
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,4_nitrophenol,1,1,1.0
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,acetaminophen,3,2,0.6666666666666666
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,blank,4,1,0.25
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,ethanol,3,1,0.3333333333333333
outer,quality_pass,field_quality_stress,1,supervised_contrastive_only,supervised_contrastive_only__minimal_minmax__legacy64__402183ef09a8,minimal_minmax,legacy,64,3141,1158317343,66,1.0,ethyl_paraoxon,2,1,0.5
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,4_ANPP,18,14,0.7777777777777778
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,4_nitrophenol,18,16,0.8888888888888888
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,acetaminophen,13,10,0.7692307692307693
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,benzyl_fentanyl,23,19,0.8260869565217391
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,blank,11,9,0.8181818181818182
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,ethanol,9,7,0.7777777777777778
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,ethyl_paraoxon,12,2,0.16666666666666666
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,4_ANPP,2,1,0.5
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,4_nitrophenol,1,0,0.0
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,acetaminophen,3,2,0.6666666666666666
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,blank,4,1,0.25
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,ethanol,3,0,0.0
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,1729,1083088188,66,1.0,ethyl_paraoxon,2,0,0.0
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,4_ANPP,18,14,0.7777777777777778
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,4_nitrophenol,18,15,0.8333333333333334
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,acetaminophen,13,11,0.8461538461538461
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,benzyl_fentanyl,23,19,0.8260869565217391
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,blank,11,9,0.8181818181818182
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,ethanol,9,5,0.5555555555555556
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,ethyl_paraoxon,12,2,0.16666666666666666
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,4_ANPP,2,1,0.5
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,4_nitrophenol,1,0,0.0
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,acetaminophen,3,2,0.6666666666666666
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,blank,4,0,0.0
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,ethanol,3,0,0.0
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,2718,1184753809,66,1.0,ethyl_paraoxon,2,1,0.5
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,4_ANPP,18,15,0.8333333333333334
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,4_nitrophenol,18,16,0.8888888888888888
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,acetaminophen,13,9,0.6923076923076923
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,benzyl_fentanyl,23,20,0.8695652173913043
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,blank,11,10,0.9090909090909091
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,ethanol,9,5,0.5555555555555556
outer,quality_pass,quality_pass,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,ethyl_paraoxon,12,2,0.16666666666666666
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,4_ANPP,2,1,0.5
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,4_nitrophenol,1,0,0.0
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,acetaminophen,3,3,1.0
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,blank,4,0,0.0
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,ethanol,3,0,0.0
outer,quality_pass,field_quality_stress,1,ce_plus_supervised_contrastive,ce_plus_supervised_contrastive__minimal_minmax__legacy64__9224445b83c7,minimal_minmax,legacy,64,3141,1954026570,66,1.0,ethyl_paraoxon,2,1,0.5
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,4_ANPP,18,12,0.6666666666666666
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,4_nitrophenol,18,15,0.8333333333333334
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,acetaminophen,13,9,0.6923076923076923
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,benzyl_fentanyl,23,20,0.8695652173913043
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,blank,11,10,0.9090909090909091
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,ethanol,9,6,0.6666666666666666
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,ethyl_paraoxon,12,3,0.25
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,4_ANPP,2,1,0.5
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,4_nitrophenol,1,0,0.0
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,acetaminophen,3,3,1.0
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,blank,4,2,0.5
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,ethanol,3,1,0.3333333333333333
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,1729,496254553,66,1.0,ethyl_paraoxon,2,0,0.0
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,4_ANPP,18,16,0.8888888888888888
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,4_nitrophenol,18,16,0.8888888888888888
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,acetaminophen,13,11,0.8461538461538461
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,benzyl_fentanyl,23,20,0.8695652173913043
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,blank,11,10,0.9090909090909091
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,ethanol,9,5,0.5555555555555556
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,ethyl_paraoxon,12,3,0.25
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,4_ANPP,2,1,0.5
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,4_nitrophenol,1,0,0.0
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,acetaminophen,3,3,1.0
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,blank,4,0,0.0
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,ethanol,3,1,0.3333333333333333
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,2718,886776912,66,1.0,ethyl_paraoxon,2,1,0.5
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,569677839,66,1.0,4_ANPP,18,15,0.8333333333333334
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,569677839,66,1.0,4_nitrophenol,18,16,0.8888888888888888
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,569677839,66,1.0,acetaminophen,13,9,0.6923076923076923
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,569677839,66,1.0,benzyl_fentanyl,23,20,0.8695652173913043
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,569677839,66,1.0,blank,11,10,0.9090909090909091
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,569677839,66,1.0,ethanol,9,6,0.6666666666666666
outer,quality_pass,quality_pass,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,569677839,66,1.0,ethyl_paraoxon,12,3,0.25
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,569677839,66,1.0,4_ANPP,2,1,0.5
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,569677839,66,1.0,4_nitrophenol,1,0,0.0
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,569677839,66,1.0,acetaminophen,3,3,1.0
outer,quality_pass,field_quality_stress,1,random_positive_ablation,random_positive_ablation__minimal_minmax__legacy64__d5177828b4ca,minimal_minmax,legacy,64,3141,569677839,66,1.0,blank,4,0,0.0
