stage,training_subset,evaluation_subset,outer_fold,variant,candidate_id,representation,architecture,embedding_dimension,declared_seed,run_seed,epochs,temperature,observation_uid,master_sample_id,target_analyte,predicted_analyte,correct,supported,confidence,instrument,sensor_family,probability_classes_json,probabilities_json
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row277,16.0,blank,4_ANPP,False,True,0.8595287352982534,Pendar-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.8595287352982534, 0.03573342703888347, 0.042749672036179194, 0.03071645839814059, 0.010658690364367616, 0.011158662624273286, 0.009454354239902688]"
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row296,16.0,blank,benzyl_fentanyl,False,True,0.7648937808471888,Pendar-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.116813041709094, 0.030345871865758874, 0.023518777453908582, 0.7648937808471888, 0.04689483607913647, 0.008307519111566693, 0.009226172933346639]"
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row297,7.0,4_ANPP,blank,False,True,0.3659878069630078,Pendar-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.11290288015435204, 0.18251486657488916, 0.01650408905846633, 0.2945882041161666, 0.36598780696300787, 0.013318016817721679, 0.014184136315396318]"
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row312,16.0,blank,4_ANPP,False,True,0.5315437078642418,Pendar-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.5315437078642418, 0.07121556696359167, 0.31492576782541354, 0.02081526713724171, 0.021874292523378035, 0.021114210776969726, 0.018511186909163535]"
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row315,11.0,benzyl_fentanyl,acetaminophen,False,True,0.8112378201461781,Mira-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.0208871247237338, 0.017725830233927202, 0.8112378201461781, 0.10426344094370096, 0.014986406840006348, 0.015165710097049506, 0.01573366701540415]"
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row322,8.0,blank,4_ANPP,False,True,0.3508915952977101,Mira-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.3508915952977101, 0.11226729794117768, 0.01391010375489599, 0.29834011208480826, 0.19817215903126026, 0.012850716775766352, 0.013568015114381559]"
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row323,7.0,4_ANPP,blank,False,True,0.7955163405893693,Mira-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.023462561200946745, 0.038597747753501166, 0.010117347418119411, 0.042400226628595154, 0.7955163405893693, 0.08091950756092757, 0.008986268848540738]"
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row331,8.0,blank,ethanol,False,True,0.316414444948134,Pendar-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.02080285305549508, 0.013595316732235933, 0.24836199225013444, 0.06785160212517685, 0.3040833459320489, 0.316414444948134, 0.028890444956774803]"
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row479,40.0,acetaminophen,4_ANPP,False,True,0.4482286430074305,Mira-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.4482286430074305, 0.03546025027903645, 0.3507961180615168, 0.12420073181256876, 0.013117668961115143, 0.01450301377541588, 0.013693574102916575]"
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row480,40.0,acetaminophen,4_ANPP,False,True,0.6997854283685383,Agilent-3,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.6997854283685383, 0.03609504170319097, 0.14550778883401735, 0.08028668883397688, 0.012247436591695958, 0.013740344955566789, 0.012337270713013816]"
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row497,40.0,acetaminophen,4_ANPP,False,True,0.858037460101589,Mira-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.858037460101589, 0.019344369837129328, 0.021263960396613366, 0.06256211238567921, 0.012359718158966214, 0.01389063048281108, 0.012541748637212033]"
outer,quality_pass,quality_pass,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row498,40.0,acetaminophen,benzyl_fentanyl,False,True,0.8449637776202478,Mira-1,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.05185543233357128, 0.020622182876850043, 0.04547753897325513, 0.8449637776202478, 0.020148507239585372, 0.007951737731827996, 0.008980823224662468]"
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session1_row177,51.0,4_nitrophenol,ethanol,False,True,0.5993189089391237,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.014746726877282505, 0.024886678427476213, 0.10341880091748354, 0.037940460103385726, 0.18601411643715351, 0.5993189089391237, 0.03367430829809479]"
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session1_row181,55.0,ethanol,acetaminophen,False,True,0.8916898579598435,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.016551963373400612, 0.01779374239099139, 0.8916898579598435, 0.043011237072133036, 0.009924748312395683, 0.01066014272125287, 0.010368308169982781]"
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session2_row42,8.0,blank,acetaminophen,False,True,0.416046113715918,Pendar-3,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.2662725528752499, 0.21601290795684816, 0.416046113715918, 0.029996678147806863, 0.045144430793450166, 0.01643246285726641, 0.010094853653460453]"
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session2_row91,16.0,blank,acetaminophen,False,True,0.3751196143717434,Pendar-3,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.0745736840496376, 0.13149235670713916, 0.37511961437174346, 0.06649547821573222, 0.28778218109814363, 0.052545066606682275, 0.011991618950921502]"
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row11,55.0,ethanol,benzyl_fentanyl,False,True,0.7700834899634555,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.09509635416199923, 0.014395985682719013, 0.08616679676311202, 0.7700834899634555, 0.010974373258641205, 0.01118350890126489, 0.012099491268808193]"
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row15,55.0,ethanol,acetaminophen,False,True,0.4858741658994545,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.04834275717060199, 0.08764204857650408, 0.4858741658994545, 0.02254708426591584, 0.08835284239696078, 0.2318164258935533, 0.03542467579700956]"
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row74,65.0,ethyl_paraoxon,4_nitrophenol,False,True,0.323896634744228,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.07688869802563299, 0.32389663474422803, 0.2630352405703078, 0.013451893322933409, 0.042181020751177314, 0.2242421454010653, 0.05630436718465515]"
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row84,68.0,ethyl_paraoxon,acetaminophen,False,True,0.8866805383138936,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.028006269299395915, 0.028300105354437513, 0.8866805383138936, 0.03103385729930384, 0.009354766534438336, 0.008486576732364515, 0.008137886466166326]"
outer,quality_pass,field_quality_stress,0,full_domain_aware,full_domain_aware__arpls_minmax__legacy32__fac7242ef5c2,arpls_minmax,legacy,32,3141,1492909764,70,0.7458733687003581,session3_row93,70.0,ethanol,acetaminophen,False,True,0.5500468145424632,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.05858377976798204, 0.09952229928956091, 0.5500468145424632, 0.02150219604715467, 0.08744954912586794, 0.16140860367357313, 0.02148675755339803]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session1_row10,1.0,benzyl_fentanyl,4_ANPP,False,True,0.7520200596492602,Mira-3,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.7520200596492602, 0.004347315454288459, 0.008018642223973062, 0.18919955133914382, 0.032453036637524295, 0.006501299582728908, 0.007460095113081161]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session1_row29,6.0,4_ANPP,benzyl_fentanyl,False,True,0.456833948551716,Agilent-3,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.44899368492474756, 0.00875310410518378, 0.03207992119244196, 0.45683394855171605, 0.034382105138923716, 0.009880992139971307, 0.009076243947015408]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session1_row35,6.0,4_ANPP,benzyl_fentanyl,False,True,0.7684474332406691,Mira-3,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.19134179470545995, 0.005794639509481403, 0.010827760810965877, 0.7684474332406691, 0.012086044372980309, 0.005600843067879465, 0.005901484292564093]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session1_row58,12.0,blank,acetaminophen,False,True,0.9547204481342628,Pendar-2,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.007677449454186663, 0.005197195040059696, 0.9547204481342629, 0.008338589670443352, 0.010654023423740987, 0.0036421387177937416, 0.009770155559512769]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session1_row67,12.0,blank,ethyl_paraoxon,False,True,0.6883329947437511,Pendar-2,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.01707313081506806, 0.015507485959066244, 0.1703462011579769, 0.011994725011761534, 0.07018645474758697, 0.026559007564789166, 0.6883329947437511]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row266,47.0,acetaminophen,ethyl_paraoxon,False,True,0.6029000490134744,Pendar-2,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.028063970734054523, 0.018068517472972022, 0.15732743353029752, 0.016500725801902642, 0.12991303429249532, 0.04722626915480354, 0.6029000490134744]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row267,47.0,acetaminophen,ethanol,False,True,0.5581632631923712,Pendar-2,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.009980404396097207, 0.1283376968991742, 0.1524070535786211, 0.01788656874853958, 0.015176902068924606, 0.5581632631923712, 0.11804811111627217]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row273,49.0,acetaminophen,4_ANPP,False,True,0.3843337802883972,Pendar-2,pSERS_Metrohm_silver,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.38433378028839726, 0.014669134717063903, 0.3647347271906469, 0.099662444572509, 0.04317510401669918, 0.07759826233686108, 0.015826546877822575]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row345,54.0,ethanol,4_nitrophenol,False,True,0.7660990905892435,Mira-2,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.006197669211805454, 0.7660990905892435, 0.01309428932750553, 0.009820465617404232, 0.005111077493072726, 0.1702015935854635, 0.029475814175504926]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row346,56.0,4_nitrophenol,ethyl_paraoxon,False,True,0.9292036659756208,RMX-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.006171912096802721, 0.012072160198814734, 0.010561818191642564, 0.005214325206851853, 0.006260865043815229, 0.03051525328645225, 0.9292036659756207]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row349,56.0,4_nitrophenol,ethanol,False,True,0.6524038886032099,Mira-2,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.00709257428505314, 0.17134042756899498, 0.014309666643599325, 0.010089723357761952, 0.005855760530659828, 0.6524038886032099, 0.13890795901072087]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row353,54.0,ethanol,blank,False,True,0.3179268111815855,Pendar-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.02792024517799176, 0.27186328802619475, 0.07380050568635516, 0.014335269181461439, 0.31792681118158556, 0.26963567780089487, 0.024518202945516494]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row357,56.0,4_nitrophenol,blank,False,True,0.8996534041497298,Pendar-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.040904816395676925, 0.011058659992046006, 0.007264635301827169, 0.014153897681308723, 0.8996534041497298, 0.016001917414192556, 0.01096266906521877]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row377,61.0,ethyl_paraoxon,4_nitrophenol,False,True,0.967453799215016,RMX-1,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.0028090032864346542, 0.9674537992150161, 0.003921508096305355, 0.003982864114142754, 0.004608192640290038, 0.011781793757579869, 0.005442838890231421]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row378,61.0,ethyl_paraoxon,4_nitrophenol,False,True,0.9617102341008872,Pendar-3,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.0030312668269448255, 0.9617102341008872, 0.00522740606162313, 0.003748990308568183, 0.004314387655859364, 0.0161181638162769, 0.005849551229840507]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row382,61.0,ethyl_paraoxon,4_nitrophenol,False,True,0.962708850362436,Mira-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.002788028879206677, 0.962708850362436, 0.004968266205964097, 0.004552707663794793, 0.004051155079573497, 0.015333095027682889, 0.005597896781341995]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row387,61.0,ethyl_paraoxon,ethanol,False,True,0.6554628139987224,Pendar-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.03342449094511766, 0.07249550509861592, 0.06018842879255412, 0.010538358537122502, 0.1101525150603371, 0.6554628139987224, 0.05773788756753021]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session2_row395,61.0,ethyl_paraoxon,4_nitrophenol,False,True,0.9558024707044984,RMX-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.003061094058189547, 0.9558024707044985, 0.004458381507484781, 0.004892284861813545, 0.004404174726443975, 0.01807665649027232, 0.009304937651297175]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session3_row60,61.0,ethyl_paraoxon,4_nitrophenol,False,True,0.9585811754393204,Pendar-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.002991036520462898, 0.9585811754393203, 0.0033003058459121597, 0.003784413753849288, 0.005219806479065821, 0.0175998026176117, 0.008523459343778132]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session3_row128,61.0,ethyl_paraoxon,4_nitrophenol,False,True,0.9655875954822056,RMX-1,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.0028485533875949503, 0.9655875954822056, 0.004272119155502261, 0.0038957778149954214, 0.004077833428177664, 0.013659549898872886, 0.0056585708326512985]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session3_row129,61.0,ethyl_paraoxon,4_nitrophenol,False,True,0.9635455497765012,Mira-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.0026617829899462275, 0.9635455497765011, 0.004134888685355613, 0.0038220910310474794, 0.004377315684206506, 0.014967815242006459, 0.006490556590936803]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session3_row142,61.0,ethyl_paraoxon,4_nitrophenol,False,True,0.967828540450452,RMX-1,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.0028054229573530203, 0.967828540450452, 0.00428830246975394, 0.003564089302425904, 0.0041241237285747495, 0.012019507754865499, 0.0053700133365750455]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session3_row143,61.0,ethyl_paraoxon,4_nitrophenol,False,True,0.9642659537725644,Mira-2,H_SERS_H_Kit,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.0026288398045733767, 0.9642659537725645, 0.004150671755801885, 0.0038457198576301805, 0.004376936234399963, 0.014287680012065688, 0.006444198562964387]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session3_row229,12.0,blank,benzyl_fentanyl,False,True,0.8681920933992545,Pendar-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.056026817670958774, 0.009900772175185934, 0.0050693963535966, 0.8681920933992545, 0.04932455715372723, 0.004984445530194058, 0.006501917717082963]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session3_row232,6.0,4_ANPP,blank,False,True,0.5819877369796231,Pendar-1,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.08293912356602388, 0.00679944670823925, 0.04583029543954421, 0.24297477414217458, 0.5819877369796231, 0.030846614191006247, 0.008622008973388755]"
outer,strict_core,strict_core,1,full_domain_aware,full_domain_aware__minimal_minmax__legacy64__051dfe345fd2,minimal_minmax,legacy,64,1729,635581811,66,0.7856581886099233,session3_row238,6.0,4_ANPP,blank,False,True,0.5904868940099696,Mira-3,NRC_Canadian_SERS,"[""4_ANPP"", ""4_nitrophenol"", ""acetaminophen"", ""benzyl_fentanyl"", ""blank"", ""ethanol"", ""ethyl_paraoxon""]","[0.12248569220288216, 0.014096807350294782, 0.016606447346697608, 0.13337093953176693, 0.5904868940099696, 0.04763675565529114, 0.07531646390309775]"
