held_out_substrate,prototype_mode,n_train,n_test,test_labels,accuracy,balanced_accuracy,macro_f1,final_loss
Ag,substrate_balanced,250,25,benzenethiol,0.88,0.88,0.46808510638297873,0.0
AgNP,substrate_balanced,225,50,"4np,pyridine",0.36,0.36,0.23215898825654924,0.0
Au,substrate_balanced,250,25,benzenethiol,0.96,0.96,0.4897959183673469,0.0005063743591308594
AuNP,substrate_balanced,250,25,pyridine,1.0,1.0,1.0,0.000903617262840271
PICO,substrate_balanced,200,75,"4np,bt,pyridine",0.6933333333333334,0.6933333333333334,0.5274216524216524,0.0
pSERS,substrate_balanced,200,75,"4np,bt,pyridine",0.6666666666666666,0.6666666666666666,0.5,0.0003667744994163513
