epoch,train_loss
1,0.18915242008540942
2,0.13585600885360138
3,0.10388711898223213
4,0.0853152422801308
5,0.06937933943193891
6,0.06195763161648875
7,0.07198635236076686
8,0.0622924681590951
9,0.046452706469141916
10,0.054163515179053594
11,0.0560760379485462
12,0.051616696883802826
13,0.05123861396442289
14,0.04849118868948173
15,0.054203797293745956
16,0.054125087513871815
17,0.03934905574373577
18,0.0362411811299946
19,0.042588315385839216
20,0.039485796119855796
21,0.03719883658315824
22,0.0402836248440587
23,0.04010002632503924
24,0.04288225102683772
25,0.04270410267231257
26,0.036882917404822683
27,0.03732692563663358
28,0.03242282507860142
29,0.03392100640289161
30,0.027783738726588045
31,0.03233340972143671
32,0.03260864236432573
33,0.03741423392101474
34,0.028906158681796943
35,0.03208131608755692
36,0.029576438697783845
37,0.028358111336179402
38,0.03484019282395425
39,0.021604396086996016
40,0.04107689585374749
41,0.030904007865035017
42,0.029635808560187403
43,0.030012379979471798
44,0.03093758027838624
45,0.025955996565196825
46,0.02863250167473503
47,0.030802101706681045
48,0.03443658760060435
49,0.02165144607424736
50,0.022461195225300996
51,0.02235122964434002
52,0.02194609337526819
53,0.020618167519569398
54,0.019870463596737904
55,0.022237774802614813
56,0.022897152149158974
57,0.030877065982507623
58,0.026016812156076017
59,0.021045365735240604
60,0.021741522200729536
61,0.023900056873326716
62,0.02546905805559262
63,0.015601776394507159
64,0.01679568019007211
65,0.016477115616283337
66,0.014577185135820637
67,0.0299672930865832
68,0.0232651526513307
69,0.01942558982611998
70,0.014919280811496403
71,0.02135347315798635
72,0.01713670861461888
73,0.01729380307395173
74,0.017371871160424275
75,0.02166903519436069
76,0.009241349735985631
77,0.018973553520829783
78,0.016817567562279492
79,0.013831971650538238
80,0.015730127951373223
81,0.015596711927134058
82,0.01549249582964441
83,0.021408333143462306
84,0.013492899097542723
85,0.012753480559457903
86,0.018065572821575664
87,0.017200402704917867
88,0.014970923377119976
89,0.014543353280295497
90,0.01068076831491097
91,0.010772585998410763
92,0.02091088205899881
93,0.014860255497953166
94,0.017646782148791396
95,0.015684021912191225
96,0.009105175166674282
97,0.015885699831921122
98,0.009657685264297153
99,0.009302748157136628
100,0.012931594706099966
