held_out_substrate,prototype_mode,n_train,n_test,test_labels,accuracy,balanced_accuracy,macro_f1,final_loss
Ag,row_mean,250,25,benzenethiol,0.72,0.72,0.4186046511627907,0.00016722611628938467
AgNP,row_mean,225,50,"4np,pyridine",0.42,0.42,0.3043478260869565,0.00029164217674406247
Au,row_mean,250,25,benzenethiol,0.96,0.96,0.4897959183673469,0.000171728489222005
AuNP,row_mean,250,25,pyridine,1.0,1.0,1.0,0.00027476657659281046
PICO,row_mean,200,75,"4np,bt,pyridine",0.68,0.68,0.5050798258345428,0.00028996264329180123
pSERS,row_mean,200,75,"4np,bt,pyridine",0.6533333333333333,0.6533333333333333,0.49489795918367346,0.0002793162106536329
