held_out_substrate,prototype_mode,n_train,n_test,test_labels,accuracy,balanced_accuracy,macro_f1,final_loss
Ag,row_mean,250,25,benzenethiol,0.76,0.76,0.2878787878787879,0.00020622982061468064
AgNP,row_mean,225,50,"4np,pyridine",0.46,0.45999999999999996,0.3537305421363392,0.0008498240645147033
Au,row_mean,250,25,benzenethiol,0.92,0.92,0.4791666666666667,0.0001935864188708365
AuNP,row_mean,250,25,pyridine,1.0,1.0,1.0,0.00023409662063932047
PICO,row_mean,200,75,"4np,bt,pyridine",0.6666666666666666,0.6666666666666666,0.4858490566037736,0.0004023072076961398
pSERS,row_mean,200,75,"4np,bt,pyridine",0.6533333333333333,0.6533333333333333,0.49489795918367346,0.0002589620882645249
