pc1,pc2,label,substrate
0.508568,0.53668004,4np,pSERS
0.53283155,0.49009192,4np,pSERS
0.45730293,0.50065494,4np,pSERS
0.46012366,0.33679143,4np,pSERS
0.4874207,0.4608153,4np,pSERS
0.5178793,0.53435206,4np,pSERS
0.50695693,0.5046898,4np,pSERS
0.5359026,0.48727423,4np,pSERS
0.4895741,0.43505237,4np,pSERS
0.49653462,0.48131284,4np,pSERS
0.49808818,0.48206022,4np,pSERS
0.5361533,0.46648026,4np,pSERS
0.4571535,0.45685902,4np,pSERS
0.33210248,0.3583188,4np,pSERS
0.5415549,0.45972613,4np,pSERS
0.4353985,0.46075854,4np,pSERS
0.5247947,0.48718843,4np,pSERS
0.4989413,0.5182813,4np,pSERS
0.51726454,0.4701265,4np,pSERS
0.5315587,0.4623409,4np,pSERS
0.47578937,0.4068102,4np,pSERS
0.5336999,0.48899603,4np,pSERS
0.541251,0.48078945,4np,pSERS
0.5024984,0.5051133,4np,pSERS
0.5255248,0.5145843,4np,pSERS
0.10449812,-0.36092806,benzenethiol,pSERS
0.110290416,-0.3584235,benzenethiol,pSERS
0.1318976,-0.35322955,benzenethiol,pSERS
0.11772988,-0.35615242,benzenethiol,pSERS
0.093985416,-0.37095982,benzenethiol,pSERS
0.11811943,-0.3565354,benzenethiol,pSERS
0.1299253,-0.3553364,benzenethiol,pSERS
0.12008386,-0.35650998,benzenethiol,pSERS
0.117175296,-0.35675716,benzenethiol,pSERS
0.12440822,-0.35617182,benzenethiol,pSERS
0.12048696,-0.3581179,benzenethiol,pSERS
0.1160788,-0.3587701,benzenethiol,pSERS
0.12889813,-0.3529107,benzenethiol,pSERS
0.112066336,-0.35896757,benzenethiol,pSERS
0.119953014,-0.35732827,benzenethiol,pSERS
0.11125389,-0.36056787,benzenethiol,pSERS
0.11378718,-0.3569375,benzenethiol,pSERS
0.11756319,-0.35660514,benzenethiol,pSERS
0.10911736,-0.35692778,benzenethiol,pSERS
0.1146685,-0.35614488,benzenethiol,pSERS
0.13976546,-0.35305807,benzenethiol,pSERS
0.1068764,-0.36044577,benzenethiol,pSERS
0.12696584,-0.3545242,benzenethiol,pSERS
0.122141175,-0.3558556,benzenethiol,pSERS
0.12768811,-0.35404745,benzenethiol,pSERS
-0.4786042,0.15377267,pyridine,pSERS
-0.46272868,0.13418922,pyridine,pSERS
-0.47667778,0.15362635,pyridine,pSERS
-0.46712562,0.13334593,pyridine,pSERS
-0.4857073,0.16425145,pyridine,pSERS
-0.4587865,0.13465329,pyridine,pSERS
-0.48168775,0.1642646,pyridine,pSERS
-0.46705106,0.12714723,pyridine,pSERS
-0.48168018,0.16574188,pyridine,pSERS
-0.44647354,0.104287066,pyridine,pSERS
-0.47872168,0.15278263,pyridine,pSERS
-0.47885814,0.15361,pyridine,pSERS
-0.46100038,0.121864654,pyridine,pSERS
-0.4635235,0.124995045,pyridine,pSERS
-0.4291037,0.12528309,pyridine,pSERS
-0.46119827,0.13821562,pyridine,pSERS
-0.4785039,0.15391855,pyridine,pSERS
-0.4562154,0.1100245,pyridine,pSERS
-0.47728002,0.13947561,pyridine,pSERS
-0.41301712,0.080899104,pyridine,pSERS
-0.4699781,0.14940397,pyridine,pSERS
-0.42663088,0.104287,pyridine,pSERS
-0.4008696,0.059942655,pyridine,pSERS
-0.46988338,0.15509048,pyridine,pSERS
-0.46695533,0.15943414,pyridine,pSERS
0.49629706,0.41611937,4np,PICO
0.49857363,0.39779535,4np,PICO
0.49671263,0.39916506,4np,PICO
0.46416873,0.40863705,4np,PICO
0.46926528,0.402881,4np,PICO
0.49421322,0.3996661,4np,PICO
0.48028755,0.4006859,4np,PICO
0.47415838,0.38763982,4np,PICO
0.4959163,0.40764898,4np,PICO
0.48187482,0.40378097,4np,PICO
0.48053312,0.40711117,4np,PICO
0.46944064,0.41019347,4np,PICO
0.4689583,0.4153378,4np,PICO
0.47620022,0.39951226,4np,PICO
0.479914,0.4130105,4np,PICO
0.4789553,0.4003815,4np,PICO
0.46806455,0.39382103,4np,PICO
0.48778167,0.38994044,4np,PICO
0.49215117,0.4069814,4np,PICO
0.48154062,0.41762325,4np,PICO
0.49403375,0.39708635,4np,PICO
0.50529534,0.39120305,4np,PICO
0.4916836,0.40562928,4np,PICO
0.48393482,0.41291958,4np,PICO
0.49799585,0.4081999,4np,PICO
0.11406123,-0.33534425,benzenethiol,PICO
-0.015171155,-0.32034457,benzenethiol,PICO
0.028894577,-0.29683492,benzenethiol,PICO
0.11028333,-0.35094506,benzenethiol,PICO
0.18017624,-0.32553515,benzenethiol,PICO
0.09987264,-0.354297,benzenethiol,PICO
0.0537584,-0.35757148,benzenethiol,PICO
0.18262778,-0.28949896,benzenethiol,PICO
0.15533544,-0.31615555,benzenethiol,PICO
0.017743766,-0.3093089,benzenethiol,PICO
0.17270124,-0.29954118,benzenethiol,PICO
0.11246629,-0.3027107,benzenethiol,PICO
0.17851306,-0.25005654,benzenethiol,PICO
0.19231576,-0.26928642,benzenethiol,PICO
0.16504288,-0.25544316,benzenethiol,PICO
0.21637759,-0.2952595,benzenethiol,PICO
0.13677125,-0.25199303,benzenethiol,PICO
0.021168375,-0.32690963,benzenethiol,PICO
0.21459085,-0.29180968,benzenethiol,PICO
0.13255821,-0.34639317,benzenethiol,PICO
0.14285976,-0.23719533,benzenethiol,PICO
0.17345743,-0.2882878,benzenethiol,PICO
0.047639653,-0.3260076,benzenethiol,PICO
0.11765186,-0.32266897,benzenethiol,PICO
0.055997536,-0.290073,benzenethiol,PICO
-0.48771447,0.21493086,pyridine,PICO
-0.46838534,0.22165853,pyridine,PICO
-0.48981297,0.22004291,pyridine,PICO
-0.45934227,0.224366,pyridine,PICO
-0.48101598,0.2498747,pyridine,PICO
-0.488206,0.22825243,pyridine,PICO
-0.4015951,0.20976323,pyridine,PICO
-0.45663792,0.23323528,pyridine,PICO
-0.45831144,0.2373474,pyridine,PICO
-0.48318434,0.22635907,pyridine,PICO
-0.49146613,0.23740268,pyridine,PICO
-0.47263524,0.22290167,pyridine,PICO
-0.45821002,0.23850645,pyridine,PICO
-0.4510566,0.21938011,pyridine,PICO
-0.49305987,0.22520967,pyridine,PICO
-0.4249672,0.2401702,pyridine,PICO
-0.49465352,0.23329838,pyridine,PICO
-0.42412826,0.2404886,pyridine,PICO
-0.44233721,0.18072192,pyridine,PICO
-0.49111688,0.23899308,pyridine,PICO
-0.46729192,0.2348034,pyridine,PICO
-0.43328613,0.22773509,pyridine,PICO
-0.48766428,0.24957265,pyridine,PICO
-0.4231449,0.21121684,pyridine,PICO
-0.49476945,0.22640501,pyridine,PICO
0.17646347,-0.1968435,4np,AgNP
0.19318634,-0.17519549,4np,AgNP
0.08590188,-0.14818816,4np,AgNP
0.19020215,-0.19074,4np,AgNP
0.24782754,-0.27337334,4np,AgNP
0.15919152,-0.14301589,4np,AgNP
0.13906796,-0.12125923,4np,AgNP
0.14741051,-0.05586868,4np,AgNP
0.094057836,0.13635656,4np,AgNP
0.16849619,-0.09066646,4np,AgNP
0.15843704,-0.11920818,4np,AgNP
0.14010882,-0.14770064,4np,AgNP
0.09906366,-0.045592353,4np,AgNP
0.17546222,-0.0035305126,4np,AgNP
0.17706002,-0.029075101,4np,AgNP
0.13943362,-0.038932644,4np,AgNP
0.20248926,-0.058165666,4np,AgNP
0.134243,-0.07828639,4np,AgNP
0.11890477,-0.12685892,4np,AgNP
0.21494496,-0.050962687,4np,AgNP
0.13985525,-0.016475284,4np,AgNP
0.25160378,-0.031548798,4np,AgNP
0.18838929,-0.008097321,4np,AgNP
0.0212149,-0.11292451,4np,AgNP
0.18589239,-0.123081654,4np,AgNP
-0.3048204,0.03219293,pyridine,AgNP
-0.1685867,-0.15462181,pyridine,AgNP
-0.35056007,0.03100484,pyridine,AgNP
-0.35039186,0.080281295,pyridine,AgNP
-0.19019152,-0.0061549074,pyridine,AgNP
-0.36331365,0.07258309,pyridine,AgNP
-0.3242512,0.0095938835,pyridine,AgNP
-0.3564294,0.049663674,pyridine,AgNP
-0.29491293,-0.056980997,pyridine,AgNP
-0.20649455,-0.040444367,pyridine,AgNP
-0.30100965,-0.0007631498,pyridine,AgNP
-0.35618266,0.00783191,pyridine,AgNP
-0.41863292,0.118180096,pyridine,AgNP
-0.39218044,0.08955079,pyridine,AgNP
-0.2939387,-0.004001273,pyridine,AgNP
-0.20281121,0.0076826084,pyridine,AgNP
-0.25736657,-0.0069475765,pyridine,AgNP
-0.19627813,-0.04993965,pyridine,AgNP
-0.18029623,-0.1351532,pyridine,AgNP
-0.43435714,0.05366416,pyridine,AgNP
-0.21653262,-0.016442101,pyridine,AgNP
-0.28792498,-0.011408626,pyridine,AgNP
-0.37167466,0.05768575,pyridine,AgNP
-0.29463837,0.06586399,pyridine,AgNP
-0.13188939,-0.1535165,pyridine,AgNP
-0.49138027,0.19767883,pyridine,AuNP
-0.4173002,0.15583575,pyridine,AuNP
-0.37203813,0.13656373,pyridine,AuNP
-0.44364306,0.14986584,pyridine,AuNP
