held_unknown,outer_fold,inner_fold,surrogate_unknown,partition,rows,masters,analytes,instruments,sensor_families
ethanol,4,0,ethyl_paraoxon,validation_surrogate_unknown,3,2,1,1,1
ethanol,4,1,4_ANPP,excluded_outer_known_test,90,14,6,10,3
ethanol,4,1,4_ANPP,excluded_surrogate_training,59,6,1,8,2
ethanol,4,1,4_ANPP,locked_held_unknown,62,9,1,5,2
ethanol,4,1,4_ANPP,locked_stress,75,34,6,7,4
ethanol,4,1,4_ANPP,train_known,217,29,5,10,4
ethanol,4,1,4_ANPP,validation_known,77,9,5,10,4
ethanol,4,1,4_ANPP,validation_surrogate_unknown,18,2,1,5,2
ethanol,4,1,4_nitrophenol,excluded_outer_known_test,90,14,6,10,3
ethanol,4,1,4_nitrophenol,excluded_surrogate_training,42,5,1,5,3
ethanol,4,1,4_nitrophenol,locked_held_unknown,62,9,1,5,2
ethanol,4,1,4_nitrophenol,locked_stress,75,34,6,7,4
ethanol,4,1,4_nitrophenol,train_known,234,30,5,10,4
ethanol,4,1,4_nitrophenol,validation_known,77,10,5,10,3
ethanol,4,1,4_nitrophenol,validation_surrogate_unknown,18,1,1,5,3
ethanol,4,1,acetaminophen,excluded_outer_known_test,90,14,6,10,3
ethanol,4,1,acetaminophen,excluded_surrogate_training,41,6,1,6,2
ethanol,4,1,acetaminophen,locked_held_unknown,62,9,1,5,2
ethanol,4,1,acetaminophen,locked_stress,75,34,6,7,4
ethanol,4,1,acetaminophen,train_known,235,29,5,10,4
ethanol,4,1,acetaminophen,validation_known,82,8,5,9,4
ethanol,4,1,acetaminophen,validation_surrogate_unknown,13,3,1,5,2
ethanol,4,1,benzyl_fentanyl,excluded_outer_known_test,90,14,6,10,3
ethanol,4,1,benzyl_fentanyl,excluded_surrogate_training,69,8,1,9,3
ethanol,4,1,benzyl_fentanyl,locked_held_unknown,62,9,1,5,2
ethanol,4,1,benzyl_fentanyl,locked_stress,75,34,6,7,4
ethanol,4,1,benzyl_fentanyl,train_known,207,27,5,10,4
ethanol,4,1,benzyl_fentanyl,validation_known,72,8,5,10,4
ethanol,4,1,benzyl_fentanyl,validation_surrogate_unknown,23,3,1,7,2
ethanol,4,1,ethyl_paraoxon,excluded_outer_known_test,90,14,6,10,3
ethanol,4,1,ethyl_paraoxon,excluded_surrogate_training,18,5,1,3,2
ethanol,4,1,ethyl_paraoxon,locked_held_unknown,62,9,1,5,2
ethanol,4,1,ethyl_paraoxon,locked_stress,75,34,6,7,4
ethanol,4,1,ethyl_paraoxon,train_known,258,30,5,10,4
ethanol,4,1,ethyl_paraoxon,validation_known,83,10,5,10,4
ethanol,4,1,ethyl_paraoxon,validation_surrogate_unknown,12,1,1,3,2
ethanol,4,2,4_ANPP,excluded_outer_known_test,90,14,6,10,3
ethanol,4,2,4_ANPP,excluded_surrogate_training,57,6,1,8,2
ethanol,4,2,4_ANPP,locked_held_unknown,62,9,1,5,2
ethanol,4,2,4_ANPP,locked_stress,75,34,6,7,4
ethanol,4,2,4_ANPP,train_known,225,28,5,10,4
ethanol,4,2,4_ANPP,validation_known,69,10,5,10,3
ethanol,4,2,4_ANPP,validation_surrogate_unknown,20,2,1,5,2
ethanol,4,2,4_nitrophenol,excluded_outer_known_test,90,14,6,10,3
ethanol,4,2,4_nitrophenol,excluded_surrogate_training,49,4,1,5,3
ethanol,4,2,4_nitrophenol,locked_held_unknown,62,9,1,5,2
ethanol,4,2,4_nitrophenol,locked_stress,75,34,6,7,4
ethanol,4,2,4_nitrophenol,train_known,233,30,5,10,4
ethanol,4,2,4_nitrophenol,validation_known,78,10,5,10,3
ethanol,4,2,4_nitrophenol,validation_surrogate_unknown,11,2,1,3,2
ethanol,4,2,acetaminophen,excluded_outer_known_test,90,14,6,10,3
ethanol,4,2,acetaminophen,excluded_surrogate_training,40,8,1,5,2
ethanol,4,2,acetaminophen,locked_held_unknown,62,9,1,5,2
ethanol,4,2,acetaminophen,locked_stress,75,34,6,7,4
ethanol,4,2,acetaminophen,train_known,242,26,5,10,4
ethanol,4,2,acetaminophen,validation_known,75,11,5,10,3
ethanol,4,2,acetaminophen,validation_surrogate_unknown,14,1,1,5,2
ethanol,4,2,benzyl_fentanyl,excluded_outer_known_test,90,14,6,10,3
ethanol,4,2,benzyl_fentanyl,excluded_surrogate_training,69,8,1,8,3
ethanol,4,2,benzyl_fentanyl,locked_held_unknown,62,9,1,5,2
ethanol,4,2,benzyl_fentanyl,locked_stress,75,34,6,7,4
ethanol,4,2,benzyl_fentanyl,train_known,213,26,5,10,4
ethanol,4,2,benzyl_fentanyl,validation_known,66,9,5,10,3
ethanol,4,2,benzyl_fentanyl,validation_surrogate_unknown,23,3,1,9,2
ethanol,4,2,ethyl_paraoxon,excluded_outer_known_test,90,14,6,10,3
ethanol,4,2,ethyl_paraoxon,excluded_surrogate_training,27,4,1,4,2
ethanol,4,2,ethyl_paraoxon,locked_held_unknown,62,9,1,5,2
ethanol,4,2,ethyl_paraoxon,locked_stress,75,34,6,7,4
ethanol,4,2,ethyl_paraoxon,train_known,255,30,5,10,4
ethanol,4,2,ethyl_paraoxon,validation_known,86,10,5,10,3
ethanol,4,2,ethyl_paraoxon,validation_surrogate_unknown,3,2,1,2,1
ethanol,4,3,4_ANPP,excluded_outer_known_test,90,14,6,10,3
ethanol,4,3,4_ANPP,excluded_surrogate_training,58,6,1,8,2
ethanol,4,3,4_ANPP,locked_held_unknown,62,9,1,5,2
ethanol,4,3,4_ANPP,locked_stress,75,34,6,7,4
ethanol,4,3,4_ANPP,train_known,221,29,5,10,4
ethanol,4,3,4_ANPP,validation_known,73,9,5,10,4
ethanol,4,3,4_ANPP,validation_surrogate_unknown,19,2,1,5,2
ethanol,4,3,4_nitrophenol,excluded_outer_known_test,90,14,6,10,3
ethanol,4,3,4_nitrophenol,excluded_surrogate_training,45,4,1,5,3
ethanol,4,3,4_nitrophenol,locked_held_unknown,62,9,1,5,2
ethanol,4,3,4_nitrophenol,locked_stress,75,34,6,7,4
ethanol,4,3,4_nitrophenol,train_known,234,31,5,10,3
ethanol,4,3,4_nitrophenol,validation_known,77,9,5,10,4
ethanol,4,3,4_nitrophenol,validation_surrogate_unknown,15,2,1,4,3
ethanol,4,3,acetaminophen,excluded_outer_known_test,90,14,6,10,3
ethanol,4,3,acetaminophen,excluded_surrogate_training,41,6,1,6,2
ethanol,4,3,acetaminophen,locked_held_unknown,62,9,1,5,2
ethanol,4,3,acetaminophen,locked_stress,75,34,6,7,4
ethanol,4,3,acetaminophen,train_known,238,29,5,10,4
ethanol,4,3,acetaminophen,validation_known,79,8,5,10,4
ethanol,4,3,acetaminophen,validation_surrogate_unknown,13,3,1,5,1
ethanol,4,3,benzyl_fentanyl,excluded_outer_known_test,90,14,6,10,3
ethanol,4,3,benzyl_fentanyl,excluded_surrogate_training,70,9,1,9,2
ethanol,4,3,benzyl_fentanyl,locked_held_unknown,62,9,1,5,2
ethanol,4,3,benzyl_fentanyl,locked_stress,75,34,6,7,4
ethanol,4,3,benzyl_fentanyl,train_known,209,26,5,10,4
ethanol,4,3,benzyl_fentanyl,validation_known,70,9,5,10,4
ethanol,4,3,benzyl_fentanyl,validation_surrogate_unknown,22,2,1,5,2
ethanol,4,3,ethyl_paraoxon,excluded_outer_known_test,90,14,6,10,3
ethanol,4,3,ethyl_paraoxon,excluded_surrogate_training,18,5,1,3,2
ethanol,4,3,ethyl_paraoxon,locked_held_unknown,62,9,1,5,2
ethanol,4,3,ethyl_paraoxon,locked_stress,75,34,6,7,4
ethanol,4,3,ethyl_paraoxon,train_known,261,30,5,10,4
ethanol,4,3,ethyl_paraoxon,validation_known,80,10,5,10,4
ethanol,4,3,ethyl_paraoxon,validation_surrogate_unknown,12,1,1,3,2
ethyl_paraoxon,0,1,4_ANPP,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,1,4_ANPP,excluded_surrogate_training,60,7,1,8,2
ethyl_paraoxon,0,1,4_ANPP,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,1,4_ANPP,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,1,4_ANPP,train_known,211,32,5,10,4
ethyl_paraoxon,0,1,4_ANPP,validation_known,74,9,5,10,4
ethyl_paraoxon,0,1,4_ANPP,validation_surrogate_unknown,18,2,1,5,2
ethyl_paraoxon,0,1,4_nitrophenol,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,1,4_nitrophenol,excluded_surrogate_training,40,6,1,5,3
ethyl_paraoxon,0,1,4_nitrophenol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,1,4_nitrophenol,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,1,4_nitrophenol,train_known,231,33,5,10,4
ethyl_paraoxon,0,1,4_nitrophenol,validation_known,74,10,5,10,3
ethyl_paraoxon,0,1,4_nitrophenol,validation_surrogate_unknown,18,1,1,5,3
ethyl_paraoxon,0,1,acetaminophen,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,1,acetaminophen,excluded_surrogate_training,39,6,1,6,2
ethyl_paraoxon,0,1,acetaminophen,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,1,acetaminophen,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,1,acetaminophen,train_known,232,33,5,10,4
ethyl_paraoxon,0,1,acetaminophen,validation_known,79,8,5,9,4
ethyl_paraoxon,0,1,acetaminophen,validation_surrogate_unknown,13,3,1,5,2
ethyl_paraoxon,0,1,benzyl_fentanyl,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,1,benzyl_fentanyl,excluded_surrogate_training,68,9,1,9,3
ethyl_paraoxon,0,1,benzyl_fentanyl,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,1,benzyl_fentanyl,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,1,benzyl_fentanyl,train_known,203,30,5,10,4
ethyl_paraoxon,0,1,benzyl_fentanyl,validation_known,69,8,5,10,4
ethyl_paraoxon,0,1,benzyl_fentanyl,validation_surrogate_unknown,23,3,1,7,2
ethyl_paraoxon,0,1,ethanol,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,1,ethanol,excluded_surrogate_training,22,6,1,3,2
ethyl_paraoxon,0,1,ethanol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,1,ethanol,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,1,ethanol,train_known,249,33,5,10,4
ethyl_paraoxon,0,1,ethanol,validation_known,83,10,5,10,4
ethyl_paraoxon,0,1,ethanol,validation_surrogate_unknown,9,1,1,4,2
ethyl_paraoxon,0,2,4_ANPP,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,2,4_ANPP,excluded_surrogate_training,58,7,1,7,2
ethyl_paraoxon,0,2,4_ANPP,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,2,4_ANPP,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,2,4_ANPP,train_known,213,30,5,10,4
ethyl_paraoxon,0,2,4_ANPP,validation_known,72,11,5,10,3
ethyl_paraoxon,0,2,4_ANPP,validation_surrogate_unknown,20,2,1,5,2
ethyl_paraoxon,0,2,4_nitrophenol,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,2,4_nitrophenol,excluded_surrogate_training,47,5,1,5,3
ethyl_paraoxon,0,2,4_nitrophenol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,2,4_nitrophenol,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,2,4_nitrophenol,train_known,224,32,5,10,4
ethyl_paraoxon,0,2,4_nitrophenol,validation_known,81,11,5,10,3
ethyl_paraoxon,0,2,4_nitrophenol,validation_surrogate_unknown,11,2,1,3,2
ethyl_paraoxon,0,2,acetaminophen,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,2,acetaminophen,excluded_surrogate_training,38,8,1,5,2
ethyl_paraoxon,0,2,acetaminophen,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,2,acetaminophen,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,2,acetaminophen,train_known,233,29,5,10,4
ethyl_paraoxon,0,2,acetaminophen,validation_known,78,12,5,10,3
ethyl_paraoxon,0,2,acetaminophen,validation_surrogate_unknown,14,1,1,5,2
ethyl_paraoxon,0,2,benzyl_fentanyl,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,2,benzyl_fentanyl,excluded_surrogate_training,68,9,1,8,3
ethyl_paraoxon,0,2,benzyl_fentanyl,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,2,benzyl_fentanyl,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,2,benzyl_fentanyl,train_known,203,28,5,10,4
ethyl_paraoxon,0,2,benzyl_fentanyl,validation_known,69,10,5,10,3
ethyl_paraoxon,0,2,benzyl_fentanyl,validation_surrogate_unknown,23,3,1,9,2
ethyl_paraoxon,0,2,ethanol,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,2,ethanol,excluded_surrogate_training,25,4,1,4,2
ethyl_paraoxon,0,2,ethanol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,2,ethanol,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,2,ethanol,train_known,246,33,5,10,4
ethyl_paraoxon,0,2,ethanol,validation_known,86,10,5,10,3
ethyl_paraoxon,0,2,ethanol,validation_surrogate_unknown,6,3,1,2,1
ethyl_paraoxon,0,3,4_ANPP,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,3,4_ANPP,excluded_surrogate_training,59,7,1,8,2
ethyl_paraoxon,0,3,4_ANPP,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,3,4_ANPP,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,3,4_ANPP,train_known,215,32,5,10,4
ethyl_paraoxon,0,3,4_ANPP,validation_known,70,9,5,10,4
ethyl_paraoxon,0,3,4_ANPP,validation_surrogate_unknown,19,2,1,5,2
ethyl_paraoxon,0,3,4_nitrophenol,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,3,4_nitrophenol,excluded_surrogate_training,43,5,1,5,3
ethyl_paraoxon,0,3,4_nitrophenol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,3,4_nitrophenol,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,3,4_nitrophenol,train_known,231,34,5,10,3
ethyl_paraoxon,0,3,4_nitrophenol,validation_known,74,9,5,10,4
ethyl_paraoxon,0,3,4_nitrophenol,validation_surrogate_unknown,15,2,1,4,3
ethyl_paraoxon,0,3,acetaminophen,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,3,acetaminophen,excluded_surrogate_training,39,6,1,6,2
ethyl_paraoxon,0,3,acetaminophen,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,3,acetaminophen,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,3,acetaminophen,train_known,235,33,5,10,4
ethyl_paraoxon,0,3,acetaminophen,validation_known,76,8,5,10,4
ethyl_paraoxon,0,3,acetaminophen,validation_surrogate_unknown,13,3,1,5,1
ethyl_paraoxon,0,3,benzyl_fentanyl,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,3,benzyl_fentanyl,excluded_surrogate_training,69,10,1,9,2
ethyl_paraoxon,0,3,benzyl_fentanyl,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,3,benzyl_fentanyl,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,3,benzyl_fentanyl,train_known,205,29,5,10,4
ethyl_paraoxon,0,3,benzyl_fentanyl,validation_known,67,9,5,10,4
ethyl_paraoxon,0,3,benzyl_fentanyl,validation_surrogate_unknown,22,2,1,5,2
ethyl_paraoxon,0,3,ethanol,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,3,ethanol,excluded_surrogate_training,22,6,1,4,2
ethyl_paraoxon,0,3,ethanol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,3,ethanol,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,3,ethanol,train_known,252,33,5,10,4
ethyl_paraoxon,0,3,ethanol,validation_known,80,10,5,10,4
ethyl_paraoxon,0,3,ethanol,validation_surrogate_unknown,9,1,1,3,2
ethyl_paraoxon,0,4,4_ANPP,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,4,4_ANPP,excluded_surrogate_training,57,6,1,8,2
ethyl_paraoxon,0,4,4_ANPP,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,4,4_ANPP,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,4,4_ANPP,train_known,216,29,5,10,4
ethyl_paraoxon,0,4,4_ANPP,validation_known,69,12,5,10,3
ethyl_paraoxon,0,4,4_ANPP,validation_surrogate_unknown,21,3,1,7,2
ethyl_paraoxon,0,4,4_nitrophenol,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,4,4_nitrophenol,excluded_surrogate_training,44,5,1,5,3
ethyl_paraoxon,0,4,4_nitrophenol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,4,4_nitrophenol,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,4,4_nitrophenol,train_known,229,30,5,10,4
ethyl_paraoxon,0,4,4_nitrophenol,validation_known,76,13,5,10,3
ethyl_paraoxon,0,4,4_nitrophenol,validation_surrogate_unknown,14,2,1,4,2
ethyl_paraoxon,0,4,acetaminophen,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,4,acetaminophen,excluded_surrogate_training,40,7,1,6,2
ethyl_paraoxon,0,4,acetaminophen,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,4,acetaminophen,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,4,acetaminophen,train_known,233,28,5,10,4
ethyl_paraoxon,0,4,acetaminophen,validation_known,78,13,5,10,3
ethyl_paraoxon,0,4,acetaminophen,validation_surrogate_unknown,12,2,1,5,2
ethyl_paraoxon,0,4,benzyl_fentanyl,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,4,benzyl_fentanyl,excluded_surrogate_training,68,8,1,9,3
ethyl_paraoxon,0,4,benzyl_fentanyl,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,4,benzyl_fentanyl,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,4,benzyl_fentanyl,train_known,205,27,5,10,4
ethyl_paraoxon,0,4,benzyl_fentanyl,validation_known,67,11,5,10,3
ethyl_paraoxon,0,4,benzyl_fentanyl,validation_surrogate_unknown,23,4,1,5,2
ethyl_paraoxon,0,4,ethanol,excluded_outer_known_test,100,12,6,10,4
ethyl_paraoxon,0,4,ethanol,excluded_surrogate_training,24,5,1,4,2
ethyl_paraoxon,0,4,ethanol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,0,4,ethanol,locked_stress,81,36,6,8,4
ethyl_paraoxon,0,4,ethanol,train_known,249,30,5,10,4
ethyl_paraoxon,0,4,ethanol,validation_known,83,13,5,10,3
ethyl_paraoxon,0,4,ethanol,validation_surrogate_unknown,7,2,1,2,2
ethyl_paraoxon,1,0,4_ANPP,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,0,4_ANPP,excluded_surrogate_training,60,7,1,8,2
ethyl_paraoxon,1,0,4_ANPP,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,0,4_ANPP,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,0,4_ANPP,train_known,211,32,5,10,4
ethyl_paraoxon,1,0,4_ANPP,validation_known,80,10,5,10,4
ethyl_paraoxon,1,0,4_ANPP,validation_surrogate_unknown,20,2,1,8,2
ethyl_paraoxon,1,0,4_nitrophenol,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,0,4_nitrophenol,excluded_surrogate_training,40,6,1,5,3
ethyl_paraoxon,1,0,4_nitrophenol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,0,4_nitrophenol,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,0,4_nitrophenol,train_known,231,33,5,10,4
ethyl_paraoxon,1,0,4_nitrophenol,validation_known,84,11,5,10,3
ethyl_paraoxon,1,0,4_nitrophenol,validation_surrogate_unknown,16,1,1,4,3
ethyl_paraoxon,1,0,acetaminophen,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,0,acetaminophen,excluded_surrogate_training,39,6,1,6,2
ethyl_paraoxon,1,0,acetaminophen,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,0,acetaminophen,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,0,acetaminophen,train_known,232,33,5,10,4
ethyl_paraoxon,1,0,acetaminophen,validation_known,86,10,5,10,4
ethyl_paraoxon,1,0,acetaminophen,validation_surrogate_unknown,14,2,1,5,1
ethyl_paraoxon,1,0,benzyl_fentanyl,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,0,benzyl_fentanyl,excluded_surrogate_training,68,9,1,9,3
ethyl_paraoxon,1,0,benzyl_fentanyl,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,0,benzyl_fentanyl,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,0,benzyl_fentanyl,train_known,203,30,5,10,4
ethyl_paraoxon,1,0,benzyl_fentanyl,validation_known,76,9,5,10,4
ethyl_paraoxon,1,0,benzyl_fentanyl,validation_surrogate_unknown,24,3,1,8,2
ethyl_paraoxon,1,0,ethanol,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,0,ethanol,excluded_surrogate_training,22,6,1,3,2
ethyl_paraoxon,1,0,ethanol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,0,ethanol,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,0,ethanol,train_known,249,33,5,10,4
ethyl_paraoxon,1,0,ethanol,validation_known,92,10,5,10,4
ethyl_paraoxon,1,0,ethanol,validation_surrogate_unknown,8,2,1,4,2
ethyl_paraoxon,1,2,4_ANPP,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,2,4_ANPP,excluded_surrogate_training,60,7,1,8,2
ethyl_paraoxon,1,2,4_ANPP,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,2,4_ANPP,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,2,4_ANPP,train_known,219,31,5,10,4
ethyl_paraoxon,1,2,4_ANPP,validation_known,72,11,5,10,3
ethyl_paraoxon,1,2,4_ANPP,validation_surrogate_unknown,20,2,1,5,2
ethyl_paraoxon,1,2,4_nitrophenol,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,2,4_nitrophenol,excluded_surrogate_training,45,5,1,5,3
ethyl_paraoxon,1,2,4_nitrophenol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,2,4_nitrophenol,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,2,4_nitrophenol,train_known,234,33,5,10,4
ethyl_paraoxon,1,2,4_nitrophenol,validation_known,81,11,5,10,3
ethyl_paraoxon,1,2,4_nitrophenol,validation_surrogate_unknown,11,2,1,3,2
ethyl_paraoxon,1,2,acetaminophen,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,2,acetaminophen,excluded_surrogate_training,39,7,1,5,2
ethyl_paraoxon,1,2,acetaminophen,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,2,acetaminophen,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,2,acetaminophen,train_known,240,31,5,10,4
ethyl_paraoxon,1,2,acetaminophen,validation_known,78,12,5,10,3
ethyl_paraoxon,1,2,acetaminophen,validation_surrogate_unknown,14,1,1,5,2
ethyl_paraoxon,1,2,benzyl_fentanyl,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,2,benzyl_fentanyl,excluded_surrogate_training,69,9,1,8,3
ethyl_paraoxon,1,2,benzyl_fentanyl,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,2,benzyl_fentanyl,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,2,benzyl_fentanyl,train_known,210,29,5,10,4
ethyl_paraoxon,1,2,benzyl_fentanyl,validation_known,69,10,5,10,3
ethyl_paraoxon,1,2,benzyl_fentanyl,validation_surrogate_unknown,23,3,1,9,2
ethyl_paraoxon,1,2,ethanol,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,2,ethanol,excluded_surrogate_training,24,5,1,4,2
ethyl_paraoxon,1,2,ethanol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,2,ethanol,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,2,ethanol,train_known,255,33,5,10,4
ethyl_paraoxon,1,2,ethanol,validation_known,86,10,5,10,3
ethyl_paraoxon,1,2,ethanol,validation_surrogate_unknown,6,3,1,2,1
ethyl_paraoxon,1,3,4_ANPP,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,3,4_ANPP,excluded_surrogate_training,61,7,1,8,2
ethyl_paraoxon,1,3,4_ANPP,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,3,4_ANPP,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,3,4_ANPP,train_known,221,33,5,10,4
ethyl_paraoxon,1,3,4_ANPP,validation_known,70,9,5,10,4
ethyl_paraoxon,1,3,4_ANPP,validation_surrogate_unknown,19,2,1,5,2
ethyl_paraoxon,1,3,4_nitrophenol,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,3,4_nitrophenol,excluded_surrogate_training,41,5,1,4,3
ethyl_paraoxon,1,3,4_nitrophenol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,3,4_nitrophenol,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,3,4_nitrophenol,train_known,241,35,5,10,3
ethyl_paraoxon,1,3,4_nitrophenol,validation_known,74,9,5,10,4
ethyl_paraoxon,1,3,4_nitrophenol,validation_surrogate_unknown,15,2,1,4,3
ethyl_paraoxon,1,3,acetaminophen,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,3,acetaminophen,excluded_surrogate_training,40,5,1,6,2
ethyl_paraoxon,1,3,acetaminophen,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,3,acetaminophen,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,3,acetaminophen,train_known,242,35,5,10,4
ethyl_paraoxon,1,3,acetaminophen,validation_known,76,8,5,10,4
ethyl_paraoxon,1,3,acetaminophen,validation_surrogate_unknown,13,3,1,5,1
ethyl_paraoxon,1,3,benzyl_fentanyl,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,3,benzyl_fentanyl,excluded_surrogate_training,70,10,1,9,2
ethyl_paraoxon,1,3,benzyl_fentanyl,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,3,benzyl_fentanyl,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,3,benzyl_fentanyl,train_known,212,30,5,10,4
ethyl_paraoxon,1,3,benzyl_fentanyl,validation_known,67,9,5,10,4
ethyl_paraoxon,1,3,benzyl_fentanyl,validation_surrogate_unknown,22,2,1,5,2
ethyl_paraoxon,1,3,ethanol,excluded_outer_known_test,92,11,6,10,4
ethyl_paraoxon,1,3,ethanol,excluded_surrogate_training,21,7,1,4,2
ethyl_paraoxon,1,3,ethanol,locked_held_unknown,54,7,1,5,2
ethyl_paraoxon,1,3,ethanol,locked_stress,81,36,6,8,4
ethyl_paraoxon,1,3,ethanol,train_known,261,33,5,10,4
ethyl_paraoxon,1,3,ethanol,validation_known,80,10,5,10,4
ethyl_paraoxon,1,3,ethanol,validation_surrogate_unknown,9,1,1,3,2
