held_unknown,outer_fold,inner_fold,surrogate_unknown,partition,rows,masters,analytes,instruments,sensor_families
4_nitrophenol,2,1,4_ANPP,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,1,4_ANPP,locked_stress,80,37,6,9,3
4_nitrophenol,2,1,4_ANPP,train_known,196,30,5,10,4
4_nitrophenol,2,1,4_ANPP,validation_known,68,9,5,10,3
4_nitrophenol,2,1,4_ANPP,validation_surrogate_unknown,18,2,1,5,2
4_nitrophenol,2,1,acetaminophen,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,1,acetaminophen,excluded_surrogate_training,39,7,1,5,2
4_nitrophenol,2,1,acetaminophen,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,1,acetaminophen,locked_stress,80,37,6,9,3
4_nitrophenol,2,1,acetaminophen,train_known,217,30,5,10,4
4_nitrophenol,2,1,acetaminophen,validation_known,73,8,5,9,3
4_nitrophenol,2,1,acetaminophen,validation_surrogate_unknown,13,3,1,5,2
4_nitrophenol,2,1,benzyl_fentanyl,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,1,benzyl_fentanyl,excluded_surrogate_training,69,9,1,8,3
4_nitrophenol,2,1,benzyl_fentanyl,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,1,benzyl_fentanyl,locked_stress,80,37,6,9,3
4_nitrophenol,2,1,benzyl_fentanyl,train_known,187,28,5,10,3
4_nitrophenol,2,1,benzyl_fentanyl,validation_known,63,8,5,10,3
4_nitrophenol,2,1,benzyl_fentanyl,validation_surrogate_unknown,23,3,1,7,2
4_nitrophenol,2,1,ethanol,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,1,ethanol,excluded_surrogate_training,24,5,1,4,2
4_nitrophenol,2,1,ethanol,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,1,ethanol,locked_stress,80,37,6,9,3
4_nitrophenol,2,1,ethanol,train_known,232,32,5,10,4
4_nitrophenol,2,1,ethanol,validation_known,77,10,5,10,3
4_nitrophenol,2,1,ethanol,validation_surrogate_unknown,9,1,1,4,2
4_nitrophenol,2,1,ethyl_paraoxon,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,1,ethyl_paraoxon,excluded_surrogate_training,22,4,1,3,2
4_nitrophenol,2,1,ethyl_paraoxon,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,1,ethyl_paraoxon,locked_stress,80,37,6,9,3
4_nitrophenol,2,1,ethyl_paraoxon,train_known,234,33,5,10,4
4_nitrophenol,2,1,ethyl_paraoxon,validation_known,74,10,5,10,3
4_nitrophenol,2,1,ethyl_paraoxon,validation_surrogate_unknown,12,1,1,3,2
4_nitrophenol,2,3,4_ANPP,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,3,4_ANPP,excluded_surrogate_training,59,7,1,8,2
4_nitrophenol,2,3,4_ANPP,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,3,4_ANPP,locked_stress,80,37,6,9,3
4_nitrophenol,2,3,4_ANPP,train_known,197,31,5,10,3
4_nitrophenol,2,3,4_ANPP,validation_known,67,8,5,10,4
4_nitrophenol,2,3,4_ANPP,validation_surrogate_unknown,19,2,1,5,2
4_nitrophenol,2,3,acetaminophen,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,3,acetaminophen,excluded_surrogate_training,39,7,1,5,2
4_nitrophenol,2,3,acetaminophen,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,3,acetaminophen,locked_stress,80,37,6,9,3
4_nitrophenol,2,3,acetaminophen,train_known,217,31,5,10,3
4_nitrophenol,2,3,acetaminophen,validation_known,73,7,5,10,4
4_nitrophenol,2,3,acetaminophen,validation_surrogate_unknown,13,3,1,5,1
4_nitrophenol,2,3,benzyl_fentanyl,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,3,benzyl_fentanyl,excluded_surrogate_training,70,10,1,8,2
4_nitrophenol,2,3,benzyl_fentanyl,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,3,benzyl_fentanyl,locked_stress,80,37,6,9,3
4_nitrophenol,2,3,benzyl_fentanyl,train_known,186,28,5,10,3
4_nitrophenol,2,3,benzyl_fentanyl,validation_known,64,8,5,10,3
4_nitrophenol,2,3,benzyl_fentanyl,validation_surrogate_unknown,22,2,1,5,2
4_nitrophenol,2,3,ethanol,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,3,ethanol,excluded_surrogate_training,24,5,1,4,2
4_nitrophenol,2,3,ethanol,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,3,ethanol,locked_stress,80,37,6,9,3
4_nitrophenol,2,3,ethanol,train_known,232,33,5,10,3
4_nitrophenol,2,3,ethanol,validation_known,77,9,5,10,4
4_nitrophenol,2,3,ethanol,validation_surrogate_unknown,9,1,1,3,2
4_nitrophenol,2,3,ethyl_paraoxon,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,3,ethyl_paraoxon,excluded_surrogate_training,22,4,1,3,2
4_nitrophenol,2,3,ethyl_paraoxon,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,3,ethyl_paraoxon,locked_stress,80,37,6,9,3
4_nitrophenol,2,3,ethyl_paraoxon,train_known,234,34,5,10,3
4_nitrophenol,2,3,ethyl_paraoxon,validation_known,74,9,5,10,4
4_nitrophenol,2,3,ethyl_paraoxon,validation_surrogate_unknown,12,1,1,3,2
4_nitrophenol,2,4,4_ANPP,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,4,4_ANPP,excluded_surrogate_training,57,6,1,8,2
4_nitrophenol,2,4,4_ANPP,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,4,4_ANPP,locked_stress,80,37,6,9,3
4_nitrophenol,2,4,4_ANPP,train_known,202,28,5,10,4
4_nitrophenol,2,4,4_ANPP,validation_known,62,11,5,10,3
4_nitrophenol,2,4,4_ANPP,validation_surrogate_unknown,21,3,1,7,2
4_nitrophenol,2,4,acetaminophen,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,4,acetaminophen,excluded_surrogate_training,40,8,1,5,2
4_nitrophenol,2,4,acetaminophen,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,4,acetaminophen,locked_stress,80,37,6,9,3
4_nitrophenol,2,4,acetaminophen,train_known,219,26,5,10,4
4_nitrophenol,2,4,acetaminophen,validation_known,71,12,5,10,3
4_nitrophenol,2,4,acetaminophen,validation_surrogate_unknown,12,2,1,5,2
4_nitrophenol,2,4,benzyl_fentanyl,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,4,benzyl_fentanyl,excluded_surrogate_training,69,8,1,8,3
4_nitrophenol,2,4,benzyl_fentanyl,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,4,benzyl_fentanyl,locked_stress,80,37,6,9,3
4_nitrophenol,2,4,benzyl_fentanyl,train_known,190,26,5,10,3
4_nitrophenol,2,4,benzyl_fentanyl,validation_known,60,10,5,10,3
4_nitrophenol,2,4,benzyl_fentanyl,validation_surrogate_unknown,23,4,1,5,2
4_nitrophenol,2,4,ethanol,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,4,ethanol,excluded_surrogate_training,26,4,1,4,2
4_nitrophenol,2,4,ethanol,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,4,ethanol,locked_stress,80,37,6,9,3
4_nitrophenol,2,4,ethanol,train_known,233,30,5,10,4
4_nitrophenol,2,4,ethanol,validation_known,76,12,5,10,3
4_nitrophenol,2,4,ethanol,validation_surrogate_unknown,7,2,1,2,2
4_nitrophenol,2,4,ethyl_paraoxon,excluded_outer_known_test,84,13,6,10,3
4_nitrophenol,2,4,ethyl_paraoxon,excluded_surrogate_training,27,4,1,4,2
4_nitrophenol,2,4,ethyl_paraoxon,locked_held_unknown,92,8,1,5,3
4_nitrophenol,2,4,ethyl_paraoxon,locked_stress,80,37,6,9,3
4_nitrophenol,2,4,ethyl_paraoxon,train_known,232,30,5,10,4
4_nitrophenol,2,4,ethyl_paraoxon,validation_known,76,13,5,10,3
4_nitrophenol,2,4,ethyl_paraoxon,validation_surrogate_unknown,7,1,1,2,2
4_nitrophenol,3,0,4_ANPP,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,0,4_ANPP,excluded_surrogate_training,59,7,1,8,2
4_nitrophenol,3,0,4_ANPP,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,0,4_ANPP,locked_stress,80,37,6,9,3
4_nitrophenol,3,0,4_ANPP,train_known,194,31,5,10,3
4_nitrophenol,3,0,4_ANPP,validation_known,67,11,5,10,3
4_nitrophenol,3,0,4_ANPP,validation_surrogate_unknown,20,2,1,8,2
4_nitrophenol,3,0,acetaminophen,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,0,acetaminophen,excluded_surrogate_training,39,6,1,6,2
4_nitrophenol,3,0,acetaminophen,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,0,acetaminophen,locked_stress,80,37,6,9,3
4_nitrophenol,3,0,acetaminophen,train_known,214,32,5,10,3
4_nitrophenol,3,0,acetaminophen,validation_known,73,11,5,10,3
4_nitrophenol,3,0,acetaminophen,validation_surrogate_unknown,14,2,1,5,1
4_nitrophenol,3,0,benzyl_fentanyl,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,0,benzyl_fentanyl,excluded_surrogate_training,69,10,1,9,2
4_nitrophenol,3,0,benzyl_fentanyl,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,0,benzyl_fentanyl,locked_stress,80,37,6,9,3
4_nitrophenol,3,0,benzyl_fentanyl,train_known,184,28,5,10,3
4_nitrophenol,3,0,benzyl_fentanyl,validation_known,63,10,5,10,3
4_nitrophenol,3,0,benzyl_fentanyl,validation_surrogate_unknown,24,3,1,8,2
4_nitrophenol,3,0,ethanol,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,0,ethanol,excluded_surrogate_training,22,6,1,4,2
4_nitrophenol,3,0,ethanol,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,0,ethanol,locked_stress,80,37,6,9,3
4_nitrophenol,3,0,ethanol,train_known,231,32,5,10,3
4_nitrophenol,3,0,ethanol,validation_known,79,11,5,9,3
4_nitrophenol,3,0,ethanol,validation_surrogate_unknown,8,2,1,4,2
4_nitrophenol,3,0,ethyl_paraoxon,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,0,ethyl_paraoxon,excluded_surrogate_training,22,4,1,3,2
4_nitrophenol,3,0,ethyl_paraoxon,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,0,ethyl_paraoxon,locked_stress,80,37,6,9,3
4_nitrophenol,3,0,ethyl_paraoxon,train_known,231,34,5,10,3
4_nitrophenol,3,0,ethyl_paraoxon,validation_known,84,11,5,10,3
4_nitrophenol,3,0,ethyl_paraoxon,validation_surrogate_unknown,3,2,1,1,1
4_nitrophenol,3,1,4_ANPP,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,1,4_ANPP,excluded_surrogate_training,61,7,1,8,2
4_nitrophenol,3,1,4_ANPP,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,1,4_ANPP,locked_stress,80,37,6,9,3
4_nitrophenol,3,1,4_ANPP,train_known,193,33,5,10,3
4_nitrophenol,3,1,4_ANPP,validation_known,68,9,5,10,3
4_nitrophenol,3,1,4_ANPP,validation_surrogate_unknown,18,2,1,5,2
4_nitrophenol,3,1,acetaminophen,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,1,acetaminophen,excluded_surrogate_training,40,5,1,6,2
4_nitrophenol,3,1,acetaminophen,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,1,acetaminophen,locked_stress,80,37,6,9,3
4_nitrophenol,3,1,acetaminophen,train_known,214,35,5,10,3
4_nitrophenol,3,1,acetaminophen,validation_known,73,8,5,9,3
4_nitrophenol,3,1,acetaminophen,validation_surrogate_unknown,13,3,1,5,2
4_nitrophenol,3,1,benzyl_fentanyl,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,1,benzyl_fentanyl,excluded_surrogate_training,70,10,1,9,2
4_nitrophenol,3,1,benzyl_fentanyl,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,1,benzyl_fentanyl,locked_stress,80,37,6,9,3
4_nitrophenol,3,1,benzyl_fentanyl,train_known,184,30,5,10,3
4_nitrophenol,3,1,benzyl_fentanyl,validation_known,63,8,5,10,3
4_nitrophenol,3,1,benzyl_fentanyl,validation_surrogate_unknown,23,3,1,7,2
4_nitrophenol,3,1,ethanol,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,1,ethanol,excluded_surrogate_training,21,7,1,4,2
4_nitrophenol,3,1,ethanol,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,1,ethanol,locked_stress,80,37,6,9,3
4_nitrophenol,3,1,ethanol,train_known,233,33,5,10,3
4_nitrophenol,3,1,ethanol,validation_known,77,10,5,10,3
4_nitrophenol,3,1,ethanol,validation_surrogate_unknown,9,1,1,4,2
4_nitrophenol,3,1,ethyl_paraoxon,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,1,ethyl_paraoxon,excluded_surrogate_training,13,5,1,2,2
4_nitrophenol,3,1,ethyl_paraoxon,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,1,ethyl_paraoxon,locked_stress,80,37,6,9,3
4_nitrophenol,3,1,ethyl_paraoxon,train_known,241,35,5,10,3
4_nitrophenol,3,1,ethyl_paraoxon,validation_known,74,10,5,10,3
4_nitrophenol,3,1,ethyl_paraoxon,validation_surrogate_unknown,12,1,1,3,2
4_nitrophenol,3,2,4_ANPP,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,2,4_ANPP,excluded_surrogate_training,59,7,1,8,2
4_nitrophenol,3,2,4_ANPP,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,2,4_ANPP,locked_stress,80,37,6,9,3
4_nitrophenol,3,2,4_ANPP,train_known,197,31,5,10,3
4_nitrophenol,3,2,4_ANPP,validation_known,64,11,5,10,3
4_nitrophenol,3,2,4_ANPP,validation_surrogate_unknown,20,2,1,5,2
4_nitrophenol,3,2,acetaminophen,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,2,acetaminophen,excluded_surrogate_training,39,7,1,5,2
4_nitrophenol,3,2,acetaminophen,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,2,acetaminophen,locked_stress,80,37,6,9,3
4_nitrophenol,3,2,acetaminophen,train_known,217,31,5,10,3
4_nitrophenol,3,2,acetaminophen,validation_known,70,12,5,10,3
4_nitrophenol,3,2,acetaminophen,validation_surrogate_unknown,14,1,1,5,2
4_nitrophenol,3,2,benzyl_fentanyl,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,2,benzyl_fentanyl,excluded_surrogate_training,70,10,1,8,2
4_nitrophenol,3,2,benzyl_fentanyl,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,2,benzyl_fentanyl,locked_stress,80,37,6,9,3
4_nitrophenol,3,2,benzyl_fentanyl,train_known,186,28,5,10,3
4_nitrophenol,3,2,benzyl_fentanyl,validation_known,61,10,5,10,3
4_nitrophenol,3,2,benzyl_fentanyl,validation_surrogate_unknown,23,3,1,9,2
4_nitrophenol,3,2,ethanol,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,2,ethanol,excluded_surrogate_training,24,5,1,4,2
4_nitrophenol,3,2,ethanol,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,2,ethanol,locked_stress,80,37,6,9,3
4_nitrophenol,3,2,ethanol,train_known,232,33,5,10,3
4_nitrophenol,3,2,ethanol,validation_known,78,10,5,10,3
4_nitrophenol,3,2,ethanol,validation_surrogate_unknown,6,3,1,2,1
4_nitrophenol,3,2,ethyl_paraoxon,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,2,ethyl_paraoxon,excluded_surrogate_training,22,4,1,3,2
4_nitrophenol,3,2,ethyl_paraoxon,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,2,ethyl_paraoxon,locked_stress,80,37,6,9,3
4_nitrophenol,3,2,ethyl_paraoxon,train_known,234,34,5,10,3
4_nitrophenol,3,2,ethyl_paraoxon,validation_known,81,11,5,10,3
4_nitrophenol,3,2,ethyl_paraoxon,validation_surrogate_unknown,3,2,1,2,1
4_nitrophenol,3,4,4_ANPP,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,4,4_ANPP,excluded_surrogate_training,58,6,1,8,2
4_nitrophenol,3,4,4_ANPP,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,4,4_ANPP,locked_stress,80,37,6,9,3
4_nitrophenol,3,4,4_ANPP,train_known,199,31,5,10,3
4_nitrophenol,3,4,4_ANPP,validation_known,62,11,5,10,3
4_nitrophenol,3,4,4_ANPP,validation_surrogate_unknown,21,3,1,7,2
4_nitrophenol,3,4,acetaminophen,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,4,acetaminophen,excluded_surrogate_training,41,6,1,6,2
4_nitrophenol,3,4,acetaminophen,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,4,acetaminophen,locked_stress,80,37,6,9,3
4_nitrophenol,3,4,acetaminophen,train_known,216,31,5,10,3
4_nitrophenol,3,4,acetaminophen,validation_known,71,12,5,10,3
4_nitrophenol,3,4,acetaminophen,validation_surrogate_unknown,12,2,1,5,2
4_nitrophenol,3,4,benzyl_fentanyl,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,4,benzyl_fentanyl,excluded_surrogate_training,70,9,1,9,2
4_nitrophenol,3,4,benzyl_fentanyl,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,4,benzyl_fentanyl,locked_stress,80,37,6,9,3
4_nitrophenol,3,4,benzyl_fentanyl,train_known,187,28,5,10,3
4_nitrophenol,3,4,benzyl_fentanyl,validation_known,60,10,5,10,3
4_nitrophenol,3,4,benzyl_fentanyl,validation_surrogate_unknown,23,4,1,5,2
4_nitrophenol,3,4,ethanol,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,4,ethanol,excluded_surrogate_training,23,6,1,4,2
4_nitrophenol,3,4,ethanol,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,4,ethanol,locked_stress,80,37,6,9,3
4_nitrophenol,3,4,ethanol,train_known,234,31,5,10,3
4_nitrophenol,3,4,ethanol,validation_known,76,12,5,10,3
4_nitrophenol,3,4,ethanol,validation_surrogate_unknown,7,2,1,2,2
4_nitrophenol,3,4,ethyl_paraoxon,excluded_outer_known_test,86,10,6,10,4
4_nitrophenol,3,4,ethyl_paraoxon,excluded_surrogate_training,18,5,1,3,2
4_nitrophenol,3,4,ethyl_paraoxon,locked_held_unknown,92,8,1,5,3
4_nitrophenol,3,4,ethyl_paraoxon,locked_stress,80,37,6,9,3
4_nitrophenol,3,4,ethyl_paraoxon,train_known,239,32,5,10,3
4_nitrophenol,3,4,ethyl_paraoxon,validation_known,76,13,5,10,3
4_nitrophenol,3,4,ethyl_paraoxon,validation_surrogate_unknown,7,1,1,2,2
4_nitrophenol,4,0,4_ANPP,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,0,4_ANPP,excluded_surrogate_training,57,6,1,8,2
4_nitrophenol,4,0,4_ANPP,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,0,4_ANPP,locked_stress,80,37,6,9,3
4_nitrophenol,4,0,4_ANPP,train_known,199,28,5,10,4
4_nitrophenol,4,0,4_ANPP,validation_known,67,11,5,10,3
4_nitrophenol,4,0,4_ANPP,validation_surrogate_unknown,20,2,1,8,2
4_nitrophenol,4,0,acetaminophen,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,0,acetaminophen,excluded_surrogate_training,40,7,1,6,2
4_nitrophenol,4,0,acetaminophen,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,0,acetaminophen,locked_stress,80,37,6,9,3
4_nitrophenol,4,0,acetaminophen,train_known,216,27,5,10,4
4_nitrophenol,4,0,acetaminophen,validation_known,73,11,5,10,3
4_nitrophenol,4,0,acetaminophen,validation_surrogate_unknown,14,2,1,5,1
4_nitrophenol,4,0,benzyl_fentanyl,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,0,benzyl_fentanyl,excluded_surrogate_training,68,8,1,9,3
4_nitrophenol,4,0,benzyl_fentanyl,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,0,benzyl_fentanyl,locked_stress,80,37,6,9,3
4_nitrophenol,4,0,benzyl_fentanyl,train_known,188,26,5,10,3
4_nitrophenol,4,0,benzyl_fentanyl,validation_known,63,10,5,10,3
4_nitrophenol,4,0,benzyl_fentanyl,validation_surrogate_unknown,24,3,1,8,2
4_nitrophenol,4,0,ethanol,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,0,ethanol,excluded_surrogate_training,24,5,1,4,2
4_nitrophenol,4,0,ethanol,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,0,ethanol,locked_stress,80,37,6,9,3
4_nitrophenol,4,0,ethanol,train_known,232,29,5,10,4
4_nitrophenol,4,0,ethanol,validation_known,79,11,5,9,3
4_nitrophenol,4,0,ethanol,validation_surrogate_unknown,8,2,1,4,2
4_nitrophenol,4,0,ethyl_paraoxon,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,0,ethyl_paraoxon,excluded_surrogate_training,27,4,1,4,2
4_nitrophenol,4,0,ethyl_paraoxon,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,0,ethyl_paraoxon,locked_stress,80,37,6,9,3
4_nitrophenol,4,0,ethyl_paraoxon,train_known,229,30,5,10,4
4_nitrophenol,4,0,ethyl_paraoxon,validation_known,84,11,5,10,3
4_nitrophenol,4,0,ethyl_paraoxon,validation_surrogate_unknown,3,2,1,1,1
4_nitrophenol,4,1,4_ANPP,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,1,4_ANPP,excluded_surrogate_training,59,6,1,8,2
4_nitrophenol,4,1,4_ANPP,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,1,4_ANPP,locked_stress,80,37,6,9,3
4_nitrophenol,4,1,4_ANPP,train_known,198,30,5,10,4
4_nitrophenol,4,1,4_ANPP,validation_known,68,9,5,10,3
4_nitrophenol,4,1,4_ANPP,validation_surrogate_unknown,18,2,1,5,2
4_nitrophenol,4,1,acetaminophen,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,1,acetaminophen,excluded_surrogate_training,41,6,1,6,2
4_nitrophenol,4,1,acetaminophen,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,1,acetaminophen,locked_stress,80,37,6,9,3
4_nitrophenol,4,1,acetaminophen,train_known,216,30,5,10,4
4_nitrophenol,4,1,acetaminophen,validation_known,73,8,5,9,3
4_nitrophenol,4,1,acetaminophen,validation_surrogate_unknown,13,3,1,5,2
4_nitrophenol,4,1,benzyl_fentanyl,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,1,benzyl_fentanyl,excluded_surrogate_training,69,8,1,9,3
4_nitrophenol,4,1,benzyl_fentanyl,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,1,benzyl_fentanyl,locked_stress,80,37,6,9,3
4_nitrophenol,4,1,benzyl_fentanyl,train_known,188,28,5,10,3
4_nitrophenol,4,1,benzyl_fentanyl,validation_known,63,8,5,10,3
4_nitrophenol,4,1,benzyl_fentanyl,validation_surrogate_unknown,23,3,1,7,2
4_nitrophenol,4,1,ethanol,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,1,ethanol,excluded_surrogate_training,23,6,1,4,2
4_nitrophenol,4,1,ethanol,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,1,ethanol,locked_stress,80,37,6,9,3
4_nitrophenol,4,1,ethanol,train_known,234,30,5,10,4
4_nitrophenol,4,1,ethanol,validation_known,77,10,5,10,3
4_nitrophenol,4,1,ethanol,validation_surrogate_unknown,9,1,1,4,2
4_nitrophenol,4,1,ethyl_paraoxon,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,1,ethyl_paraoxon,excluded_surrogate_training,18,5,1,3,2
4_nitrophenol,4,1,ethyl_paraoxon,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,1,ethyl_paraoxon,locked_stress,80,37,6,9,3
4_nitrophenol,4,1,ethyl_paraoxon,train_known,239,31,5,10,4
4_nitrophenol,4,1,ethyl_paraoxon,validation_known,74,10,5,10,3
4_nitrophenol,4,1,ethyl_paraoxon,validation_surrogate_unknown,12,1,1,3,2
4_nitrophenol,4,2,4_ANPP,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,2,4_ANPP,excluded_surrogate_training,57,6,1,8,2
4_nitrophenol,4,2,4_ANPP,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,2,4_ANPP,locked_stress,80,37,6,9,3
4_nitrophenol,4,2,4_ANPP,train_known,202,28,5,10,4
4_nitrophenol,4,2,4_ANPP,validation_known,64,11,5,10,3
4_nitrophenol,4,2,4_ANPP,validation_surrogate_unknown,20,2,1,5,2
4_nitrophenol,4,2,acetaminophen,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,2,acetaminophen,excluded_surrogate_training,40,8,1,5,2
4_nitrophenol,4,2,acetaminophen,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,2,acetaminophen,locked_stress,80,37,6,9,3
4_nitrophenol,4,2,acetaminophen,train_known,219,26,5,10,4
4_nitrophenol,4,2,acetaminophen,validation_known,70,12,5,10,3
4_nitrophenol,4,2,acetaminophen,validation_surrogate_unknown,14,1,1,5,2
4_nitrophenol,4,2,benzyl_fentanyl,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,2,benzyl_fentanyl,excluded_surrogate_training,69,8,1,8,3
4_nitrophenol,4,2,benzyl_fentanyl,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,2,benzyl_fentanyl,locked_stress,80,37,6,9,3
4_nitrophenol,4,2,benzyl_fentanyl,train_known,190,26,5,10,3
4_nitrophenol,4,2,benzyl_fentanyl,validation_known,61,10,5,10,3
4_nitrophenol,4,2,benzyl_fentanyl,validation_surrogate_unknown,23,3,1,9,2
4_nitrophenol,4,2,ethanol,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,2,ethanol,excluded_surrogate_training,26,4,1,4,2
4_nitrophenol,4,2,ethanol,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,2,ethanol,locked_stress,80,37,6,9,3
4_nitrophenol,4,2,ethanol,train_known,233,30,5,10,4
4_nitrophenol,4,2,ethanol,validation_known,78,10,5,10,3
4_nitrophenol,4,2,ethanol,validation_surrogate_unknown,6,3,1,2,1
4_nitrophenol,4,2,ethyl_paraoxon,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,2,ethyl_paraoxon,excluded_surrogate_training,27,4,1,4,2
4_nitrophenol,4,2,ethyl_paraoxon,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,2,ethyl_paraoxon,locked_stress,80,37,6,9,3
4_nitrophenol,4,2,ethyl_paraoxon,train_known,232,30,5,10,4
4_nitrophenol,4,2,ethyl_paraoxon,validation_known,81,11,5,10,3
4_nitrophenol,4,2,ethyl_paraoxon,validation_surrogate_unknown,3,2,1,2,1
4_nitrophenol,4,3,4_ANPP,excluded_outer_known_test,83,14,6,10,3
4_nitrophenol,4,3,4_ANPP,excluded_surrogate_training,58,6,1,8,2
4_nitrophenol,4,3,4_ANPP,locked_held_unknown,92,8,1,5,3
4_nitrophenol,4,3,4_ANPP,locked_stress,80,37,6,9,3
4_nitrophenol,4,3,4_ANPP,train_known,199,31,5,10,3
