threshold,known_correct_and_accept_rate,known_accept_rate,unknown_reject_rate,unknown_false_accept_rate,open_set_accuracy,balanced_accuracy
0.0,0.047787610619469026,0.047787610619469026,1.0,0.0,0.19097744360902255,0.5238938053097345
4.294333048164862e-06,0.047787610619469026,0.047787610619469026,1.0,0.0,0.19097744360902255,0.5238938053097345
8.246311772381887e-06,0.05132743362831858,0.05132743362831858,1.0,0.0,0.19398496240601504,0.5256637168141592
1.2336993931967295e-05,0.05309734513274336,0.05309734513274336,1.0,0.0,0.19548872180451127,0.5265486725663717
7.619421434355898e-05,0.05663716814159292,0.05663716814159292,1.0,0.0,0.19849624060150375,0.5283185840707965
8.196645940188319e-05,0.06017699115044248,0.06017699115044248,1.0,0.0,0.20150375939849624,0.5300884955752212
8.330023949383758e-05,0.061946902654867256,0.061946902654867256,1.0,0.0,0.20300751879699247,0.5309734513274337
9.9381277395878e-05,0.06548672566371681,0.06548672566371681,1.0,0.0,0.20601503759398496,0.5327433628318584
0.0001092698541469872,0.06902654867256637,0.06902654867256637,1.0,0.0,0.20902255639097744,0.5345132743362832
0.00011663869401672854,0.07079646017699115,0.07079646017699115,1.0,0.0,0.21052631578947367,0.5353982300884956
0.00013487048272509128,0.0743362831858407,0.0743362831858407,1.0,0.0,0.21353383458646616,0.5371681415929204
0.00014948812080547216,0.07787610619469026,0.07787610619469026,1.0,0.0,0.21654135338345865,0.5389380530973451
0.0001638417085632682,0.07964601769911504,0.07964601769911504,1.0,0.0,0.21804511278195488,0.5398230088495575
0.0001795902336016298,0.0831858407079646,0.0831858407079646,1.0,0.0,0.22105263157894736,0.5415929203539823
0.00019849807373248038,0.08672566371681416,0.08672566371681416,1.0,0.0,0.22406015037593985,0.5433628318584071
0.00021231412829365577,0.08849557522123894,0.08849557522123894,1.0,0.0,0.22556390977443608,0.5442477876106194
0.0002519378555007279,0.0920353982300885,0.0920353982300885,1.0,0.0,0.22857142857142856,0.5460176991150443
0.00026270538568496716,0.09557522123893805,0.09557522123893805,1.0,0.0,0.23157894736842105,0.547787610619469
0.0002850811707321554,0.09734513274336283,0.09734513274336283,1.0,0.0,0.23308270676691728,0.5486725663716814
0.00032250950112938887,0.10088495575221239,0.10088495575221239,1.0,0.0,0.23609022556390977,0.5504424778761062
0.0003282731311628595,0.10442477876106195,0.10442477876106195,1.0,0.0,0.23909774436090225,0.552212389380531
0.0003307097975630313,0.10619469026548672,0.10619469026548672,1.0,0.0,0.24060150375939848,0.5530973451327433
0.00033582041272893547,0.10973451327433628,0.10973451327433628,1.0,0.0,0.24360902255639097,0.5548672566371682
0.0003385601204354316,0.11327433628318584,0.11327433628318584,1.0,0.0,0.24661654135338346,0.5566371681415929
0.0003460510889999569,0.11504424778761062,0.11504424778761062,1.0,0.0,0.24812030075187969,0.5575221238938053
0.00037066987715661526,0.11858407079646018,0.11858407079646018,1.0,0.0,0.2511278195488722,0.5592920353982301
0.00038384618994314224,0.12212389380530973,0.12212389380530973,1.0,0.0,0.25413533834586466,0.5610619469026549
0.0003901421057526022,0.12389380530973451,0.12389380530973451,1.0,0.0,0.2556390977443609,0.5619469026548672
0.000407253821613267,0.12743362831858407,0.12743362831858407,1.0,0.0,0.2586466165413534,0.5637168141592921
0.0004198953974992037,0.13097345132743363,0.13097345132743363,1.0,0.0,0.26165413533834586,0.5654867256637168
0.00042491493513807654,0.13274336283185842,0.13274336283185842,1.0,0.0,0.2631578947368421,0.5663716814159292
0.00043283872539177535,0.13628318584070798,0.13628318584070798,1.0,0.0,0.2661654135338346,0.5681415929203539
0.00045709763187915095,0.13982300884955753,0.13982300884955753,1.0,0.0,0.26917293233082706,0.5699115044247788
0.0004756628512404858,0.1415929203539823,0.1415929203539823,1.0,0.0,0.2706766917293233,0.5707964601769911
0.0005114754405803979,0.14513274336283186,0.14513274336283186,1.0,0.0,0.2736842105263158,0.5725663716814159
0.0005424860864877701,0.1486725663716814,0.1486725663716814,1.0,0.0,0.27669172932330827,0.5743362831858407
0.000557049794588238,0.1504424778761062,0.1504424778761062,1.0,0.0,0.2781954887218045,0.5752212389380531
0.0005946113262325526,0.15398230088495576,0.15398230088495576,1.0,0.0,0.281203007518797,0.5769911504424778
0.0005951336084399372,0.15575221238938053,0.15575221238938053,1.0,0.0,0.28270676691729324,0.5778761061946902
0.0006369504518806934,0.1592920353982301,0.1592920353982301,1.0,0.0,0.2857142857142857,0.5796460176991151
0.00070147694204934,0.16283185840707964,0.16283185840707964,1.0,0.0,0.2887218045112782,0.5814159292035398
