candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,1,2,1995988525,362,117,42,15,pass,,117,117,0,0.680328798185941,0.6629424612654427,0.6666666666666666,1.0738348696893047,0.47953732193736887,0.13361823361856157
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,1,2,2129429129,362,117,42,15,pass,,117,117,0,0.715702947845805,0.6767810826100568,0.6837606837606838,1.0786606348957928,0.48238347578353075,0.1511396011399585
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,1,2,91058920,362,117,42,15,pass,,117,117,0,0.7016723356009071,0.6601720245632462,0.6752136752136753,1.096163726471558,0.48833488152563237,0.1497063534516149
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,1,2,892257608,362,117,42,15,pass,,117,117,0,0.7016723356009071,0.6592275115134699,0.6752136752136753,1.0895765806075228,0.4891726741907955,0.1499055457025897
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,1,2,2093141355,362,117,42,15,pass,,117,117,0,0.6702097505668936,0.6283085401978011,0.6410256410256411,1.1266382131449086,0.5008200345225312,0.12820737485893388
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,1,2,1062437136,362,117,42,15,pass,,117,117,0,0.7198129251700679,0.6853428511094016,0.6837606837606838,1.1133615803298573,0.4980229881504112,0.1633417040916669
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,1,2,1721832099,362,117,42,15,pass,,117,117,0,0.6998866213151927,0.6812711179943213,0.6923076923076923,1.0399126667886298,0.47412782769407424,0.16158139887407258
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,1,2,1637247664,362,117,42,15,pass,,117,117,0,0.7097505668934241,0.6733366189285078,0.6837606837606838,1.0905031382609864,0.48458354873936016,0.14692174032055952
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,1,2,111474016,362,117,42,15,pass,,117,117,0,0.7106009070294785,0.6733362133156703,0.6837606837606838,1.0829319192672313,0.4868764950634665,0.15995323619594337
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,1,2,1065961300,362,117,42,15,pass,,117,117,0,0.6918934240362812,0.6532731846796311,0.6666666666666666,1.0815859461538169,0.48421942951016517,0.13911281965702804
