candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,4,1528739016,354,124,41,16,pass,,124,124,0,0.5609140754817448,0.5526391282007765,0.6048387096774194,0.9783996275387356,0.47078799283164174,0.13357526881777224
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,4,1841627076,354,124,41,16,pass,,124,124,0,0.5798395944072636,0.5703587713305593,0.6209677419354839,0.9450828154046844,0.45708530465959274,0.17169354838758044
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,4,1580464187,354,124,41,16,pass,,124,124,0,0.5651003653823203,0.555784874304096,0.6048387096774194,0.9800740273795235,0.467801760902062,0.13145615365087032
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,4,1644790169,354,124,41,16,pass,,124,124,0,0.6172729213142747,0.613673469387755,0.6532258064516129,0.9403699604469948,0.4486676130962751,0.12852786144071632
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,4,237518742,354,124,41,16,pass,,124,124,0,0.5765070873153579,0.57249569183124,0.6129032258064516,0.9998791635963157,0.4748837696561173,0.08737107521196634
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,4,1606056958,354,124,41,16,pass,,124,124,0,0.6464713753247588,0.6399065767112935,0.6774193548387096,0.9668257710163,0.4608853476704063,0.14884218736020186
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,4,2144641298,354,124,41,16,pass,,124,124,0,0.5620478623298173,0.5532025488113889,0.6048387096774194,0.95783022381689,0.46431500348077054,0.1182155211486579
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,4,188010829,354,124,41,16,pass,,124,124,0,0.6175489089022924,0.6139818554618888,0.6532258064516129,0.941616137070875,0.45457456346596964,0.1327393770227416
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,4,1691280528,354,124,41,16,pass,,124,124,0,0.5702603578543429,0.562820371569046,0.6129032258064516,0.9864059913234896,0.47237648625091494,0.10666261002350312
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,4,1169699381,354,124,41,16,pass,,124,124,0,0.5955708869242704,0.5845473095750228,0.6370967741935484,0.9471963994053616,0.45439413007618185,0.1081241182237397
