candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,0,1,828171958,361,119,43,12,pass,,119,119,0,0.5835251949750152,0.5785379221469447,0.6050420168067226,2.021587417809481,0.558828571428336,0.13355742296869716
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,0,1,150756649,361,119,43,12,pass,,119,119,0,0.5886235386603155,0.5848744375799101,0.6050420168067226,1.6034133603491092,0.5555198879549647,0.13016806722642738
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,0,1,164445929,361,119,43,12,pass,,119,119,0,0.5767187767555536,0.5750893364338742,0.5966386554621849,1.4330156948526536,0.5569356960291181,0.09258756921147279
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,0,1,2088937841,361,119,43,12,pass,,119,119,0,0.5987425862793632,0.5930021621051521,0.6134453781512605,1.4188194944894779,0.5546229406816675,0.10344640182738754
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,0,1,1543917594,361,119,43,12,pass,,119,119,0,0.5824123585360919,0.5789235351350911,0.5966386554621849,1.450491943815877,0.559969607265243,0.10270060078894201
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,0,1,272975131,361,119,43,12,pass,,119,119,0,0.5779092529460297,0.5707143463445985,0.5966386554621849,1.2528817312211775,0.5611563107863023,0.10119363080837748
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,0,1,1417520187,361,119,43,12,pass,,119,119,0,0.5921173274801913,0.5887616977842541,0.6134453781512605,1.758717981636604,0.5505455758595735,0.11248140099722377
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,0,1,204224413,361,119,43,12,pass,,119,119,0,0.5594568719936487,0.5565983969345314,0.5798319327731093,1.6196681327238782,0.5548412217264274,0.11028721134190576
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,0,1,1019041761,361,119,43,12,pass,,119,119,0,0.5796949672317441,0.5771576964349024,0.5966386554621849,1.979160137239089,0.5532144134470856,0.09440052673718854
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,0,1,2072281,361,119,43,12,pass,,119,119,0,0.5915997291365059,0.5886147738986435,0.6050420168067226,1.4435969031396414,0.5529859770993842,0.09739661670192107
