candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,2,1723369161,357,117,38,15,pass,,117,117,0,0.641780045351474,0.62430426716141,0.6410256410256411,1.1292011103419943,0.503789743589807,0.1731339031342075
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,2,2125179732,357,117,38,15,pass,,117,117,0,0.6508503401360545,0.6331747884939374,0.6495726495726496,1.3133079975768815,0.5008396961063976,0.13735042735073172
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,2,1131024635,357,117,38,15,pass,,117,117,0,0.6884920634920635,0.6581999264352205,0.6581196581196581,1.129333928544091,0.5061922823173144,0.15694248759254423
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,2,1660203720,357,117,38,15,pass,,117,117,0,0.651984126984127,0.6358266253039773,0.6495726495726496,1.1356936411015954,0.5104448241445642,0.14660020610456237
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,4,2,1727280298,357,117,38,15,pass,,117,117,0,0.7219387755102041,0.691974778353516,0.6923076923076923,1.161575410868893,0.5177899244798286,0.2155488298844745
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,4,2,1809081273,357,117,38,15,pass,,117,117,0,0.6290249433106576,0.6029338142183279,0.6324786324786325,1.1616132456615202,0.5237241898062491,0.15186330839555248
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,2,467502619,357,117,38,15,pass,,117,117,0,0.6468820861678005,0.6311089718384552,0.6410256410256411,1.2920160122946451,0.4985691952141936,0.1294750459906368
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,2,780110108,357,117,38,15,pass,,117,117,0,0.644047619047619,0.6262409443507909,0.6410256410256411,1.1095296593618627,0.5025691517837142,0.12567317741847023
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,2,2088236311,357,117,38,15,pass,,117,117,0,0.6339852607709752,0.6194692126369146,0.6324786324786325,1.1504662790147426,0.5140705850618638,0.12948080408119625
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,2,1025394262,357,117,38,15,pass,,117,117,0,0.6152777777777778,0.5935704567902623,0.6153846153846154,1.123594431360033,0.5097088223849723,0.16627473847882532
10,arpls_minmax__random_forest__414685bc7e,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,4,2,674942734,357,117,38,15,pass,,117,117,0,0.680328798185941,0.6678995438873859,0.6752136752136753,1.155895380026592,0.5148993709719001,0.19214873127221324
11,arpls_minmax__random_forest__ba1024e1bd,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,4,2,1664049972,357,117,38,15,pass,,117,117,0,0.6420068027210883,0.6023465289085469,0.6153846153846154,1.1599757804601898,0.5233687188320151,0.1325444121820899
12,arpls_minmax__random_forest__5a9b8650f2,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,4,2,413547084,357,117,38,15,pass,,117,117,0,0.6558106575963719,0.6383994189642032,0.6495726495726496,1.1183190429515582,0.5059918328585763,0.12603988604037927
13,arpls_minmax__random_forest__83f0bbfd71,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,4,2,341983296,357,117,38,15,pass,,117,117,0,0.6904761904761905,0.6504767935506054,0.6581196581196581,1.1058177623823535,0.4999166191833703,0.12170940170994315
14,arpls_minmax__random_forest__3a58587681,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,4,2,597859989,357,117,38,15,pass,,117,117,0,0.6558956916099774,0.6203019286173478,0.6239316239316239,1.132690902919038,0.515422210597522,0.10178202698356976
15,arpls_minmax__random_forest__baf457a363,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,4,2,1008755993,357,117,38,15,pass,,117,117,0,0.6666666666666666,0.6250561556814995,0.6324786324786325,1.129108013316152,0.5110356929235499,0.10576041374725714
16,arpls_minmax__random_forest__0c28cc6c96,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,4,2,819919122,357,117,38,15,pass,,117,117,0,0.7020975056689343,0.659484258819807,0.6666666666666666,1.153818363918544,0.523066491807511,0.16717933131211205
17,arpls_minmax__random_forest__b14279f757,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,4,2,1823429786,357,117,38,15,pass,,117,117,0,0.6540532879818594,0.606320999562825,0.6153846153846154,1.1634709376548207,0.5287233727232085,0.1102633920106308
18,arpls_minmax__random_forest__5e308670e9,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,4,2,90749507,357,117,38,15,pass,,117,117,0,0.624546485260771,0.6164411047693722,0.6239316239316239,1.1497667883789833,0.5123647848000075,0.10233210835991369
19,arpls_minmax__random_forest__ba463fb0d7,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,4,2,1270203738,357,117,38,15,pass,,117,117,0,0.6961451247165532,0.6565464823445468,0.6666666666666666,1.2936678033288747,0.49638776164607634,0.13822830778324918
20,arpls_minmax__random_forest__20f5c6f432,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,4,2,659036936,357,117,38,15,pass,,117,117,0,0.7050736961451248,0.670006293720724,0.6752136752136753,1.1447640315720244,0.5148403934722079,0.15400484244238086
21,arpls_minmax__random_forest__c739cc8caf,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,4,2,1181656433,357,117,38,15,pass,,117,117,0,0.6706349206349207,0.6292673352474016,0.6410256410256411,1.1396201282121905,0.5113595263064439,0.11379252568622063
22,arpls_minmax__random_forest__9567b8594a,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,4,2,1319815632,357,117,38,15,pass,,117,117,0,0.6952947845804989,0.6595153717104937,0.6581196581196581,1.1421100986875115,0.5152092187166957,0.15591233102264507
23,arpls_minmax__random_forest__8118d4f679,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,4,2,499246640,357,117,38,15,pass,,117,117,0,0.6557539682539684,0.6110960253817398,0.6239316239316239,1.1545627768748108,0.5261879314808574,0.10843692563830347
24,minimal_minmax__random_forest__5868a78bb4,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,2,1418293980,357,117,38,15,pass,,117,117,0,0.6312074829931973,0.61068441713603,0.6495726495726496,1.1286484242713264,0.5040239316239958,0.13424501424533375
25,minimal_minmax__random_forest__be46512902,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,2,527373802,357,117,38,15,pass,,117,117,0,0.5932256235827664,0.5863609632473589,0.6068376068376068,1.175213690357127,0.5223403608737451,0.11182336182359233
26,minimal_minmax__random_forest__c12c070c12,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,2,808150561,357,117,38,15,pass,,117,117,0,0.618452380952381,0.6004967599419404,0.6324786324786325,1.1464087615316905,0.5147225006682061,0.13055018995988377
27,minimal_minmax__random_forest__d66d6f3f62,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,2,1004659670,357,117,38,15,pass,,117,117,0,0.5791099773242631,0.5750608736397927,0.6153846153846154,1.1605633329615623,0.5223171905322455,0.11775611258617509
28,minimal_minmax__random_forest__7d1eec8702,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,4,2,2093606113,357,117,38,15,pass,,117,117,0,0.5878968253968254,0.5786192190609798,0.6239316239316239,1.18919385721909,0.5314562048922039,0.14890672217570008
29,minimal_minmax__random_forest__262ae29fb1,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,4,2,1335249758,357,117,38,15,pass,,117,117,0,0.6019274376417234,0.5986331325728287,0.6324786324786325,1.1890119135679234,0.5300832737380455,0.1458844712426458
30,minimal_minmax__random_forest__1b62c926f1,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,2,1243940018,357,117,38,15,pass,,117,117,0,0.5564342403628117,0.5495468397472447,0.5982905982905983,1.1625462353729363,0.5166197742550077,0.1127123536868649
31,minimal_minmax__random_forest__f5b750ad51,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,2,2062242125,357,117,38,15,pass,,117,117,0,0.5604024943310657,0.5574827301801902,0.5982905982905983,1.1463914754750206,0.5136432333459645,0.14286484063279728
32,minimal_minmax__random_forest__03e2055c66,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,2,1506047689,357,117,38,15,pass,,117,117,0,0.5629535147392289,0.5557923105197855,0.6068376068376068,1.1607837565405683,0.5131768405414948,0.11736438873510605
33,minimal_minmax__random_forest__ce99612d47,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,2,1202708030,357,117,38,15,pass,,117,117,0,0.6108560090702948,0.6044142542108147,0.6410256410256411,1.1681637920694092,0.5168921496863429,0.13724889128785792
34,minimal_minmax__random_forest__414685bc7e,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,4,2,1545003907,357,117,38,15,pass,,117,117,0,0.6136337868480725,0.5960852309529929,0.6239316239316239,1.2068418256536755,0.5387882090987122,0.14497444179282565
35,minimal_minmax__random_forest__ba1024e1bd,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,4,2,765894055,357,117,38,15,pass,,117,117,0,0.630498866213152,0.6209206489779922,0.6410256410256411,1.1942228471247383,0.5271071243910438,0.1544567544432673
36,minimal_minmax__random_forest__5a9b8650f2,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,4,2,1089549583,357,117,38,15,pass,,117,117,0,0.5672052154195012,0.5610068265187135,0.5982905982905983,1.1474361211793778,0.5061806267807051,0.11227920227954423
37,minimal_minmax__random_forest__83f0bbfd71,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,4,2,381180342,357,117,38,15,pass,,117,117,0,0.5921485260770976,0.5935123682398433,0.6239316239316239,1.133867116812927,0.500098385565118,0.12039886039922712
38,minimal_minmax__random_forest__3a58587681,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,4,2,1233745432,357,117,38,15,pass,,117,117,0,0.5895408163265305,0.5721563022052546,0.6068376068376068,1.148329708125347,0.5098580332543526,0.09915443773564883
39,minimal_minmax__random_forest__baf457a363,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,4,2,1189486059,357,117,38,15,pass,,117,117,0,0.6151077097505669,0.6168691437599622,0.6410256410256411,1.1296726698097954,0.508119511281151,0.16307938602601776
