candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,4,1237480230,357,124,38,16,pass,,124,124,0,0.6441492926455332,0.6457228202958755,0.6612903225806451,0.9550951555018115,0.4576118279570683,0.12311827957038027
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,4,1887584817,357,124,38,16,pass,,124,124,0,0.6403807136889844,0.6438894102952567,0.6612903225806451,0.9405572645066325,0.45058637992836875,0.11830645161342153
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,4,309319799,357,124,38,16,pass,,124,124,0,0.6424411532494239,0.6500589644999584,0.6612903225806451,0.9399284945893136,0.4509182387860991,0.13236740940865477
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,4,1085219603,357,124,38,16,pass,,124,124,0,0.6540045167864716,0.6607281793277032,0.6693548387096774,0.9449251714782562,0.4501038001319985,0.13529178909033354
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,4,1887755250,357,124,38,16,pass,,124,124,0,0.6352207212169618,0.6411573577472195,0.6532258064516129,0.9850442301143765,0.46470095758256424,0.14796406830598688
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,4,1033340631,357,124,38,16,pass,,124,124,0,0.5961446656935377,0.5996981125059943,0.6209677419354839,0.9706377382904833,0.4605116485236229,0.13242776210696583
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,4,304606553,357,124,38,16,pass,,124,124,0,0.6211792071754478,0.6252880021325401,0.6451612903225806,0.9456282890532636,0.4510859551684754,0.12204451858090344
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,4,595424498,357,124,38,16,pass,,124,124,0,0.6509520137339686,0.6561821113545251,0.6693548387096774,0.9535649727719088,0.456702379306781,0.1191970112235454
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,4,126747948,357,124,38,16,pass,,124,124,0,0.6321682181644589,0.6378336378336379,0.6532258064516129,0.9598728126877246,0.4562510468208296,0.14478510284539597
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,4,1045585734,357,124,38,16,pass,,124,124,0,0.6403807136889844,0.6436032305597523,0.6612903225806451,0.9477358423388657,0.4478746240634342,0.1466567270902639
10,arpls_minmax__random_forest__414685bc7e,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,4,419336129,357,124,38,16,pass,,124,124,0,0.6277019242244807,0.6352703602703602,0.6451612903225806,0.9751398065806695,0.4617215843210524,0.15749879526754898
11,arpls_minmax__random_forest__ba1024e1bd,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,4,255529147,357,124,38,16,pass,,124,124,0,0.602249671798544,0.6058581203742495,0.6209677419354839,0.9770011189458345,0.46231277152178857,0.1652278780791526
12,arpls_minmax__random_forest__5a9b8650f2,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,2,4,1210670297,357,124,38,16,pass,,124,124,0,0.665832966114921,0.6714217610682488,0.6854838709677419,0.9122355916036541,0.44155913978503525,0.1050806451619838
13,arpls_minmax__random_forest__83f0bbfd71,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,2,4,1303396804,357,124,38,16,pass,,124,124,0,0.623515634323905,0.6247325786032043,0.6451612903225806,0.9078708594525122,0.43497777777788754,0.09134408602226501
14,arpls_minmax__random_forest__3a58587681,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,2,4,856722704,357,124,38,16,pass,,124,124,0,0.6613666721749427,0.668154195300683,0.6774193548387096,0.9281031861458715,0.4467728748975223,0.12083490019787757
15,arpls_minmax__random_forest__baf457a363,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,2,4,1960724050,357,124,38,16,pass,,124,124,0,0.653012453294408,0.662729549826324,0.6693548387096774,0.9231278068015453,0.43747328375717204,0.11961487809604475
16,arpls_minmax__random_forest__0c28cc6c96,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,2,4,852942960,357,124,38,16,pass,,124,124,0,0.6435749400974965,0.6472304640744417,0.6612903225806451,0.9468117998087656,0.45112093149898486,0.1069837210272464
17,arpls_minmax__random_forest__b14279f757,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,2,4,1430235091,357,124,38,16,pass,,124,124,0,0.6314521422604129,0.6368193891828877,0.6532258064516129,0.9266805953222039,0.43947438690530716,0.12649465651895406
18,arpls_minmax__random_forest__5e308670e9,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,2,4,745898566,357,124,38,16,pass,,124,124,0,0.6578964581784131,0.6608882783882785,0.6774193548387096,0.912020340616684,0.44005432852988047,0.100067533669115
19,arpls_minmax__random_forest__ba463fb0d7,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,2,4,1173895274,357,124,38,16,pass,,124,124,0,0.6578964581784131,0.662950799666925,0.6774193548387096,0.9118714309870163,0.4399494866588488,0.11038463441430517
20,arpls_minmax__random_forest__20f5c6f432,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,2,4,158090654,357,124,38,16,pass,,124,124,0,0.6356384321609886,0.6395551564806224,0.6532258064516129,0.9229935771918755,0.44360999594133343,0.10932002646976989
21,arpls_minmax__random_forest__c739cc8caf,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,2,4,2068164305,357,124,38,16,pass,,124,124,0,0.6534301642384348,0.6649941263134665,0.6693548387096774,0.9114575219075767,0.4372110863049529,0.12115966887151838
22,arpls_minmax__random_forest__9567b8594a,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,2,4,871016977,357,124,38,16,pass,,124,124,0,0.6356384321609886,0.6419764593995652,0.6532258064516129,0.951183687999771,0.45403874020524815,0.09633516274545563
23,arpls_minmax__random_forest__8118d4f679,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,2,4,532593112,357,124,38,16,pass,,124,124,0,0.626568137376408,0.6293454779897819,0.6451612903225806,0.937433706689275,0.44544404433307827,0.11064741012846413
24,minimal_minmax__random_forest__5868a78bb4,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,4,244440217,357,124,38,16,pass,,124,124,0,0.5752969878909729,0.5733998998568841,0.6129032258064516,0.9777474919755865,0.47180752688181726,0.12766129032295725
25,minimal_minmax__random_forest__be46512902,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,4,1960265348,357,124,38,16,pass,,124,124,0,0.5807553453230145,0.5727606003382401,0.6209677419354839,0.9830772302838493,0.4664953405018666,0.09018817204338586
26,minimal_minmax__random_forest__c12c070c12,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,4,2007778084,357,124,38,16,pass,,124,124,0,0.5820233964030956,0.5777019881926468,0.6209677419354839,0.9835139759795277,0.4709852743335378,0.1060185609367654
27,minimal_minmax__random_forest__d66d6f3f62,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,4,1542443031,357,124,38,16,pass,,124,124,0,0.606621292241593,0.603149895945414,0.6370967741935484,0.990670665685136,0.4708036069280761,0.1510357773684942
28,minimal_minmax__random_forest__7d1eec8702,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,4,2042664949,357,124,38,16,pass,,124,124,0,0.5697623178826187,0.5707414646656847,0.6048387096774194,1.004622650241116,0.48000590894691103,0.12292461466189468
29,minimal_minmax__random_forest__262ae29fb1,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,4,520464123,357,124,38,16,pass,,124,124,0,0.6242133493073343,0.6208506479514883,0.6451612903225806,1.0186249542185613,0.4779728495693017,0.1558202612866153
30,minimal_minmax__random_forest__1b62c926f1,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,4,124745213,357,124,38,16,pass,,124,124,0,0.6205250993784829,0.6165540888025004,0.6532258064516129,0.9842906170453197,0.4669926279790902,0.10007164524592448
31,minimal_minmax__random_forest__f5b750ad51,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,4,2106175074,357,124,38,16,pass,,124,124,0,0.5809842830519523,0.5817571317571317,0.6129032258064516,0.9809914049786413,0.46562761375009515,0.18727188116323895
32,minimal_minmax__random_forest__03e2055c66,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,4,1221886438,357,124,38,16,pass,,124,124,0,0.6171162797102647,0.614861899719471,0.6451612903225806,0.9982245681827091,0.4728973727149966,0.12519744956962434
33,minimal_minmax__random_forest__ce99612d47,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,4,1224037475,357,124,38,16,pass,,124,124,0,0.5986847843050851,0.5951038867964333,0.6290322580645161,0.9968005798108096,0.4739768004294522,0.10978067549678984
34,minimal_minmax__random_forest__414685bc7e,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,4,1020777718,357,124,38,16,pass,,124,124,0,0.5892621893561742,0.5874842838695216,0.6209677419354839,1.0133141226950764,0.48143756508551433,0.13253467513075792
35,minimal_minmax__random_forest__ba1024e1bd,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,4,618164429,357,124,38,16,pass,,124,124,0,0.5782691619157784,0.5782380059892408,0.6048387096774194,1.0083787055882074,0.47697435350087625,0.11775836245904923
36,minimal_minmax__random_forest__5a9b8650f2,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,2,4,1526673438,357,124,38,16,pass,,124,124,0,0.621735198802868,0.6120048437743943,0.6532258064516129,0.9517793040970451,0.45291899641586564,0.09682795698973952
37,minimal_minmax__random_forest__83f0bbfd71,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,2,4,1130694044,357,124,38,16,pass,,124,124,0,0.6351300641714176,0.6310160853639114,0.6693548387096774,0.9561555759656694,0.4538333333334316,0.10236559139838947
38,minimal_minmax__random_forest__3a58587681,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,2,4,453241106,357,124,38,16,pass,,124,124,0,0.6121708804979481,0.61090527409267,0.6451612903225806,0.9439202151204169,0.4517372036926197,0.08417728219997782
39,minimal_minmax__random_forest__baf457a363,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,2,4,1685383527,357,124,38,16,pass,,124,124,0,0.6446289716966408,0.6429399448032987,0.6693548387096774,0.9515948520518782,0.4501918052585287,0.11686206299063227
40,minimal_minmax__random_forest__0c28cc6c96,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,2,4,1241818005,357,124,38,16,pass,,124,124,0,0.6609346167616844,0.6545188100141928,0.6854838709677419,0.9519371301333592,0.45625882440354487,0.1349223473573971
41,minimal_minmax__random_forest__b14279f757,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,2,4,312935775,357,124,38,16,pass,,124,124,0,0.6280398799195792,0.6225140584775136,0.6532258064516129,0.9708548420155892,0.46079858406189406,0.11105106536501352
42,minimal_minmax__random_forest__5e308670e9,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,2,4,2041626386,357,124,38,16,pass,,124,124,0,0.5935104473638309,0.5877695369931395,0.6370967741935484,0.9411829281705679,0.4541592320557791,0.07560942582244398
43,minimal_minmax__random_forest__ba463fb0d7,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,2,4,1047535893,357,124,38,16,pass,,124,124,0,0.6230072663343339,0.6198763241316432,0.6612903225806451,0.9523416526246036,0.4548714106005118,0.09359936261777033
44,minimal_minmax__random_forest__20f5c6f432,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,2,4,1355776217,357,124,38,16,pass,,124,124,0,0.6199547632818311,0.6122943194371766,0.6612903225806451,0.9377845481297675,0.45129425361160996,0.09460945252664904
45,minimal_minmax__random_forest__c739cc8caf,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,2,4,1483460582,357,124,38,16,pass,,124,124,0,0.6336399607076298,0.6281869159976617,0.6612903225806451,0.9497654037093648,0.45311843710496436,0.09404648112341706
46,minimal_minmax__random_forest__9567b8594a,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,2,4,1773131766,357,124,38,16,pass,,124,124,0,0.6269755203025881,0.6235132071028614,0.6612903225806451,0.9797827005341027,0.4671152640011793,0.12015647843383402
47,minimal_minmax__random_forest__8118d4f679,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,2,4,487675283,357,124,38,16,pass,,124,124,0,0.640860392740092,0.6364860103232196,0.6693548387096774,0.9738628447865182,0.4614229226393092,0.12245035766167783
48,derivative_1__random_forest__5868a78bb4,derivative_1,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,4,1305891488,357,124,38,16,pass,,124,124,0,0.6699825341742635,0.6668737428940762,0.7016129032258065,0.9188085055491295,0.4373055555556309,0.19158602150575552
49,derivative_1__random_forest__be46512902,derivative_1,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,4,866889034,357,124,38,16,pass,,124,124,0,0.6406274385597694,0.6318484291836325,0.6774193548387096,0.9346371871543714,0.4433783154122532,0.1718010752691342
50,derivative_1__random_forest__c12c070c12,derivative_1,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,4,1296848693,357,124,38,16,pass,,124,124,0,0.6745865350188659,0.6691554670648747,0.7016129032258065,0.9264962186737798,0.4425805064998588,0.19512974874205993
