candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,1,250833849,362,119,42,12,pass,,119,119,0,0.5903921293918024,0.5853245082131251,0.6050420168067226,1.9402700540112887,0.5408074696542757,0.12666666666613827
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,1,385945526,362,119,42,12,pass,,119,119,0,0.6169585454319028,0.6091485007634075,0.6302521008403361,1.197536162860594,0.536412324929858,0.11114845938346683
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,1,1182454312,362,119,42,12,pass,,119,119,0,0.5923971419231308,0.5885178818383924,0.6050420168067226,1.234880428752877,0.548927187128309,0.10597725188080456
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,1,768732844,362,119,42,12,pass,,119,119,0,0.5828733323993213,0.5819084314785548,0.5966386554621849,1.3877441143583904,0.5416794262204535,0.13499898226731638
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,1,1364153517,362,119,42,12,pass,,119,119,0,0.5726692507666682,0.5670350353580168,0.5882352941176471,1.2355999533410864,0.5530734794358738,0.12341405784095912
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,1,818831772,362,119,42,12,pass,,119,119,0,0.5891166191877207,0.5841184958832019,0.6050420168067226,1.4404146777010955,0.5546939255361497,0.11230515281071118
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,1,1887225808,362,119,42,12,pass,,119,119,0,0.5903921293918024,0.5913396447930458,0.6050420168067226,1.6053266324354825,0.5470131753719295,0.15241250009843188
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,1,1842487792,362,119,42,12,pass,,119,119,0,0.6112254627251358,0.6058867233184099,0.6218487394957983,1.5329082255565065,0.5331180842057878,0.12691741365315704
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,1,629038032,362,119,42,12,pass,,119,119,0,0.6013257133517022,0.5959363432941209,0.6134453781512605,1.384197323023823,0.5456885670177672,0.11205478864179283
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,1,1603615236,362,119,42,12,pass,,119,119,0,0.58457401267143,0.5769683379679046,0.5966386554621849,1.2289377914197184,0.5490451256156968,0.1168518715459533
10,arpls_minmax__random_forest__414685bc7e,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,1,311599231,362,119,42,12,pass,,119,119,0,0.5935025841000016,0.5835338663414952,0.6050420168067226,1.214575571103467,0.5555744374566569,0.1018261965813359
11,arpls_minmax__random_forest__ba1024e1bd,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,1,43146342,362,119,42,12,pass,,119,119,0,0.5713937405625865,0.559916099908113,0.5882352941176471,1.4322317815714791,0.555397625954147,0.14799950907279374
