candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,1,3,1770752029,359,120,45,12,pass,,120,120,0,0.6507478632478633,0.6428716720702783,0.675,1.0171477151823398,0.4513927777777856,0.04905555555535887
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,1,3,957125526,359,120,45,12,pass,,120,120,0,0.6397588522588522,0.6332367170781804,0.6666666666666666,1.036593491676889,0.4564127777778094,0.0752500000006121
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,1,3,550208445,359,120,45,12,pass,,120,120,0,0.6486874236874236,0.6418486043065875,0.675,1.0122221082248941,0.45016207575926637,0.07032452613110882
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,1,3,70305216,359,120,45,12,pass,,120,120,0,0.6397588522588522,0.6329949859361624,0.6666666666666666,1.0059149440394077,0.4534217469202314,0.09220646926217234
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,1,3,1568483874,359,120,45,12,pass,,120,120,0,0.6198412698412697,0.6098694362108997,0.65,0.9897254942150261,0.45061988367949773,0.10275902034758298
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,1,3,1337224161,359,120,45,12,pass,,120,120,0,0.633882783882784,0.6249476599707015,0.6583333333333333,1.0020419731040469,0.4555929138038283,0.08812299722462202
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,1,3,1622414180,359,120,45,12,pass,,120,120,0,0.6397588522588522,0.6328700128700129,0.6666666666666666,1.0223423558667086,0.4500667929097026,0.047232408604558594
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,1,3,378937689,359,120,45,12,pass,,120,120,0,0.6287698412698413,0.6233065208065208,0.6583333333333333,1.2177875051038738,0.4521478168320975,0.09746326373420194
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,1,3,1090708301,359,120,45,12,pass,,120,120,0,0.6376984126984127,0.6316970203914251,0.6666666666666666,0.9921379585962385,0.4491105734262595,0.05978198525644585
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,1,3,1996459619,359,120,45,12,pass,,120,120,0,0.6507478632478633,0.6438078276556826,0.675,0.9898237959975887,0.4509663151222191,0.10270018198442399
