candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,3,1931614597,361,120,42,12,pass,,120,120,0,0.6588064713064714,0.6538591590134368,0.6833333333333333,0.9793257499340599,0.4500914814815742,0.11802777777841415
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,3,582020090,361,120,42,12,pass,,120,120,0,0.6788003663003662,0.6747822410391479,0.7,0.964254555664084,0.44916000000007855,0.13980555555615198
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,3,1829611789,361,120,42,12,pass,,120,120,0,0.6977258852258853,0.6902174321895043,0.7166666666666667,0.9679179733852917,0.44625782901665934,0.14767851508493843
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,3,1281687614,361,120,42,12,pass,,120,120,0,0.6767399267399268,0.6779162654767742,0.7,0.9641773306834656,0.4488410680841304,0.13468448999896165
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,3,1340775590,361,120,42,12,pass,,120,120,0,0.6677350427350428,0.662162576701161,0.6916666666666667,0.9717010160568509,0.44973400205336456,0.14805838927450385
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,2,3,1091351177,361,120,42,12,pass,,120,120,0,0.636904761904762,0.6319221284391564,0.6666666666666666,0.9862667768227623,0.455549979527155,0.12295688042513062
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,3,18852090,361,120,42,12,pass,,120,120,0,0.660866910866911,0.6580098290932103,0.6833333333333333,0.9826422260053268,0.45195494806597103,0.13161914249819806
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,2,3,355230351,361,120,42,12,pass,,120,120,0,0.6440018315018315,0.6371451289339506,0.6666666666666666,0.9739326224996534,0.4529828112146924,0.12697485037169465
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,3,227840542,361,120,42,12,pass,,120,120,0,0.6588064713064714,0.6551412747526769,0.6833333333333333,0.9588855185621978,0.44534195898886986,0.1183646957702834
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,2,3,351353861,361,120,42,12,pass,,120,120,0,0.674908424908425,0.6667611492350333,0.6916666666666667,0.9789318285185983,0.4509168831129516,0.15261624292200054
