candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,0,1618073112,356,118,39,14,pass,,118,118,0,0.6795238095238095,0.6869094566573557,0.711864406779661,1.0933610126878417,0.4144725047081297,0.14607344632827593
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,0,2131550292,356,118,39,14,pass,,118,118,0,0.7295238095238095,0.7358669856130727,0.7542372881355932,1.0801558704419092,0.40641563088517024,0.18197740113068644
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,0,1609003675,356,118,39,14,pass,,118,118,0,0.7295238095238095,0.7295730639592143,0.7457627118644068,1.087650083338209,0.4102487191577454,0.18194839563012366
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,0,167138896,356,118,39,14,pass,,118,118,0,0.7533333333333333,0.7595453848513823,0.7711864406779662,0.9195279005870161,0.41593093774752665,0.2107789655233028
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,4,0,695911345,356,118,39,14,pass,,118,118,0,0.7295238095238095,0.7387753340363714,0.7457627118644068,0.9397538125922046,0.4218852073419351,0.19415360754746647
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,4,0,431187945,356,118,39,14,pass,,118,118,0,0.7533333333333333,0.7627034470895975,0.7711864406779662,0.933171019659475,0.4203065542845285,0.2191170968197049
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,0,86944304,356,118,39,14,pass,,118,118,0,0.7057142857142857,0.716424727139013,0.7288135593220338,1.0861208828736983,0.4095759473547079,0.1542516314998964
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,4,0,1017014830,356,118,39,14,pass,,118,118,0,0.7414285714285714,0.7514838715267113,0.7627118644067796,1.0771216686932188,0.4042078883026032,0.18770870158021097
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,0,196904514,356,118,39,14,pass,,118,118,0,0.7119047619047619,0.7243931429564168,0.7288135593220338,0.9219035126286346,0.41975496182052363,0.16417831947761405
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,4,0,212997706,356,118,39,14,pass,,118,118,0,0.7533333333333333,0.7571230846723755,0.7711864406779662,0.9022086509188049,0.4104392260694897,0.21105898166403653
