candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,0,2,406653059,363,117,40,15,pass,,117,117,0,0.6801870748299319,0.6528630228326893,0.6837606837606838,1.2823492271930548,0.4932400759734451,0.17253561253589444
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,0,2,1318118775,363,117,40,15,pass,,117,117,0,0.6228458049886622,0.6131281761716545,0.6495726495726496,1.1221441634191591,0.500322697056088,0.14296296296327285
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,0,2,832107306,363,117,40,15,pass,,117,117,0,0.7226473922902494,0.6818048999096737,0.7008547008547008,1.104918506103149,0.4938806944641144,0.1981499626464896
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,0,2,1881162140,363,117,40,15,pass,,117,117,0,0.6783446712018141,0.6537608133917537,0.6752136752136753,1.1249546495328107,0.5032298645139184,0.1718591368207384
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,0,2,372870373,363,117,40,15,pass,,117,117,0,0.6634637188208616,0.6402137537660203,0.6666666666666666,1.1401914796688697,0.5115070908583385,0.1862387879418544
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,0,2,1713147664,363,117,40,15,pass,,117,117,0,0.6664965986394557,0.6543626146110618,0.6837606837606838,1.1511254642740036,0.5160902359508905,0.19991630698404605
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,0,2,1453566639,363,117,40,15,pass,,117,117,0,0.6702664399092971,0.6436623701705054,0.6752136752136753,1.088720758779692,0.4882423228525029,0.16317146310801833
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,0,2,1714458618,363,117,40,15,pass,,117,117,0,0.6477891156462584,0.6309836643687576,0.6666666666666666,1.1260688975308097,0.5051284784348665,0.15744761739844107
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,0,2,328560799,363,117,40,15,pass,,117,117,0,0.6614795918367345,0.6402982469583579,0.6666666666666666,1.1182891532221793,0.500160085796785,0.16564953761787374
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,0,2,1320307717,363,117,40,15,pass,,117,117,0,0.6643140589569161,0.6519136734309761,0.6666666666666666,1.1238160245752864,0.502365313071092,0.16933683783228573
10,arpls_minmax__random_forest__414685bc7e,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,0,2,1493954569,363,117,40,15,pass,,117,117,0,0.6674319727891157,0.6437229437229437,0.6666666666666666,1.1326614717687296,0.5088877844414883,0.18340602013372384
11,arpls_minmax__random_forest__ba1024e1bd,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,0,2,539443349,363,117,40,15,pass,,117,117,0,0.6675736961451247,0.6427881297446516,0.6666666666666666,1.1421103622371405,0.5159726363295665,0.18440585877222956
12,arpls_minmax__random_forest__5a9b8650f2,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,0,2,1582096346,363,117,40,15,pass,,117,117,0,0.6750283446712019,0.6282069799003437,0.6581196581196581,1.073760420586125,0.4853143399811009,0.12623931623983806
13,arpls_minmax__random_forest__83f0bbfd71,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,0,2,1993945315,363,117,40,15,pass,,117,117,0,0.6750850340136054,0.6513277174658249,0.6752136752136753,1.0845920598734597,0.4887075023742421,0.14897435897477967
14,arpls_minmax__random_forest__3a58587681,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,0,2,829916127,363,117,40,15,pass,,117,117,0,0.6928854875283447,0.6455546067347309,0.6666666666666666,1.0797640779748348,0.4888791438857811,0.154773970941943
15,arpls_minmax__random_forest__baf457a363,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,0,2,600828553,363,117,40,15,pass,,117,117,0,0.6789965986394558,0.6453720424582258,0.6581196581196581,1.0969266483056817,0.4911630907885111,0.1338470168475222
16,arpls_minmax__random_forest__0c28cc6c96,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,0,2,736479098,363,117,40,15,pass,,117,117,0,0.6487244897959183,0.6101588084004419,0.6324786324786325,1.1071507236984823,0.5016844246234845,0.1476491518582114
17,arpls_minmax__random_forest__b14279f757,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,0,2,1478386285,363,117,40,15,pass,,117,117,0,0.7051303854875283,0.6783387182885001,0.6923076923076923,1.0964036085067217,0.4953156820675132,0.1811417317000976
18,arpls_minmax__random_forest__5e308670e9,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,0,2,881311110,363,117,40,15,pass,,117,117,0,0.6770124716553287,0.6314837819185646,0.6581196581196581,1.077164079996902,0.4911124190600625,0.1324018198156483
19,arpls_minmax__random_forest__ba463fb0d7,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,0,2,106839448,363,117,40,15,pass,,117,117,0,0.7115929705215419,0.6797373406125199,0.6923076923076923,1.1041809206710949,0.4867115491123798,0.16544518976615621
20,arpls_minmax__random_forest__20f5c6f432,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,0,2,140445588,363,117,40,15,pass,,117,117,0,0.6662981859410431,0.6344295552131568,0.6581196581196581,1.075120711152584,0.4892794960252175,0.13516236633739653
21,arpls_minmax__random_forest__c739cc8caf,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,0,2,1008097236,363,117,40,15,pass,,117,117,0,0.678202947845805,0.6491741320800902,0.6752136752136753,1.072088161760664,0.4878984870636678,0.15548591237110482
22,arpls_minmax__random_forest__9567b8594a,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,0,2,1911776670,363,117,40,15,pass,,117,117,0,0.6840986394557823,0.6344097040353421,0.6581196581196581,1.1114376143858031,0.50255849065503,0.14951091442113992
23,arpls_minmax__random_forest__8118d4f679,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,0,2,1163489070,363,117,40,15,pass,,117,117,0,0.6516156462585033,0.6415143022879141,0.6581196581196581,1.101012982721127,0.49950052425352054,0.1845200497722176
24,minimal_minmax__random_forest__5868a78bb4,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,0,2,225236999,363,117,40,15,pass,,117,117,0,0.6313775510204083,0.5895698125993692,0.6068376068376068,1.2076106243554208,0.5411867046533977,0.11022792022811709
