candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,2,1050867336,361,117,42,15,pass,,117,117,0,0.6644557823129251,0.6477394865149967,0.6581196581196581,1.0441779458482043,0.47287616334289606,0.13264957264990265
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,2,1002149208,361,117,42,15,pass,,117,117,0,0.7174036281179139,0.6826392824218911,0.7008547008547008,1.033590066237128,0.47001766381774135,0.17262108262143055
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,2,2095077027,361,117,42,15,pass,,117,117,0,0.7215136054421769,0.6870034396778584,0.7008547008547008,1.057260873145624,0.4740603820787088,0.1847387984169494
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,2,798710687,361,117,42,15,pass,,117,117,0,0.7106009070294785,0.6808279204278049,0.6923076923076923,1.0480185564703324,0.4758289298274532,0.1696174732451072
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,2,571766862,361,117,42,15,pass,,117,117,0,0.6665816326530611,0.6421165588774638,0.6581196581196581,1.0853527242142966,0.4965869544594373,0.19769978639792019
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,2,1205646712,361,117,42,15,pass,,117,117,0,0.6959183673469387,0.6685030996877687,0.6923076923076923,1.0703415077675207,0.4817347348021043,0.1820801849233437
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,2,2106997385,361,117,42,15,pass,,117,117,0,0.670124716553288,0.6513640542211971,0.6666666666666666,1.044152451481382,0.4686899499395814,0.15074359322245887
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,2,214057271,361,117,42,15,pass,,117,117,0,0.7117346938775511,0.6810360182453207,0.6923076923076923,1.0501419293683893,0.4738103626812316,0.1623501415982136
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,2,881932723,361,117,42,15,pass,,117,117,0,0.6948696145124716,0.6602409550582308,0.6666666666666666,1.0552598778029272,0.4805594938299492,0.1626884279153976
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,2,1642547761,361,117,42,15,pass,,117,117,0,0.6651643990929706,0.6424500235206685,0.6666666666666666,1.0421357155562223,0.4739655378651495,0.14081898272595725
10,arpls_minmax__random_forest__414685bc7e,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,2,483969508,361,117,42,15,pass,,117,117,0,0.6662981859410432,0.6452459098457943,0.6666666666666666,1.0699378781025635,0.4837462320078651,0.1660797535100852
11,arpls_minmax__random_forest__ba1024e1bd,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,2,554021895,361,117,42,15,pass,,117,117,0,0.6732426303854876,0.6443166072971483,0.6666666666666666,1.0986690131659953,0.4936672253787298,0.1608075751858238
12,arpls_minmax__random_forest__5a9b8650f2,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,3,2,1131022491,361,117,42,15,pass,,117,117,0,0.6710600907029478,0.6288121560060255,0.6495726495726496,1.0039025170351645,0.46089591642937683,0.09746438746500545
