candidate_order,candidate_id,representation,model_family,parameters_json,subset,outer_fold,inner_validation_fold,seed,n_train,n_validation,n_train_groups,n_validation_groups,status,error,n_test,n_supported,n_unsupported,balanced_accuracy,macro_f1,accuracy,negative_log_likelihood,brier_multiclass,expected_calibration_error_10
0,arpls_minmax__random_forest__5868a78bb4,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,0,269568332,360,118,43,14,pass,,118,118,0,0.72,0.7318857207954953,0.7457627118644068,1.0796783600587727,0.4113932203390048,0.15898305084738432
1,arpls_minmax__random_forest__be46512902,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,0,2029552698,360,118,43,14,pass,,118,118,0,0.7104761904761905,0.7201006376946227,0.7372881355932204,1.0807765710326638,0.41083898305085714,0.15093220338964233
2,arpls_minmax__random_forest__c12c070c12,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,0,248763431,360,118,43,14,pass,,118,118,0,0.7414285714285714,0.7520102199736067,0.7627118644067796,0.9034226587736706,0.4102370207505753,0.1818261378360848
3,arpls_minmax__random_forest__d66d6f3f62,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,0,387943687,360,118,43,14,pass,,118,118,0,0.6914285714285714,0.6982477912929042,0.711864406779661,1.09381900511821,0.41206269627556624,0.1776322880626172
4,arpls_minmax__random_forest__7d1eec8702,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,0,1527329220,360,118,43,14,pass,,118,118,0,0.7271428571428571,0.7330426491209546,0.7457627118644068,0.9504228839516801,0.4252457788171611,0.18415767911002964
5,arpls_minmax__random_forest__262ae29fb1,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,0,893978533,360,118,43,14,pass,,118,118,0,0.7461904761904761,0.7454813382513732,0.7542372881355932,0.9588008774533605,0.426797460810921,0.19120127551198104
6,arpls_minmax__random_forest__1b62c926f1,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,0,2025544377,360,118,43,14,pass,,118,118,0,0.7461904761904762,0.7564178839933687,0.7711864406779662,1.0887790089550313,0.40993383197435584,0.18068412565326278
7,arpls_minmax__random_forest__f5b750ad51,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,0,125997400,360,118,43,14,pass,,118,118,0,0.7342857142857142,0.7388431142230535,0.7627118644067796,1.0625451915908122,0.40476562090226875,0.18171329309840534
8,arpls_minmax__random_forest__03e2055c66,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,0,140394687,360,118,43,14,pass,,118,118,0,0.7128571428571429,0.7270110080260457,0.7372881355932204,0.911633404913989,0.41200364862890465,0.17311189636175625
9,arpls_minmax__random_forest__ce99612d47,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,0,617084534,360,118,43,14,pass,,118,118,0,0.7366666666666666,0.7408368423176787,0.7627118644067796,0.9001437434720221,0.41008633942979317,0.18634123854773887
10,arpls_minmax__random_forest__414685bc7e,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,0,515292089,360,118,43,14,pass,,118,118,0,0.700952380952381,0.7198736826785607,0.7203389830508474,1.1251404243616863,0.4264322386205029,0.18367966069618055
11,arpls_minmax__random_forest__ba1024e1bd,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,0,1468425525,360,118,43,14,pass,,118,118,0,0.7223809523809523,0.731787260358689,0.7372881355932204,0.9510459007866829,0.42410793934894486,0.17676261586383532
12,arpls_minmax__random_forest__5a9b8650f2,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,3,0,78947843,360,118,43,14,pass,,118,118,0,0.7509523809523808,0.7517954316167067,0.7627118644067796,1.0269363801860465,0.3908751412429605,0.1442372881364186
13,arpls_minmax__random_forest__83f0bbfd71,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,3,0,346440472,360,118,43,14,pass,,118,118,0,0.7247619047619047,0.7299693744523038,0.7542372881355932,0.841062103907488,0.38972372881363465,0.14932203389901016
14,arpls_minmax__random_forest__3a58587681,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,3,0,275006818,360,118,43,14,pass,,118,118,0,0.6904761904761905,0.6960102118650664,0.7203389830508474,0.8714587447292157,0.3992057673450833,0.12347775906883775
15,arpls_minmax__random_forest__baf457a363,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,3,0,1742491124,360,118,43,14,pass,,118,118,0,0.7295238095238095,0.733838327798609,0.7542372881355932,0.8617158178955211,0.39446410609833527,0.16005249022808277
16,arpls_minmax__random_forest__0c28cc6c96,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,3,0,382444056,360,118,43,14,pass,,118,118,0,0.6952380952380953,0.701654549189213,0.711864406779661,1.0847658751770142,0.407259250630656,0.12476962500079636
17,arpls_minmax__random_forest__b14279f757,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,3,0,1586432860,360,118,43,14,pass,,118,118,0,0.7652380952380952,0.7665789664918584,0.7711864406779662,0.8878542739188986,0.39901870641337633,0.18924899517722865
18,arpls_minmax__random_forest__5e308670e9,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,3,0,1768215633,360,118,43,14,pass,,118,118,0,0.7142857142857143,0.7208896862986587,0.7372881355932204,1.034144148339443,0.3918958075379777,0.16270391301877912
19,arpls_minmax__random_forest__ba463fb0d7,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,3,0,1102296493,360,118,43,14,pass,,118,118,0,0.7509523809523808,0.7496371102814537,0.7627118644067796,1.0321849114329538,0.3914195618200635,0.1567711256125707
20,arpls_minmax__random_forest__20f5c6f432,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,3,0,1394105189,360,118,43,14,pass,,118,118,0,0.7190476190476192,0.7231164389712935,0.7457627118644068,1.039370459170609,0.3934430015842953,0.15655805562140493
21,arpls_minmax__random_forest__c739cc8caf,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,3,0,1781515655,360,118,43,14,pass,,118,118,0,0.7485714285714284,0.7487258433057383,0.7627118644067796,1.0519132425546793,0.3996718102223264,0.16665339050799577
22,arpls_minmax__random_forest__9567b8594a,arpls_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,3,0,563518721,360,118,43,14,pass,,118,118,0,0.6833333333333335,0.6860648585387261,0.7033898305084746,1.0816529026052255,0.40651237492503056,0.11137571715718884
23,arpls_minmax__random_forest__8118d4f679,arpls_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,3,0,249284182,360,118,43,14,pass,,118,118,0,0.7342857142857143,0.7355905517370415,0.7542372881355932,0.8940818374897952,0.40488882163223416,0.18856306024096633
24,minimal_minmax__random_forest__5868a78bb4,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,0,648902753,360,118,43,14,pass,,118,118,0,0.6785714285714285,0.6793339117466067,0.7372881355932204,1.066541128587436,0.4060135593220691,0.16494350282499304
25,minimal_minmax__random_forest__be46512902,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,0,1411061520,360,118,43,14,pass,,118,118,0,0.7047619047619048,0.7074525287051677,0.7457627118644068,1.087723744906607,0.4140606403013724,0.19158192090409065
26,minimal_minmax__random_forest__c12c070c12,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,0,1250249996,360,118,43,14,pass,,118,118,0,0.7085714285714285,0.7073787505050149,0.7372881355932204,0.9206617407981356,0.41691308674446126,0.19130174244082157
27,minimal_minmax__random_forest__d66d6f3f62,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,0,492478030,360,118,43,14,pass,,118,118,0,0.7142857142857143,0.714372093656164,0.7542372881355932,0.9381525977017444,0.42699275521520536,0.20589596670367125
28,minimal_minmax__random_forest__7d1eec8702,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,0,376713330,360,118,43,14,pass,,118,118,0,0.7133333333333335,0.7072544122544123,0.7457627118644068,0.9474818755635336,0.4305898652206636,0.2194897011245805
29,minimal_minmax__random_forest__262ae29fb1,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,0,383416921,360,118,43,14,pass,,118,118,0,0.6776190476190476,0.6786482904850252,0.7288135593220338,0.9605966115808683,0.4387034865973888,0.21029519945249175
30,minimal_minmax__random_forest__1b62c926f1,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,0,1215605164,360,118,43,14,pass,,118,118,0,0.7095238095238096,0.7079210501784929,0.7542372881355932,0.8693418814545487,0.3997060409832742,0.18361582766632253
31,minimal_minmax__random_forest__f5b750ad51,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,0,599241228,360,118,43,14,pass,,118,118,0,0.6785714285714285,0.6834091874424046,0.7372881355932204,0.8901405837359055,0.4096484264887449,0.18248351897458218
32,minimal_minmax__random_forest__03e2055c66,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,0,1128645882,360,118,43,14,pass,,118,118,0,0.7133333333333333,0.7116989794355099,0.7457627118644068,0.8962112929379293,0.41041100874944364,0.18723300776537477
33,minimal_minmax__random_forest__ce99612d47,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2}",strict_core,3,0,909672137,360,118,43,14,pass,,118,118,0,0.7014285714285714,0.7027433590699077,0.7372881355932204,0.915936266341822,0.42386851342944687,0.1906077417070272
34,minimal_minmax__random_forest__414685bc7e,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,0,1101298803,360,118,43,14,pass,,118,118,0,0.7204761904761906,0.708207771684785,0.7372881355932204,0.9295900405376042,0.423504484533283,0.206212503882832
35,minimal_minmax__random_forest__ba1024e1bd,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4}",strict_core,3,0,1655069460,360,118,43,14,pass,,118,118,0,0.7133333333333333,0.7074967076793894,0.7457627118644068,0.9741851943382677,0.44387095556030565,0.2263977913975953
36,minimal_minmax__random_forest__5a9b8650f2,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,3,0,656951529,360,118,43,14,pass,,118,118,0,0.7342857142857143,0.7344939767300015,0.7627118644067796,0.8101895454713145,0.3804516007533797,0.16214689265601093
37,minimal_minmax__random_forest__83f0bbfd71,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,3,0,967287042,360,118,43,14,pass,,118,118,0,0.711904761904762,0.7151326933935628,0.7542372881355932,0.8642163839364906,0.40338135593228475,0.1762994350282713
38,minimal_minmax__random_forest__3a58587681,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,3,0,892951113,360,118,43,14,pass,,118,118,0,0.7523809523809524,0.747429887253284,0.7711864406779662,0.8343761114470373,0.38281566957114815,0.18564946768184148
39,minimal_minmax__random_forest__baf457a363,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,3,0,634154704,360,118,43,14,pass,,118,118,0,0.6976190476190477,0.7001498273728096,0.7372881355932204,0.8604462227492817,0.3958521020817082,0.17337871041765512
40,minimal_minmax__random_forest__0c28cc6c96,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,3,0,564242287,360,118,43,14,pass,,118,118,0,0.7428571428571429,0.7343126123754784,0.7627118644067796,0.870861887597747,0.39685350237618827,0.19458062780799065
41,minimal_minmax__random_forest__b14279f757,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": null, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,3,0,1840240962,360,118,43,14,pass,,118,118,0,0.7000000000000001,0.6978435396802743,0.7372881355932204,0.9174224452976432,0.4160381560366676,0.19209333071746007
42,minimal_minmax__random_forest__5e308670e9,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,3,0,1754049377,360,118,43,14,pass,,118,118,0,0.7357142857142858,0.7320176520755598,0.7627118644067796,0.8171614536883867,0.38324555046067826,0.2022592754355264
43,minimal_minmax__random_forest__ba463fb0d7,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 1}",strict_core,3,0,561261794,360,118,43,14,pass,,118,118,0,0.72,0.7258253080243301,0.7627118644067796,0.8501213031274614,0.3941300014609577,0.17493598066580385
44,minimal_minmax__random_forest__20f5c6f432,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,3,0,1544065532,360,118,43,14,pass,,118,118,0,0.7523809523809524,0.7463582148615048,0.7796610169491526,0.8443824814823102,0.38521781774127134,0.19724652851405441
45,minimal_minmax__random_forest__c739cc8caf,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 2}",strict_core,3,0,2061743573,360,118,43,14,pass,,118,118,0,0.6976190476190477,0.6991023224453627,0.7372881355932204,0.8740709112808643,0.40156595170056,0.1679903561762615
46,minimal_minmax__random_forest__9567b8594a,minimal_minmax,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,3,0,1649551522,360,118,43,14,pass,,118,118,0,0.7619047619047619,0.7517203725676611,0.7796610169491526,0.8706038628828631,0.3932531443170924,0.21119455343944682
47,minimal_minmax__random_forest__8118d4f679,minimal_minmax,random_forest,"{""master_weighting"": ""inverse_master_frequency"", ""max_depth"": 12, ""max_features"": 0.1, ""min_samples_leaf"": 4}",strict_core,3,0,2079359916,360,118,43,14,pass,,118,118,0,0.7071428571428572,0.7077523785356187,0.7457627118644068,0.9075339521579606,0.4131172895110775,0.19440009396034277
48,derivative_1__random_forest__5868a78bb4,derivative_1,random_forest,"{""master_weighting"": ""uniform_rows"", ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1}",strict_core,3,0,95451149,360,118,43,14,pass,,118,118,0,0.7176190476190477,0.7404813440527727,0.7542372881355932,0.8766041171905596,0.3963672316384474,0.18906779661003847
