evaluation_subset,domain_protocol,domain_type,heldout_domain,stage,scenario,training_scenario,model_family,configuration,representation,seed,n_train,n_test_partition,partition,balanced_accuracy_supported,macro_f1_supported,macro_f1_union,n_test,n_test_supported,n_test_unsupported,unsupported_classes,instrument_probe_increment,sensor_probe_increment,same_master_cross_domain_mean_distance,different_target_cross_domain_mean_distance,cross_domain_separation_margin,same_master_pair_count,different_target_pair_count,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,partition_cross_covariance_mean_square,partition_maximum_canonical_correlation
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,chemical,0.5511363636363636,0.69377990430622,0.277511961722488,29,19,10,blank,,0.3333333333333333,,,,0,0,13.64084589444756,0.00973650670553,0.2841842894676574,0.0114888421867761,5.654380319211698,20,28,0.254820180464567,-0.3557837638281749,,0.0075885783555411,0.0037942891777705,0.1034712953044751,0.9253027086981412,0.0066289867730415,,2.0,0.3293682500060392,0.0604997329646721,0.2088536392994694,0.9996700577007084
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,chemical,0.5918650793650794,0.5906565656565657,0.5906565656565657,73,62,11,blank,,-0.0501016660107569,,,,0,0,12.837457252064604,0.0091630672748498,0.2674470260846793,0.0405916066365448,2.643735071524417,43,46,0.3299909176574097,-0.4423966550828515,,0.0149689664007727,0.0074844832003863,0.1793272963454499,0.7792242448432309,0.0078562468280568,,2.0,0.2392092527542035,0.0845448868215044,0.2585590796558155,0.9997953936851268
strict_core,domain_and_sample,instrument,Mira-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Mira-1,domain__strict_core__domain_and_sample__instrument__Mira-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,433,23,chemical,0.6060606060606061,0.4218181818181818,0.3163636363636363,23,23,0,,,0.4166666666666666,,,,0,0,9.651517810896054,0.0068890205645225,0.2010732877270011,0.009226786310478,3.018545913350418,12,21,0.1919841422339601,-0.4498693292838837,,0.004908636893218,0.002454318446609,0.0768588833162812,0.9556227617205488,0.0082889821372558,,1.5,0.164230727362817,0.0395307280123233,0.1377858009191414,0.9997447425259848
strict_core,domain_and_sample,instrument,Mira-2,locked_domain,domain__strict_core__domain_and_sample__instrument__Mira-2,domain__strict_core__domain_and_sample__instrument__Mira-2,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,363,75,chemical,0.25,0.3333333333333333,0.2222222222222222,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,0.0799999999999999,,,,0,0,10.097355074772397,0.007207248447375,0.2103615640577582,0.0102311115096784,2.9164794663810967,16,25,0.2268657092994868,-0.3358425694148011,,0.0144955013288871,0.0072477506644435,0.1571630665557959,0.7903970793507995,0.0067795411892861,,2.0,0.4161898516374968,0.0935795977711677,0.1401103039514539,0.999580217875522
strict_core,domain_and_sample,instrument,Mira-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Mira-3,domain__strict_core__domain_and_sample__instrument__Mira-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,394,72,chemical,0.4475,0.5921052631578947,0.2368421052631578,72,41,31,blank,,0.2119047619047619,,,,0,0,13.933542235535873,0.0099454262923168,0.2902821299069973,0.0201728800494341,3.8384828036199536,29,40,0.2591545270341986,-0.4721048141690837,,0.0060070210079542,0.0030035105039771,0.0639996476046749,0.9473009933067856,0.0073226090872151,,2.0,0.3256225001220878,0.0498243421316146,0.1128046105771031,0.9992798378663093
strict_core,domain_and_sample,instrument,Pendar-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Pendar-1,domain__strict_core__domain_and_sample__instrument__Pendar-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,390,46,chemical,0.84375,0.8574074074074074,0.4287037037037037,46,25,21,blank,,0.4153846153846153,,,,0,0,6.5678236818258044,0.0046879540912389,0.1368296600380376,0.0133625496768745,1.75956539085427,21,31,0.1704322280572961,-0.3976323857085831,,0.0078464233052018,0.0039232116526009,0.088292523169887,0.8470857956585096,0.0274001102301911,,2.0,0.9547083737122932,0.0820205509662628,0.0943512363483537,0.9993401499646422
strict_core,domain_and_sample,instrument,Pendar-2,locked_domain,domain__strict_core__domain_and_sample__instrument__Pendar-2,domain__strict_core__domain_and_sample__instrument__Pendar-2,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,158,98,chemical,1.0,1.0,1.0,98,21,77,4_nitrophenol|acetaminophen|ethanol|ethyl_paraoxon,,0.5,,,,0,0,9.786178392384445,0.0069851380388183,0.2038787165080092,0.0181043274278139,2.295620547223013,17,40,0.1959451281651454,-0.564916912139926,,0.0297632847544259,0.0148816423772129,0.1204054866931018,0.2384867725923483,0.0432354664136632,,2.0,1.3539180038293208,0.1235658675432205,0.0987479824927636,0.9981133817530085
strict_core,domain_and_sample,instrument,Pendar-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Pendar-3,domain__strict_core__domain_and_sample__instrument__Pendar-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,124,70,chemical,0.4934001670843775,0.4883304195804196,0.4883304195804196,70,61,9,blank,,0.0217872405372404,,,,0,0,7.9622596521239775,0.0056832688451991,0.1658804094192495,0.033398523207436,2.193718424801129,48,48,0.2189521881691776,-0.4749662287559268,,0.0109588875811238,0.0054794437905619,0.0903614233018486,0.7679101451391193,0.0355170848778568,,2.0,0.8617572549441912,0.0932752564549446,0.0730238145345736,0.9990782158431089
strict_core,domain_and_sample,instrument,RMX-1,locked_domain,domain__strict_core__domain_and_sample__instrument__RMX-1,domain__strict_core__domain_and_sample__instrument__RMX-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,409,47,chemical,0.409090909090909,0.5333333333333333,0.2133333333333333,47,22,25,4_nitrophenol,,0.1405562224889956,,,,0,0,11.513981941608,0.0082184025279143,0.2398746237835,0.0190457036692739,3.455294927525232,27,39,0.2350977455184649,-0.409619657906918,,0.0116618682367804,0.0058309341183902,0.1356793335814847,0.8218186793494536,0.0083924009443317,,2.0,0.2498259404857513,0.0860191902611404,0.1909366296634216,0.9996268382106984
strict_core,domain_and_sample,instrument,RMX-2,locked_domain,domain__strict_core__domain_and_sample__instrument__RMX-2,domain__strict_core__domain_and_sample__instrument__RMX-2,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,419,65,chemical,0.6455938697318008,0.6303030303030304,0.3151515151515152,65,65,0,,,0.4871794871794872,,,,0,0,8.903236563185793,0.0063549154626593,0.1854840950663707,0.010142419745965,1.4846384321023565,13,24,0.1643975020902032,-0.5100657776341858,,0.0059896478849088,0.0029948239424544,0.0758559963879597,0.871582127569279,0.0291651504728993,,2.0,0.869660471296952,0.0710412263870239,0.0976047816524445,0.9992788576830144
strict_core,domain_and_sample,sensor_family,GaN_polymer,locked_domain,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,domain__strict_core__domain_and_sample__sensor_family__GaN_polymer,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,513,23,chemical,0.4222222222222222,0.5934065934065934,0.1695447409733124,23,23,0,,0.5555555555555556,,0.7923959870087472,1.0931690815018444,0.3007730944930972,38,82,15.997520612657963,0.0114186442631391,0.3332816794303742,0.0476826747005852,2.3495934866403605,45,46,0.3624249553206449,-0.5828716026514578,,0.0064367167300439,0.0032183583650219,0.0872568919253297,0.951125120476573,0.0138770462626959,0.8333333333333334,2.0,0.2379103960252092,0.0633754939772188,0.1774801192952685,0.9998128107294328
strict_core,domain_and_sample,sensor_family,H_SERS_H_Kit,locked_domain,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,domain__strict_core__domain_and_sample__sensor_family__H_SERS_H_Kit,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,382,153,chemical,1.0,1.0,1.0,153,1,152,4_nitrophenol|ethanol|ethyl_paraoxon,0.0359936299081035,,0.5669333317450115,0.76547483859832,0.1985415068533085,420,5612,11.865452752565265,0.0084692739133228,0.2471969323451095,0.0159104866765456,2.874821983472466,41,39,0.2622447167363152,-0.3527944133878857,,0.0208745393697,0.01043726968485,0.1792046726898634,0.3644714688270161,0.0228245806165765,0.3343253968253968,2.5,0.6070514191673582,0.1021871208213269,0.0966806323220771,0.9975885742790852
strict_core,domain_and_sample,sensor_family,NRC_Canadian_SERS,locked_domain,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,domain__strict_core__domain_and_sample__sensor_family__NRC_Canadian_SERS,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,144,98,chemical,0.2670671648612825,0.2062842657808332,0.2062842657808332,98,78,20,blank,0.1288690476190476,,0.6370747890965692,0.5887448214567624,-0.0483299676398067,87,3588,8.712539170539623,0.0062188002644822,0.1815112327195754,0.0495118385251791,2.085404810679089,45,48,0.2610050875586035,-0.4934074291776516,,0.0207250192961858,0.0103625096480929,0.1372643309593547,0.715447308536661,0.0187593962751223,0.512,2.0,0.605959746915548,0.1003362983465194,0.1172063430191359,0.9986728954723116
strict_core,domain_and_sample,sensor_family,pSERS_Metrohm_silver,locked_domain,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,domain__strict_core__domain_and_sample__sensor_family__pSERS_Metrohm_silver,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,208,324,chemical,,,,324,0,324,4_ANPP|acetaminophen|benzyl_fentanyl|blank,0.0620252267573696,,0.576609302184682,0.8304024275817945,0.2537931253971125,1023,34159,11.258586384876905,0.008036107341097,0.2345538830182688,0.0387461718236349,2.4782248884497173,44,47,0.2698636228625689,-0.5522600670545978,,0.0121486446091375,0.0060743223045687,0.1482105929901263,0.5223482677229927,0.0229955469324064,0.4620786516853932,2.0,0.592382610009734,0.0907303094863891,0.0947472220843961,0.9973599965237322
strict_core,domain_only,instrument,Agilent-1,locked_domain,domain__strict_core__domain_only__instrument__Agilent-1,domain__strict_core__domain_only__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,569,29,chemical,0.6143939393939394,0.6967611336032388,0.4180566801619433,29,29,0,,,0.4791666666666666,,,,0,0,4.847754089292111,0.0034602099138416,0.1009948768602522,0.0108366657722164,2.641702063655882,20,27,0.1317473302093569,-0.2584126909724995,,0.003985096780016,0.001992548390008,0.0790940468642528,0.946164738772494,0.0061786462452367,,2.0,0.2240903260314844,0.0501842133235186,0.1827537144735518,0.9996823598940162
strict_core,domain_only,instrument,Agilent-3,locked_domain,domain__strict_core__domain_only__instrument__Agilent-3,domain__strict_core__domain_only__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,525,73,chemical,0.5358843537414966,0.546821643637212,0.546821643637212,73,73,0,,,0.4575757575757576,,,,0,0,13.166896325848226,0.0093982129377931,0.2743103401218381,0.0143912293632363,3.018615991511974,21,35,0.2554285628284477,-0.3966704391812976,,0.0107991587334661,0.005399579366733,0.1383750318998154,0.9132460408909748,0.0063789838152185,,2.0,0.212323101635736,0.0554329364094883,0.0862043920311622,0.9992689722036076
