representation,partition,balanced_accuracy_supported_mean,balanced_accuracy_supported_std,balanced_accuracy_supported_min,balanced_accuracy_supported_max,macro_f1_supported_mean,macro_f1_supported_std,macro_f1_supported_min,macro_f1_supported_max,reconstruction_median_row_correlation_mean,reconstruction_median_row_correlation_std,reconstruction_median_row_correlation_min,reconstruction_median_row_correlation_max,partition_maximum_canonical_correlation_mean,partition_maximum_canonical_correlation_std,partition_maximum_canonical_correlation_min,partition_maximum_canonical_correlation_max
arpls_minmax,chemical,0.7533333333333333,0.16883039922864515,0.6266666666666666,1.0,0.7443099263184221,0.20210212952563392,0.5459468902865129,1.0,0.8367289095007928,0.07991555005481749,0.7629006437489829,0.9481348330846302,0.9995245332826889,0.00015375764991467215,0.9993015337760718,0.9996318709753907
arpls_minmax,nuisance,0.6633333333333333,0.2658598906971142,0.3466666666666667,0.9866666666666668,0.6191064534797776,0.35198072128422486,0.193991193991194,0.9866613311991462,0.8367289095007928,0.07991555005481749,0.7629006437489829,0.9481348330846302,0.9995245332826889,0.00015375764991467215,0.9993015337760718,0.9996318709753907
arpls_minmax,union,0.7733333333333333,0.168303077588991,0.6266666666666666,1.0,0.7328306441116039,0.24256229879745336,0.5042999656002752,1.0,0.8367289095007928,0.07991555005481749,0.7629006437489829,0.9481348330846302,0.9995245332826889,0.00015375764991467215,0.9993015337760718,0.9996318709753907
minimal_minmax,chemical,0.7783333333333333,0.1482115605027714,0.6933333333333334,1.0,0.767220442602014,0.16724999384237157,0.6429558444821306,1.0,0.8791058349041054,0.0882069611712291,0.7871938845203814,0.9626037094756668,0.9996705622476633,9.785997694458058e-05,0.9995341636269712,0.9997537796473958
minimal_minmax,nuisance,0.62,0.07013215039137549,0.5599999999999999,0.6933333333333334,0.5760081567568476,0.06210520989337927,0.4971720488961867,0.6277269528501055,0.8791058349041054,0.0882069611712291,0.7871938845203814,0.9626037094756668,0.9996705622476633,9.785997694458058e-05,0.9995341636269712,0.9997537796473958
minimal_minmax,union,0.8666666666666667,0.13018505347446055,0.6933333333333334,1.0,0.858656042103461,0.14718439629629335,0.6591269841269841,1.0,0.8791058349041054,0.0882069611712291,0.7871938845203814,0.9626037094756668,0.9996705622476633,9.785997694458058e-05,0.9995341636269712,0.9997537796473958
