heldout_substrate_family,poster_axis,interpretation,stage,scenario,training_scenario,model_family,configuration,representation,seed,n_train,n_test_partition,corruption,severity,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,chemical_balanced_accuracy_supported,chemical_macro_f1_supported,chemical_prediction_agreement,chemical_latent_cosine_drift,nuisance_balanced_accuracy_supported,nuisance_macro_f1_supported,nuisance_prediction_agreement,nuisance_latent_cosine_drift,union_balanced_accuracy_supported,union_macro_f1_supported,union_prediction_agreement,union_latent_cosine_drift
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,scale_offset,0.5,0.007365341161419952,0.003682670580709976,0.10036384904944809,0.8361701554035699,0.016314558880383544,,2.0,0.5841966999941994,0.06771305087022483,0.6000000000000001,0.5985184446991214,0.9066666666666666,0.03706147149205208,0.6,0.48636991028295373,0.9466666666666667,0.00917864590883255,0.6266666666666667,0.5235025949872768,0.9733333333333334,0.01528654433786869
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,scale_offset,1.0,0.010291173488360532,0.005145586744180266,0.1089375888054338,0.8214451151231577,0.01642350155115336,,2.0,0.5223063273180236,0.07877805829048157,0.64,0.6234426646325959,0.7733333333333333,0.17997173964977264,0.5733333333333334,0.4934158554817818,0.8666666666666667,0.02864583395421505,0.6133333333333334,0.4914529914529915,0.9333333333333333,0.060345567762851715
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,scale_offset,1.5,0.016285820758926817,0.008142910379463408,0.12278351452915423,0.8001606318868487,0.01700672754502808,,2.0,0.5556701355223792,0.07160480692982674,0.5733333333333334,0.5394129512071376,0.7466666666666667,0.3173730969429016,0.5733333333333334,0.47806534691780594,0.8933333333333333,0.06014284864068031,0.5733333333333334,0.4677871148459383,0.8933333333333333,0.11761769652366638
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,smooth_baseline,0.5,0.007897818113790058,0.003948909056895029,0.10031054138687909,0.8256827764970348,0.0165995396197883,,2.0,0.5274016405990269,0.0691649317741394,0.6133333333333333,0.5833240524186064,0.84,0.03333745896816254,0.64,0.5322234156820623,0.88,0.00962778739631176,0.6533333333333333,0.5476868810202143,0.96,0.0166859719902277
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,smooth_baseline,1.0,0.010690581451277738,0.005345290725638869,0.10666828277716367,0.8075532384473526,0.016973935511539594,,2.0,0.536589533259658,0.06398765370249748,0.4533333333333333,0.3566137566137566,0.5866666666666667,0.07548585534095764,0.64,0.5322234156820623,0.88,0.03731522336602211,0.6533333333333333,0.5607884179312751,0.8933333333333333,0.05110093578696251
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,smooth_baseline,1.5,0.014834257841000387,0.007417128920500194,0.11594980853432728,0.7663520137742544,0.017478000860105657,,2.0,0.5992277609778826,0.06609038636088371,0.3466666666666667,0.1947593852355757,0.52,0.12793318927288055,0.6133333333333333,0.5115475541007456,0.8533333333333334,0.09094623476266861,0.5733333333333334,0.4987343280026207,0.8,0.10457248985767365
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,gaussian_noise,0.5,0.006158123244699885,0.0030790616223499425,0.09609955722879096,0.8351101207664544,0.016228030345036643,,2.0,0.5564934086645961,0.06884579733014107,0.6,0.6015724322515891,0.9733333333333334,0.0002428404550300911,0.6,0.48327328872877,1.0,7.392724364763126e-05,0.6266666666666666,0.5031737862412077,0.9866666666666667,0.00010390996612841263
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,gaussian_noise,1.0,0.006159936809107155,0.0030799684045535775,0.09611361914113775,0.8353891892560278,0.01623180694627739,,2.0,0.5664968398558347,0.06889419350773096,0.6133333333333334,0.6119175627240143,0.9866666666666667,0.0011687484802678227,0.6,0.48327328872877,1.0,0.00030234019504860044,0.6133333333333334,0.4922102379729498,0.9733333333333334,0.0004365690692793578
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,gaussian_noise,1.5,0.006210858947319272,0.003105429473659636,0.09629441076201452,0.8388155680071377,0.016252031903090703,,2.0,0.5606376100054664,0.07175409607589245,0.6666666666666666,0.6630367909437677,0.9333333333333333,0.0023187596816569567,0.6,0.48327328872877,1.0,0.0007116675260476768,0.6133333333333334,0.49322353748498887,0.9866666666666667,0.0009756533545441926
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,isolated_spikes,0.5,0.006183349086842478,0.003091674543421239,0.09621797994434965,0.8348503865688708,0.016235453084605563,,2.0,0.5502707149346387,0.07021529600024223,0.6266666666666666,0.6257372594316196,1.0,0.0001298014394706115,0.6,0.48327328872877,1.0,6.504933116957545e-05,0.6266666666666666,0.5042999656002752,1.0,7.249434565892443e-05
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,isolated_spikes,1.0,0.006207890695932761,0.0031039453479663804,0.09627249920967187,0.8346161321055119,0.01624497453307586,,2.0,0.5833421075551904,0.0702449195086956,0.64,0.6391949954362296,0.96,0.0006346154259517789,0.6,0.48327328872877,1.0,0.0001613362692296505,0.6266666666666666,0.5031737862412077,0.9866666666666667,0.0002374815958319232
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,isolated_spikes,1.5,0.006223149630986643,0.0031115748154933215,0.09628777851348355,0.8377073369516124,0.016245214157371773,,2.0,0.5647466678667068,0.0687145534902811,0.6133333333333334,0.6119175627240143,0.96,0.0013500809436663985,0.6,0.48327328872877,1.0,0.0003201389336027205,0.64,0.5141038871689027,0.9733333333333334,0.0005401205853559077
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,edge_filled_shift,0.5,0.006297606158673921,0.0031488030793369605,0.09733559454350224,0.8306641427653156,0.016259395435305968,,2.0,0.5438404152243241,0.06814606115221977,0.64,0.6365591397849463,0.9066666666666666,0.006598915904760361,0.6,0.48327328872877,1.0,0.008269891142845154,0.6266666666666666,0.5023112480739599,0.9466666666666667,0.00839393399655819
Ag,400-1800_common,descriptive architecture transfer; poster analyte labels differ from NATO labels,locked_poster,poster_holdout_Ag,poster_holdout_Ag,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,200,75,edge_filled_shift,1.0,0.006374385404753548,0.003187192702376774,0.09799009217800275,0.8290499347082879,0.016279950145953414,,2.0,0.5505746731060321,0.07260381896048784,0.5333333333333333,0.5332077840552417,0.8533333333333334,0.01322984043508768,0.6,0.48412698412698413,0.9733333333333334,0.014768042601644993,0.6133333333333333,0.49378881987577633,0.9866666666666667,0.01503478828817606
