evaluation_subset,domain_protocol,domain_type,heldout_domain,stage,scenario,training_scenario,model_family,configuration,representation,seed,n_train,n_test_partition,corruption,severity,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,chemical_balanced_accuracy_supported,chemical_macro_f1_supported,chemical_prediction_agreement,chemical_latent_cosine_drift,nuisance_balanced_accuracy_supported,nuisance_macro_f1_supported,nuisance_prediction_agreement,nuisance_latent_cosine_drift,union_balanced_accuracy_supported,union_macro_f1_supported,union_prediction_agreement,union_latent_cosine_drift
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,isolated_spikes,1.0,0.007589484942947094,0.003794742471473547,0.10349316426640105,0.9246924615988725,0.006628391349854495,,1.5,0.32626309876128023,0.06038970313966274,0.5511363636363636,0.69377990430622,1.0,0.0002966913743875921,0.9090909090909092,0.8944444444444444,0.9655172413793104,0.0006116916192695498,0.9090909090909092,0.9205882352941177,0.9310344827586207,0.0002268470561830327
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,isolated_spikes,1.5,0.00758359410749721,0.003791797053748605,0.10351846255252677,0.9265642466250958,0.006634218212500477,,2.0,0.3097866893828968,0.05773266712640179,0.5511363636363636,0.69377990430622,1.0,0.0007376773864962161,0.8636363636363636,0.891640866873065,0.896551724137931,0.0006754953064955771,0.8636363636363636,0.891640866873065,1.0,0.0005821976228617132
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,edge_filled_shift,0.5,0.007617529072576422,0.003808764536288211,0.1038566407251176,0.9237570722288903,0.006633896103051172,,1.5,0.3080589377163414,0.06794857699424028,0.5511363636363636,0.69377990430622,0.9310344827586207,0.0013907798565924168,0.8011363636363636,0.8117647058823529,0.9310344827586207,0.008666696026921272,0.8636363636363636,0.891640866873065,0.896551724137931,0.0015896579716354609
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,edge_filled_shift,1.0,0.0076519161352222535,0.0038259580676111267,0.1041449531279704,0.924945844975297,0.0066335194710959245,,1.5,0.30931692646762265,0.06624367227777839,0.5511363636363636,0.69377990430622,0.8620689655172413,0.0035892375744879246,0.8465909090909092,0.8403361344537814,0.9310344827586207,0.01697452738881111,0.8465909090909092,0.8875,0.9310344827586207,0.003605704987421632
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,edge_filled_shift,1.5,0.007689848672360859,0.0038449243361804294,0.10432916255367218,0.924945844975297,0.006639447678841542,,1.5,0.3320218626793443,0.06438715942203999,0.5511363636363636,0.69377990430622,0.896551724137931,0.00349200377240777,0.8465909090909092,0.8660714285714286,0.896551724137931,0.017351528629660606,0.9090909090909092,0.9205882352941177,0.896551724137931,0.004011994693428278
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,gaussian_broadening,0.5,0.007587725031305353,0.0037938625156526767,0.10346661884367646,0.9253093578705377,0.0066285053577791525,,2.0,0.32956014495903385,0.06053631752729416,0.5511363636363636,0.69377990430622,1.0,1.0071129707966975e-07,0.8636363636363636,0.8654970760233918,1.0,6.001571364322444e-07,0.8636363636363636,0.891640866873065,1.0,1.1304329206041075e-07
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,gaussian_broadening,1.0,0.007584806039991158,0.003792403019995579,0.10345231753011896,0.9253218019871966,0.00662679716473128,,2.0,0.3302540362948425,0.06092978082597256,0.5511363636363636,0.69377990430622,1.0,1.9340679955348605e-06,0.8636363636363636,0.8654970760233918,1.0,1.1748281394829974e-05,0.8636363636363636,0.891640866873065,1.0,2.4684543404873693e-06
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,gaussian_broadening,1.5,0.007580456036707139,0.0037902280183535696,0.10343384334114138,0.925328196898016,0.006624249522044944,,2.0,0.33119228058375116,0.06156192347407341,0.5511363636363636,0.69377990430622,1.0,8.669392627780326e-06,0.8636363636363636,0.8654970760233918,1.0,4.972877286490984e-05,0.8636363636363636,0.891640866873065,1.0,1.1121404895675369e-05
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,composite,0.5,0.009598612002418927,0.004799306001209464,0.12614688608718042,0.9091308631534936,0.006831094089491091,,2.0,0.30859026579085336,0.050962675362825394,0.6420454545454546,0.7489177489177489,0.8275862068965517,0.05560912936925888,0.8465909090909092,0.8660714285714286,0.7586206896551724,0.1420949399471283,0.9090909090909092,0.9205882352941177,0.896551724137931,0.05798978731036186
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,composite,1.0,0.012353963225314934,0.006176981612657467,0.13046851399305676,0.8971024702875702,0.006972224308838558,,2.0,0.3308215094150967,0.05544147081673145,0.6136363636363636,0.7543859649122806,0.8620689655172413,0.15612556040287018,0.5965909090909092,0.6413043478260869,0.6206896551724138,0.2909029722213745,0.7386363636363636,0.8210526315789474,0.8275862068965517,0.12472638487815857
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,composite,1.5,0.020572763248922918,0.010286381624461459,0.16155165742244837,0.8447383111440852,0.007613070696598258,,2.5,0.3300537068048853,0.0711692413315177,0.4715909090909091,0.5611111111111111,0.5517241379310345,0.41476312279701233,0.6306818181818181,0.6833333333333333,0.7241379310344828,0.3709370493888855,0.5511363636363636,0.65,0.5172413793103449,0.2978527843952179
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,scale_offset,0.5,0.015554007052223585,0.007777003526111792,0.18259392471351493,0.7743085041241099,0.007850424841089762,,2.0,0.23790971743759748,0.07838080103101674,0.5150132275132275,0.5051738877369129,0.9315068493150684,0.006989568006247282,0.5126984126984127,0.5244546194546196,0.9041095890410958,0.014482532627880573,0.533531746031746,0.5584567160197412,0.958904109589041,0.008288169279694557
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,scale_offset,1.0,0.016989677204129177,0.008494838602064589,0.18831239788385573,0.7845923742021547,0.00828847862481682,,2.0,0.2956014546054256,0.0850443327362882,0.5731150793650794,0.5649967584750194,0.9041095890410958,0.027152888476848602,0.396031746031746,0.41028997457568894,0.9041095890410958,0.05051662400364876,0.5397817460317461,0.5547273982056591,0.8767123287671232,0.0304992888122797
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,scale_offset,1.5,0.02103696388301404,0.01051848194150702,0.20144030372595506,0.7127278114525865,0.008607961272908315,,2.0,0.27406104218343313,0.1000087782740593,0.5162037037037037,0.4784565359840757,0.7945205479452054,0.0587414987385273,0.42037037037037034,0.3929986135868489,0.7808219178082192,0.15454094111919403,0.49120370370370375,0.4499990012185134,0.7397260273972602,0.07587223500013351
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,smooth_baseline,0.5,0.015623092100171262,0.007811546050085631,0.1850627344897944,0.7827530097004354,0.008405857242848674,,2.0,0.2754237212686894,0.0712384581565857,0.6302579365079365,0.6462911850957392,0.9178082191780822,0.03450603410601616,0.45436507936507936,0.4805279845602426,0.9178082191780822,0.01666816882789135,0.6115079365079366,0.6323931623931625,0.9315068493150684,0.0298919714987278
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,smooth_baseline,1.0,0.0183958722985845,0.00919793614929225,0.19853844799583575,0.774888452469365,0.009154124033713655,,2.0,0.2937564724912314,0.07106012949952856,0.5760912698412698,0.5959336369551074,0.8493150684931506,0.09847049415111542,0.43442460317460313,0.4643322195046333,0.8493150684931506,0.06517370045185089,0.6198412698412699,0.650465057817999,0.8904109589041096,0.08943744003772736
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,smooth_baseline,1.5,0.022904836758704424,0.011452418379352212,0.21475823857342866,0.7231002594233349,0.010072119516700622,,2.0,0.3523762801277559,0.06550118653103709,0.5656746031746032,0.5852941176470589,0.7671232876712328,0.17975150048732758,0.5344246031746032,0.5543402506891351,0.8082191780821918,0.15621520578861237,0.6198412698412699,0.650465057817999,0.8904109589041096,0.17070740461349487
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,gaussian_noise,0.5,0.014930444624911431,0.0074652223124557155,0.17901758497157536,0.7814304590894481,0.007867806625366376,,2.0,0.23687275264579963,0.08416442049201578,0.608531746031746,0.6076262626262626,0.9726027397260274,0.00016683503054082394,0.4376984126984127,0.46332794189937054,0.9863013698630136,0.00011057886149501428,0.608531746031746,0.6225252525252526,0.9726027397260274,0.00015392940258607268
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,gaussian_noise,1.0,0.01488775137508243,0.007443875687541215,0.17877367122657628,0.782630832774953,0.007898176810593807,,2.0,0.24159940714464023,0.0868019942427054,0.608531746031746,0.6076262626262626,0.9726027397260274,0.0010289533529430628,0.47103174603174597,0.4911057196771483,0.958904109589041,0.0005592377274297178,0.564781746031746,0.58875,0.9452054794520548,0.000946224550716579
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,gaussian_noise,1.5,0.014813823221046808,0.007406911610523404,0.1783978221672108,0.7852518659869615,0.007934978276844038,,2.0,0.252865547629867,0.08394666010281071,0.6001984126984127,0.594181612038755,0.958904109589041,0.0029366041999310255,0.45436507936507936,0.48021440924666736,0.9452054794520548,0.001329568913206458,0.5981150793650793,0.6134974747474747,0.958904109589041,0.0026103584095835686
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,isolated_spikes,0.5,0.014964818381067307,0.007482409190533654,0.17927984022514754,0.7787522371624812,0.007861410297978079,,2.0,0.22946541277480254,0.08366305752247172,0.6001984126984127,0.5991132816763068,0.9863013698630136,3.1146286346483976e-05,0.4376984126984127,0.4628228913943199,0.9863013698630136,4.1006362152984366e-05,0.6001984126984127,0.6140122715752967,0.9863013698630136,3.263476901338436e-05
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,isolated_spikes,1.0,0.01495696924071509,0.007478484620357545,0.17925697461858342,0.7802164187084446,0.007860667806333549,,2.0,0.24159532882960527,0.08561432546525793,0.6001984126984127,0.5991132816763068,0.9863013698630136,0.00012213563604746014,0.4376984126984127,0.46332794189937054,0.9863013698630136,0.00017406107508577406,0.589781746031746,0.6050401978973406,0.9726027397260274,0.00012540898751467466
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,isolated_spikes,1.5,0.014961670143106702,0.007480835071553351,0.1792533998112833,0.7810953702399474,0.007869348754848553,,2.0,0.2443555329839715,0.08475891721900553,0.6001984126984127,0.5991132816763068,0.9726027397260274,0.00024145841598510742,0.4376984126984127,0.46332794189937054,0.9726027397260274,0.00029459065990522504,0.589781746031746,0.6066184807256235,0.9452054794520548,0.0002483627467881888
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,edge_filled_shift,0.5,0.014985186999799087,0.007492593499899543,0.17965614424542403,0.7777302976569203,0.007855779169923494,,2.0,0.23380495960133904,0.0832582046277821,0.573346560846561,0.5652356902356902,0.9315068493150684,0.0019040744518861175,0.48353174603174603,0.5036005661005661,0.8904109589041096,0.0022582681849598885,0.5835317460317461,0.597123719464145,0.958904109589041,0.0019023818895220757
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,edge_filled_shift,1.0,0.015000155312862017,0.0075000776564310085,0.17973018746925157,0.7783326005190813,0.007866529366130477,,2.0,0.24771293377541612,0.08613046147331715,0.5918650793650794,0.5971380471380471,0.8904109589041096,0.004095837008208036,0.47311507936507935,0.4926677081088846,0.9041095890410958,0.004450065549463034,0.5397817460317461,0.5560561813377833,0.8904109589041096,0.004038097336888313
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,edge_filled_shift,1.5,0.015048744189069777,0.007524372094534888,0.18018074854543034,0.7809367118517148,0.007855739620077908,,2.0,0.24280986643745298,0.08917060112744069,0.5444113756613757,0.5203401018527068,0.8767123287671232,0.005777604877948761,0.3569113756613757,0.375002652576182,0.8493150684931506,0.008136188611388206,0.4256613756613757,0.42908249158249157,0.8356164383561644,0.006116650067269802
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,gaussian_broadening,0.5,0.014969512870175627,0.007484756435087813,0.17933725331998598,0.7792262446995956,0.007855753385951394,,2.0,0.23941144312895857,0.08440880569219189,0.5918650793650794,0.5906565656565657,1.0,3.2006877859203087e-07,0.4376984126984127,0.46332794189937054,1.0,4.899011969428102e-07,0.5918650793650794,0.6055555555555555,1.0,3.3149979117297335e-07
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,gaussian_broadening,1.0,0.014971814029106504,0.007485907014553252,0.17937579301006584,0.7792312996783972,0.007854068046685012,,2.0,0.24012238768615285,0.08447523972540694,0.5918650793650794,0.5906565656565657,1.0,6.320542070170632e-06,0.4376984126984127,0.46332794189937054,0.9863013698630136,9.889471584756393e-06,0.5814484126984127,0.5966428995840761,0.9863013698630136,6.766351816622773e-06
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,gaussian_broadening,1.5,0.014976265034703657,0.007488132517351829,0.17944201987089353,0.7792165796636805,0.007851671437737705,,2.0,0.241209083817283,0.08457085023223954,0.5918650793650794,0.5906565656565657,1.0,2.9620241548400372e-05,0.4376984126984127,0.46332794189937054,0.9863013698630136,4.610215182765387e-05,0.5814484126984127,0.5966428995840761,0.9863013698630136,3.153085708618164e-05
