k,seed,space,held_out,prototype_mode,row_index,true_label,pred_label,correct,distance_to_4np,distance_to_benzenethiol,distance_to_pyridine
5,42,siamese_embedding,Au,row_mean,253,benzenethiol,benzenethiol,True,0.7791630029678345,0.11886274069547653,1.0853251218795776
5,42,siamese_embedding,Au,row_mean,254,benzenethiol,4np,False,0.39327943325042725,0.5218564867973328,1.1262469291687012
5,42,siamese_embedding,Au,row_mean,255,benzenethiol,benzenethiol,True,0.6488749384880066,0.22347944974899292,1.1121323108673096
5,42,siamese_embedding,Au,row_mean,256,benzenethiol,benzenethiol,True,0.6028846502304077,0.26902344822883606,1.08015775680542
5,42,siamese_embedding,Au,row_mean,257,benzenethiol,benzenethiol,True,0.7634434103965759,0.10630673170089722,1.0598630905151367
5,42,siamese_embedding,Au,row_mean,258,benzenethiol,benzenethiol,True,0.6519314646720886,0.21725308895111084,1.059842586517334
5,42,siamese_embedding,Au,row_mean,259,benzenethiol,benzenethiol,True,0.6281346678733826,0.24978868663311005,1.049075961112976
5,42,siamese_embedding,Au,row_mean,260,benzenethiol,benzenethiol,True,0.7804140448570251,0.09719561785459518,1.0622553825378418
5,42,siamese_embedding,Au,row_mean,261,benzenethiol,benzenethiol,True,0.6629486680030823,0.2054305374622345,1.0931196212768555
5,42,siamese_embedding,Au,row_mean,262,benzenethiol,benzenethiol,True,0.7487291693687439,0.11332264542579651,1.0458579063415527
5,42,siamese_embedding,Au,row_mean,263,benzenethiol,benzenethiol,True,0.6898694634437561,0.1762091964483261,1.0756641626358032
5,42,siamese_embedding,Au,row_mean,264,benzenethiol,benzenethiol,True,0.7314437031745911,0.13107550144195557,1.0495014190673828
5,42,siamese_embedding,Au,row_mean,265,benzenethiol,benzenethiol,True,0.697930097579956,0.173555389046669,1.0252591371536255
5,42,siamese_embedding,Au,row_mean,266,benzenethiol,benzenethiol,True,0.6051749587059021,0.2711336612701416,1.0653191804885864
5,42,siamese_embedding,Au,row_mean,267,benzenethiol,benzenethiol,True,0.6149636507034302,0.25419294834136963,1.1077005863189697
5,42,siamese_embedding,Au,row_mean,268,benzenethiol,benzenethiol,True,0.7357824444770813,0.137222021818161,1.0782926082611084
5,42,siamese_embedding,Au,row_mean,269,benzenethiol,benzenethiol,True,0.7060037851333618,0.16348813474178314,1.0830813646316528
5,42,siamese_embedding,Au,row_mean,270,benzenethiol,benzenethiol,True,0.7416328191757202,0.11981185525655746,1.040759801864624
5,42,siamese_embedding,Au,row_mean,271,benzenethiol,benzenethiol,True,0.6398511528968811,0.230019673705101,1.064935326576233
5,42,siamese_embedding,Au,row_mean,272,benzenethiol,benzenethiol,True,0.7667983174324036,0.09767506271600723,1.0481547117233276
5,42,siamese_embedding,Au,row_mean,273,benzenethiol,benzenethiol,True,0.7172066569328308,0.14688503742218018,1.0605909824371338
5,42,siamese_embedding,Au,row_mean,274,benzenethiol,benzenethiol,True,0.6648566722869873,0.21975353360176086,1.0184427499771118
5,42,derivative_input,PICO,row_mean,75,4np,4np,True,1.064185380935669,1.318541169166565,1.2475842237472534
5,42,derivative_input,PICO,row_mean,76,4np,4np,True,1.0562976598739624,1.3274662494659424,1.2447561025619507
5,42,derivative_input,PICO,row_mean,77,4np,4np,True,1.0631394386291504,1.3262557983398438,1.2475656270980835
5,42,derivative_input,PICO,row_mean,78,4np,4np,True,1.0631327629089355,1.3264127969741821,1.224460482597351
5,42,derivative_input,PICO,row_mean,79,4np,4np,True,1.0610524415969849,1.320195198059082,1.2388781309127808
5,42,derivative_input,PICO,row_mean,80,4np,4np,True,1.0645051002502441,1.3240947723388672,1.2399928569793701
5,42,derivative_input,PICO,row_mean,81,4np,4np,True,1.073698878288269,1.3262830972671509,1.2475535869598389
5,42,derivative_input,PICO,row_mean,82,4np,4np,True,1.072616696357727,1.3229928016662598,1.234704852104187
5,42,derivative_input,PICO,row_mean,83,4np,4np,True,1.0507652759552002,1.3139678239822388,1.2400513887405396
5,42,derivative_input,PICO,row_mean,84,4np,4np,True,1.0463663339614868,1.3043948411941528,1.237351894378662
5,42,derivative_input,PICO,row_mean,85,4np,4np,True,1.0551750659942627,1.326913833618164,1.232625126838684
5,42,derivative_input,PICO,row_mean,86,4np,4np,True,1.067419171333313,1.3129388093948364,1.2312043905258179
5,42,derivative_input,PICO,row_mean,87,4np,4np,True,1.0646114349365234,1.3215758800506592,1.2354164123535156
5,42,derivative_input,PICO,row_mean,88,4np,4np,True,1.043792486190796,1.3183079957962036,1.2292120456695557
5,42,derivative_input,PICO,row_mean,89,4np,4np,True,1.0684847831726074,1.3204553127288818,1.2449036836624146
5,42,derivative_input,PICO,row_mean,90,4np,4np,True,1.0630378723144531,1.320082426071167,1.2443939447402954
5,42,derivative_input,PICO,row_mean,91,4np,4np,True,1.0618089437484741,1.3260446786880493,1.2305245399475098
5,42,derivative_input,PICO,row_mean,92,4np,4np,True,1.0746639966964722,1.32807195186615,1.244960069656372
5,42,derivative_input,PICO,row_mean,93,4np,4np,True,1.0622141361236572,1.3266149759292603,1.2455154657363892
5,42,derivative_input,PICO,row_mean,94,4np,4np,True,1.070071816444397,1.3246618509292603,1.2388194799423218
5,42,derivative_input,PICO,row_mean,95,4np,4np,True,1.0664293766021729,1.3249253034591675,1.2424123287200928
5,42,derivative_input,PICO,row_mean,96,4np,4np,True,1.0557920932769775,1.323686957359314,1.2467310428619385
5,42,derivative_input,PICO,row_mean,97,4np,4np,True,1.0643366575241089,1.319823145866394,1.2520649433135986
5,42,derivative_input,PICO,row_mean,98,4np,4np,True,1.0626367330551147,1.3114639520645142,1.2442981004714966
5,42,derivative_input,PICO,row_mean,99,4np,4np,True,1.0630054473876953,1.3230499029159546,1.2481815814971924
5,42,derivative_input,PICO,row_mean,100,benzenethiol,benzenethiol,True,1.2571362257003784,1.0849119424819946,1.1606578826904297
5,42,derivative_input,PICO,row_mean,101,benzenethiol,benzenethiol,True,1.254274606704712,0.9724191427230835,1.151794672012329
5,42,derivative_input,PICO,row_mean,102,benzenethiol,benzenethiol,True,1.2358342409133911,1.0047856569290161,1.1113553047180176
5,42,derivative_input,PICO,row_mean,103,benzenethiol,benzenethiol,True,1.2292340993881226,0.8968458771705627,1.2081249952316284
5,42,derivative_input,PICO,row_mean,104,benzenethiol,benzenethiol,True,1.2663865089416504,1.0917598009109497,1.1968021392822266
5,42,derivative_input,PICO,row_mean,105,benzenethiol,benzenethiol,True,1.2443119287490845,0.9074617028236389,1.18667733669281
5,42,derivative_input,PICO,row_mean,106,benzenethiol,benzenethiol,True,1.2347803115844727,0.8907868266105652,1.1626158952713013
5,42,derivative_input,PICO,row_mean,107,benzenethiol,benzenethiol,True,1.2509759664535522,1.0660892724990845,1.1867589950561523
5,42,derivative_input,PICO,row_mean,108,benzenethiol,benzenethiol,True,1.2456656694412231,1.1254225969314575,1.2294872999191284
5,42,derivative_input,PICO,row_mean,109,benzenethiol,benzenethiol,True,1.2714428901672363,1.1601662635803223,1.1775239706039429
5,42,derivative_input,PICO,row_mean,110,benzenethiol,benzenethiol,True,1.245732307434082,1.0798479318618774,1.1942061185836792
5,42,derivative_input,PICO,row_mean,111,benzenethiol,benzenethiol,True,1.2326775789260864,1.041573166847229,1.2402229309082031
5,42,derivative_input,PICO,row_mean,112,benzenethiol,pyridine,False,1.257743000984192,1.225429892539978,1.1543322801589966
5,42,derivative_input,PICO,row_mean,113,benzenethiol,benzenethiol,True,1.2497535943984985,1.046554684638977,1.194064974784851
5,42,derivative_input,PICO,row_mean,114,benzenethiol,benzenethiol,True,1.2198398113250732,1.1367350816726685,1.1980125904083252
5,42,derivative_input,PICO,row_mean,115,benzenethiol,benzenethiol,True,1.1910532712936401,0.9823684096336365,1.239389181137085
5,42,derivative_input,PICO,row_mean,116,benzenethiol,benzenethiol,True,1.2263102531433105,1.1393529176712036,1.2100577354431152
5,42,derivative_input,PICO,row_mean,117,benzenethiol,benzenethiol,True,1.321290373802185,1.093350887298584,1.1831340789794922
5,42,derivative_input,PICO,row_mean,118,benzenethiol,benzenethiol,True,1.242173194885254,1.0805621147155762,1.3032267093658447
5,42,derivative_input,PICO,row_mean,119,benzenethiol,benzenethiol,True,1.2350951433181763,1.0678753852844238,1.1885682344436646
5,42,derivative_input,PICO,row_mean,120,benzenethiol,benzenethiol,True,1.2578786611557007,1.1527599096298218,1.1970800161361694
5,42,derivative_input,PICO,row_mean,121,benzenethiol,benzenethiol,True,1.2248575687408447,1.023518443107605,1.2445591688156128
5,42,derivative_input,PICO,row_mean,122,benzenethiol,benzenethiol,True,1.2630535364151,0.9560385346412659,1.1596195697784424
5,42,derivative_input,PICO,row_mean,123,benzenethiol,benzenethiol,True,1.2573132514953613,0.9563733339309692,1.2040575742721558
5,42,derivative_input,PICO,row_mean,124,benzenethiol,benzenethiol,True,1.246878743171692,1.029312252998352,1.1425062417984009
5,42,derivative_input,PICO,row_mean,125,pyridine,pyridine,True,1.2690976858139038,1.4032543897628784,0.7434584498405457
5,42,derivative_input,PICO,row_mean,126,pyridine,pyridine,True,1.2689509391784668,1.3610892295837402,0.8629872798919678
5,42,derivative_input,PICO,row_mean,127,pyridine,pyridine,True,1.274490475654602,1.4018653631210327,0.770535409450531
5,42,derivative_input,PICO,row_mean,128,pyridine,pyridine,True,1.261042594909668,1.3840376138687134,0.8111559152603149
5,42,derivative_input,PICO,row_mean,129,pyridine,pyridine,True,1.2664275169372559,1.4003217220306396,0.8040211200714111
5,42,derivative_input,PICO,row_mean,130,pyridine,pyridine,True,1.2684301137924194,1.407259225845337,0.7545324563980103
5,42,derivative_input,PICO,row_mean,131,pyridine,pyridine,True,1.25602126121521,1.338747501373291,0.873162031173706
5,42,derivative_input,PICO,row_mean,132,pyridine,pyridine,True,1.2519681453704834,1.3760907649993896,0.8073755502700806
5,42,derivative_input,PICO,row_mean,133,pyridine,pyridine,True,1.2502731084823608,1.4036264419555664,0.8109185695648193
5,42,derivative_input,PICO,row_mean,134,pyridine,pyridine,True,1.2622027397155762,1.3871381282806396,0.7985127568244934
5,42,derivative_input,PICO,row_mean,135,pyridine,pyridine,True,1.2542134523391724,1.3960868120193481,0.7868521809577942
5,42,derivative_input,PICO,row_mean,136,pyridine,pyridine,True,1.2656337022781372,1.3955492973327637,0.7861841320991516
5,42,derivative_input,PICO,row_mean,137,pyridine,pyridine,True,1.25876784324646,1.3820098638534546,0.7780635356903076
5,42,derivative_input,PICO,row_mean,138,pyridine,pyridine,True,1.269987940788269,1.3758071660995483,0.8062959313392639
5,42,derivative_input,PICO,row_mean,139,pyridine,pyridine,True,1.2630175352096558,1.4002513885498047,0.7468777894973755
5,42,derivative_input,PICO,row_mean,140,pyridine,pyridine,True,1.2622244358062744,1.3621917963027954,0.8943735361099243
5,42,derivative_input,PICO,row_mean,141,pyridine,pyridine,True,1.2778644561767578,1.4025557041168213,0.7863730192184448
5,42,derivative_input,PICO,row_mean,142,pyridine,pyridine,True,1.240517020225525,1.3386036157608032,0.8940474987030029
5,42,derivative_input,PICO,row_mean,143,pyridine,pyridine,True,1.272467017173767,1.3473455905914307,0.8709766864776611
5,42,derivative_input,PICO,row_mean,144,pyridine,pyridine,True,1.2615605592727661,1.4044641256332397,0.779384970664978
5,42,derivative_input,PICO,row_mean,145,pyridine,pyridine,True,1.2615786790847778,1.3915642499923706,0.8095661401748657
5,42,derivative_input,PICO,row_mean,146,pyridine,pyridine,True,1.266554832458496,1.3668041229248047,0.8825942873954773
5,42,derivative_input,PICO,row_mean,147,pyridine,pyridine,True,1.2642881870269775,1.397312045097351,0.7818134427070618
5,42,derivative_input,PICO,row_mean,148,pyridine,pyridine,True,1.2479591369628906,1.3572702407836914,0.8689700961112976
5,42,derivative_input,PICO,row_mean,149,pyridine,pyridine,True,1.2606059312820435,1.395055890083313,0.7597443461418152
5,42,siamese_embedding,PICO,row_mean,75,4np,4np,True,0.16263146698474884,0.8664050698280334,0.9985341429710388
5,42,siamese_embedding,PICO,row_mean,76,4np,4np,True,0.16792131960391998,0.8364222645759583,0.9979445338249207
5,42,siamese_embedding,PICO,row_mean,77,4np,4np,True,0.1593756079673767,0.8510019183158875,1.0018516778945923
5,42,siamese_embedding,PICO,row_mean,78,4np,4np,True,0.2216808795928955,0.895852267742157,0.9474656581878662
5,42,siamese_embedding,PICO,row_mean,79,4np,4np,True,0.2070087492465973,0.8825391530990601,0.9585412740707397
5,42,siamese_embedding,PICO,row_mean,80,4np,4np,True,0.16649305820465088,0.8534080982208252,0.9970776438713074
5,42,siamese_embedding,PICO,row_mean,81,4np,4np,True,0.1795196682214737,0.8460968136787415,0.9872068762779236
5,42,siamese_embedding,PICO,row_mean,82,4np,4np,True,0.20240524411201477,0.8562006950378418,0.9689193367958069
5,42,siamese_embedding,PICO,row_mean,83,4np,4np,True,0.16878646612167358,0.8400229811668396,0.9976335763931274
5,42,siamese_embedding,PICO,row_mean,84,4np,4np,True,0.17417648434638977,0.8434370160102844,0.9931111335754395
5,42,siamese_embedding,PICO,row_mean,85,4np,4np,True,0.20683112740516663,0.8929945826530457,0.9601513147354126
5,42,siamese_embedding,PICO,row_mean,86,4np,4np,True,0.1984912008047104,0.8812547326087952,0.9686625599861145
5,42,siamese_embedding,PICO,row_mean,87,4np,4np,True,0.2000502198934555,0.855671763420105,0.9709784984588623
5,42,siamese_embedding,PICO,row_mean,88,4np,4np,True,0.1809607744216919,0.8524585366249084,0.9858072400093079
5,42,siamese_embedding,PICO,row_mean,89,4np,4np,True,0.1855044960975647,0.8720347881317139,0.9793787598609924
5,42,siamese_embedding,PICO,row_mean,90,4np,4np,True,0.1673867553472519,0.8279185891151428,1.0007563829421997
5,42,siamese_embedding,PICO,row_mean,91,4np,4np,True,0.20268143713474274,0.8745595812797546,0.9658958315849304
5,42,siamese_embedding,PICO,row_mean,92,4np,4np,True,0.19745004177093506,0.8658024072647095,0.9694743752479553
5,42,siamese_embedding,PICO,row_mean,93,4np,4np,True,0.1812741607427597,0.8691259026527405,0.981731653213501
5,42,siamese_embedding,PICO,row_mean,94,4np,4np,True,0.19667404890060425,0.8651525378227234,0.9706726670265198
5,42,siamese_embedding,PICO,row_mean,95,4np,4np,True,0.185791015625,0.8565150499343872,0.979526162147522
5,42,siamese_embedding,PICO,row_mean,96,4np,4np,True,0.1428968906402588,0.8225010633468628,1.021705150604248
5,42,siamese_embedding,PICO,row_mean,97,4np,4np,True,0.1614607572555542,0.8642258048057556,1.0007188320159912
5,42,siamese_embedding,PICO,row_mean,98,4np,4np,True,0.17863070964813232,0.8687797784805298,0.9851142764091492
5,42,siamese_embedding,PICO,row_mean,99,4np,4np,True,0.186953604221344,0.8808876872062683,0.9774192571640015
5,42,siamese_embedding,PICO,row_mean,100,benzenethiol,benzenethiol,True,0.7396713495254517,0.39396828413009644,1.1110496520996094
5,42,siamese_embedding,PICO,row_mean,101,benzenethiol,benzenethiol,True,0.7556215524673462,0.5174568295478821,1.008450984954834
5,42,siamese_embedding,PICO,row_mean,102,benzenethiol,benzenethiol,True,0.7409753799438477,0.4248358905315399,1.0884146690368652
5,42,siamese_embedding,PICO,row_mean,103,benzenethiol,benzenethiol,True,0.7446861267089844,0.2902800738811493,1.1952086687088013
5,42,siamese_embedding,PICO,row_mean,104,benzenethiol,benzenethiol,True,0.5662692189216614,0.5225405097007751,1.0173792839050293
5,42,siamese_embedding,PICO,row_mean,105,benzenethiol,benzenethiol,True,0.7343334555625916,0.2852162718772888,1.206007957458496
5,42,siamese_embedding,PICO,row_mean,106,benzenethiol,benzenethiol,True,0.7323498725891113,0.33601242303848267,1.1650452613830566
5,42,siamese_embedding,PICO,row_mean,107,benzenethiol,benzenethiol,True,0.7122216820716858,0.5583821535110474,0.9618668556213379
5,42,siamese_embedding,PICO,row_mean,108,benzenethiol,benzenethiol,True,0.6564181447029114,0.5455901622772217,0.9871198534965515
5,42,siamese_embedding,PICO,row_mean,109,benzenethiol,benzenethiol,True,0.8414168953895569,0.7583805322647095,0.7861176133155823
5,42,siamese_embedding,PICO,row_mean,110,benzenethiol,benzenethiol,True,0.7005574107170105,0.46957361698150635,1.0459365844726562
5,42,siamese_embedding,PICO,row_mean,111,benzenethiol,benzenethiol,True,0.6481362581253052,0.34566545486450195,1.1502952575683594
5,42,siamese_embedding,PICO,row_mean,112,benzenethiol,4np,False,0.5875292420387268,0.7242686152458191,0.8232943415641785
5,42,siamese_embedding,PICO,row_mean,113,benzenethiol,benzenethiol,True,0.7236165404319763,0.5509289503097534,0.9764001369476318
5,42,siamese_embedding,PICO,row_mean,114,benzenethiol,benzenethiol,True,0.7404208183288574,0.4332461953163147,1.083156704902649
5,42,siamese_embedding,PICO,row_mean,115,benzenethiol,benzenethiol,True,0.6407576203346252,0.21500621736049652,1.2915654182434082
5,42,siamese_embedding,PICO,row_mean,116,benzenethiol,benzenethiol,True,0.7928328514099121,0.6709038019180298,0.8724668025970459
5,42,siamese_embedding,PICO,row_mean,117,benzenethiol,benzenethiol,True,0.8093329668045044,0.6593748331069946,0.8814886808395386
5,42,siamese_embedding,PICO,row_mean,118,benzenethiol,benzenethiol,True,0.6154478788375854,0.3048703968524933,1.1914513111114502
5,42,siamese_embedding,PICO,row_mean,119,benzenethiol,benzenethiol,True,0.6725630164146423,0.3083619475364685,1.189277172088623
5,42,siamese_embedding,PICO,row_mean,120,benzenethiol,benzenethiol,True,0.6870226860046387,0.43530014157295227,1.0769602060317993
5,42,siamese_embedding,PICO,row_mean,121,benzenethiol,benzenethiol,True,0.6314876675605774,0.387491375207901,1.1200119256973267
5,42,siamese_embedding,PICO,row_mean,122,benzenethiol,benzenethiol,True,0.7423604726791382,0.39717188477516174,1.1100469827651978
5,42,siamese_embedding,PICO,row_mean,123,benzenethiol,benzenethiol,True,0.7370616793632507,0.43940943479537964,1.0791983604431152
5,42,siamese_embedding,PICO,row_mean,124,benzenethiol,benzenethiol,True,0.7401014566421509,0.419574499130249,1.0929765701293945
5,42,siamese_embedding,PICO,row_mean,125,pyridine,pyridine,True,1.2373863458633423,1.4139825105667114,0.19893957674503326
5,42,siamese_embedding,PICO,row_mean,126,pyridine,pyridine,True,1.2060801982879639,1.4137928485870361,0.14065878093242645
5,42,siamese_embedding,PICO,row_mean,127,pyridine,pyridine,True,1.2356932163238525,1.4139825105667114,0.19576609134674072
5,42,siamese_embedding,PICO,row_mean,128,pyridine,pyridine,True,1.177189588546753,1.4139825105667114,0.08619092404842377
5,42,siamese_embedding,PICO,row_mean,129,pyridine,pyridine,True,1.219724178314209,1.4139825105667114,0.16584715247154236
5,42,siamese_embedding,PICO,row_mean,130,pyridine,pyridine,True,1.2396984100341797,1.4139825105667114,0.2032736986875534
5,42,siamese_embedding,PICO,row_mean,131,pyridine,pyridine,True,1.1040700674057007,1.3612395524978638,0.11272814869880676
5,42,siamese_embedding,PICO,row_mean,132,pyridine,pyridine,True,1.2149274349212646,1.4139825105667114,0.15686358511447906
5,42,siamese_embedding,PICO,row_mean,133,pyridine,pyridine,True,1.1985796689987183,1.4139825105667114,0.1262499839067459
5,42,siamese_embedding,PICO,row_mean,134,pyridine,pyridine,True,1.2396984100341797,1.4139825105667114,0.2032736986875534
5,42,siamese_embedding,PICO,row_mean,135,pyridine,pyridine,True,1.2226829528808594,1.4139825105667114,0.1713893562555313
5,42,siamese_embedding,PICO,row_mean,136,pyridine,pyridine,True,1.2158567905426025,1.4139825105667114,0.15860408544540405
5,42,siamese_embedding,PICO,row_mean,137,pyridine,pyridine,True,1.1946134567260742,1.4139825105667114,0.11882255226373672
5,42,siamese_embedding,PICO,row_mean,138,pyridine,pyridine,True,1.2028748989105225,1.4087580442428589,0.14463505148887634
5,42,siamese_embedding,PICO,row_mean,139,pyridine,pyridine,True,1.2396984100341797,1.4139825105667114,0.2032736986875534
5,42,siamese_embedding,PICO,row_mean,140,pyridine,pyridine,True,1.1602622270584106,1.4139825105667114,0.05450805276632309
5,42,siamese_embedding,PICO,row_mean,141,pyridine,pyridine,True,1.2396984100341797,1.4139825105667114,0.2032736986875534
5,42,siamese_embedding,PICO,row_mean,142,pyridine,pyridine,True,1.0834882259368896,1.3732770681381226,0.07510817795991898
5,42,siamese_embedding,PICO,row_mean,143,pyridine,pyridine,True,1.1716407537460327,1.399177074432373,0.10811714082956314
5,42,siamese_embedding,PICO,row_mean,144,pyridine,pyridine,True,1.215758204460144,1.4139825105667114,0.15841931104660034
5,42,siamese_embedding,PICO,row_mean,145,pyridine,pyridine,True,1.195649266242981,1.4139825105667114,0.1207621842622757
5,42,siamese_embedding,PICO,row_mean,146,pyridine,pyridine,True,1.152369737625122,1.3883888721466064,0.10170052200555801
5,42,siamese_embedding,PICO,row_mean,147,pyridine,pyridine,True,1.199486255645752,1.4139825105667114,0.12794768810272217
5,42,siamese_embedding,PICO,row_mean,148,pyridine,pyridine,True,1.1295114755630493,1.384600043296814,0.0773916095495224
5,42,siamese_embedding,PICO,row_mean,149,pyridine,pyridine,True,1.2396984100341797,1.4139825105667114,0.2032736986875534
5,42,derivative_input,pSERS,row_mean,0,4np,4np,True,0.9343388080596924,1.1215118169784546,1.234242558479309
5,42,derivative_input,pSERS,row_mean,1,4np,4np,True,0.9234694838523865,1.0948922634124756,1.2335113286972046
5,42,derivative_input,pSERS,row_mean,2,4np,4np,True,0.9021115303039551,1.1308073997497559,1.1863957643508911
5,42,derivative_input,pSERS,row_mean,3,4np,4np,True,0.8539928197860718,1.0243386030197144,1.1653093099594116
5,42,derivative_input,pSERS,row_mean,4,4np,4np,True,0.8550553917884827,1.1380246877670288,1.2085832357406616
5,42,derivative_input,pSERS,row_mean,5,4np,4np,True,0.9442402720451355,1.132637858390808,1.2477906942367554
5,42,derivative_input,pSERS,row_mean,6,4np,4np,True,0.9026032090187073,1.1210373640060425,1.2191733121871948
5,42,derivative_input,pSERS,row_mean,7,4np,4np,True,0.9338539242744446,1.1116137504577637,1.2321264743804932
5,42,derivative_input,pSERS,row_mean,8,4np,4np,True,0.9180513620376587,1.0473068952560425,1.2201825380325317
5,42,derivative_input,pSERS,row_mean,9,4np,4np,True,0.9000505805015564,1.1267666816711426,1.2370259761810303
5,42,derivative_input,pSERS,row_mean,10,4np,4np,True,0.892194926738739,1.0965458154678345,1.2283494472503662
5,42,derivative_input,pSERS,row_mean,11,4np,4np,True,0.923788845539093,1.107646107673645,1.233338713645935
5,42,derivative_input,pSERS,row_mean,12,4np,4np,True,0.9042158126831055,1.1147525310516357,1.241529107093811
5,42,derivative_input,pSERS,row_mean,13,4np,4np,True,0.9298047423362732,1.0436068773269653,1.1573084592819214
5,42,derivative_input,pSERS,row_mean,14,4np,4np,True,0.8790306448936462,1.1058475971221924,1.2188385725021362
5,42,derivative_input,pSERS,row_mean,15,4np,4np,True,0.8751005530357361,1.119423270225525,1.169534683227539
5,42,derivative_input,pSERS,row_mean,16,4np,4np,True,0.9096028208732605,1.1238101720809937,1.2221102714538574
5,42,derivative_input,pSERS,row_mean,17,4np,4np,True,0.9037622809410095,1.09361732006073,1.2424218654632568
5,42,derivative_input,pSERS,row_mean,18,4np,4np,True,0.9146066308021545,1.096405267715454,1.2039231061935425
5,42,derivative_input,pSERS,row_mean,19,4np,4np,True,0.907572865486145,1.1359808444976807,1.224921703338623
5,42,derivative_input,pSERS,row_mean,20,4np,4np,True,0.8562124967575073,1.0804333686828613,1.1762903928756714
5,42,derivative_input,pSERS,row_mean,21,4np,4np,True,0.904830813407898,1.1040079593658447,1.2493726015090942
5,42,derivative_input,pSERS,row_mean,22,4np,4np,True,0.9091262817382812,1.1212186813354492,1.227920651435852
5,42,derivative_input,pSERS,row_mean,23,4np,4np,True,0.9026559591293335,1.1089979410171509,1.2126989364624023
5,42,derivative_input,pSERS,row_mean,24,4np,4np,True,0.9217672944068909,1.102705955505371,1.2236356735229492
5,42,derivative_input,pSERS,row_mean,25,benzenethiol,benzenethiol,True,1.2288581132888794,0.5938414931297302,1.3695262670516968
5,42,derivative_input,pSERS,row_mean,26,benzenethiol,benzenethiol,True,1.2395002841949463,0.5701624751091003,1.3818333148956299
5,42,derivative_input,pSERS,row_mean,27,benzenethiol,benzenethiol,True,1.2337048053741455,0.5555589199066162,1.3710377216339111
5,42,derivative_input,pSERS,row_mean,28,benzenethiol,benzenethiol,True,1.2368876934051514,0.5712190270423889,1.370478868484497
5,42,derivative_input,pSERS,row_mean,29,benzenethiol,benzenethiol,True,1.2196869850158691,0.6014335751533508,1.3680824041366577
5,42,derivative_input,pSERS,row_mean,30,benzenethiol,benzenethiol,True,1.2365628480911255,0.5725739598274231,1.380807638168335
5,42,derivative_input,pSERS,row_mean,31,benzenethiol,benzenethiol,True,1.2340631484985352,0.5469005703926086,1.380041241645813
5,42,derivative_input,pSERS,row_mean,32,benzenethiol,benzenethiol,True,1.2370108366012573,0.5572485327720642,1.3815696239471436
5,42,derivative_input,pSERS,row_mean,33,benzenethiol,benzenethiol,True,1.234626054763794,0.5824875831604004,1.3734180927276611
5,42,derivative_input,pSERS,row_mean,34,benzenethiol,benzenethiol,True,1.2320525646209717,0.5527664422988892,1.3818024396896362
5,42,derivative_input,pSERS,row_mean,35,benzenethiol,benzenethiol,True,1.228062391281128,0.5753051042556763,1.3662999868392944
5,42,derivative_input,pSERS,row_mean,36,benzenethiol,benzenethiol,True,1.231905221939087,0.5762122869491577,1.3759933710098267
5,42,derivative_input,pSERS,row_mean,37,benzenethiol,benzenethiol,True,1.2350034713745117,0.5662150979042053,1.3766366243362427
5,42,derivative_input,pSERS,row_mean,38,benzenethiol,benzenethiol,True,1.2399119138717651,0.5614393353462219,1.3886897563934326
5,42,derivative_input,pSERS,row_mean,39,benzenethiol,benzenethiol,True,1.2391388416290283,0.5611479878425598,1.3808300495147705
5,42,derivative_input,pSERS,row_mean,40,benzenethiol,benzenethiol,True,1.2397489547729492,0.5674254298210144,1.3782910108566284
5,42,derivative_input,pSERS,row_mean,41,benzenethiol,benzenethiol,True,1.2285664081573486,0.5776168704032898,1.3765432834625244
5,42,derivative_input,pSERS,row_mean,42,benzenethiol,benzenethiol,True,1.2368710041046143,0.5743098855018616,1.3735835552215576
5,42,derivative_input,pSERS,row_mean,43,benzenethiol,benzenethiol,True,1.2339835166931152,0.5939294695854187,1.372595191001892
5,42,derivative_input,pSERS,row_mean,44,benzenethiol,benzenethiol,True,1.2378220558166504,0.5739421844482422,1.3801307678222656
5,42,derivative_input,pSERS,row_mean,45,benzenethiol,benzenethiol,True,1.2309727668762207,0.5823477506637573,1.3736706972122192
5,42,derivative_input,pSERS,row_mean,46,benzenethiol,benzenethiol,True,1.2291630506515503,0.5860059857368469,1.372117519378662
5,42,derivative_input,pSERS,row_mean,47,benzenethiol,benzenethiol,True,1.2342650890350342,0.5689361691474915,1.3807353973388672
5,42,derivative_input,pSERS,row_mean,48,benzenethiol,benzenethiol,True,1.2317006587982178,0.5697951316833496,1.3684417009353638
5,42,derivative_input,pSERS,row_mean,49,benzenethiol,benzenethiol,True,1.2352339029312134,0.5691020488739014,1.3796098232269287
5,42,derivative_input,pSERS,row_mean,50,pyridine,pyridine,True,1.1790251731872559,1.3136767148971558,0.8172807693481445
5,42,derivative_input,pSERS,row_mean,51,pyridine,pyridine,True,1.1541346311569214,1.2912431955337524,0.8093326687812805
5,42,derivative_input,pSERS,row_mean,52,pyridine,pyridine,True,1.1823251247406006,1.2976930141448975,0.8277426958084106
5,42,derivative_input,pSERS,row_mean,53,pyridine,pyridine,True,1.1296151876449585,1.3016778230667114,0.8315699696540833
5,42,derivative_input,pSERS,row_mean,54,pyridine,pyridine,True,1.1812026500701904,1.3071863651275635,0.8208873867988586
5,42,derivative_input,pSERS,row_mean,55,pyridine,pyridine,True,1.1422818899154663,1.2960095405578613,0.8035237789154053
