x1,x2,label,substrate
13.980545,1.9476389,4np,pSERS
14.123585,1.6678065,4np,pSERS
13.794614,2.0100355,4np,pSERS
13.8022585,2.0900874,4np,pSERS
13.611987,1.454315,4np,pSERS
14.068746,1.6188895,4np,pSERS
13.608481,1.5861207,4np,pSERS
14.33118,2.7535367,4np,pSERS
14.248962,2.4978848,4np,pSERS
13.531652,1.4653443,4np,pSERS
13.733838,1.5642912,4np,pSERS
14.258998,2.8910916,4np,pSERS
14.432023,3.0161095,4np,pSERS
14.53766,4.125921,4np,pSERS
14.248631,1.3737953,4np,pSERS
13.608987,1.7730604,4np,pSERS
13.630847,1.7522366,4np,pSERS
14.14361,1.5037984,4np,pSERS
14.013935,1.5944809,4np,pSERS
14.367398,1.8070349,4np,pSERS
13.624725,1.6526295,4np,pSERS
14.481783,2.0185199,4np,pSERS
14.384235,2.9610915,4np,pSERS
14.238586,1.4597033,4np,pSERS
14.007046,1.5647104,4np,pSERS
16.685764,10.92184,benzenethiol,pSERS
16.811323,11.372628,benzenethiol,pSERS
16.586948,12.062079,benzenethiol,pSERS
17.012083,11.681022,benzenethiol,pSERS
16.55774,10.866227,benzenethiol,pSERS
16.727537,11.431264,benzenethiol,pSERS
16.601532,11.974086,benzenethiol,pSERS
16.578114,11.752122,benzenethiol,pSERS
16.981743,11.570811,benzenethiol,pSERS
16.469898,11.894431,benzenethiol,pSERS
16.807846,11.93683,benzenethiol,pSERS
17.062632,11.8043,benzenethiol,pSERS
16.54577,11.782544,benzenethiol,pSERS
16.805061,11.491044,benzenethiol,pSERS
16.731485,11.5395355,benzenethiol,pSERS
16.763569,11.595116,benzenethiol,pSERS
16.875778,11.364559,benzenethiol,pSERS
16.896822,11.565965,benzenethiol,pSERS
16.762453,10.98709,benzenethiol,pSERS
16.842762,11.297953,benzenethiol,pSERS
16.772375,12.23214,benzenethiol,pSERS
16.696102,10.924114,benzenethiol,pSERS
16.391954,11.811389,benzenethiol,pSERS
16.825153,11.717798,benzenethiol,pSERS
16.508808,11.868282,benzenethiol,pSERS
0.35630158,2.7184052,pyridine,pSERS
0.4984108,2.3991814,pyridine,pSERS
0.08919974,2.3221214,pyridine,pSERS
0.69411296,2.6083958,pyridine,pSERS
0.27547643,2.6527345,pyridine,pSERS
0.65416276,2.6909394,pyridine,pSERS
-0.112521105,2.3248441,pyridine,pSERS
0.3667086,2.5273967,pyridine,pSERS
0.34616172,2.312048,pyridine,pSERS
0.7561632,2.525057,pyridine,pSERS
0.31348345,2.5543735,pyridine,pSERS
0.351299,2.7431648,pyridine,pSERS
-0.34769672,2.4598153,pyridine,pSERS
-0.34062135,2.2439075,pyridine,pSERS
0.12548569,2.8820899,pyridine,pSERS
-0.33144057,2.2883506,pyridine,pSERS
-0.24634954,2.1674616,pyridine,pSERS
-0.48806962,2.243761,pyridine,pSERS
0.08732195,2.2884068,pyridine,pSERS
-0.06850963,2.7171557,pyridine,pSERS
0.056115977,2.830812,pyridine,pSERS
-0.4848805,2.3773613,pyridine,pSERS
-0.011886977,2.5210655,pyridine,pSERS
0.6953344,2.6288903,pyridine,pSERS
-0.29372847,2.2536557,pyridine,pSERS
-8.031496,7.898789,4np,PICO
-8.062602,7.7560763,4np,PICO
-8.1039,7.908317,4np,PICO
-8.527436,7.837811,4np,PICO
-8.473322,8.045042,4np,PICO
-7.9785223,7.637899,4np,PICO
-8.291699,7.47353,4np,PICO
-8.147092,7.4475565,4np,PICO
-8.205536,8.192353,4np,PICO
-8.159151,7.9616365,4np,PICO
-8.53622,8.099317,4np,PICO
-8.462457,8.212901,4np,PICO
-8.167216,7.4072824,4np,PICO
-8.532452,7.6558294,4np,PICO
-8.462339,8.085372,4np,PICO
-8.270043,7.3852277,4np,PICO
-8.577375,7.6291122,4np,PICO
-8.0659485,7.749367,4np,PICO
-8.344673,7.896207,4np,PICO
-8.377343,7.7188725,4np,PICO
-8.134984,7.562179,4np,PICO
-7.9712152,7.7009187,4np,PICO
-8.170069,8.1492195,4np,PICO
-8.303831,8.11398,4np,PICO
-8.370916,8.025766,4np,PICO
16.93748,14.587239,benzenethiol,PICO
16.863419,14.777559,benzenethiol,PICO
16.717339,14.92307,benzenethiol,PICO
17.055439,14.297774,benzenethiol,PICO
16.960289,12.620036,benzenethiol,PICO
17.032335,14.199477,benzenethiol,PICO
16.722755,14.476742,benzenethiol,PICO
16.825815,14.769215,benzenethiol,PICO
16.571861,15.090491,benzenethiol,PICO
16.619394,14.8843155,benzenethiol,PICO
17.134684,14.21385,benzenethiol,PICO
17.06797,14.391378,benzenethiol,PICO
16.738813,15.144145,benzenethiol,PICO
16.77756,14.865559,benzenethiol,PICO
16.749245,14.933168,benzenethiol,PICO
17.004986,12.727845,benzenethiol,PICO
16.82637,14.971159,benzenethiol,PICO
17.12145,14.340577,benzenethiol,PICO
16.938221,12.608709,benzenethiol,PICO
17.163273,14.025251,benzenethiol,PICO
16.723946,14.95708,benzenethiol,PICO
16.955135,12.679573,benzenethiol,PICO
16.772722,14.7126255,benzenethiol,PICO
16.7502,14.704045,benzenethiol,PICO
16.60408,14.876425,benzenethiol,PICO
