domain_id,policy_id,procedure_id,stage,status,reason_code,count,record_type
P13-DOM-015,PP-U-ARPLS,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=10:maximum=8,5,fit
P13-DOM-015,PP-U-ARPLS,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=10:maximum=9,5,fit
P13-DOM-015,PP-U-ARPLS,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=10,2,fit
P13-DOM-015,PP-U-ARPLS,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=11,2,fit
P13-DOM-015,PP-U-ARPLS,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=14,1,fit
P13-DOM-015,PP-U-ARPLS,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=8,1,fit
P13-DOM-015,PP-U-ARPLS,C-PCA-LDA,outer_final,excluded_by_protocol,calibration_terminal_failure,10,fit
P13-DOM-015,PP-U-MIN,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=10:maximum=6,1,fit
P13-DOM-015,PP-U-MIN,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=10:maximum=7,1,fit
P13-DOM-015,PP-U-MIN,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=10:maximum=8,5,fit
P13-DOM-015,PP-U-MIN,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=10:maximum=9,5,fit
P13-DOM-015,PP-U-MIN,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=10,2,fit
P13-DOM-015,PP-U-MIN,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=11,2,fit
P13-DOM-015,PP-U-MIN,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=14,1,fit
P13-DOM-015,PP-U-MIN,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=8,1,fit
P13-DOM-015,PP-U-MIN,C-PCA-LDA,outer_final,excluded_by_protocol,calibration_terminal_failure,10,fit
P13-DOM-015,PP-U-SG,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=10:maximum=6,1,fit
P13-DOM-015,PP-U-SG,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=10:maximum=7,1,fit
P13-DOM-015,PP-U-SG,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=10:maximum=8,5,fit
P13-DOM-015,PP-U-SG,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=10:maximum=9,5,fit
P13-DOM-015,PP-U-SG,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=10,2,fit
P13-DOM-015,PP-U-SG,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=11,2,fit
P13-DOM-015,PP-U-SG,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=14,1,fit
P13-DOM-015,PP-U-SG,C-PCA-LDA,calibration_crossfit,rank_failure,pca_components_exceed_rank:requested=20:maximum=8,1,fit
P13-DOM-015,PP-U-SG,C-PCA-LDA,outer_final,excluded_by_protocol,calibration_terminal_failure,10,fit
P13-DOM-029,PP-U-MIN,C-LOGREG-EN,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,4,fit
P13-DOM-029,PP-U-MIN,C-LOGREG-EN,outer_final,excluded_by_protocol,calibration_terminal_failure,4,fit
P13-DOM-029,PP-U-MIN,C-SELECTED,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,2,fit
P13-DOM-029,PP-U-MIN,C-SELECTED,outer_final,excluded_by_protocol,calibration_terminal_failure,2,fit
P13-DOM-029,PP-U-SG,C-LOGREG-EN,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-029,PP-U-SG,C-LOGREG-EN,outer_final,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-029,PP-U-SG,C-LOGREG-EN,outer_final,excluded_by_protocol,calibration_terminal_failure,1,fit
P13-DOM-030,PP-U-MIN,C-LOGREG-EN,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-030,PP-U-MIN,C-LOGREG-EN,outer_final,excluded_by_protocol,calibration_terminal_failure,1,fit
P13-DOM-030,PP-U-SG,C-LOGREG-EN,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-030,PP-U-SG,C-LOGREG-EN,outer_final,excluded_by_protocol,calibration_terminal_failure,1,fit
P13-DOM-032,PP-U-ARPLS,C-LOGREG-EN,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,3,fit
P13-DOM-032,PP-U-ARPLS,C-LOGREG-EN,outer_final,excluded_by_protocol,calibration_terminal_failure,3,fit
P13-DOM-032,PP-U-ARPLS,C-SELECTED,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,3,fit
P13-DOM-032,PP-U-ARPLS,C-SELECTED,outer_final,excluded_by_protocol,calibration_terminal_failure,3,fit
P13-DOM-032,PP-U-MIN,C-LOGREG-EN,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-032,PP-U-MIN,C-LOGREG-EN,outer_final,excluded_by_protocol,calibration_terminal_failure,1,fit
P13-DOM-032,PP-U-MIN,C-SELECTED,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-032,PP-U-MIN,C-SELECTED,outer_final,excluded_by_protocol,calibration_terminal_failure,1,fit
P13-DOM-033,PP-U-ARPLS,C-LOGREG-EN,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,4,fit
P13-DOM-033,PP-U-ARPLS,C-LOGREG-EN,outer_final,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-033,PP-U-ARPLS,C-LOGREG-EN,outer_final,excluded_by_protocol,calibration_terminal_failure,4,fit
P13-DOM-033,PP-U-ARPLS,C-SELECTED,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,3,fit
P13-DOM-033,PP-U-ARPLS,C-SELECTED,outer_final,excluded_by_protocol,calibration_terminal_failure,3,fit
P13-DOM-033,PP-U-MIN,C-LOGREG-EN,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,4,fit
P13-DOM-033,PP-U-MIN,C-LOGREG-EN,outer_final,excluded_by_protocol,calibration_terminal_failure,4,fit
P13-DOM-033,PP-U-MIN,C-SELECTED,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,2,fit
P13-DOM-033,PP-U-MIN,C-SELECTED,outer_final,excluded_by_protocol,calibration_terminal_failure,2,fit
P13-DOM-033,PP-U-SG,C-LOGREG-EN,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,2,fit
P13-DOM-033,PP-U-SG,C-LOGREG-EN,outer_final,excluded_by_protocol,calibration_terminal_failure,2,fit
P13-DOM-033,PP-U-SG,C-SELECTED,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-033,PP-U-SG,C-SELECTED,outer_final,excluded_by_protocol,calibration_terminal_failure,1,fit
P13-DOM-034,PP-U-MIN,C-LOGREG-EN,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-034,PP-U-MIN,C-LOGREG-EN,outer_final,excluded_by_protocol,calibration_terminal_failure,1,fit
P13-DOM-034,PP-U-MIN,C-SELECTED,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-034,PP-U-MIN,C-SELECTED,outer_final,excluded_by_protocol,calibration_terminal_failure,1,fit
P13-DOM-034,PP-U-SG,C-LOGREG-EN,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-034,PP-U-SG,C-LOGREG-EN,outer_final,excluded_by_protocol,calibration_terminal_failure,1,fit
P13-DOM-034,PP-U-SG,C-SELECTED,calibration_crossfit,convergence_failure,estimator_emitted_convergence_warning,1,fit
P13-DOM-034,PP-U-SG,C-SELECTED,outer_final,excluded_by_protocol,calibration_terminal_failure,1,fit
P13-DOM-005,PP-U-ARPLS,C-SELECTED,outer_endpoint,unavailable_terminal_failure,no_frozen_source_only_selection_for_exploratory_domain,20,fold_endpoint
P13-DOM-005,PP-U-MIN,C-SELECTED,outer_endpoint,unavailable_terminal_failure,no_frozen_source_only_selection_for_exploratory_domain,20,fold_endpoint
P13-DOM-005,PP-U-SG,C-SELECTED,outer_endpoint,unavailable_terminal_failure,no_frozen_source_only_selection_for_exploratory_domain,20,fold_endpoint
P13-DOM-006,PP-U-ARPLS,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,2,fold_endpoint
P13-DOM-006,PP-U-MIN,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-006,PP-U-MIN,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,2,fold_endpoint
P13-DOM-006,PP-U-SG,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-006,PP-U-SG,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,2,fold_endpoint
P13-DOM-007,PP-U-ARPLS,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,3,fold_endpoint
P13-DOM-007,PP-U-ARPLS,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_outer_final_fits_failed,1,fold_endpoint
P13-DOM-007,PP-U-ARPLS,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,2,fold_endpoint
P13-DOM-007,PP-U-ARPLS,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-007,PP-U-MIN,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-007,PP-U-MIN,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,2,fold_endpoint
P13-DOM-007,PP-U-MIN,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-007,PP-U-SG,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-007,PP-U-SG,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,2,fold_endpoint
P13-DOM-007,PP-U-SG,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-009,PP-U-ARPLS,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-009,PP-U-ARPLS,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_outer_final_fits_failed,1,fold_endpoint
P13-DOM-009,PP-U-ARPLS,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-009,PP-U-MIN,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,2,fold_endpoint
P13-DOM-009,PP-U-MIN,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_outer_final_fits_failed,1,fold_endpoint
P13-DOM-009,PP-U-MIN,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-014,PP-U-ARPLS,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,10,fold_endpoint
P13-DOM-014,PP-U-ARPLS,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_outer_final_fits_failed,1,fold_endpoint
P13-DOM-014,PP-U-ARPLS,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,17,fold_endpoint
P13-DOM-014,PP-U-ARPLS,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-014,PP-U-MIN,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,3,fold_endpoint
P13-DOM-014,PP-U-MIN,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,17,fold_endpoint
P13-DOM-014,PP-U-MIN,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-014,PP-U-SG,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,17,fold_endpoint
P13-DOM-015,PP-U-ARPLS,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,3,fold_endpoint
P13-DOM-015,PP-U-ARPLS,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,10,fold_endpoint
P13-DOM-015,PP-U-MIN,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,10,fold_endpoint
P13-DOM-015,PP-U-SG,C-PCA-LDA,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,10,fold_endpoint
P13-DOM-029,PP-U-MIN,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,4,fold_endpoint
P13-DOM-029,PP-U-MIN,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,2,fold_endpoint
P13-DOM-029,PP-U-SG,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-029,PP-U-SG,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_outer_final_fits_failed,1,fold_endpoint
P13-DOM-030,PP-U-MIN,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-030,PP-U-SG,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-032,PP-U-ARPLS,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,3,fold_endpoint
P13-DOM-032,PP-U-ARPLS,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,3,fold_endpoint
P13-DOM-032,PP-U-MIN,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-032,PP-U-MIN,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,1,fold_endpoint
P13-DOM-033,PP-U-ARPLS,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,4,fold_endpoint
P13-DOM-033,PP-U-ARPLS,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_outer_final_fits_failed,1,fold_endpoint
P13-DOM-033,PP-U-ARPLS,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,3,fold_endpoint
P13-DOM-033,PP-U-MIN,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,4,fold_endpoint
P13-DOM-033,PP-U-MIN,C-SELECTED,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,2,fold_endpoint
P13-DOM-033,PP-U-SG,C-LOGREG-EN,outer_endpoint,unavailable_terminal_failure,one_or_more_calibration_fits_failed,2,fold_endpoint
