domain_id,station,substrate_family,held_instrument,support_tier,policy_id_min,procedure_id,candidate_ids_json_min,model_ids_json_min,endpoint_status_min,endpoint_reason_min,held_masters_min,held_balanced_accuracy_min,held_macro_f1_min,held_negative_log_likelihood_min,held_brier_score_min,held_ece_min,held_per_class_recall_json_min,matched_masters_min,matched_source_balanced_accuracy_min,matched_held_balanced_accuracy_min,source_minus_held_balanced_accuracy_min,held_lcb95_min,held_ucb95_min,loss_lcb95_min,loss_ucb95_min,bounded_state_min,policy_id_sensitivity,candidate_ids_json_sensitivity,model_ids_json_sensitivity,endpoint_status_sensitivity,endpoint_reason_sensitivity,held_masters_sensitivity,held_balanced_accuracy_sensitivity,held_macro_f1_sensitivity,held_negative_log_likelihood_sensitivity,held_brier_score_sensitivity,held_ece_sensitivity,held_per_class_recall_json_sensitivity,matched_masters_sensitivity,matched_source_balanced_accuracy_sensitivity,matched_held_balanced_accuracy_sensitivity,source_minus_held_balanced_accuracy_sensitivity,held_lcb95_sensitivity,held_ucb95_sensitivity,loss_lcb95_sensitivity,loss_ucb95_sensitivity,bounded_state_sensitivity,sensitivity_policy_id,delta_held_balanced_accuracy,delta_source_minus_held_balanced_accuracy,delta_held_macro_f1
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-MIN,C-SELECTED,"[""C-NEAREST-CENTROID-004"",""C-RBF-SVM-020"",""C-SPECTRAL-MATCH-001"",""C-SPECTRAL-MATCH-002""]","[""C-NEAREST-CENTROID"",""C-RBF-SVM"",""C-SPECTRAL-MATCH""]",complete,,24,0.708994708995,0.699836601307,0.785936162756,0.460439969764,0.238822129508,"{""4_nitrophenol"":1.0,""ethanol"":0.5555555555555556,""ethyl_paraoxon"":0.5714285714285714}",24,0.767857142857,0.708994708995,0.0588624338624,0.529100529101,0.851851851852,-0.158068783069,0.248677248677,inconclusive,PP-U-SG,"[""C-NEAREST-CENTROID-004"",""C-RBF-SVM-020"",""C-SPECTRAL-MATCH-001"",""C-SPECTRAL-MATCH-002""]","[""C-NEAREST-CENTROID"",""C-RBF-SVM"",""C-SPECTRAL-MATCH""]",complete,,24,0.708994708995,0.695105820106,0.797250758682,0.467543625197,0.226873755907,"{""4_nitrophenol"":1.0,""ethanol"":0.5555555555555556,""ethyl_paraoxon"":0.5714285714285714}",24,0.815476190476,0.708994708995,0.106481481481,0.529100529101,0.84126984127,-0.098544973545,0.280423280423,inconclusive,PP-U-SG,0,0.047619047619,-0.00473078120137
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-MIN,C-EXTRA-TREES,"[""C-EXTRA-TREES-001"",""C-EXTRA-TREES-006"",""C-EXTRA-TREES-008""]","[""C-EXTRA-TREES""]",complete,,24,0.583333333333,0.507936507937,0.931091831694,0.549333576661,0.285787133611,"{""4_nitrophenol"":0.75,""ethanol"":1.0,""ethyl_paraoxon"":0.0}",24,0.910714285714,0.583333333333,0.327380952381,0.415989923627,0.625,0.178571428571,0.416666666667,inferior_portability,PP-U-SG,"[""C-EXTRA-TREES-001"",""C-EXTRA-TREES-006"",""C-EXTRA-TREES-008""]","[""C-EXTRA-TREES""]",complete,,24,0.583333333333,0.497435897436,0.937030367066,0.55149331209,0.292102087713,"{""4_nitrophenol"":0.75,""ethanol"":1.0,""ethyl_paraoxon"":0.0}",24,0.869047619048,0.583333333333,0.285714285714,0.416666666667,0.625,0.0489232712098,0.333333333333,inconclusive,PP-U-SG,0,-0.0416666666667,-0.0105006105006
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-MIN,C-PLS-DA,"[""C-PLS-DA-000"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",complete,,24,0.583333333333,0.497435897436,1.07455235555,0.59864001533,0.188698750029,"{""4_nitrophenol"":0.75,""ethanol"":1.0,""ethyl_paraoxon"":0.0}",24,0.869047619048,0.583333333333,0.285714285714,0.416666666667,0.625,0.0487651098011,0.333333333333,inconclusive,PP-U-SG,"[""C-PLS-DA-000"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",complete,,24,0.583333333333,0.497435897436,1.12898156435,0.608399391895,0.185078694987,"{""4_nitrophenol"":0.75,""ethanol"":1.0,""ethyl_paraoxon"":0.0}",24,0.869047619048,0.583333333333,0.285714285714,0.375,0.625,0.0952380952381,0.333333333333,inconclusive,PP-U-SG,0,0,0
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-MIN,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-004""]","[""C-RANDOM-FOREST""]",complete,,24,0.583333333333,0.507936507937,0.909588304328,0.534638512119,0.218470649142,"{""4_nitrophenol"":0.75,""ethanol"":1.0,""ethyl_paraoxon"":0.0}",24,0.832010582011,0.583333333333,0.248677248677,0.416666666667,0.625,0.031746031746,0.296296296296,inconclusive,PP-U-SG,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-004""]","[""C-RANDOM-FOREST""]",complete,,24,0.583333333333,0.507936507937,0.909419210406,0.532346038833,0.247505569865,"{""4_nitrophenol"":0.75,""ethanol"":1.0,""ethyl_paraoxon"":0.0}",24,0.869047619048,0.583333333333,0.285714285714,0.379210069907,0.625,0.0485531402174,0.333333333333,inconclusive,PP-U-SG,0,0.037037037037,0
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-MIN,C-RBF-SVM,"[""C-RBF-SVM-012"",""C-RBF-SVM-013"",""C-RBF-SVM-024""]","[""C-RBF-SVM""]",complete,,24,0.583333333333,0.49,1.00752500919,0.555418267868,0.280803820286,"{""4_nitrophenol"":0.75,""ethanol"":1.0,""ethyl_paraoxon"":0.0}",24,0.815476190476,0.583333333333,0.232142857143,0.416666666667,0.625,0.0892857142857,0.363095238095,inconclusive,PP-U-SG,"[""C-RBF-SVM-012"",""C-RBF-SVM-013"",""C-RBF-SVM-024""]","[""C-RBF-SVM""]",complete,,24,0.583333333333,0.49,1.00016664569,0.545671069054,0.304519858565,"{""4_nitrophenol"":0.75,""ethanol"":1.0,""ethyl_paraoxon"":0.0}",24,0.815476190476,0.583333333333,0.232142857143,0.416666666667,0.625,0.0892857142857,0.363095238095,inconclusive,PP-U-SG,0,0,0
P13-DOM-009,cwa,H_SERS_H_Kit,RMX-1,confirmatory,PP-U-MIN,C-EXTRA-TREES,"[""C-EXTRA-TREES-007"",""C-EXTRA-TREES-010"",""C-EXTRA-TREES-011""]","[""C-EXTRA-TREES""]",complete,,18,0.861111111111,0.866755793226,0.78544233116,0.410855692362,0.39801846059,"{""4_nitrophenol"":1.0,""ethanol"":0.8333333333333334,""ethyl_paraoxon"":0.75}",18,0.833333333333,0.861111111111,-0.0277777777778,0.555555555556,0.944444444444,-0.166666666667,0.111111111111,inconclusive,PP-U-SG,"[""C-EXTRA-TREES-007"",""C-EXTRA-TREES-010"",""C-EXTRA-TREES-011""]","[""C-EXTRA-TREES""]",complete,,18,0.861111111111,0.866755793226,0.820397638355,0.425180116474,0.41451841756,"{""4_nitrophenol"":1.0,""ethanol"":0.8333333333333334,""ethyl_paraoxon"":0.75}",18,0.875,0.861111111111,0.0138888888889,0.555555555556,0.944444444444,-0.125,0.125,inconclusive,PP-U-SG,0,0.0416666666667,0
P13-DOM-009,cwa,H_SERS_H_Kit,RMX-1,confirmatory,PP-U-MIN,C-PCA-LDA,"[""C-PCA-LDA-001"",""C-PCA-LDA-006""]","[""C-PCA-LDA""]",complete,,18,0.597222222222,0.540750915751,0.874507684417,0.514494581888,0.240978305012,"{""4_nitrophenol"":0.875,""ethanol"":0.16666666666666666,""ethyl_paraoxon"":0.75}",18,0.833333333333,0.597222222222,0.236111111111,0.347222222222,0.736111111111,0.0833333333333,0.333333333333,inconclusive,PP-U-SG,"[""C-PCA-LDA-001"",""C-PCA-LDA-006""]","[""C-PCA-LDA""]",complete,,18,0.597222222222,0.540750915751,0.885267006294,0.519422632217,0.397597908351,"{""4_nitrophenol"":0.875,""ethanol"":0.16666666666666666,""ethyl_paraoxon"":0.75}",18,0.833333333333,0.597222222222,0.236111111111,0.375,0.75,0.0833333333333,0.333333333333,inconclusive,PP-U-SG,0,0,0
P13-DOM-009,cwa,H_SERS_H_Kit,RMX-1,confirmatory,PP-U-MIN,C-PLS-DA,"[""C-PLS-DA-000"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",complete,,18,0.652777777778,0.622994652406,0.918557825427,0.531047002741,0.303459742399,"{""4_nitrophenol"":0.875,""ethanol"":0.3333333333333333,""ethyl_paraoxon"":0.75}",18,0.694444444444,0.652777777778,0.0416666666667,0.416666666667,0.833333333333,-0.180555555556,0.222222222222,inconclusive,PP-U-SG,"[""C-PLS-DA-000"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",complete,,18,0.611111111111,0.583333333333,0.91081970453,0.53519755147,0.302854026843,"{""4_nitrophenol"":0.75,""ethanol"":0.3333333333333333,""ethyl_paraoxon"":0.75}",18,0.694444444444,0.611111111111,0.0833333333333,0.347222222222,0.791666666667,-0.111111111111,0.277777777778,inconclusive,PP-U-SG,-0.0416666666667,0.0416666666667,-0.0396613190731
P13-DOM-009,cwa,H_SERS_H_Kit,RMX-1,confirmatory,PP-U-MIN,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-002"",""C-RANDOM-FOREST-004"",""C-RANDOM-FOREST-005"",""C-RANDOM-FOREST-008""]","[""C-RANDOM-FOREST""]",complete,,18,0.861111111111,0.866755793226,0.739999548663,0.401415945401,0.399133130976,"{""4_nitrophenol"":1.0,""ethanol"":0.8333333333333334,""ethyl_paraoxon"":0.75}",18,0.833333333333,0.861111111111,-0.0277777777778,0.583333333333,0.944444444444,-0.166666666667,0.111111111111,inconclusive,PP-U-SG,"[""C-RANDOM-FOREST-002"",""C-RANDOM-FOREST-004"",""C-RANDOM-FOREST-005"",""C-RANDOM-FOREST-008""]","[""C-RANDOM-FOREST""]",complete,,18,0.763888888889,0.758333333333,0.785613883369,0.4327491918,0.395238183294,"{""4_nitrophenol"":0.875,""ethanol"":0.6666666666666666,""ethyl_paraoxon"":0.75}",18,0.875,0.763888888889,0.111111111111,0.486111111111,0.916666666667,0.0555555555556,0.333333333333,inconclusive,PP-U-SG,-0.0972222222222,0.138888888889,-0.108422459893
P13-DOM-009,cwa,H_SERS_H_Kit,RMX-1,confirmatory,PP-U-MIN,C-RBF-SVM,"[""C-RBF-SVM-012"",""C-RBF-SVM-018"",""C-RBF-SVM-019"",""C-RBF-SVM-024""]","[""C-RBF-SVM""]",complete,,18,0.777777777778,0.78197945845,0.685437071588,0.385793909705,0.350639414647,"{""4_nitrophenol"":1.0,""ethanol"":0.8333333333333334,""ethyl_paraoxon"":0.5}",18,0.666666666667,0.777777777778,-0.111111111111,0.555555555556,0.916666666667,-0.375,0.222222222222,inconclusive,PP-U-SG,"[""C-RBF-SVM-012"",""C-RBF-SVM-018"",""C-RBF-SVM-019"",""C-RBF-SVM-024""]","[""C-RBF-SVM""]",complete,,18,0.777777777778,0.78197945845,0.691792150326,0.39313624901,0.357589518256,"{""4_nitrophenol"":1.0,""ethanol"":0.8333333333333334,""ethyl_paraoxon"":0.5}",18,0.666666666667,0.777777777778,-0.111111111111,0.555555555556,0.916666666667,-0.375,0.222222222222,inconclusive,PP-U-SG,0,0,0
P13-DOM-014,pills,NRC_Canadian_SERS,Agilent-1,exploratory_low_support,PP-U-MIN,C-EXTRA-TREES,"[""C-EXTRA-TREES-000""]","[""C-EXTRA-TREES""]",complete,,8,0.333333333333,0.133333333333,1.09797387591,0.666771511605,0.437302525901,"{""4_ANPP"":0.0,""benzyl_fentanyl"":0.0,""blank"":1.0}",8,0.166666666667,0.333333333333,-0.166666666667,0.333333333333,0.333333333333,-0.333333333333,-0.166666666667,inferior_portability,PP-U-SG,"[""C-EXTRA-TREES-000""]","[""C-EXTRA-TREES""]",complete,,8,0.333333333333,0.133333333333,1.10047361073,0.668868937946,0.439988237527,"{""4_ANPP"":0.0,""benzyl_fentanyl"":0.0,""blank"":1.0}",8,0.166666666667,0.333333333333,-0.166666666667,0.333333333333,0.333333333333,-0.333333333333,-0.166666666667,inferior_portability,PP-U-SG,0,0,0
P13-DOM-014,pills,NRC_Canadian_SERS,Agilent-1,exploratory_low_support,PP-U-MIN,C-PLS-DA,"[""C-PLS-DA-000""]","[""C-PLS-DA""]",complete,,8,0.277777777778,0.216666666667,1.07320124456,0.651025494035,0.428813073094,"{""4_ANPP"":0.3333333333333333,""benzyl_fentanyl"":0.0,""blank"":0.5}",8,0.111111111111,0.277777777778,-0.166666666667,0,0.5,-0.5,0.222222222222,inferior_portability,PP-U-SG,"[""C-PLS-DA-000""]","[""C-PLS-DA""]",complete,,8,0.5,0.511111111111,1.07084731758,0.649613284046,0.510261580017,"{""4_ANPP"":0.3333333333333333,""benzyl_fentanyl"":0.6666666666666666,""blank"":0.5}",8,0.222222222222,0.5,-0.277777777778,0.111111111111,0.777777777778,-0.777777777778,0.111111111111,inconclusive,PP-U-SG,0.222222222222,-0.111111111111,0.294444444444
P13-DOM-014,pills,NRC_Canadian_SERS,Agilent-1,exploratory_low_support,PP-U-MIN,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-000""]","[""C-RANDOM-FOREST""]",complete,,8,0.444444444444,0.314814814815,1.08949886272,0.660929023913,0.465953660817,"{""4_ANPP"":0.3333333333333333,""benzyl_fentanyl"":0.0,""blank"":1.0}",8,0.277777777778,0.444444444444,-0.166666666667,0.333333333333,0.555555555556,-0.555555555556,0.111111111111,inferior_portability,PP-U-SG,"[""C-RANDOM-FOREST-000""]","[""C-RANDOM-FOREST""]",complete,,8,0.444444444444,0.314814814815,1.08829931588,0.660125880862,0.464553606214,"{""4_ANPP"":0.3333333333333333,""benzyl_fentanyl"":0.0,""blank"":1.0}",8,0.277777777778,0.444444444444,-0.166666666667,0.333333333333,0.555555555556,-0.555555555556,0.111111111111,inferior_portability,PP-U-SG,0,0,0
P13-DOM-014,pills,NRC_Canadian_SERS,Agilent-1,exploratory_low_support,PP-U-MIN,C-RBF-SVM,"[""C-RBF-SVM-012""]","[""C-RBF-SVM""]",complete,,8,0.333333333333,0.133333333333,1.12599584824,0.685331185359,0.442413918571,"{""4_ANPP"":0.0,""benzyl_fentanyl"":0.0,""blank"":1.0}",8,0,0.333333333333,-0.333333333333,0.333333333333,0.333333333333,-0.333333333333,-0.333333333333,inferior_portability,PP-U-SG,"[""C-RBF-SVM-012""]","[""C-RBF-SVM""]",complete,,8,0.444444444444,0.314814814815,1.10657481258,0.672692198914,0.472629075406,"{""4_ANPP"":0.3333333333333333,""benzyl_fentanyl"":0.0,""blank"":1.0}",8,0,0.444444444444,-0.444444444444,0.333333333333,0.555555555556,-0.666666666667,-0.333333333333,inferior_portability,PP-U-SG,0.111111111111,-0.111111111111,0.181481481481
P13-DOM-015,pills,NRC_Canadian_SERS,Mira-3,exploratory_low_support,PP-U-MIN,C-EXTRA-TREES,"[""C-EXTRA-TREES-000""]","[""C-EXTRA-TREES""]",complete,,17,0.291666666667,0.194444444444,1.15735519472,0.669975637075,0.384801243458,"{""4_ANPP"":0.0,""benzyl_fentanyl"":0.0,""blank"":0.875}",15,0.472222222222,0.277777777778,0.194444444444,0.0843950040904,0.333333333333,-0.0833333333333,0.388888888889,inferior_portability,PP-U-SG,"[""C-EXTRA-TREES-000""]","[""C-EXTRA-TREES""]",complete,,17,0.333333333333,0.213333333333,1.14102040868,0.666570534618,0.248579306921,"{""4_ANPP"":0.0,""benzyl_fentanyl"":0.0,""blank"":1.0}",15,0.55,0.333333333333,0.216666666667,0.333333333333,0.333333333333,-0.0555555555556,0.422222222222,inferior_portability,PP-U-SG,0.0416666666667,0.0222222222222,0.0188888888889
P13-DOM-015,pills,NRC_Canadian_SERS,Mira-3,exploratory_low_support,PP-U-MIN,C-LOGREG-EN,"[""C-LOGREG-EN-000""]","[""C-LOGREG-EN""]",complete,,17,0.275,0.232804232804,1.21136871636,0.662919480358,0.286559595761,"{""4_ANPP"":0.2,""benzyl_fentanyl"":0.0,""blank"":0.625}",15,0.438888888889,0.233333333333,0.205555555556,0.125,0.425,-0.0555555555556,0.4,inferior_portability,PP-U-SG,"[""C-LOGREG-EN-000""]","[""C-LOGREG-EN""]",complete,,17,0.275,0.232804232804,1.20647684707,0.660306443236,0.379415575287,"{""4_ANPP"":0.2,""benzyl_fentanyl"":0.0,""blank"":0.625}",15,0.505555555556,0.233333333333,0.272222222222,0.125,0.425,0.0291829746399,0.488888888889,inferior_portability,PP-U-SG,0,0.0666666666667,0
