procedure_id,declared_confirmatory_domains,successful_domains,common_successful_domains,mean_held_ba_successful,mean_held_ba_common,mean_held_ba_chance_imputed,common_minus_selected,chance_imputed_minus_selected,direction_consistent_under_chance_sensitivity,positive_comparison_claim_allowed
C-EXTRA-TREES,13,13,5,0.771354571355,0.853333333333,0.771354571355,0.0261904761905,0.200882450882,True,True
C-LOGREG-EN,13,5,5,0.853333333333,0.853333333333,0.533333333333,0.0261904761905,-0.0371387871388,False,False
C-PCA-LDA,13,11,5,0.755840876295,0.883333333333,0.69083971584,0.0561904761905,0.120367595368,True,True
C-PLS-DA,13,13,5,0.739009139009,0.822142857143,0.739009139009,-0.005,0.168537018537,False,False
C-RANDOM-FOREST,13,13,5,0.776238576239,0.853333333333,0.776238576239,0.0261904761905,0.205766455766,True,True
C-RBF-SVM,13,13,5,0.759562659563,0.84380952381,0.759562659563,0.0166666666667,0.189090539091,True,True
C-SELECTED,13,7,5,0.77373393802,0.827142857143,0.570472120472,0,0,True,False
