domain_id,station,substrate_family,held_instrument,support_tier,policy_id,procedure_id,candidate_ids_json,model_ids_json,metric_id,metric_name,estimate,lower_95,upper_95,interval_method,bootstrap_resamples,one_sided_threshold,opposite_tail_probability
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-ARPLS,C-RBF-SVM,"[""C-RBF-SVM-000""]","[""C-RBF-SVM""]",P13-M01,held_balanced_accuracy,0.277777777778,0,0.5,BCa,10000,0.6,0.9893
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-ARPLS,C-RBF-SVM,"[""C-RBF-SVM-000""]","[""C-RBF-SVM""]",P13-M02,matched_source_minus_held_balanced_accuracy,0,0,0,percentile,10000,0.1,0
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-EXTRA-TREES,"[""C-EXTRA-TREES-000""]","[""C-EXTRA-TREES""]",P13-M01,held_balanced_accuracy,0.722222222222,0.333333333333,0.888888888889,BCa,10000,0.6,0.188
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-EXTRA-TREES,"[""C-EXTRA-TREES-000""]","[""C-EXTRA-TREES""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.111111111111,-0.222222222222,0.666666666667,BCa,10000,0.1,0.6043
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-LOGREG-EN,"[""C-LOGREG-EN-000""]","[""C-LOGREG-EN""]",P13-M01,held_balanced_accuracy,0.611111111111,0.333333333333,0.833333333333,BCa,10000,0.6,0.3877
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-LOGREG-EN,"[""C-LOGREG-EN-000""]","[""C-LOGREG-EN""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.222222222222,0.111111111111,0.333333333333,BCa,10000,0.1,0.9619
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-PCA-LDA,"[""C-PCA-LDA-000""]","[""C-PCA-LDA""]",P13-M01,held_balanced_accuracy,0.666666666667,0.333333333333,0.777777777778,BCa,10000,0.6,0.3296
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-PCA-LDA,"[""C-PCA-LDA-000""]","[""C-PCA-LDA""]",P13-M02,matched_source_minus_held_balanced_accuracy,0,-0.333333333333,0.111111111111,BCa,10000,0.1,0.3377
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-PLS-DA,"[""C-PLS-DA-000""]","[""C-PLS-DA""]",P13-M01,held_balanced_accuracy,0.555555555556,0.333333333333,0.666666666667,BCa,10000,0.6,0.7018
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-PLS-DA,"[""C-PLS-DA-000""]","[""C-PLS-DA""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.166666666667,0.166666666667,0.333333333333,BCa,10000,0.1,0.7518
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-000""]","[""C-RANDOM-FOREST""]",P13-M01,held_balanced_accuracy,0.888888888889,0.666666666667,0.888888888889,BCa,10000,0.6,0
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-000""]","[""C-RANDOM-FOREST""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.111111111111,0,0.333333333333,BCa,10000,0.1,0.7114
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-RBF-SVM,"[""C-RBF-SVM-000""]","[""C-RBF-SVM""]",P13-M01,held_balanced_accuracy,0.277777777778,0,0.5,BCa,10000,0.6,0.9913
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-MIN,C-RBF-SVM,"[""C-RBF-SVM-000""]","[""C-RBF-SVM""]",P13-M02,matched_source_minus_held_balanced_accuracy,0,0,0,percentile,10000,0.1,0
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-EXTRA-TREES,"[""C-EXTRA-TREES-000""]","[""C-EXTRA-TREES""]",P13-M01,held_balanced_accuracy,0.833333333333,0.666666666667,0.833333333333,BCa,10000,0.6,0
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-EXTRA-TREES,"[""C-EXTRA-TREES-000""]","[""C-EXTRA-TREES""]",P13-M02,matched_source_minus_held_balanced_accuracy,0,-0.333333333333,0,BCa,10000,0.1,0.2515
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-LOGREG-EN,"[""C-LOGREG-EN-000""]","[""C-LOGREG-EN""]",P13-M01,held_balanced_accuracy,0.611111111111,0.333333333333,0.833333333333,BCa,10000,0.6,0.3993
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-LOGREG-EN,"[""C-LOGREG-EN-000""]","[""C-LOGREG-EN""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.222222222222,0.111111111111,0.333333333333,BCa,10000,0.1,0.9641
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-PCA-LDA,"[""C-PCA-LDA-000""]","[""C-PCA-LDA""]",P13-M01,held_balanced_accuracy,0.666666666667,0.333333333333,0.777777777778,BCa,10000,0.6,0.3364
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-PCA-LDA,"[""C-PCA-LDA-000""]","[""C-PCA-LDA""]",P13-M02,matched_source_minus_held_balanced_accuracy,0,-0.333333333333,0.111111111111,BCa,10000,0.1,0.3294
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-PLS-DA,"[""C-PLS-DA-000""]","[""C-PLS-DA""]",P13-M01,held_balanced_accuracy,0.555555555556,0.333333333333,0.666666666667,BCa,10000,0.6,0.7036
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-PLS-DA,"[""C-PLS-DA-000""]","[""C-PLS-DA""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.166666666667,0.166666666667,0.333333333333,BCa,10000,0.1,0.754
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-000""]","[""C-RANDOM-FOREST""]",P13-M01,held_balanced_accuracy,0.777777777778,0.333333333333,0.888888888889,BCa,10000,0.6,0.1007
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-000""]","[""C-RANDOM-FOREST""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.222222222222,0.111111111111,0.666666666667,BCa,10000,0.1,0.9142
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-RBF-SVM,"[""C-RBF-SVM-000""]","[""C-RBF-SVM""]",P13-M01,held_balanced_accuracy,0.277777777778,0,0.5,BCa,10000,0.6,0.9901
P13-DOM-005,cwa,H_SERS_H_Kit,Agilent-3,exploratory_low_support,PP-U-SG,C-RBF-SVM,"[""C-RBF-SVM-000""]","[""C-RBF-SVM""]",P13-M02,matched_source_minus_held_balanced_accuracy,0,0,0,percentile,10000,0.1,0
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-EXTRA-TREES,"[""C-EXTRA-TREES-000"",""C-EXTRA-TREES-002"",""C-EXTRA-TREES-003""]","[""C-EXTRA-TREES""]",P13-M01,held_balanced_accuracy,0.830687830688,0.650793650794,0.925925925926,BCa,10000,0.6,0.0008
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-EXTRA-TREES,"[""C-EXTRA-TREES-000"",""C-EXTRA-TREES-002"",""C-EXTRA-TREES-003""]","[""C-EXTRA-TREES""]",P13-M02,matched_source_minus_held_balanced_accuracy,-0.0152116402116,-0.22619047619,0.169312169312,BCa,10000,0.1,0.1334
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-LOGREG-EN,"[""C-LOGREG-EN-000"",""C-LOGREG-EN-005"",""C-LOGREG-EN-015""]","[""C-LOGREG-EN""]",P13-M01,held_balanced_accuracy,0.867724867725,0.677248677249,0.952380952381,BCa,10000,0.6,0.0001
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-LOGREG-EN,"[""C-LOGREG-EN-000"",""C-LOGREG-EN-005"",""C-LOGREG-EN-015""]","[""C-LOGREG-EN""]",P13-M02,matched_source_minus_held_balanced_accuracy,-0.00462962962963,-0.183201058201,0.142857142857,BCa,10000,0.1,0.0965
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-PLS-DA,"[""C-PLS-DA-001"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",P13-M01,held_balanced_accuracy,0.830687830688,0.624338624339,0.952380952381,BCa,10000,0.6,0.0023
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-PLS-DA,"[""C-PLS-DA-001"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",P13-M02,matched_source_minus_held_balanced_accuracy,-0.0152116402116,-0.190476190476,0.106481481481,BCa,10000,0.1,0.0718
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-003""]","[""C-RANDOM-FOREST""]",P13-M01,held_balanced_accuracy,0.783068783069,0.603174603175,0.904761904762,BCa,10000,0.6,0.0079
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-003""]","[""C-RANDOM-FOREST""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.0800264550265,-0.0416666666667,0.253968253968,BCa,10000,0.1,0.3805
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-RBF-SVM,"[""C-RBF-SVM-020"",""C-RBF-SVM-026"",""C-RBF-SVM-030""]","[""C-RBF-SVM""]",P13-M01,held_balanced_accuracy,0.789021164021,0.573412698413,0.915343915344,BCa,10000,0.6,0.017
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-RBF-SVM,"[""C-RBF-SVM-020"",""C-RBF-SVM-026"",""C-RBF-SVM-030""]","[""C-RBF-SVM""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.026455026455,-0.153439153439,0.206349206349,BCa,10000,0.1,0.2281
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-SELECTED,"[""C-NEAREST-CENTROID-004"",""C-RBF-SVM-020"",""C-SPECTRAL-MATCH-001"",""C-SPECTRAL-MATCH-002""]","[""C-NEAREST-CENTROID"",""C-RBF-SVM"",""C-SPECTRAL-MATCH""]",P13-M01,held_balanced_accuracy,0.830687830688,0.624338624339,0.925925925926,BCa,10000,0.6,0.002
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-ARPLS,C-SELECTED,"[""C-NEAREST-CENTROID-004"",""C-RBF-SVM-020"",""C-SPECTRAL-MATCH-001"",""C-SPECTRAL-MATCH-002""]","[""C-NEAREST-CENTROID"",""C-RBF-SVM"",""C-SPECTRAL-MATCH""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.0324074074074,-0.146164021164,0.206349206349,BCa,10000,0.1,0.2309
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-MIN,C-EXTRA-TREES,"[""C-EXTRA-TREES-000"",""C-EXTRA-TREES-002"",""C-EXTRA-TREES-003""]","[""C-EXTRA-TREES""]",P13-M01,held_balanced_accuracy,0.915343915344,0.689572898914,0.962962962963,BCa,10000,0.6,0
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-MIN,C-EXTRA-TREES,"[""C-EXTRA-TREES-000"",""C-EXTRA-TREES-002"",""C-EXTRA-TREES-003""]","[""C-EXTRA-TREES""]",P13-M02,matched_source_minus_held_balanced_accuracy,-0.195105820106,-0.369047619048,-0.047619047619,BCa,10000,0.1,0.0002
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-MIN,C-PLS-DA,"[""C-PLS-DA-001"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",P13-M01,held_balanced_accuracy,0.526455026455,0.347883597884,0.685185185185,BCa,10000,0.6,0.7701
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-MIN,C-PLS-DA,"[""C-PLS-DA-001"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.210317460317,0.0304232804233,0.384259259259,BCa,10000,0.1,0.8732
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-MIN,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-003""]","[""C-RANDOM-FOREST""]",P13-M01,held_balanced_accuracy,0.915343915344,0.708994708995,0.962962962963,BCa,10000,0.6,0
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-MIN,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-003""]","[""C-RANDOM-FOREST""]",P13-M02,matched_source_minus_held_balanced_accuracy,-0.195105820106,-0.369047619048,-0.0522486772487,BCa,10000,0.1,0.0002
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-MIN,C-RBF-SVM,"[""C-RBF-SVM-020"",""C-RBF-SVM-026"",""C-RBF-SVM-030""]","[""C-RBF-SVM""]",P13-M01,held_balanced_accuracy,0.662698412698,0.45171957672,0.832010582011,BCa,10000,0.6,0.2559
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-MIN,C-RBF-SVM,"[""C-RBF-SVM-020"",""C-RBF-SVM-026"",""C-RBF-SVM-030""]","[""C-RBF-SVM""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.105158730159,-0.0853174603175,0.316137566138,BCa,10000,0.1,0.5294
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-MIN,C-SELECTED,"[""C-NEAREST-CENTROID-004"",""C-RBF-SVM-020"",""C-SPECTRAL-MATCH-001"",""C-SPECTRAL-MATCH-002""]","[""C-NEAREST-CENTROID"",""C-RBF-SVM"",""C-SPECTRAL-MATCH""]",P13-M01,held_balanced_accuracy,0.708994708995,0.529100529101,0.851851851852,BCa,10000,0.6,0.1045
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-MIN,C-SELECTED,"[""C-NEAREST-CENTROID-004"",""C-RBF-SVM-020"",""C-SPECTRAL-MATCH-001"",""C-SPECTRAL-MATCH-002""]","[""C-NEAREST-CENTROID"",""C-RBF-SVM"",""C-SPECTRAL-MATCH""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.0588624338624,-0.158068783069,0.248677248677,BCa,10000,0.1,0.3605
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-SG,C-EXTRA-TREES,"[""C-EXTRA-TREES-000"",""C-EXTRA-TREES-002"",""C-EXTRA-TREES-003""]","[""C-EXTRA-TREES""]",P13-M01,held_balanced_accuracy,0.915343915344,0.708994708995,1,BCa,10000,0.6,0
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-SG,C-EXTRA-TREES,"[""C-EXTRA-TREES-000"",""C-EXTRA-TREES-002"",""C-EXTRA-TREES-003""]","[""C-EXTRA-TREES""]",P13-M02,matched_source_minus_held_balanced_accuracy,-0.147486772487,-0.327380952381,-0.0152116402116,BCa,10000,0.1,0.0012
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-SG,C-PLS-DA,"[""C-PLS-DA-001"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",P13-M01,held_balanced_accuracy,0.525132275132,0.315476190476,0.657407407407,BCa,10000,0.6,0.7925
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-SG,C-PLS-DA,"[""C-PLS-DA-001"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.253306878307,0.0529100529101,0.443783068783,BCa,10000,0.1,0.937
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-SG,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-003""]","[""C-RANDOM-FOREST""]",P13-M01,held_balanced_accuracy,0.867724867725,0.671957671958,0.952380952381,BCa,10000,0.6,0.0001
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-SG,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-003""]","[""C-RANDOM-FOREST""]",P13-M02,matched_source_minus_held_balanced_accuracy,-0.00462962962963,-0.184523809524,0.138227513228,BCa,10000,0.1,0.1021
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-SG,C-RBF-SVM,"[""C-RBF-SVM-020"",""C-RBF-SVM-026"",""C-RBF-SVM-030""]","[""C-RBF-SVM""]",P13-M01,held_balanced_accuracy,0.662698412698,0.45171957672,0.830687830688,BCa,10000,0.6,0.2578
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-SG,C-RBF-SVM,"[""C-RBF-SVM-020"",""C-RBF-SVM-026"",""C-RBF-SVM-030""]","[""C-RBF-SVM""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.105158730159,-0.0853174603175,0.316137566138,BCa,10000,0.1,0.5244
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-SG,C-SELECTED,"[""C-NEAREST-CENTROID-004"",""C-RBF-SVM-020"",""C-SPECTRAL-MATCH-001"",""C-SPECTRAL-MATCH-002""]","[""C-NEAREST-CENTROID"",""C-RBF-SVM"",""C-SPECTRAL-MATCH""]",P13-M01,held_balanced_accuracy,0.708994708995,0.529100529101,0.84126984127,BCa,10000,0.6,0.1011
P13-DOM-006,cwa,H_SERS_H_Kit,Mira-2,confirmatory,PP-U-SG,C-SELECTED,"[""C-NEAREST-CENTROID-004"",""C-RBF-SVM-020"",""C-SPECTRAL-MATCH-001"",""C-SPECTRAL-MATCH-002""]","[""C-NEAREST-CENTROID"",""C-RBF-SVM"",""C-SPECTRAL-MATCH""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.106481481481,-0.098544973545,0.280423280423,BCa,10000,0.1,0.5446
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-ARPLS,C-EXTRA-TREES,"[""C-EXTRA-TREES-001"",""C-EXTRA-TREES-006"",""C-EXTRA-TREES-008""]","[""C-EXTRA-TREES""]",P13-M01,held_balanced_accuracy,0.583333333333,0.416666666667,0.625,BCa,10000,0.6,0.6332
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-ARPLS,C-EXTRA-TREES,"[""C-EXTRA-TREES-001"",""C-EXTRA-TREES-006"",""C-EXTRA-TREES-008""]","[""C-EXTRA-TREES""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.285714285714,0.0952380952381,0.333333333333,BCa,10000,0.1,0.9987
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-ARPLS,C-PLS-DA,"[""C-PLS-DA-000"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",P13-M01,held_balanced_accuracy,0.50462962963,0.337962962963,0.587962962963,BCa,10000,0.6,0.944
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-ARPLS,C-PLS-DA,"[""C-PLS-DA-000"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.358465608466,0.190476190476,0.532407407407,BCa,10000,0.1,0.9986
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-ARPLS,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-004""]","[""C-RANDOM-FOREST""]",P13-M01,held_balanced_accuracy,0.546296296296,0.34822574703,0.625,BCa,10000,0.6,0.8298
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-ARPLS,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-004""]","[""C-RANDOM-FOREST""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.322751322751,0.216931216931,0.444444444444,BCa,10000,0.1,0.9995
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-ARPLS,C-RBF-SVM,"[""C-RBF-SVM-012"",""C-RBF-SVM-013"",""C-RBF-SVM-024""]","[""C-RBF-SVM""]",P13-M01,held_balanced_accuracy,0.583333333333,0.375,0.625,BCa,10000,0.6,0.6329
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-ARPLS,C-RBF-SVM,"[""C-RBF-SVM-012"",""C-RBF-SVM-013"",""C-RBF-SVM-024""]","[""C-RBF-SVM""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.279761904762,0.0952380952381,0.375,BCa,10000,0.1,0.9918
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-MIN,C-EXTRA-TREES,"[""C-EXTRA-TREES-001"",""C-EXTRA-TREES-006"",""C-EXTRA-TREES-008""]","[""C-EXTRA-TREES""]",P13-M01,held_balanced_accuracy,0.583333333333,0.415989923627,0.625,BCa,10000,0.6,0.6381
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-MIN,C-EXTRA-TREES,"[""C-EXTRA-TREES-001"",""C-EXTRA-TREES-006"",""C-EXTRA-TREES-008""]","[""C-EXTRA-TREES""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.327380952381,0.178571428571,0.416666666667,BCa,10000,0.1,0.9997
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-MIN,C-PLS-DA,"[""C-PLS-DA-000"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",P13-M01,held_balanced_accuracy,0.583333333333,0.416666666667,0.625,BCa,10000,0.6,0.6344
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-MIN,C-PLS-DA,"[""C-PLS-DA-000"",""C-PLS-DA-002"",""C-PLS-DA-003""]","[""C-PLS-DA""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.285714285714,0.0487651098011,0.333333333333,BCa,10000,0.1,0.9984
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-MIN,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-004""]","[""C-RANDOM-FOREST""]",P13-M01,held_balanced_accuracy,0.583333333333,0.416666666667,0.625,BCa,10000,0.6,0.6296
P13-DOM-007,cwa,H_SERS_H_Kit,Pendar-2,confirmatory,PP-U-MIN,C-RANDOM-FOREST,"[""C-RANDOM-FOREST-001"",""C-RANDOM-FOREST-004""]","[""C-RANDOM-FOREST""]",P13-M02,matched_source_minus_held_balanced_accuracy,0.248677248677,0.031746031746,0.296296296296,BCa,10000,0.1,0.9902
