x1,x2,label,substrate
19.976843,8.232911,4np,pSERS
20.579645,8.21042,4np,pSERS
19.260433,7.679062,4np,pSERS
18.877146,7.6931105,4np,pSERS
19.453434,7.816713,4np,pSERS
20.390793,8.156359,4np,pSERS
20.073273,8.2057905,4np,pSERS
20.281353,8.182319,4np,pSERS
19.57286,7.963933,4np,pSERS
19.391865,7.746669,4np,pSERS
19.43786,7.8267074,4np,pSERS
20.643988,8.329995,4np,pSERS
19.32127,7.7242255,4np,pSERS
17.50552,7.4804783,4np,pSERS
20.591536,8.283471,4np,pSERS
19.344603,7.7400255,4np,pSERS
20.274015,8.215474,4np,pSERS
20.004955,8.206628,4np,pSERS
20.201172,8.224726,4np,pSERS
20.292923,8.183892,4np,pSERS
19.397038,7.7918253,4np,pSERS
20.55983,8.324749,4np,pSERS
20.544443,8.222683,4np,pSERS
20.080612,8.056629,4np,pSERS
20.008972,8.250681,4np,pSERS
4.229586,11.280681,benzenethiol,pSERS
4.5580153,11.710586,benzenethiol,pSERS
5.8989215,11.436425,benzenethiol,pSERS
4.3833656,11.423293,benzenethiol,pSERS
4.5624895,11.912964,benzenethiol,pSERS
4.928594,11.668373,benzenethiol,pSERS
5.86665,11.564052,benzenethiol,pSERS
5.7983246,11.621921,benzenethiol,pSERS
4.5105352,11.62793,benzenethiol,pSERS
5.9293466,11.510409,benzenethiol,pSERS
4.8315506,11.746644,benzenethiol,pSERS
4.832162,11.965406,benzenethiol,pSERS
5.5522785,11.207939,benzenethiol,pSERS
5.0525527,11.79249,benzenethiol,pSERS
5.139135,11.911253,benzenethiol,pSERS
4.6700883,11.999291,benzenethiol,pSERS
4.4044995,11.568254,benzenethiol,pSERS
4.9797354,11.663796,benzenethiol,pSERS
4.331419,11.380655,benzenethiol,pSERS
4.8358636,11.86025,benzenethiol,pSERS
5.6380463,11.388348,benzenethiol,pSERS
4.4542212,11.353862,benzenethiol,pSERS
5.710331,11.442781,benzenethiol,pSERS
5.3661556,11.381301,benzenethiol,pSERS
5.636207,11.303863,benzenethiol,pSERS
-4.3447547,3.8944569,pyridine,pSERS
-4.0447617,3.7954063,pyridine,pSERS
-5.568847,4.0844445,pyridine,pSERS
-4.2860045,3.892242,pyridine,pSERS
-5.615207,4.1790805,pyridine,pSERS
-3.4672945,3.5388794,pyridine,pSERS
-5.1372676,4.0735526,pyridine,pSERS
-4.133931,3.8339965,pyridine,pSERS
-5.732858,4.141728,pyridine,pSERS
-3.3389044,3.5488076,pyridine,pSERS
