x1,x2,label,substrate
0.6775577,0.361768,4np,pSERS
0.70609665,0.35829645,4np,pSERS
0.6044907,0.41321507,4np,pSERS
0.702887,0.27870724,4np,pSERS
0.6949799,0.35951924,4np,pSERS
0.66849935,0.37461162,4np,pSERS
0.66664386,0.3933052,4np,pSERS
0.6705317,0.36407578,4np,pSERS
0.7036338,0.34756902,4np,pSERS
0.6571989,0.39295048,4np,pSERS
0.65391994,0.3710978,4np,pSERS
0.7000097,0.34678388,4np,pSERS
0.6106169,0.35487744,4np,pSERS
0.5000921,0.38840032,4np,pSERS
0.6901941,0.3596448,4np,pSERS
0.5962179,0.43937,4np,pSERS
0.64993453,0.39104545,4np,pSERS
0.647304,0.37984622,4np,pSERS
0.70716804,0.33576605,4np,pSERS
0.6890044,0.33995265,4np,pSERS
0.6374252,0.37296262,4np,pSERS
0.6722541,0.36816317,4np,pSERS
0.65418637,0.36454946,4np,pSERS
0.68631154,0.38047847,4np,pSERS
0.6784875,0.35592183,4np,pSERS
0.023223199,-0.51611745,benzenethiol,pSERS
0.038778093,-0.5184915,benzenethiol,pSERS
0.07070181,-0.5179298,benzenethiol,pSERS
0.043615397,-0.51684296,benzenethiol,pSERS
0.11126041,-0.514577,benzenethiol,pSERS
0.042651463,-0.5184268,benzenethiol,pSERS
0.060387727,-0.5181809,benzenethiol,pSERS
0.04900858,-0.51848584,benzenethiol,pSERS
0.038529057,-0.517093,benzenethiol,pSERS
0.052023925,-0.5182078,benzenethiol,pSERS
0.04771759,-0.5166099,benzenethiol,pSERS
0.034536954,-0.5161448,benzenethiol,pSERS
0.051056243,-0.5182092,benzenethiol,pSERS
0.037533484,-0.519451,benzenethiol,pSERS
0.043558355,-0.51852494,benzenethiol,pSERS
0.04336107,-0.5185333,benzenethiol,pSERS
0.034645956,-0.5176914,benzenethiol,pSERS
0.049505446,-0.5181668,benzenethiol,pSERS
0.03114359,-0.5169356,benzenethiol,pSERS
0.04016448,-0.5180364,benzenethiol,pSERS
0.08901809,-0.5121807,benzenethiol,pSERS
0.03735163,-0.51783425,benzenethiol,pSERS
0.052432816,-0.517949,benzenethiol,pSERS
0.050248582,-0.5170185,benzenethiol,pSERS
0.04965897,-0.5173131,benzenethiol,pSERS
-0.608662,0.22426623,pyridine,pSERS
-0.6117474,0.21376318,pyridine,pSERS
-0.61088145,0.23091388,pyridine,pSERS
-0.6125001,0.21900243,pyridine,pSERS
-0.60998285,0.22869863,pyridine,pSERS
-0.61190957,0.21134715,pyridine,pSERS
-0.61061716,0.22888802,pyridine,pSERS
-0.61128676,0.21491234,pyridine,pSERS
-0.6111482,0.23092297,pyridine,pSERS
-0.61243623,0.21324882,pyridine,pSERS
-0.6113411,0.22638144,pyridine,pSERS
-0.6108029,0.22343335,pyridine,pSERS
-0.6126405,0.21256775,pyridine,pSERS
-0.61248296,0.20795105,pyridine,pSERS
-0.61254805,0.21909934,pyridine,pSERS
-0.6127747,0.22064914,pyridine,pSERS
-0.6103088,0.22117348,pyridine,pSERS
-0.6127494,0.21453747,pyridine,pSERS
-0.6125478,0.22340547,pyridine,pSERS
-0.6058738,0.20284617,pyridine,pSERS
-0.611322,0.22503434,pyridine,pSERS
-0.61054325,0.20221841,pyridine,pSERS
-0.600722,0.1690427,pyridine,pSERS
-0.61165065,0.23472252,pyridine,pSERS
-0.6117495,0.22621515,pyridine,pSERS
0.64667815,0.45589042,4np,PICO
0.6489141,0.45515674,4np,PICO
0.6543071,0.4488545,4np,PICO
0.62036353,0.48150045,4np,PICO
0.635308,0.47147104,4np,PICO
0.6489168,0.45442402,4np,PICO
0.6380955,0.4664333,4np,PICO
0.6423393,0.45576704,4np,PICO
0.6505574,0.45553437,4np,PICO
0.64775515,0.46001104,4np,PICO
0.6349054,0.47386262,4np,PICO
0.6352415,0.47148058,4np,PICO
0.63725096,0.47093275,4np,PICO
0.6380738,0.46672043,4np,PICO
0.6315536,0.47326922,4np,PICO
