x1,x2,label,substrate
-15.908304,-18.004793,4np,pSERS
-14.661313,-19.16051,4np,pSERS
-17.543146,-16.3854,4np,pSERS
-18.99672,-18.245777,4np,pSERS
-16.996313,-16.890165,4np,pSERS
-14.999093,-18.864872,4np,pSERS
-16.002748,-18.53695,4np,pSERS
-15.595335,-19.20246,4np,pSERS
-18.724577,-18.314268,4np,pSERS
-17.045408,-16.775343,4np,pSERS
-17.214733,-16.904572,4np,pSERS
-15.730526,-20.027714,4np,pSERS
-17.611069,-16.133598,4np,pSERS
-21.419407,-10.70481,4np,pSERS
-14.985507,-19.811047,4np,pSERS
-17.906872,-17.333895,4np,pSERS
-15.639376,-18.92513,4np,pSERS
-16.419785,-18.197828,4np,pSERS
-16.133139,-19.167885,4np,pSERS
-16.44396,-19.674,4np,pSERS
-17.844105,-16.819199,4np,pSERS
-15.309658,-20.164598,4np,pSERS
-14.950551,-19.547615,4np,pSERS
-15.236543,-18.432795,4np,pSERS
-15.470684,-18.197464,4np,pSERS
-7.984238,24.165508,benzenethiol,pSERS
-9.629148,25.206438,benzenethiol,pSERS
-12.52734,22.783676,benzenethiol,pSERS
-9.062057,24.384064,benzenethiol,pSERS
-9.33671,26.920122,benzenethiol,pSERS
-10.3489,24.206644,benzenethiol,pSERS
-13.127388,23.456816,benzenethiol,pSERS
-12.181584,23.830395,benzenethiol,pSERS
-9.605727,24.538261,benzenethiol,pSERS
-12.719558,23.096016,benzenethiol,pSERS
-10.25524,25.426105,benzenethiol,pSERS
-10.586863,25.435709,benzenethiol,pSERS
-11.668815,22.381931,benzenethiol,pSERS
-11.010153,24.612051,benzenethiol,pSERS
-11.359999,24.854828,benzenethiol,pSERS
-10.173213,26.01056,benzenethiol,pSERS
-9.021871,24.964733,benzenethiol,pSERS
-10.448752,24.087164,benzenethiol,pSERS
-8.475029,24.27148,benzenethiol,pSERS
-10.285981,24.778067,benzenethiol,pSERS
-11.655191,22.868156,benzenethiol,pSERS
-9.102829,23.810423,benzenethiol,pSERS
-12.00512,23.188204,benzenethiol,pSERS
-10.921312,23.30264,benzenethiol,pSERS
-11.593882,22.498274,benzenethiol,pSERS
18.352674,-7.251344,pyridine,pSERS
17.544125,-6.46338,pyridine,pSERS
18.981445,-9.508458,pyridine,pSERS
17.328959,-7.2233996,pyridine,pSERS
18.408434,-10.124171,pyridine,pSERS
16.524836,-4.907297,pyridine,pSERS
18.502804,-8.44953,pyridine,pSERS
18.11288,-6.761518,pyridine,pSERS
18.931732,-10.564182,pyridine,pSERS
15.687013,-4.6517506,pyridine,pSERS
17.48822,-8.748247,pyridine,pSERS
17.92652,-8.227274,pyridine,pSERS
16.320173,-5.5811157,pyridine,pSERS
17.017384,-5.928984,pyridine,pSERS
16.489227,-4.4405184,pyridine,pSERS
19.905458,-9.990236,pyridine,pSERS
