x1,x2,label,substrate
15.293717,-2.4847217,4np,pSERS
15.351541,-2.8668756,4np,pSERS
15.720739,-1.7587209,4np,pSERS
15.339352,-1.8284129,4np,pSERS
12.188634,-2.2816925,4np,pSERS
15.243124,-2.9764462,4np,pSERS
15.368612,-1.7329557,4np,pSERS
15.186969,-3.2305176,4np,pSERS
15.323143,-2.2798028,4np,pSERS
15.414015,-1.7652365,4np,pSERS
15.236241,-1.9572356,4np,pSERS
15.231048,-3.1509242,4np,pSERS
15.389413,-2.014473,4np,pSERS
15.844046,-2.0834339,4np,pSERS
15.410824,-2.5748475,4np,pSERS
15.977784,-1.9273757,4np,pSERS
15.537575,-2.6222086,4np,pSERS
15.573095,-2.3443706,4np,pSERS
15.385968,-2.4781227,4np,pSERS
15.141754,-3.4907515,4np,pSERS
15.497981,-1.7436905,4np,pSERS
15.416645,-2.3606021,4np,pSERS
15.268299,-2.535084,4np,pSERS
14.976021,-2.2735224,4np,pSERS
15.389321,-2.5775926,4np,pSERS
6.4625363,6.8155107,benzenethiol,pSERS
6.385777,7.1664524,benzenethiol,pSERS
6.886636,7.8281283,benzenethiol,pSERS
6.5964074,7.1511703,benzenethiol,pSERS
6.7186904,7.843011,benzenethiol,pSERS
6.504193,7.246096,benzenethiol,pSERS
6.5972004,7.7681804,benzenethiol,pSERS
6.5264215,7.639912,benzenethiol,pSERS
6.3829207,6.9443984,benzenethiol,pSERS
6.2652526,7.708707,benzenethiol,pSERS
6.364646,6.8418403,benzenethiol,pSERS
6.4596386,6.8075876,benzenethiol,pSERS
6.7924805,7.888063,benzenethiol,pSERS
6.2639017,7.388427,benzenethiol,pSERS
6.275802,7.2677293,benzenethiol,pSERS
6.256666,7.0278344,benzenethiol,pSERS
6.79567,7.2341704,benzenethiol,pSERS
6.8741918,7.115491,benzenethiol,pSERS
6.946074,7.1145854,benzenethiol,pSERS
6.608799,7.230535,benzenethiol,pSERS
6.962498,7.977959,benzenethiol,pSERS
6.8085895,7.010195,benzenethiol,pSERS
6.679986,7.3470745,benzenethiol,pSERS
7.0733953,7.572076,benzenethiol,pSERS
7.0716057,7.3604198,benzenethiol,pSERS
-7.3786144,-2.797867,pyridine,pSERS
-6.792147,-3.5471985,pyridine,pSERS
-7.052438,-3.34406,pyridine,pSERS
-6.6291466,-2.549943,pyridine,pSERS
-7.3821173,-2.964616,pyridine,pSERS
-6.6578174,-2.554637,pyridine,pSERS
-6.7231154,-3.8488057,pyridine,pSERS
-6.9849095,-3.543354,pyridine,pSERS
-6.988895,-3.5875778,pyridine,pSERS
-6.022778,-4.0621877,pyridine,pSERS
-6.695846,-2.4543216,pyridine,pSERS
-6.963827,-3.4430258,pyridine,pSERS
-6.4865394,-3.8451014,pyridine,pSERS
