x1,x2,label,substrate
-0.47099027,-0.42515695,4np,pSERS
-0.49727175,-0.4172824,4np,pSERS
-0.43355325,-0.431521,4np,pSERS
-0.43404642,-0.3532936,4np,pSERS
-0.4450825,-0.43256566,4np,pSERS
-0.48936585,-0.41971838,4np,pSERS
-0.47616163,-0.4236506,4np,pSERS
-0.4867898,-0.42050818,4np,pSERS
-0.45079857,-0.37010288,4np,pSERS
-0.44378844,-0.43292487,4np,pSERS
-0.44356632,-0.42871636,4np,pSERS
-0.50177354,-0.40347067,4np,pSERS
-0.42976815,-0.4367906,4np,pSERS
-0.29137543,-0.30831456,4np,pSERS
-0.50233734,-0.40883365,4np,pSERS
-0.44044527,-0.40753424,4np,pSERS
-0.48325557,-0.42156422,4np,pSERS
-0.46732414,-0.41874212,4np,pSERS
-0.48212656,-0.41025922,4np,pSERS
-0.48333138,-0.3908873,4np,pSERS
-0.43572685,-0.4173891,4np,pSERS
-0.50680625,-0.4005291,4np,pSERS
-0.50000983,-0.4164902,4np,pSERS
-0.4807197,-0.422302,4np,pSERS
-0.47667325,-0.42347798,4np,pSERS
-0.19331478,0.30454433,benzenethiol,pSERS
-0.2039769,0.30950096,benzenethiol,pSERS
-0.22209908,0.30326724,benzenethiol,pSERS
-0.20241886,0.30465928,benzenethiol,pSERS
-0.18900052,0.32718694,benzenethiol,pSERS
-0.20920716,0.3057904,benzenethiol,pSERS
-0.22519535,0.3084159,benzenethiol,pSERS
-0.21854733,0.3069544,benzenethiol,pSERS
-0.20493275,0.30620077,benzenethiol,pSERS
-0.22276762,0.30493563,benzenethiol,pSERS
-0.20637982,0.3115098,benzenethiol,pSERS
-0.20738769,0.31168693,benzenethiol,pSERS
-0.21835901,0.29956356,benzenethiol,pSERS
-0.211311,0.3084963,benzenethiol,pSERS
-0.21262103,0.31030893,benzenethiol,pSERS
-0.20448633,0.3151971,benzenethiol,pSERS
-0.20130707,0.3074783,benzenethiol,pSERS
-0.20971607,0.30541414,benzenethiol,pSERS
-0.19875638,0.3035293,benzenethiol,pSERS
-0.2078738,0.30812636,benzenethiol,pSERS
-0.21790999,0.30132666,benzenethiol,pSERS
-0.20359667,0.30159125,benzenethiol,pSERS
-0.21894924,0.3033142,benzenethiol,pSERS
-0.21303545,0.30227578,benzenethiol,pSERS
-0.21808977,0.29993328,benzenethiol,pSERS
0.48903942,-0.024885647,pyridine,pSERS
0.47239327,-0.027628882,pyridine,pSERS
0.5101895,-0.050235376,pyridine,pSERS
0.4751937,-0.039675545,pyridine,pSERS
0.5140103,-0.05963129,pyridine,pSERS
0.4388711,-0.03394567,pyridine,pSERS
0.49670568,-0.047027715,pyridine,pSERS
0.4813473,-0.021215959,pyridine,pSERS
0.52302694,-0.057037257,pyridine,pSERS
0.42339095,-0.017072635,pyridine,pSERS
0.49094555,-0.059965674,pyridine,pSERS
0.4895378,-0.05095666,pyridine,pSERS
0.44584253,-0.007013521,pyridine,pSERS
0.45968226,-0.02623628,pyridine,pSERS
0.4351177,-0.047261912,pyridine,pSERS
0.5183409,-0.024299314,pyridine,pSERS
0.47408912,-0.02903303,pyridine,pSERS
0.47095776,-0.03361684,pyridine,pSERS
0.53149,-0.0458046,pyridine,pSERS
0.39890835,-0.02815807,pyridine,pSERS
0.5003806,-0.054601155,pyridine,pSERS
0.42444646,-0.046826344,pyridine,pSERS
0.35543573,0.0107591525,pyridine,pSERS
0.47998533,-0.052045286,pyridine,pSERS
0.49500316,-0.058326356,pyridine,pSERS
-0.3935642,-0.41969094,4np,PICO
-0.39773995,-0.43549663,4np,PICO
-0.40160647,-0.4343418,4np,PICO
-0.380436,-0.44068742,4np,PICO
-0.37624636,-0.450611,4np,PICO
-0.39806867,-0.42459852,4np,PICO
-0.39132026,-0.42581666,4np,PICO
-0.37565178,-0.43683586,4np,PICO
-0.3935824,-0.44626752,4np,PICO
-0.3899119,-0.4472166,4np,PICO
-0.37573954,-0.4507418,4np,PICO
-0.37448055,-0.44669074,4np,PICO
-0.36239785,-0.45399126,4np,PICO
-0.38214043,-0.4491436,4np,PICO
-0.3867355,-0.42029652,4np,PICO
-0.38322353,-0.44888383,4np,PICO
-0.37549785,-0.4505429,4np,PICO
-0.39284363,-0.4279924,4np,PICO
-0.39600843,-0.42191526,4np,PICO
-0.38824785,-0.4392681,4np,PICO
-0.3956387,-0.42703906,4np,PICO
-0.4028907,-0.42547867,4np,PICO
-0.39575362,-0.43230885,4np,PICO
-0.3837945,-0.43399236,4np,PICO
-0.3987424,-0.44494185,4np,PICO
-0.1501019,0.25999993,benzenethiol,PICO
-0.10852002,0.27791104,benzenethiol,PICO
-0.112132974,0.24837762,benzenethiol,PICO
-0.1908321,0.3003748,benzenethiol,PICO
-0.18663183,0.25914896,benzenethiol,PICO
-0.14807054,0.28708434,benzenethiol,PICO
-0.14083584,0.29329604,benzenethiol,PICO
-0.19935608,0.22725864,benzenethiol,PICO
-0.11395262,0.2358821,benzenethiol,PICO
-0.066828154,0.284074,benzenethiol,PICO
-0.19100274,0.28770798,benzenethiol,PICO
-0.15291959,0.21522094,benzenethiol,PICO
-0.1565366,0.17025322,benzenethiol,PICO
-0.12431901,0.19975367,benzenethiol,PICO
-0.19931467,0.19863756,benzenethiol,PICO
-0.21760611,0.23859635,benzenethiol,PICO
-0.15014708,0.1459421,benzenethiol,PICO
-0.059510257,0.27473214,benzenethiol,PICO
-0.21464352,0.24345115,benzenethiol,PICO
-0.14277953,0.29660892,benzenethiol,PICO
-0.14898694,0.23069435,benzenethiol,PICO
-0.20565245,0.2578055,benzenethiol,PICO
-0.1610276,0.28900406,benzenethiol,PICO
-0.16348326,0.24408782,benzenethiol,PICO
-0.14476612,0.24869809,benzenethiol,PICO
0.5385512,-0.12591007,pyridine,PICO
0.5528878,-0.13061482,pyridine,PICO
0.54939693,-0.1181525,pyridine,PICO
0.53698194,-0.13353238,pyridine,PICO
0.56728786,-0.15650009,pyridine,PICO
0.54257697,-0.1452767,pyridine,PICO
0.5193342,-0.15608542,pyridine,PICO
0.54306126,-0.1532025,pyridine,PICO
0.5265628,-0.16077913,pyridine,PICO
0.5129649,-0.13452204,pyridine,PICO
0.5485286,-0.14169052,pyridine,PICO
0.54625285,-0.13532862,pyridine,PICO
0.54879653,-0.15524149,pyridine,PICO
0.5221048,-0.13281022,pyridine,PICO
0.53392863,-0.12861614,pyridine,PICO
0.53555584,-0.18143089,pyridine,PICO
0.53645587,-0.120207265,pyridine,PICO
0.5373062,-0.17527297,pyridine,PICO
0.5726385,-0.14158686,pyridine,PICO
0.528417,-0.13526495,pyridine,PICO
0.54109484,-0.15567756,pyridine,PICO
0.5465522,-0.15874688,pyridine,PICO
0.5464259,-0.14929454,pyridine,PICO
0.52986276,-0.12779215,pyridine,PICO
0.538598,-0.12879194,pyridine,PICO
-0.14931467,0.11211964,4np,AgNP
-0.2076474,0.0455822,4np,AgNP
-0.10735001,0.07909667,4np,AgNP
-0.16907735,0.097996324,4np,AgNP
-0.24262695,0.11470804,4np,AgNP
-0.13222851,0.0988604,4np,AgNP
-0.19118157,0.036115915,4np,AgNP
-0.1291541,0.014531364,4np,AgNP
-0.176154,0.0024476647,4np,AgNP
-0.24948423,0.01470094,4np,AgNP
-0.17896321,0.016549435,4np,AgNP
-0.17129746,0.0699879,4np,AgNP
-0.11139691,0.009404851,4np,AgNP
-0.22113812,-0.08529134,4np,AgNP
-0.18342604,-0.03300787,4np,AgNP
-0.19178225,-0.05318828,4np,AgNP
-0.17468736,-0.012321882,4np,AgNP
-0.09268517,0.06453808,4np,AgNP
-0.12387353,0.07903093,4np,AgNP
-0.2928936,-0.049211442,4np,AgNP
-0.012767283,-0.019999715,4np,AgNP
-0.25556102,-0.08512396,4np,AgNP
-0.20599303,-0.06681113,4np,AgNP
0.016518185,0.112831,4np,AgNP
-0.21842714,0.026497392,4np,AgNP
0.294207,-0.0003420968,pyridine,AgNP
0.16740978,0.12926693,pyridine,AgNP
0.28935218,0.014602562,pyridine,AgNP
0.31787872,-0.079691745,pyridine,AgNP
0.105112374,-0.014872289,pyridine,AgNP
0.33226565,-0.021837203,pyridine,AgNP
0.2414032,-0.0028613817,pyridine,AgNP
0.37229428,-0.020745344,pyridine,AgNP
0.22017673,0.04334518,pyridine,AgNP
0.12607072,0.026137799,pyridine,AgNP
0.25091973,0.045164365,pyridine,AgNP
0.30555212,0.031606037,pyridine,AgNP
0.35555002,-0.03581766,pyridine,AgNP
0.411115,-0.07834617,pyridine,AgNP
0.3097004,0.03569958,pyridine,AgNP
0.15537834,0.010029635,pyridine,AgNP
0.17184666,-0.019294059,pyridine,AgNP
0.13732322,0.0521418,pyridine,AgNP
0.10567588,0.05877429,pyridine,AgNP
0.43301785,-0.013622854,pyridine,AgNP
0.13876262,0.006043784,pyridine,AgNP
0.2936834,-0.010600055,pyridine,AgNP
0.34358484,-0.0042050458,pyridine,AgNP
0.19207367,0.01083135,pyridine,AgNP
0.003084508,0.13327731,pyridine,AgNP
0.6045662,-0.11407054,pyridine,AuNP
0.5665248,-0.07338871,pyridine,AuNP
0.51498973,-0.085194714,pyridine,AuNP
0.5901871,-0.09070922,pyridine,AuNP
0.5805268,-0.06648687,pyridine,AuNP
0.57810754,-0.05762954,pyridine,AuNP
0.49720776,-0.070882894,pyridine,AuNP
0.5545732,0.00223322,pyridine,AuNP
0.5035464,-0.10816364,pyridine,AuNP
0.5050109,-0.05252473,pyridine,AuNP
0.57424235,-0.08928451,pyridine,AuNP
0.59005153,-0.10621507,pyridine,AuNP
0.5553077,-0.0777036,pyridine,AuNP
0.5062853,-0.055098847,pyridine,AuNP
0.5183171,-0.054553438,pyridine,AuNP
0.54780906,-0.07399509,pyridine,AuNP
0.595428,-0.08666711,pyridine,AuNP
0.60327274,-0.09643224,pyridine,AuNP
0.5845953,-0.097784534,pyridine,AuNP
0.57597333,-0.11106236,pyridine,AuNP
0.554128,-0.11690951,pyridine,AuNP
0.54646635,-0.11360322,pyridine,AuNP
0.57510453,-0.101995446,pyridine,AuNP
0.5592638,-0.1513297,pyridine,AuNP
0.5560874,-0.038434613,pyridine,AuNP
-0.20924313,0.20448057,benzenethiol,Ag
-0.18757671,0.21766074,benzenethiol,Ag
-0.30810013,0.1393414,benzenethiol,Ag
-0.26715124,0.28902107,benzenethiol,Ag
-0.23914564,0.22247845,benzenethiol,Ag
-0.21723238,0.23909757,benzenethiol,Ag
-0.2517545,0.27021202,benzenethiol,Ag
-0.21885794,0.26013035,benzenethiol,Ag
-0.17942287,0.20482199,benzenethiol,Ag
-0.23318799,0.2903231,benzenethiol,Ag
-0.19951934,0.20264603,benzenethiol,Ag
