x1,x2,label,substrate
10.452151,10.348199,4np,pSERS
10.6403,9.980129,4np,pSERS
10.39357,10.754633,4np,pSERS
11.1483,7.920931,4np,pSERS
10.4692335,10.02084,4np,pSERS
10.8228855,9.920996,4np,pSERS
10.52478,10.750204,4np,pSERS
10.849316,9.862228,4np,pSERS
11.017891,9.3057995,4np,pSERS
10.492373,10.416448,4np,pSERS
10.498416,10.362101,4np,pSERS
10.946062,9.651828,4np,pSERS
10.44242,10.803961,4np,pSERS
11.365947,8.709606,4np,pSERS
10.735828,10.002122,4np,pSERS
10.353401,10.847646,4np,pSERS
10.547193,10.599212,4np,pSERS
10.616048,10.569,4np,pSERS
10.431438,10.124211,4np,pSERS
10.618217,9.769651,4np,pSERS
10.2824745,10.614346,4np,pSERS
10.375552,10.290891,4np,pSERS
10.36706,10.070709,4np,pSERS
10.4892,10.416469,4np,pSERS
10.571853,10.146883,4np,pSERS
-7.049229,-5.8819637,benzenethiol,pSERS
-7.6920533,-6.2717757,benzenethiol,pSERS
-8.177978,-6.290124,benzenethiol,pSERS
-7.06622,-5.9584384,benzenethiol,pSERS
-8.216621,-6.2322583,benzenethiol,pSERS
-7.945424,-6.3808804,benzenethiol,pSERS
-8.277593,-6.267988,benzenethiol,pSERS
-7.9974504,-6.498,benzenethiol,pSERS
-7.0741997,-5.8416715,benzenethiol,pSERS
-8.201883,-6.32959,benzenethiol,pSERS
-7.3003044,-6.027489,benzenethiol,pSERS
-7.182922,-5.9531703,benzenethiol,pSERS
-8.017577,-6.4406867,benzenethiol,pSERS
-7.8680453,-6.499396,benzenethiol,pSERS
-7.786247,-6.3439136,benzenethiol,pSERS
-7.7099485,-6.198946,benzenethiol,pSERS
-7.654326,-6.165759,benzenethiol,pSERS
-7.197273,-5.893077,benzenethiol,pSERS
-7.1653175,-5.841111,benzenethiol,pSERS
-7.154501,-5.8700733,benzenethiol,pSERS
-8.293363,-6.1878085,benzenethiol,pSERS
-7.829841,-6.5555263,benzenethiol,pSERS
-8.125144,-6.311961,benzenethiol,pSERS
-7.1326995,-5.9180927,benzenethiol,pSERS
-7.923698,-6.138381,benzenethiol,pSERS
-2.8035471,15.014156,pyridine,pSERS
-3.1326454,15.235699,pyridine,pSERS
-2.7726808,15.313232,pyridine,pSERS
-3.0822864,14.80139,pyridine,pSERS
-2.8735642,15.067468,pyridine,pSERS
-2.9554317,14.83086,pyridine,pSERS
-2.6976578,15.294262,pyridine,pSERS
-3.1486628,15.121376,pyridine,pSERS
-2.8098125,15.3918,pyridine,pSERS
-3.4037747,14.785836,pyridine,pSERS
-2.8287203,15.136052,pyridine,pSERS
-2.8691008,15.081358,pyridine,pSERS
-3.1148067,14.736277,pyridine,pSERS
-3.0364113,15.366615,pyridine,pSERS
-3.4864898,14.734643,pyridine,pSERS
-3.025295,15.484049,pyridine,pSERS
-2.6444201,15.27202,pyridine,pSERS
-3.2240114,14.82439,pyridine,pSERS
-3.148493,15.191157,pyridine,pSERS
-6.710454,13.868856,pyridine,pSERS
-2.7977598,15.286029,pyridine,pSERS
-6.529487,14.051784,pyridine,pSERS
-7.0199394,12.618062,pyridine,pSERS
-3.0394232,14.776867,pyridine,pSERS
-3.1651065,15.237617,pyridine,pSERS
10.8922825,8.157672,4np,PICO
11.198531,7.4635286,4np,PICO
10.932131,7.8367114,4np,PICO
12.874575,6.884356,4np,PICO
13.012686,7.1889935,4np,PICO
10.924559,7.798895,4np,PICO
12.749812,6.774042,4np,PICO
12.999542,7.0793915,4np,PICO
12.841786,6.9044056,4np,PICO
12.907862,6.9428425,4np,PICO
12.90521,6.7147517,4np,PICO
13.011955,7.1900687,4np,PICO
12.994,7.2536154,4np,PICO
12.987497,6.790997,4np,PICO
11.079145,7.6227274,4np,PICO
12.700439,6.7715507,4np,PICO
12.972862,6.9241934,4np,PICO
11.066243,7.6351094,4np,PICO
11.037312,7.7316117,4np,PICO
12.57683,6.739135,4np,PICO
11.021485,7.7802696,4np,PICO
10.945141,8.276736,4np,PICO
10.948167,7.7252984,4np,PICO
11.210761,7.46593,4np,PICO
11.013372,7.637163,4np,PICO
-1.1663496,-1.0080268,benzenethiol,PICO
-1.2468176,-0.87914836,benzenethiol,PICO
-1.1125914,-0.9954821,benzenethiol,PICO
-0.6768987,-0.96904004,benzenethiol,PICO
-0.87805843,-1.3933793,benzenethiol,PICO
-0.6350583,-1.0294564,benzenethiol,PICO
-0.8057573,-0.89150834,benzenethiol,PICO
-1.0871682,-1.1947851,benzenethiol,PICO
-1.323102,-1.1186659,benzenethiol,PICO
-7.1075964,11.071909,benzenethiol,PICO
-0.8485096,-1.303136,benzenethiol,PICO
-0.24026506,-1.8269777,benzenethiol,PICO
-1.3856924,-1.2181653,benzenethiol,PICO
-0.6946678,-1.1087021,benzenethiol,PICO
-1.2986811,-1.2403111,benzenethiol,PICO
0.32526767,-2.3898275,benzenethiol,PICO
-1.1787467,-1.0604465,benzenethiol,PICO
-1.404321,-1.1124467,benzenethiol,PICO
0.4656832,-2.5769312,benzenethiol,PICO
-1.0840228,-0.9013662,benzenethiol,PICO
-0.62823224,-1.5849862,benzenethiol,PICO
0.52364475,-2.568323,benzenethiol,PICO
-1.1634574,-0.9421357,benzenethiol,PICO
-0.744077,-0.90835905,benzenethiol,PICO
-1.2508079,-0.99498266,benzenethiol,PICO
-6.292136,16.607012,pyridine,PICO
-6.559117,14.718763,pyridine,PICO
-6.234484,16.530575,pyridine,PICO
-6.4499063,15.072472,pyridine,PICO
-6.3136888,15.821238,pyridine,PICO
-6.303391,16.61176,pyridine,PICO
-6.998605,13.08483,pyridine,PICO
-6.4278455,15.099888,pyridine,PICO
-6.3526125,15.61914,pyridine,PICO
-6.1318655,15.885528,pyridine,PICO
-6.3378663,16.439041,pyridine,PICO
-6.129155,15.861646,pyridine,PICO
-6.2759137,15.551771,pyridine,PICO
-6.165296,15.792788,pyridine,PICO
-6.2832785,16.626713,pyridine,PICO
-7.189747,13.939097,pyridine,PICO
-6.3139315,16.662516,pyridine,PICO
-7.165184,13.272364,pyridine,PICO
-7.3543677,13.998801,pyridine,PICO
-6.318852,16.51007,pyridine,PICO
-6.2404675,15.708331,pyridine,PICO
-7.1065454,13.808606,pyridine,PICO
-6.354008,16.483288,pyridine,PICO
-7.0753975,13.321012,pyridine,PICO
-6.3607287,16.579994,pyridine,PICO
11.708262,8.7016535,4np,AgNP
11.326372,8.929049,4np,AgNP
11.717469,8.72371,4np,AgNP
11.408072,8.860447,4np,AgNP
11.431555,8.889635,4np,AgNP
11.772173,8.651367,4np,AgNP
11.272494,8.861823,4np,AgNP
12.476146,7.698866,4np,AgNP
12.866414,7.528134,4np,AgNP
10.592906,8.906788,4np,AgNP
10.717714,8.482688,4np,AgNP
11.492376,7.806575,4np,AgNP
12.727742,7.4954476,4np,AgNP
12.47681,7.6672945,4np,AgNP
12.064257,7.914581,4np,AgNP
11.105424,9.170048,4np,AgNP
13.122798,7.307349,4np,AgNP
11.515221,8.702321,4np,AgNP
10.952022,8.6598625,4np,AgNP
10.857113,8.4115095,4np,AgNP
12.336381,7.681984,4np,AgNP
10.68568,8.504163,4np,AgNP
10.240427,10.778765,4np,AgNP
12.603582,7.595296,4np,AgNP
11.153606,8.942334,4np,AgNP
-7.017814,12.834621,pyridine,AgNP
-7.1893797,11.162495,pyridine,AgNP
-7.091805,12.45449,pyridine,AgNP
