role_label,recipe_id,seed_index,epoch,chemical_ce,gradient_norm_mean
surfaces_sparse,D1,1,7,0.02976234583184123,0.5185051592012432
surfaces_sparse,D1,1,8,0.04634437058120966,1.0470315012180962
surfaces_sparse,D1,2,1,1.1003016233444214,14.654289577181025
surfaces_sparse,D1,2,2,1.0317001193761826,2.251306760905804
surfaces_sparse,D1,2,3,0.8968094736337662,3.794001181084721
surfaces_sparse,D1,2,4,0.6648862808942795,2.853902962560099
surfaces_sparse,D1,2,5,0.40352458879351616,2.684403447355576
surfaces_sparse,D1,2,6,0.20228475332260132,1.8975988055368913
surfaces_sparse,D1,2,7,0.07410350535064936,1.148930322987121
surfaces_sparse,D1,2,8,0.03030358161777258,0.6068157696134205
surfaces_sparse,D2,1,1,1.0180680751800537,1.6976951085917549
surfaces_sparse,D2,1,2,0.7792165279388428,2.294838841902764
surfaces_sparse,D2,1,3,0.39497798681259155,2.505593768066052
surfaces_sparse,D2,1,4,0.15259058959782124,1.5146401409315686
surfaces_sparse,D2,1,5,0.0360115678049624,0.5818818939000112
surfaces_sparse,D2,1,6,0.0076324696419760585,0.16267684429005355
surfaces_sparse,D2,1,7,0.006251164712011814,0.16638862790224113
surfaces_sparse,D2,1,8,0.005091469502076507,0.14170075579168984
surfaces_sparse,D2,2,1,1.0447807312011719,1.6294823988362395
surfaces_sparse,D2,2,2,0.8489943593740463,2.3458990187978204
surfaces_sparse,D2,2,3,0.5037606135010719,2.7276355979085043
surfaces_sparse,D2,2,4,0.23698116466403008,2.2217125107685396
surfaces_sparse,D2,2,5,0.09570091869682074,1.4770364378749017
surfaces_sparse,D2,2,6,0.03795524674933404,0.7585342567435853
surfaces_sparse,D2,2,7,0.008913067867979407,0.2593247718043538
surfaces_sparse,D2,2,8,0.0013501324428943917,0.04865085848137956
surfaces_sparse,D3,1,1,1.1041192710399628,10.510583427436275
surfaces_sparse,D3,1,2,1.01786869764328,1.9420605099155444
surfaces_sparse,D3,1,3,0.7782356142997742,2.56901387088255
surfaces_sparse,D3,1,4,0.53316929936409,2.636061611240686
surfaces_sparse,D3,1,5,0.21978765726089478,1.9887446048367015
surfaces_sparse,D3,1,6,0.07313342951238155,0.928153087398987
surfaces_sparse,D3,1,7,0.02976234583184123,0.5185051592012432
surfaces_sparse,D3,1,8,0.04634437058120966,1.0470315012180962
surfaces_sparse,D3,2,1,1.1003016233444214,14.654289577181025
surfaces_sparse,D3,2,2,1.0317001193761826,2.251306760905804
surfaces_sparse,D3,2,3,0.8968094736337662,3.794001181084721
surfaces_sparse,D3,2,4,0.6648862808942795,2.853902962560099
surfaces_sparse,D3,2,5,0.40352458879351616,2.684403447355576
surfaces_sparse,D3,2,6,0.20228475332260132,1.8975988055368913
surfaces_sparse,D3,2,7,0.07410350535064936,1.148930322987121
surfaces_sparse,D3,2,8,0.03030358161777258,0.6068157696134205
