label,substrate,n,raman_shift_cm-1,mean_raw_intensity,display_minmax_intensity
benzenethiol,pSERS,25,707.6314761,1240.5451197920002,0.051857218051113284
benzenethiol,pSERS,25,709.8475073,1242.584232976,0.053579351035690295
benzenethiol,pSERS,25,712.0635386,1242.7810782239999,0.053745596684582016
benzenethiol,pSERS,25,714.2795699,1240.3469764760002,0.05168987611892707
benzenethiol,pSERS,25,716.4956012,1237.381413296,0.049185309815203006
benzenethiol,pSERS,25,718.7116325,1235.4302274,0.04753743581933602
benzenethiol,pSERS,25,720.9276637,1237.9173407399999,0.04963792732358573
benzenethiol,pSERS,25,723.143695,1236.2577549,0.048236324147152725
benzenethiol,pSERS,25,725.3597263,1236.718416764,0.048625376111975496
benzenethiol,pSERS,25,727.5757576,1235.769725836,0.04782415921430766
benzenethiol,pSERS,25,729.7917889,1236.848462076,0.04873520587671935
benzenethiol,pSERS,25,732.0078201,1239.6191896440002,0.051075223769581055
benzenethiol,pSERS,25,734.2238514,1240.0535166680002,0.051442034645991654
benzenethiol,pSERS,25,736.4398827,1239.602252664,0.051060919643578374
benzenethiol,pSERS,25,738.655914,1240.04100616,0.05143146889679742
benzenethiol,pSERS,25,740.8719453,1238.7892291879998,0.05037428068883984
benzenethiol,pSERS,25,743.0879765,1238.185825044,0.04986467573529129
benzenethiol,pSERS,25,745.3040078,1236.340420376,0.048306139272680126
benzenethiol,pSERS,25,747.5200391,1232.62780604,0.045170650935295355
benzenethiol,pSERS,25,749.7360704,1234.33602496,0.046613327178131464
benzenethiol,pSERS,25,751.9521017,1230.974278984,0.043774164704726067
benzenethiol,pSERS,25,754.1681329,1231.4927855279998,0.044212069392483296
benzenethiol,pSERS,25,756.3841642,1230.908110224,0.043718281880251855
benzenethiol,pSERS,25,758.6001955,1230.8894078439998,0.0437024867857269
benzenethiol,pSERS,25,760.8162268,1231.920765168,0.04457351958590797
benzenethiol,pSERS,25,763.0322581,1232.4090923199997,0.04498593626896513
benzenethiol,pSERS,25,765.2482893,1231.959080352,0.044605878673522364
benzenethiol,pSERS,25,767.4643206,1231.882178076,0.04454093085839964
benzenethiol,pSERS,25,769.6803519,1232.772874792,0.04529316874588624
benzenethiol,pSERS,25,771.8963832,1233.1922094840002,0.04564731784871058
benzenethiol,pSERS,25,774.1124145,1234.169419684,0.046472620696777045
benzenethiol,pSERS,25,776.3284457,1235.2255958639998,0.04736461426112358
benzenethiol,pSERS,25,778.544477,1237.077288368,0.04892846111545919
benzenethiol,pSERS,25,780.7605083,1239.2831477959999,0.0507914196359113
benzenethiol,pSERS,25,782.9765396,1237.299823056,0.04911640278021053
benzenethiol,pSERS,25,785.1925709,1239.171198756,0.050696873077197294
benzenethiol,pSERS,25,787.4086022,1240.594685512,0.05189907877860303
benzenethiol,pSERS,25,789.6246334,1242.869227764,0.0538200433762128
benzenethiol,pSERS,25,791.8406647,1244.7355980959999,0.055396286389789946
benzenethiol,pSERS,25,794.056696,1243.6535474000002,0.05448244050365319
benzenethiol,pSERS,25,796.2727273,1244.87777896,0.055516365234648264
benzenethiol,pSERS,25,798.4887586,1248.707828944,0.05875103384538569
benzenethiol,pSERS,25,800.7047898,1246.100218756,0.056548776731405806
benzenethiol,pSERS,25,802.9208211,1249.903141796,0.05976053528231915
benzenethiol,pSERS,25,805.1368524,1249.7064285879999,0.05959440114780562
benzenethiol,pSERS,25,807.3528837,1245.076430184,0.0556841361205223
benzenethiol,pSERS,25,809.568915,1245.723508252,0.056230625885407996
benzenethiol,pSERS,25,811.7849462,1247.171198816,0.05745327291220749
benzenethiol,pSERS,25,814.0009775,1247.14515084,0.05743127409477891
benzenethiol,pSERS,25,816.2170088,1247.34086314,0.0575965629124679
benzenethiol,pSERS,25,818.4330401,1246.458883832,0.05685168731167283
benzenethiol,pSERS,25,820.6490714,1246.040716584,0.0564985241736472
benzenethiol,pSERS,25,822.8651026,1247.204918808,0.05748175113054206
benzenethiol,pSERS,25,825.0811339,1247.158074412,0.057442188697163
benzenethiol,pSERS,25,827.2971652,1246.2458346160001,0.056671756602043426
benzenethiol,pSERS,25,829.5131965,1248.2487695999998,0.05836333528878554
benzenethiol,pSERS,25,831.7292278,1249.3232251719999,0.05927076671315315
benzenethiol,pSERS,25,833.945259,1246.233558484,0.05666138879509366
benzenethiol,pSERS,25,836.1612903,1245.383174972,0.05594319742295857
benzenethiol,pSERS,25,838.3773216,1245.6288455879999,0.056150678535078505
benzenethiol,pSERS,25,840.5933529,1245.120246024,0.0557211407870131
benzenethiol,pSERS,25,842.8093842,1244.222825452,0.05496322426712314
benzenethiol,pSERS,25,845.0254154,1246.435734896,0.05683213687839799
benzenethiol,pSERS,25,847.2414467,1245.7085234960002,0.056217970510132255
benzenethiol,pSERS,25,849.457478,1245.328046736,0.055896638872730935
benzenethiol,pSERS,25,851.6735093,1245.6985121799999,0.056209515453474024
benzenethiol,pSERS,25,853.8895406,1245.7001991280001,0.056210940165362176
benzenethiol,pSERS,25,856.1055718,1247.8355138880002,0.05801432018835669
benzenethiol,pSERS,25,858.3216031,1250.573437804,0.060326633757805746
benzenethiol,pSERS,25,860.5376344,1250.9973258559999,0.06068462840069518
benzenethiol,pSERS,25,862.7536657,1250.66675732,0.0604054467525279
benzenethiol,pSERS,25,864.969697,1251.1352958600003,0.06080115096385435
benzenethiol,pSERS,25,867.1857283,1252.3789232200002,0.06185145641721673
benzenethiol,pSERS,25,869.4017595,1252.1217223840001,0.061634237458106485
benzenethiol,pSERS,25,871.6177908,1251.219471976,0.06087224190035273
benzenethiol,pSERS,25,873.8338221,1252.5882807799999,0.06202826933887066
benzenethiol,pSERS,25,876.0498534,1255.2057615999997,0.06423886269483987
benzenethiol,pSERS,25,878.2658847,1257.168443348,0.06589644551220379
benzenethiol,pSERS,25,880.4819159,1260.15219116,0.06841636964639299
benzenethiol,pSERS,25,882.6979472,1259.922843152,0.06822267379241932
benzenethiol,pSERS,25,884.9139785,1260.05729808,0.06833622769823708
benzenethiol,pSERS,25,887.1300098,1261.9135750159999,0.06990394633449452
benzenethiol,pSERS,25,889.3460411,1261.752681496,0.06976806371651591
benzenethiol,pSERS,25,891.5620723,1261.923278892,0.06991214174270892
benzenethiol,pSERS,25,893.7781036,1261.4318309799999,0.0694970894218775
benzenethiol,pSERS,25,895.9941349,1265.026989012,0.07253338004088551
benzenethiol,pSERS,25,898.2101662,1267.532788708,0.07464965310659127
benzenethiol,pSERS,25,900.4261975,1264.874825636,0.07240487046578664
benzenethiol,pSERS,25,902.6422287,1263.5578806719998,0.07129264463194229
benzenethiol,pSERS,25,904.85826,1269.8747688320002,0.07662757235718089
benzenethiol,pSERS,25,907.0742913,1268.015544564,0.07505736455176205
benzenethiol,pSERS,25,909.2903226,1264.112106052,0.0717607156616807
benzenethiol,pSERS,25,911.5063539,1260.911978176,0.06905804775027358
benzenethiol,pSERS,25,913.7223851,1259.5483044399998,0.06790635713329629
benzenethiol,pSERS,25,915.9384164,1256.581979404,0.06540114740410849
benzenethiol,pSERS,25,918.1544477,1253.913761412,0.06314770397089424
benzenethiol,pSERS,25,920.370479,1253.480123288,0.06278147490495997
benzenethiol,pSERS,25,922.5865103,1253.2255112520002,0.06256644231682014
benzenethiol,pSERS,25,924.8025415,1253.7557297160001,0.06301423830629775
benzenethiol,pSERS,25,927.0185728,1255.8768163159998,0.06480560193714753
benzenethiol,pSERS,25,929.2346041,1255.75346534,0.06470142587369222
benzenethiol,pSERS,25,931.4506354,1257.885083196,0.06650168367651321
benzenethiol,pSERS,25,933.6666667,1256.426390176,0.0652697445257954
benzenethiol,pSERS,25,935.8826979,1257.7566185800001,0.06639318888853356
benzenethiol,pSERS,25,938.0987292,1261.239481088,0.0693346403257744
benzenethiol,pSERS,25,940.3147605,1262.972430536,0.0707982027353662
benzenethiol,pSERS,25,942.5307918,1262.432975,0.07034260557697987
benzenethiol,pSERS,25,944.7468231,1259.7353945520001,0.06806436408234261
benzenethiol,pSERS,25,946.9628543,1262.8689561720003,0.07071081346403962
benzenethiol,pSERS,25,949.1788856,1264.431265988,0.07203026217702564
benzenethiol,pSERS,25,951.3949169,1263.2249983,0.07101150883364361
benzenethiol,pSERS,25,953.6109482,1266.5492608079999,0.07381901464515997
benzenethiol,pSERS,25,955.8269795,1269.41859752,0.07624231288792856
benzenethiol,pSERS,25,958.0430108,1272.534873748,0.07887416389227789
benzenethiol,pSERS,25,960.259042,1274.644240004,0.08065562910691863
benzenethiol,pSERS,25,962.4750733,1273.210277384,0.0794445760148541
benzenethiol,pSERS,25,964.6911046,1273.16861388,0.07940938910367418
benzenethiol,pSERS,25,966.9071359,1274.4660172519998,0.08050511108652134
benzenethiol,pSERS,25,969.1231672,1277.782364584,0.08330593213636059
benzenethiol,pSERS,25,971.3391984,1281.533524328,0.08647397399703258
benzenethiol,pSERS,25,973.5552297,1282.656715416,0.08742256500012405
benzenethiol,pSERS,25,975.771261,1291.1269979600002,0.09457614189431873
benzenethiol,pSERS,25,977.9872923,1292.257522524,0.0955309263843683
benzenethiol,pSERS,25,980.2033236,1298.686174288,0.10096024405835188
benzenethiol,pSERS,25,982.4193548,1307.7480635799998,0.10861346241562113
benzenethiol,pSERS,25,984.6353861,1322.351806024,0.12094705270301602
benzenethiol,pSERS,25,986.8514174,1333.40185578,0.1302793719265601
benzenethiol,pSERS,25,989.0674487,1336.404226824,0.13281502431083284
benzenethiol,pSERS,25,991.28348,1352.6830715919998,0.14656332222080432
benzenethiol,pSERS,25,993.4995112,1427.91381848,0.2100994474770052
benzenethiol,pSERS,25,995.7155425,1655.54697912,0.4023470271590155
benzenethiol,pSERS,25,997.9315738,1932.1496146000002,0.6359517754970357
benzenethiol,pSERS,25,1000.147605,1963.1623179599999,0.6621435532836876
benzenethiol,pSERS,25,1002.363636,1719.48345068,0.45634457249142335
benzenethiol,pSERS,25,1004.579668,1465.63932344,0.24196052167397458
benzenethiol,pSERS,25,1006.795699,1348.784853492,0.143271082229537
benzenethiol,pSERS,25,1009.01173,1323.4115269319998,0.12184203996729936
benzenethiol,pSERS,25,1011.227761,1334.008188752,0.13079145042171728
benzenethiol,pSERS,25,1013.443793,1356.828741836,0.15006454791361634
benzenethiol,pSERS,25,1015.659824,1417.66104856,0.2014404709174619
benzenethiol,pSERS,25,1017.875855,1562.1105077599998,0.32343525779077414
benzenethiol,pSERS,25,1020.091887,1789.3328079599999,0.5153358452992584
benzenethiol,pSERS,25,1022.307918,1948.94002916,0.6501321196610501
benzenethiol,pSERS,25,1024.523949,1839.23272612,0.5574788198360917
benzenethiol,pSERS,25,1026.73998,1607.6651420800001,0.3619084229776752
benzenethiol,pSERS,25,1028.956012,1439.313485588,0.21972703602575613
benzenethiol,pSERS,25,1031.172043,1360.2475424960003,0.152951895918856
benzenethiol,pSERS,25,1033.388074,1328.511521188,0.1261492399787194
benzenethiol,pSERS,25,1035.604106,1319.394199032,0.11844920579765306
benzenethiol,pSERS,25,1037.820137,1312.681352656,0.11277987157176618
benzenethiol,pSERS,25,1040.036168,1309.768567956,0.11031987933190363
benzenethiol,pSERS,25,1042.252199,1311.0027042479999,0.11136216910404248
benzenethiol,pSERS,25,1044.468231,1314.271261096,0.11412262870190769
benzenethiol,pSERS,25,1046.684262,1320.2568579640001,0.11917776437541835
benzenethiol,pSERS,25,1048.900293,1328.706040548,0.12631352129896353
benzenethiol,pSERS,25,1051.116325,1341.4451086919998,0.13707230095656073
benzenethiol,pSERS,25,1053.332356,1362.7003370080001,0.1550234034578434
benzenethiol,pSERS,25,1055.548387,1394.424874048,0.1818163603597498
benzenethiol,pSERS,25,1057.764418,1446.3818358400001,0.22569661104053523
benzenethiol,pSERS,25,1059.98045,1542.6142860000002,0.30696972422894286
benzenethiol,pSERS,25,1062.196481,1698.1019193599998,0.4382868007915174
benzenethiol,pSERS,25,1064.412512,1900.02803376,0.6088234952645425
benzenethiol,pSERS,25,1066.628543,2124.4207361199997,0.7983343459935343
benzenethiol,pSERS,25,1068.844575,2300.8914937199997,0.9473727195673411
benzenethiol,pSERS,25,1071.060606,2363.2054859200002,1.0
benzenethiol,pSERS,25,1073.276637,2269.71267216,0.9210406466593574
benzenethiol,pSERS,25,1075.492669,2059.1904680000002,0.7432441248112569
benzenethiol,pSERS,25,1077.7087,1825.1692406,0.545601503519297
benzenethiol,pSERS,25,1079.924731,1647.09266988,0.3952069405182834
benzenethiol,pSERS,25,1082.140762,1526.4848682000002,0.2933476248607673
benzenethiol,pSERS,25,1084.356794,1457.79528716,0.235335841045159
benzenethiol,pSERS,25,1086.572825,1421.798427028,0.20493469379107662
benzenethiol,pSERS,25,1088.788856,1403.0069910600002,0.18906438705087913
benzenethiol,pSERS,25,1091.004888,1400.835579204,0.1872305212264307
benzenethiol,pSERS,25,1093.220919,1409.306758616,0.19438485557047053
benzenethiol,pSERS,25,1095.43695,1417.9602237200002,0.20169313929077498
benzenethiol,pSERS,25,1097.652981,1423.5385405199997,0.20640430659383519
benzenethiol,pSERS,25,1099.869013,1428.2742335199998,0.2104038359893211
benzenethiol,pSERS,25,1102.085044,1431.4454931599998,0.21308212323279277
benzenethiol,pSERS,25,1104.301075,1438.41749516,0.21897032733394273
benzenethiol,pSERS,25,1106.517107,1445.0569715999998,0.22457769698235844
benzenethiol,pSERS,25,1108.733138,1448.7242341600002,0.22767488347854523
benzenethiol,pSERS,25,1110.949169,1452.52018968,0.23088075761063023
benzenethiol,pSERS,25,1113.1652,1447.23891076,0.2264204536411162
benzenethiol,pSERS,25,1115.381232,1435.821317812,0.21677772582467664
benzenethiol,pSERS,25,1117.597263,1422.652512064,0.20565601128520594
benzenethiol,pSERS,25,1119.813294,1405.877953796,0.1914890585521727
benzenethiol,pSERS,25,1122.029326,1393.537695652,0.18106709386932435
benzenethiol,pSERS,25,1124.245357,1380.422267836,0.16999045966088538
benzenethiol,pSERS,25,1126.461388,1366.6863156119998,0.1583897615803979
benzenethiol,pSERS,25,1128.677419,1353.171075436,0.14697546585409907
benzenethiol,pSERS,25,1130.893451,1343.15922276,0.13851995594648134
benzenethiol,pSERS,25,1133.109482,1334.3916449400003,0.13111529833495578
benzenethiol,pSERS,25,1135.325513,1329.573624056,0.1270462389272568
benzenethiol,pSERS,25,1137.541544,1320.679035712,0.11953431458111072
benzenethiol,pSERS,25,1139.757576,1320.2877797159997,0.11920387934023602
benzenethiol,pSERS,25,1141.973607,1318.801960604,0.11794903084925115
benzenethiol,pSERS,25,1144.189638,1321.651628396,0.12035571770616381
benzenethiol,pSERS,25,1146.40567,1323.862085444,0.1222225591464631
benzenethiol,pSERS,25,1148.621701,1327.2360477519999,0.12507203892272956
benzenethiol,pSERS,25,1150.837732,1336.1149157120003,0.13257068661899268
benzenethiol,pSERS,25,1153.053763,1336.5163150399999,0.13290968841063386
benzenethiol,pSERS,25,1155.269795,1338.7864450919997,0.13482692668485244
benzenethiol,pSERS,25,1157.485826,1342.2620501640004,0.13776224885471577
benzenethiol,pSERS,25,1159.701857,1337.875538232,0.13405762032079585
benzenethiol,pSERS,25,1161.917889,1334.1887068839999,0.1309439070052314
benzenethiol,pSERS,25,1164.13392,1328.9716638959999,0.12653785349035626
benzenethiol,pSERS,25,1166.349951,1322.8762242639998,0.12138995011347059
benzenethiol,pSERS,25,1168.565982,1324.224383676,0.12252853810853177
benzenethiol,pSERS,25,1170.782014,1326.028265232,0.12405200622802286
benzenethiol,pSERS,25,1172.998045,1329.321310184,0.12683314725346098
benzenethiol,pSERS,25,1175.214076,1346.352322564,0.1412166882998704
benzenethiol,pSERS,25,1177.430108,1371.007521324,0.16203923574797718
benzenethiol,pSERS,25,1179.646139,1391.0802496840001,0.1789916579432976
benzenethiol,pSERS,25,1181.86217,1400.421715188,0.18688099238287484
benzenethiol,pSERS,25,1184.078201,1390.51917902,0.1785178057291415
benzenethiol,pSERS,25,1186.294233,1362.082136016,0.1545013018267151
benzenethiol,pSERS,25,1188.510264,1333.388499588,0.1302680919549666
benzenethiol,pSERS,25,1190.726295,1316.867679656,0.11631543392676189
benzenethiol,pSERS,25,1192.942326,1304.898376816,0.10620675953590665
benzenethiol,pSERS,25,1195.158358,1301.790696664,0.1035821683473114
benzenethiol,pSERS,25,1197.374389,1298.894530112,0.10113621096389418
benzenethiol,pSERS,25,1199.59042,1300.550242016,0.10253454240778302
benzenethiol,pSERS,25,1201.806452,1300.60022262,0.10257675352554384
benzenethiol,pSERS,25,1204.022483,1300.526837636,0.10251477623928487
benzenethiol,pSERS,25,1206.238514,1297.401833228,0.09987555385075189
benzenethiol,pSERS,25,1208.454545,1301.160815132,0.10305020191644094
benzenethiol,pSERS,25,1210.670577,1299.820438536,0.10191818689842287
benzenethiol,pSERS,25,1212.886608,1298.3185988199998,0.1006498082067613
benzenethiol,pSERS,25,1215.102639,1296.819345404,0.09938361377469526
benzenethiol,pSERS,25,1217.318671,1296.71982564,0.09929956436069193
benzenethiol,pSERS,25,1219.534702,1301.31146858,0.1031774362818882
benzenethiol,pSERS,25,1221.750733,1303.83469426,0.10530842646191145
benzenethiol,pSERS,25,1223.966764,1302.084981348,0.10383070646925022
benzenethiol,pSERS,25,1226.182796,1300.453943044,0.10245321311357634
benzenethiol,pSERS,25,1228.398827,1302.483835548,0.10416755877310792
benzenethiol,pSERS,25,1230.614858,1302.845908672,0.10447334762022147
benzenethiol,pSERS,25,1232.83089,1305.485651728,0.10670274254700449
benzenethiol,pSERS,25,1235.046921,1304.258623664,0.10566645602863131
benzenethiol,pSERS,25,1237.262952,1304.4478524639999,0.10582626920657003
benzenethiol,pSERS,25,1239.478983,1308.074937712,0.10888952395499014
benzenethiol,pSERS,25,1241.695015,1309.6385190360002,0.11021004652002363
benzenethiol,pSERS,25,1243.911046,1309.78334842,0.11033236217237644
benzenethiol,pSERS,25,1246.127077,1311.654156812,0.11191235334940712
benzenethiol,pSERS,25,1248.343109,1314.396982764,0.11422880693322798
benzenethiol,pSERS,25,1250.55914,1314.235998548,0.11409284771794491
benzenethiol,pSERS,25,1252.775171,1314.0929944920001,0.1139720736463053
benzenethiol,pSERS,25,1254.991202,1314.7897260720001,0.1145604982834119
benzenethiol,pSERS,25,1257.207234,1315.686844504,0.11531815963097299
benzenethiol,pSERS,25,1259.423265,1316.218041636,0.11576678215448363
benzenethiol,pSERS,25,1261.639296,1315.819937008,0.11543056290163824
benzenethiol,pSERS,25,1263.855327,1315.013654404,0.1147496169501657
benzenethiol,pSERS,25,1266.071359,1317.1967314639999,0.11659333462233759
benzenethiol,pSERS,25,1268.28739,1316.645201884,0.11612754033041676
benzenethiol,pSERS,25,1270.503421,1320.156504524,0.11909301088037152
benzenethiol,pSERS,25,1272.719453,1320.87315248,0.1196982558922921
benzenethiol,pSERS,25,1274.935484,1320.0615629480003,0.11901282797492044
benzenethiol,pSERS,25,1277.151515,1318.950353884,0.11807435638987474
benzenethiol,pSERS,25,1279.367546,1318.00072792,0.1172723498075784
benzenethiol,pSERS,25,1281.583578,1317.7351741039997,0.1170480763394342
benzenethiol,pSERS,25,1283.799609,1317.2572926359999,0.11664448155851759
benzenethiol,pSERS,25,1286.01564,1318.4325129439999,0.11763701383795758
benzenethiol,pSERS,25,1288.231672,1320.1719283280001,0.1191060370536241
benzenethiol,pSERS,25,1290.447703,1320.916231284,0.11973463809504904
benzenethiol,pSERS,25,1292.663734,1324.112735524,0.12243424566477012
benzenethiol,pSERS,25,1294.879765,1327.722608712,0.12548296396838102
benzenethiol,pSERS,25,1297.095797,1328.3207519920002,0.1259881258593805
benzenethiol,pSERS,25,1299.311828,1325.7416062080001,0.1238099083570315
benzenethiol,pSERS,25,1301.527859,1321.9561794679998,0.12061292630581126
benzenethiol,pSERS,25,1303.743891,1320.204224588,0.11913331285913632
benzenethiol,pSERS,25,1305.959922,1319.1932057719998,0.11827945694533828
benzenethiol,pSERS,25,1308.175953,1317.966563436,0.11724349619353719
benzenethiol,pSERS,25,1310.391984,1318.4186225639999,0.11762528271790301
benzenethiol,pSERS,25,1312.608016,1320.169914996,0.11910433669413764
benzenethiol,pSERS,25,1314.824047,1320.9817157999998,0.1197899430412713
benzenethiol,pSERS,25,1317.040078,1320.0496485319998,0.11900276565520837
benzenethiol,pSERS,25,1319.256109,1320.3844899919998,0.11928555600122477
benzenethiol,pSERS,25,1321.472141,1323.343328904,0.12178444332459054
benzenethiol,pSERS,25,1323.688172,1324.6389333959999,0.12287864606338238
benzenethiol,pSERS,25,1325.904203,1324.9856594519997,0.12317147354463005
benzenethiol,pSERS,25,1328.120235,1324.919675892,0.12311574713081107
benzenethiol,pSERS,25,1330.336266,1325.1970136720001,0.12334997274543376
benzenethiol,pSERS,25,1332.552297,1327.0449945760001,0.12491068496808935
benzenethiol,pSERS,25,1334.768328,1326.839914032,0.1247374842001826
benzenethiol,pSERS,25,1336.98436,1329.631714144,0.12709529890951118
benzenethiol,pSERS,25,1339.200391,1329.2120241280002,0.12674084971781252
benzenethiol,pSERS,25,1341.416422,1327.329352832,0.1251508397255284
benzenethiol,pSERS,25,1343.632454,1325.468087464,0.12357890810915974
benzenethiol,pSERS,25,1345.848485,1325.883072032,0.12392938331487696
benzenethiol,pSERS,25,1348.064516,1326.691259488,0.12461193800905479
benzenethiol,pSERS,25,1350.280547,1326.261619196,0.12424908531202844
benzenethiol,pSERS,25,1352.496579,1327.157478096,0.12500568292187292
benzenethiol,pSERS,25,1354.71261,1328.2992595079997,0.12596997438259733
benzenethiol,pSERS,25,1356.928641,1330.0605183320001,0.1274574454749271
benzenethiol,pSERS,25,1359.144673,1333.5683569839998,0.13041999051390962
benzenethiol,pSERS,25,1361.360704,1337.5087809360002,0.1337478754563462
benzenethiol,pSERS,25,1363.576735,1340.692496772,0.1364366825798136
benzenethiol,pSERS,25,1365.792766,1342.1303620239999,0.13765103163962836
benzenethiol,pSERS,25,1368.008798,1344.2400072720002,0.13943273247695553
benzenethiol,pSERS,25,1370.224829,1347.641940528,0.14230583511660141
benzenethiol,pSERS,25,1372.44086,1348.4720200479999,0.1430068787528401
benzenethiol,pSERS,25,1374.656891,1348.927240008,0.14339133475778634
benzenethiol,pSERS,25,1376.872923,1349.000174784,0.143452931820891
benzenethiol,pSERS,25,1379.088954,1350.6561445520001,0.14485148104381418
benzenethiol,pSERS,25,1381.304985,1351.512943928,0.14557509093371734
benzenethiol,pSERS,25,1383.521017,1347.7309986959997,0.14238104918998468
benzenethiol,pSERS,25,1385.737048,1341.0357084240002,0.13672654197125816
benzenethiol,pSERS,25,1387.953079,1335.869275552,0.13236323122848642
benzenethiol,pSERS,25,1390.16911,1332.1284308200002,0.12920390091092104
benzenethiol,pSERS,25,1392.385142,1326.5670612279998,0.12450704637191976
benzenethiol,pSERS,25,1394.601173,1322.5495178120002,0.12111403018824163
benzenethiol,pSERS,25,1396.817204,1320.7137267760002,0.11956361291827677
benzenethiol,pSERS,25,1399.033236,1318.3702595359998,0.11758443772390935
benzenethiol,pSERS,25,1401.249267,1317.07036128,0.1164866086868472
benzenethiol,pSERS,25,1403.465298,1317.0820564879998,0.11649648587444812
benzenethiol,pSERS,25,1405.681329,1315.125205148,0.11484382712800387
benzenethiol,pSERS,25,1407.897361,1314.2810933479998,0.11413093253006906
benzenethiol,pSERS,25,1410.113392,1313.3693210840001,0.1133608952890876
benzenethiol,pSERS,25,1412.329423,1312.3368648800001,0.11248893442983218
benzenethiol,pSERS,25,1414.545455,1311.801713604,0.11203697243411284
benzenethiol,pSERS,25,1416.761486,1310.392798496,0.11084707321763279
benzenethiol,pSERS,25,1418.977517,1310.6287592840001,0.11104635389477725
benzenethiol,pSERS,25,1421.193548,1309.8281005079998,0.11037015754709022
benzenethiol,pSERS,25,1423.40958,1308.817884472,0.10951697962111989
benzenethiol,pSERS,25,1425.625611,1309.665670052,0.11023297690985435
benzenethiol,pSERS,25,1427.841642,1312.00492284,0.11220859278889858
benzenethiol,pSERS,25,1430.057674,1314.697966712,0.11448300291839737
benzenethiol,pSERS,25,1432.273705,1314.0182036360002,0.11390890903088674
benzenethiol,pSERS,25,1434.489736,1315.1796142760002,0.11488977835558958
benzenethiol,pSERS,25,1436.705767,1319.3218431480002,0.11838809763777161
benzenethiol,pSERS,25,1438.921799,1320.063626836,0.11901457103147488
benzenethiol,pSERS,25,1441.13783,1319.437652196,0.11848590416613791
benzenethiol,pSERS,25,1443.353861,1317.5269840280002,0.1168722494163612
benzenethiol,pSERS,25,1445.569892,1316.626131416,0.11611143436718137
benzenethiol,pSERS,25,1447.785924,1317.9115407239997,0.1171970267636007
benzenethiol,pSERS,25,1450.001955,1317.059268388,0.11647724018520758
benzenethiol,pSERS,25,1452.217986,1320.782093516,0.11962135204670066
benzenethiol,pSERS,25,1454.434018,1323.8005471,0.12217058693969671
benzenethiol,pSERS,25,1456.650049,1324.936365844,0.12312984262932272
benzenethiol,pSERS,25,1458.86608,1329.744041044,0.12719016458987806
benzenethiol,pSERS,25,1461.082111,1330.0701800160002,0.12746560524988892
benzenethiol,pSERS,25,1463.298143,1338.532957716,0.13461284392828543
benzenethiol,pSERS,25,1465.514174,1351.6552024119999,0.14569523533254453
benzenethiol,pSERS,25,1467.730205,1380.1066234720001,0.16972388222177845
benzenethiol,pSERS,25,1469.946237,1420.847788812,0.20413183231138096
benzenethiol,pSERS,25,1472.162268,1454.75815208,0.23277082869521956
benzenethiol,pSERS,25,1474.378299,1462.2228916,0.23907517425560218
benzenethiol,pSERS,25,1476.59433,1434.75561548,0.21587768694891507
benzenethiol,pSERS,25,1478.810362,1396.23556252,0.18334557725996514
benzenethiol,pSERS,25,1481.026393,1364.286282492,0.15636281367360183
benzenethiol,pSERS,25,1483.242424,1344.6311862359998,0.1397631026604561
benzenethiol,pSERS,25,1485.458456,1333.8540592079999,0.13066128031948693
benzenethiol,pSERS,25,1487.674487,1324.7449034080003,0.12296814303416058
benzenethiol,pSERS,25,1489.890518,1318.349272272,0.11756671293066408
benzenethiol,pSERS,25,1492.106549,1309.300138188,0.10992426698396703
benzenethiol,pSERS,25,1494.322581,1305.569295584,0.10677338396333441
benzenethiol,pSERS,25,1496.538612,1301.3344593200002,0.10319685311073548
benzenethiol,pSERS,25,1498.754643,1300.850945076,0.10278850116899965
benzenethiol,pSERS,25,1500.970674,1301.42575164,0.10327395403713033
benzenethiol,pSERS,25,1503.186706,1300.698329548,0.10265960972894138
benzenethiol,pSERS,25,1505.402737,1300.9973319,0.10291213215726262
benzenethiol,pSERS,25,1507.618768,1298.625365972,0.10090888839671333
benzenethiol,pSERS,25,1509.8348,1301.053388676,0.10295947490592215
benzenethiol,pSERS,25,1512.050831,1301.8285250000001,0.10361411626746049
benzenethiol,pSERS,25,1514.266862,1300.76879112,0.10271911804767458
benzenethiol,pSERS,25,1516.482893,1303.513496348,0.10503715877399056
benzenethiol,pSERS,25,1518.698925,1307.65920898,0.10853842026558656
benzenethiol,pSERS,25,1520.914956,1310.096569948,0.11059689340540504
benzenethiol,pSERS,25,1523.130987,1309.842252048,0.11038210922981596
benzenethiol,pSERS,25,1525.347019,1308.2566882160002,0.10904302133824383
benzenethiol,pSERS,25,1527.56305,1305.4343713439998,0.10665943370007955
benzenethiol,pSERS,25,1529.779081,1304.335928944,0.10573174420077135
benzenethiol,pSERS,25,1531.995112,1305.229581644,0.10648647856446544
benzenethiol,pSERS,25,1534.211144,1303.2584297959997,0.1048217423243748
benzenethiol,pSERS,25,1536.427175,1307.303523872,0.10823802641721368
benzenethiol,pSERS,25,1538.643206,1310.05446896,0.11056133701712449
benzenethiol,pSERS,25,1540.859238,1311.4271282000002,0.11172061634126279
benzenethiol,pSERS,25,1543.075269,1315.006450936,0.11474353326146053
benzenethiol,pSERS,25,1545.2913,1319.5688267280002,0.11859668761360247
benzenethiol,pSERS,25,1547.507331,1323.540867516,0.12195127455402995
