label,substrate,n,raman_shift_cm-1,mean_model_input,display_maxabs_intensity
4np,pSERS,25,1361.360704,-0.0009844467253424228,-0.004513839496485636
4np,pSERS,25,1363.576735,0.004060045778751373,0.01861593372388253
4np,pSERS,25,1365.792766,0.008009358616545796,0.036724139899299055
4np,pSERS,25,1368.008798,0.012174515752121806,0.05582202534464138
4np,pSERS,25,1370.224829,0.015012043993920088,0.06883252832108984
4np,pSERS,25,1372.44086,0.014967336953850463,0.06862753967310886
4np,pSERS,25,1374.656891,0.012624613624066115,0.05788579324529611
4np,pSERS,25,1376.872923,0.007770297224633396,0.03562800668546396
4np,pSERS,25,1379.088954,0.0013042023038724437,0.0059799679546694825
4np,pSERS,25,1381.304985,-0.005275692092254758,-0.024189858856032365
4np,pSERS,25,1383.521017,-0.013347074497141875,-0.06119838735486619
4np,pSERS,25,1385.737048,-0.020709660234861076,-0.09495697422773029
4np,pSERS,25,1387.953079,-0.025280771013349294,-0.11591621950082966
4np,pSERS,25,1390.16911,-0.029551828135736286,-0.1354996726572926
4np,pSERS,25,1392.385142,-0.029463794901967048,-0.13509602675410498
4np,pSERS,25,1394.601173,-0.02697910211980343,-0.12370332857344742
4np,pSERS,25,1396.817204,-0.024875899571925403,-0.11405982173317741
4np,pSERS,25,1399.033236,-0.022062768461182714,-0.1011611833512517
4np,pSERS,25,1401.249267,-0.02025040118722245,-0.09285120092889734
4np,pSERS,25,1403.465298,-0.01933261289843358,-0.08864300060611585
4np,pSERS,25,1405.681329,-0.01839278877247125,-0.08433376258407532
4np,pSERS,25,1407.897361,-0.017886552426134586,-0.08201259115262362
4np,pSERS,25,1410.113392,-0.017374691570876167,-0.07966563048355671
4np,pSERS,25,1412.329423,-0.016990707884542645,-0.07790500628240908
4np,pSERS,25,1414.545455,-0.0162644721288234,-0.07457510375590579
4np,pSERS,25,1416.761486,-0.014453792793210596,-0.06627286079022722
4np,pSERS,25,1418.977517,-0.012281521665863692,-0.0563126639006665
4np,pSERS,25,1421.193548,-0.010523731214925646,-0.04825292459762843
4np,pSERS,25,1423.40958,-0.00806879366748035,-0.036996658740062846
4np,pSERS,25,1425.625611,-0.005053790542297066,-0.023172406154178933
4np,pSERS,25,1427.841642,-0.0029734532535076142,-0.013633740040089912
4np,pSERS,25,1430.057674,-0.0009695922781247646,-0.00444572957359854
4np,pSERS,25,1432.273705,0.00031676918268203736,0.0014524353743594475
4np,pSERS,25,1434.489736,0.0008604180766269565,0.003945149085053893
4np,pSERS,25,1436.705767,0.0014297715295106172,0.006555722148002345
4np,pSERS,25,1438.921799,0.0026717997761443258,0.012250612497153516
4np,pSERS,25,1441.13783,0.005268388680706266,0.024156371591909257
4np,pSERS,25,1443.353861,0.008642932251095772,0.03962917236265444
4np,pSERS,25,1445.569892,0.009752462985925376,0.0447165412618669
4np,pSERS,25,1447.785924,0.009436783063574695,0.04326910031349218
4np,pSERS,25,1450.001955,0.008480307206045836,0.03888351154367124
4np,pSERS,25,1452.217986,0.007116305970121175,0.03262935629740295
4np,pSERS,25,1454.434018,0.005734823800157756,0.02629504828261164
4np,pSERS,25,1456.650049,0.003507468744646758,0.016082283118742144
4np,pSERS,25,1458.86608,-0.00026776737067848446,-0.0012277545371673026
4np,pSERS,25,1461.082111,-0.0035807099216617643,-0.01641810516890381
4np,pSERS,25,1463.298143,-0.007259455932071433,-0.03328572086801669
4np,pSERS,25,1465.514174,-0.006579466979019344,-0.030167867037589443
4np,pSERS,25,1467.730205,-0.004838343630544841,-0.02218454896025635
4np,pSERS,25,1469.946237,-0.002073431960307062,-0.009507004121989678
4np,pSERS,25,1472.162268,0.00018725526984781027,0.000858594184129283
4np,pSERS,25,1474.378299,0.0020553231684607453,0.009423972528948308
4np,pSERS,25,1476.59433,0.002011833367869258,0.009224565111004123
4np,pSERS,25,1478.810362,-0.0006409773277118802,-0.0029389795340843137
4np,pSERS,25,1481.026393,-0.00304604749311693,-0.013966595782844194
4np,pSERS,25,1483.242424,-0.006050421539257513,-0.02774211240815337
4np,pSERS,25,1485.458456,-0.010274522568215616,-0.04711026466141482
4np,pSERS,25,1487.674487,-0.013139507113955916,-0.060246659010113904
4np,pSERS,25,1489.890518,-0.014902270063757897,-0.06832919798447035
4np,pSERS,25,1492.106549,-0.0169606558047235,-0.07776721287891943
4np,pSERS,25,1494.322581,-0.016692560063675047,-0.07653795271315152
4np,pSERS,25,1496.538612,-0.012924657948315144,-0.059261542573956355
4np,pSERS,25,1498.754643,-0.008709787325933575,-0.03993571315310545
4np,pSERS,25,1500.970674,-0.005998456492088735,-0.027503844682425928
4np,pSERS,25,1503.186706,-0.0027456123661249877,-0.012589054563560634
4np,pSERS,25,1505.402737,-0.0008445628173649311,-0.0038724502851680428
4np,pSERS,25,1507.618768,0.0014574789360631258,0.006682764864304129
4np,pSERS,25,1509.8348,0.0022107368847355245,0.010136568297472707
4np,pSERS,25,1512.050831,0.000904775393428281,0.004148534198114532
4np,pSERS,25,1514.266862,0.0006200313870795071,0.002842939177929375
4np,pSERS,25,1516.482893,-0.00038548350566998125,-0.0017675011032533764
4np,pSERS,25,1518.698925,-0.0013055633730255068,-0.005986208665865314
4np,pSERS,25,1520.914956,-0.002179673042264767,-0.00999413580676749
4np,pSERS,25,1523.130987,-0.003960735648870468,-0.018160581519321508
4np,pSERS,25,1525.347019,-0.004302255412767408,-0.01972650211149195
4np,pSERS,25,1527.56305,-0.002219771849922836,-0.01017799500108399
4np,pSERS,25,1529.779081,-0.0012388820800697431,-0.005680464692045134
4np,pSERS,25,1531.995112,-0.0007064187782816588,-0.003239038640062275
4np,pSERS,25,1534.211144,0.0004948226409032941,0.0022688378383174733
4np,pSERS,25,1536.427175,0.001140338657423854,0.00522862795796166
4np,pSERS,25,1538.643206,0.003801480080001056,0.01743037026634792
4np,pSERS,25,1540.859238,0.005158768007531762,0.023653743962126335
4np,pSERS,25,1543.075269,0.00568797578511294,0.02608024293540741
4np,pSERS,25,1545.2913,0.007099045565992128,0.032550214692400506
4np,pSERS,25,1547.507331,0.009142154700239189,0.04191818399778587
4np,pSERS,25,1549.723363,0.009160574804991484,0.04200264300833456
4np,pSERS,25,1551.939394,0.009396881542052142,0.04308614570642015
4np,pSERS,25,1554.155425,0.010042271357961,0.04604535717686889
4np,pSERS,25,1556.371457,0.013102497616782784,0.06007696477904513
4np,pSERS,25,1558.587488,0.01603461965220049,0.07352119483362801
4np,pSERS,25,1560.803519,0.021357649199781007,0.0979281031957555
4np,pSERS,25,1563.01955,0.026679868146311493,0.1223312948275193
4np,pSERS,25,1565.235582,0.03254145782440901,0.14920758413813287
4np,pSERS,25,1567.451613,0.03380418844521046,0.15499739805377452
4np,pSERS,25,1569.667644,0.032708846852183344,0.14997508854989605
4np,pSERS,25,1571.883675,0.028121840879321097,0.12894296136828623
4np,pSERS,25,1574.099707,0.02059096713492181,0.0944127481272475
4np,pSERS,25,1576.315738,0.011581075349822641,0.05310100991764958
4np,pSERS,25,1578.531769,0.002372235464863479,0.010877064101706652
4np,pSERS,25,1580.747801,-0.006520913284039125,-0.029899389349297117
4np,pSERS,25,1582.963832,-0.014585126503370703,-0.06687504603080942
4np,pSERS,25,1585.179863,-0.018319625733420254,-0.08399829880848458
4np,pSERS,25,1587.395894,-0.02009415808133781,-0.09213480228157554
4np,pSERS,25,1589.611926,-0.02045611818321049,-0.09379444496403413
4np,pSERS,25,1591.827957,-0.020035145883448423,-0.09186422228699546
4np,pSERS,25,1594.043988,-0.019015967014711352,-0.08719113057643207
4np,pSERS,25,1596.26002,-0.020024990681558847,-0.09181765912597929
4np,pSERS,25,1598.476051,-0.020907505704089998,-0.09586412610321203
4np,pSERS,25,1600.692082,-0.024115361589938402,-0.11057263822868019
4np,pSERS,25,1602.908113,-0.02708927293992019,-0.12420847871149097
4np,pSERS,25,1605.124145,-0.0311232303455472,-0.14270479323610516
4np,pSERS,25,1607.340176,-0.03472917843610048,-0.15923861928723534
4np,pSERS,25,1609.556207,-0.036903563290834426,-0.16920850794164105
4np,pSERS,25,1611.772239,-0.04012446247041226,-0.18397682557296802
4np,pSERS,25,1613.98827,-0.0466285727918148,-0.21379917075679178
4np,pSERS,25,1616.204301,-0.05185188107192516,-0.23774884178534003
4np,pSERS,25,1618.420332,-0.056086988300085065,-0.2571674591530504
4np,pSERS,25,1620.636364,-0.060023633390665056,-0.2752175817610823
4np,pSERS,25,1622.852395,-0.06176031529903412,-0.2831805351531022
4np,pSERS,25,1625.068426,-0.06145861551165581,-0.2817971952716314
4np,pSERS,25,1627.284457,-0.0607803650200367,-0.2786873125539899
4np,pSERS,25,1629.500489,-0.058421675488352774,-0.26787235863725173
4np,pSERS,25,1631.71652,-0.05742158077657223,-0.2632867707186254
4np,pSERS,25,1633.932551,-0.05631180435419083,-0.25819827530423795
4np,pSERS,25,1636.148583,-0.0511589103192091,-0.23457146440879265
4np,pSERS,25,1638.364614,-0.04556410677731037,-0.20891843052448975
4np,pSERS,25,1640.580645,-0.041639305241405966,-0.19092261243441422
4np,pSERS,25,1642.796676,-0.03952940605580807,-0.18124840048125648
4np,pSERS,25,1645.012708,-0.03895406108349562,-0.1786103553811267
4np,pSERS,25,1647.228739,-0.037571475841104984,-0.17227098960976892
4np,pSERS,25,1649.44477,-0.033748584948480126,-0.15474244747775753
4np,pSERS,25,1651.660802,-0.031074684187769888,-0.14248220164355185
4np,pSERS,25,1653.876833,-0.02784885723143816,-0.12769128939865262
4np,pSERS,25,1656.092864,-0.026297505805268885,-0.12057810474365112
4np,pSERS,25,1658.308895,-0.02495695261284709,-0.11443146237964848
4np,pSERS,25,1660.524927,-0.02260248698294163,-0.10363587570156943
4np,pSERS,25,1662.740958,-0.019501958205364645,-0.08941947485839602
4np,pSERS,25,1664.956989,-0.016366469049826263,-0.07504277531058795
4np,pSERS,25,1667.173021,-0.014959270885738079,-0.06859055551145771
4np,pSERS,25,1669.389052,-0.013480521417222916,-0.061810261987631766
4np,pSERS,25,1671.605083,-0.013192803445272148,-0.060491030878209985
4np,pSERS,25,1673.821114,-0.011762432150717358,-0.05393255871532587
4np,pSERS,25,1676.037146,-0.009468159102834762,-0.04341296427444559
4np,pSERS,25,1678.253177,-0.010368783585727214,-0.047542465909963624
4np,pSERS,25,1680.469208,-0.008323101932182908,-0.03816270120833135
4np,pSERS,25,1682.685239,-0.00631946503490326,-0.028975718174372885
4np,pSERS,25,1684.901271,-0.0054921149506117215,-0.025182190915092426
4np,pSERS,25,1687.117302,-0.005334640018918435,-0.02446014415716727
4np,pSERS,25,1689.333333,-0.004367734622210264,-0.020026734347704644
4np,pSERS,25,1691.549365,-0.005386346643790603,-0.024697226976958024
4np,pSERS,25,1693.765396,-0.007142061905760784,-0.032747451219724485
4np,pSERS,25,1695.981427,-0.008347332403063774,-0.038273801640345544
4np,pSERS,25,1698.197458,-0.010011201442684978,-0.04590289684141845
4np,pSERS,25,1700.41349,-0.011434756432099675,-0.05243011519790613
4np,pSERS,25,1702.629521,-0.010267844085174147,-0.047079642790517025
4np,pSERS,25,1704.845552,-0.009617193888989278,-0.0440963116682424
4np,pSERS,25,1707.061584,-0.009671317712782184,-0.04434447771648871
4np,pSERS,25,1709.277615,-0.011152226673439146,-0.05113467284359197
4np,pSERS,25,1711.493646,-0.013416765620931984,-0.06151793186552403
4np,pSERS,25,1713.709677,-0.012709345482289792,-0.05827430183434913
4np,pSERS,25,1715.925709,-0.015732553894631563,-0.07213617692260167
4np,pSERS,25,1718.14174,-0.017109099801746196,-0.07844785141377175
4np,pSERS,25,1720.357771,-0.01910663640126586,-0.08760686364518652
4np,pSERS,25,1722.573803,-0.020890807583928108,-0.09578756265659426
4np,pSERS,25,1724.789834,-0.023232069220393895,-0.10652260699595141
4np,pSERS,25,1727.005865,-0.022050181734375656,-0.10110347127488371
4np,pSERS,25,1729.221896,-0.02039034053683281,-0.09349284434862028
4np,pSERS,25,1731.437928,-0.019727124376222493,-0.0904518963486875
4np,pSERS,25,1733.653959,-0.017994994148612022,-0.08250981311231405
4np,pSERS,25,1735.86999,-0.01660004728473723,-0.07611376740708134
4np,pSERS,25,1738.086022,-0.01557872848585248,-0.07143086378798938
4np,pSERS,25,1740.302053,-0.016399050586114752,-0.07519216666064198
4np,pSERS,25,1742.518084,-0.016642945036292076,-0.07631046018922386
4np,pSERS,25,1744.734115,-0.01619788586162031,-0.07426979548976238
4np,pSERS,25,1746.950147,-0.016645417781546712,-0.07632179810615505
4np,pSERS,25,1749.166178,-0.01642409192863852,-0.07530698506372974
4np,pSERS,25,1751.382209,-0.015268022674135864,-0.07000622990114673
4np,pSERS,25,1753.59824,-0.014671650254167617,-0.06727177072263603
4np,pSERS,25,1755.814272,-0.01300573576707393,-0.05963329683061764
4np,pSERS,25,1758.030303,-0.011432380808982998,-0.052419222600900345
4np,pSERS,25,1760.246334,-0.00859576223534532,-0.03941289059273928
4np,pSERS,25,1762.462366,-0.00621759376488626,-0.028508622748767257
4np,pSERS,25,1764.678397,-0.00399167652707547,-0.018302450199974705
4np,pSERS,25,1766.894428,-0.002331904483726248,-0.01069214035631461
4np,pSERS,25,1769.110459,-0.0025158813898451624,-0.011535702739024484
4np,pSERS,25,1771.326491,-0.0024147188267670573,-0.011071856843626906
4np,pSERS,25,1773.542522,-0.00297758262604475,-0.013652673847653084
4np,pSERS,25,1775.758553,-0.0028978579794056714,-0.013287124093076306
4np,pSERS,25,1777.974585,-0.0027950228285044433,-0.012815609125515652
4np,pSERS,25,1780.190616,-0.0022986648033838718,-0.010539731314649317
4np,pSERS,25,1782.406647,-0.0025993621302768588,-0.011918474760766327
4np,pSERS,25,1784.622678,-0.0030970685643842443,-0.014200535234021
4np,pSERS,25,1786.83871,-0.0037917838600696994,-0.017385911608133027
4np,pSERS,25,1789.054741,-0.004683508093003184,-0.021474604230060798
4np,pSERS,25,1791.270772,-0.005772241571394261,-0.02646661451299252
4np,pSERS,25,1793.486804,-0.007057983851118479,-0.03236194042054934
4np,pSERS,25,1795.702835,-0.008540734930429608,-0.03916058194472453
4np,pSERS,25,1797.918866,-0.010220495297107845,-0.04686254132206523
benzenethiol,Ag,25,330.9061584,0.012598938429728151,0.09168910209521267
benzenethiol,Ag,25,333.1221896,0.015096298698335887,0.10986370640128698
benzenethiol,Ag,25,335.3382209,0.0170631907437928,0.1241778144169773
benzenethiol,Ag,25,337.5542522,0.018499613767489792,0.13463142033038514
benzenethiol,Ag,25,339.7702835,0.019405567860230802,0.14122452480233855
benzenethiol,Ag,25,341.9863148,0.019781053196638823,0.14395712910366087
benzenethiol,Ag,25,344.202346,0.019626069581136107,0.14282923181103
benzenethiol,Ag,25,346.4183773,0.01894061675760895,0.13784083106057174
benzenethiol,Ag,25,348.6344086,0.01772469519637525,0.12899193027503686
benzenethiol,Ag,25,350.8504399,0.015199229917488993,0.1106127910257062
benzenethiol,Ag,25,353.0664712,0.007269955985248089,0.052907293759470904
benzenethiol,Ag,25,355.2825024,-0.0016186756081879139,-0.011779953837061052
benzenethiol,Ag,25,357.4985337,-0.007430958484765143,-0.05407899363705512
benzenethiol,Ag,25,359.714565,-0.00840416555176489,-0.06116153337829011
benzenethiol,Ag,25,361.9305963,-0.003124642190814484,-0.022739664809265994
benzenethiol,Ag,25,364.1466276,0.011734130531549454,0.08539544012431566
benzenethiol,Ag,25,366.3626588,0.03511523412540555,0.2555520296237432
benzenethiol,Ag,25,368.5786901,0.06198710981756449,0.45111280385648045
benzenethiol,Ag,25,370.7947214,0.07889325756579638,0.574147733788893
benzenethiol,Ag,25,373.0107527,0.08181584604084492,0.5954169474266646
benzenethiol,Ag,25,375.226784,0.07045426905155182,0.5127327753954825
benzenethiol,Ag,25,377.4428152,0.048614641726017,0.3537943195294381
benzenethiol,Ag,25,379.6588465,0.018102050740271807,0.13173814505999729
benzenethiol,Ag,25,381.8748778,-0.019445666377432645,-0.14151634280415615
benzenethiol,Ag,25,384.0909091,-0.05300406577065587,-0.38573846717432486
benzenethiol,Ag,25,386.3069404,-0.07972087841480971,-0.5801707660423293
benzenethiol,Ag,25,388.5229717,-0.0908231684193015,-0.6609679702980907
benzenethiol,Ag,25,390.7390029,-0.08705317314714194,-0.6335317316550095
benzenethiol,Ag,25,392.9550342,-0.06987787965685129,-0.5085380865848288
benzenethiol,Ag,25,395.1710655,-0.041913758534938096,-0.30502846782996396
benzenethiol,Ag,25,397.3870968,-0.010549800439694081,-0.07677644707881168
benzenethiol,Ag,25,399.6031281,0.014960555959260092,0.10887583508726922
benzenethiol,Ag,25,401.8191593,0.031305315364152195,0.22782524675045293
benzenethiol,Ag,25,404.0351906,0.0413302318379283,0.3007818371161279
benzenethiol,Ag,25,406.2512219,0.04978952638804913,0.3623445732137469
benzenethiol,Ag,25,408.4672532,0.05728013746440411,0.41685769013754015
benzenethiol,Ag,25,410.6832845,0.060282398611307145,0.43870672371685754
benzenethiol,Ag,25,412.8993157,0.05700034126639366,0.4148214660295868
benzenethiol,Ag,25,415.115347,0.048417851217091086,0.35236217148260723
benzenethiol,Ag,25,417.3313783,0.0364190030656755,0.26504024199494675
benzenethiol,Ag,25,419.5474096,0.023115802835673094,0.16822585633181547
benzenethiol,Ag,25,421.7634409,0.014352964456193149,0.10445407212147538
benzenethiol,Ag,25,423.9794721,0.009683104495052249,0.07046904480067494
benzenethiol,Ag,25,426.1955034,0.008657264802604914,0.06300346975887718
benzenethiol,Ag,25,428.4115347,0.007912919698283076,0.05758647890326671
benzenethiol,Ag,25,430.627566,0.006970484326593578,0.05072788097496152
benzenethiol,Ag,25,432.8435973,0.005259469924494624,0.038275929163667906
benzenethiol,Ag,25,435.0596285,-2.0971726626157762e-05,-0.00015262228595398883
benzenethiol,Ag,25,437.2756598,-0.010657658949494362,-0.07756139018906456
benzenethiol,Ag,25,439.4916911,-0.022854065001010896,-0.16632105243279047
benzenethiol,Ag,25,441.7077224,-0.03301306027919054,-0.24025340478463025
benzenethiol,Ag,25,443.9237537,-0.03541024785488844,-0.2576989997127644
benzenethiol,Ag,25,446.1397849,-0.030329170506447553,-0.2207213271609571
benzenethiol,Ag,25,448.3558162,-0.018657700007315724,-0.1357818970522212
benzenethiol,Ag,25,450.5718475,-0.0032316192891448737,-0.02351819342462302
benzenethiol,Ag,25,452.7878788,0.01008562330622226,0.07339838591766357
benzenethiol,Ag,25,455.0039101,0.014796098746010101,0.10767899344064345
benzenethiol,Ag,25,457.2199413,0.0111845875531435,0.08139612680646671
benzenethiol,Ag,25,459.4359726,0.003028156291693449,0.022037486169009884
benzenethiol,Ag,25,461.6520039,-0.008630359191447496,-0.06280766347391863
benzenethiol,Ag,25,463.8680352,-0.01785451319999993,-0.12993668417271872
benzenethiol,Ag,25,466.0840665,-0.023993547616992145,-0.17461366680622853
benzenethiol,Ag,25,468.3000978,-0.02638807817362249,-0.19203992520899488
benzenethiol,Ag,25,470.516129,-0.022214513141661882,-0.16166669714292972
benzenethiol,Ag,25,472.7321603,-0.0100821114955761,-0.07337282862435106
benzenethiol,Ag,25,474.9481916,0.004989625103771687,0.03631212646273958
benzenethiol,Ag,25,477.1642229,0.016510845981538295,0.1201581110443018
benzenethiol,Ag,25,479.3802542,0.02083645294420421,0.1516378282153774
benzenethiol,Ag,25,481.5962854,0.018752800187794492,0.1364739910890185
benzenethiol,Ag,25,483.8123167,0.013985134193208069,0.10177717781608146
benzenethiol,Ag,25,486.028348,0.009196748587564798,0.06692957703480311
benzenethiol,Ag,25,488.2443793,0.0046568572614341976,0.03389039983551104
benzenethiol,Ag,25,490.4604106,0.0001644193008542061,0.0011965657381794248
benzenethiol,Ag,25,492.6764418,-0.004477473284350708,-0.03258492827687209
benzenethiol,Ag,25,494.8924731,-0.009162405943498016,-0.0666796475494245
benzenethiol,Ag,25,497.1085044,-0.010789776577148587,-0.07852287966043003
benzenethiol,Ag,25,499.3245357,-0.013693260551081039,-0.09965305979445983
benzenethiol,Ag,25,501.540567,-0.012646036623045802,-0.09203186042201046
benzenethiol,Ag,25,503.7565982,-0.0031542731542140243,-0.02295530491604748
benzenethiol,Ag,25,505.9726295,0.008464775522006675,0.061602624013067236
benzenethiol,Ag,25,508.1886608,0.018080425177467985,0.1315807644642554
benzenethiol,Ag,25,510.4046921,0.023800065251707567,0.17320559386078563
benzenethiol,Ag,25,512.6207234,0.025371298822574318,0.18464028703737062
benzenethiol,Ag,25,514.8367546,0.020697981671421815,0.15063009992634624
benzenethiol,Ag,25,517.0527859,0.011842213529162109,0.08618201695046157
benzenethiol,Ag,25,519.2688172,0.0005645400441426318,0.004108454853790924
benzenethiol,Ag,25,521.4848485,-0.010436638195533305,-0.07595290590381089
benzenethiol,Ag,25,523.7008798,-0.023278765864670276,-0.1694118240136807
benzenethiol,Ag,25,525.916911,-0.03256900554522872,-0.23702178490925904
benzenethiol,Ag,25,528.1329423,-0.03562854708172381,-0.2592876780135795
benzenethiol,Ag,25,530.3489736,-0.03181930952705443,-0.2315658526389209
benzenethiol,Ag,25,532.5650049,-0.02324959382414818,-0.1691995237300755
benzenethiol,Ag,25,534.7810362,-0.010515964324586093,-0.07653020387110449
benzenethiol,Ag,25,536.9970674,0.0014887929591350258,0.01083472948059407
benzenethiol,Ag,25,539.2130987,0.01076596294529736,0.07834957533528841
benzenethiol,Ag,25,541.42913,0.014524169135838746,0.10570001863028312
benzenethiol,Ag,25,543.6451613,0.013375638764555333,0.09734155898231978
benzenethiol,Ag,25,545.8611926,0.011397424507886172,0.08294505328006455
benzenethiol,Ag,25,548.0772239,0.009558402431430295,0.06956152228941812
benzenethiol,Ag,25,550.2932551,0.009755516578443348,0.07099602562084527
benzenethiol,Ag,25,552.5092864,0.012608389718225225,0.09175788409305899
benzenethiol,Ag,25,554.7253177,0.013812675399240106,0.10052210445767575
benzenethiol,Ag,25,556.941349,0.013312433389946818,0.09688158022476255
benzenethiol,Ag,25,559.1573803,0.01376976512838155,0.10020982384549339
benzenethiol,Ag,25,561.3734115,0.012251553331880131,0.08916099801084103
benzenethiol,Ag,25,563.5894428,0.010661536185070873,0.07758960687181166
benzenethiol,Ag,25,565.8054741,0.006888168898585718,0.05012882830677679
benzenethiol,Ag,25,568.0215054,0.004708924321457744,0.03426931921899115
benzenethiol,Ag,25,570.2375367,0.0019506187655497342,0.014195678797930784
benzenethiol,Ag,25,572.4535679,-0.0034740200685337186,-0.025282271400978565
benzenethiol,Ag,25,574.6695992,-0.010438838560367003,-0.07596891911611517
benzenethiol,Ag,25,576.8856305,-0.012152811209089122,-0.08844239964414687
benzenethiol,Ag,25,579.1016618,-0.011279976826626808,-0.08209032472512325
benzenethiol,Ag,25,581.3176931,-0.01136657247086987,-0.08272052677827942
benzenethiol,Ag,25,583.5337243,-0.007894403426762437,-0.05745172625570454
benzenethiol,Ag,25,585.7497556,-0.0058106570807285604,-0.04228720802842173
benzenethiol,Ag,25,587.9657869,-0.005138339377008378,-0.03739439845397659
benzenethiol,Ag,25,590.1818182,-0.003949054104741663,-0.028739343954154853
benzenethiol,Ag,25,592.3978495,-0.0014710582664702087,-0.010705664793482433
benzenethiol,Ag,25,594.6138807,0.0014947083382867276,0.010877778806217608
benzenethiol,Ag,25,596.829912,0.003952489586663432,0.028764345763190455
benzenethiol,Ag,25,599.0459433,0.0070431647216901185,0.05125681444054644
benzenethiol,Ag,25,601.2619746,0.011066572979470947,0.08053727267724471
benzenethiol,Ag,25,603.4780059,0.011849497724324465,0.08623502787020279
benzenethiol,Ag,25,605.6940371,0.012297739339992404,0.0894971178860826
benzenethiol,Ag,25,607.9100684,0.010433246716856956,0.07592822432953827
benzenethiol,Ag,25,610.1260997,0.010690723540028558,0.07780201860662019
benzenethiol,Ag,25,612.342131,0.01016066646145191,0.0739445144315678
benzenethiol,Ag,25,614.5581623,0.008313843540672678,0.060504212593474
benzenethiol,Ag,25,616.7741935,0.006569548973129713,0.0478100635126119
benzenethiol,Ag,25,618.9902248,0.0033838288392871617,0.02462590238444558
benzenethiol,Ag,25,621.2062561,0.002169188209809363,0.015786323613078704
benzenethiol,Ag,25,623.4222874,0.00017942329868674277,0.0013057577226292996
benzenethiol,Ag,25,625.6383187,-0.00030521905864588916,-0.002221239637424871
benzenethiol,Ag,25,627.85435,0.0008690365599431971,0.006324436166867075
benzenethiol,Ag,25,630.0703812,0.0017961506987921893,0.01307153342470125
benzenethiol,Ag,25,632.2864125,0.001030159534420818,0.00749701280411013
benzenethiol,Ag,25,634.5024438,0.0002583933807909489,0.00188046454899452
benzenethiol,Ag,25,636.7184751,-6.027088966220617e-07,-4.386229670404507e-06
benzenethiol,Ag,25,638.9345064,-0.00022925401106476783,-0.0016684020279562604
benzenethiol,Ag,25,641.1505376,-0.001332251219137106,-0.009695492896425668
benzenethiol,Ag,25,643.3665689,-0.002257049101754092,-0.016425733539290284
benzenethiol,Ag,25,645.5826002,-0.005493707442947198,-0.03998059879624985
benzenethiol,Ag,25,647.7986315,-0.0070507872337475415,-0.05131228747029043
benzenethiol,Ag,25,650.0146628,-0.009362424183636904,-0.0681352854941045
benzenethiol,Ag,25,652.230694,-0.011245595384389162,-0.08184011288504711
benzenethiol,Ag,25,654.4467253,-0.013520092798862605,-0.09839282697394774
benzenethiol,Ag,25,656.6627566,-0.014261759649962187,-0.10379032677207731
benzenethiol,Ag,25,658.8787879,-0.012731547811999916,-0.09265417032359682
benzenethiol,Ag,25,661.0948192,-0.013168083475902677,-0.09583106997105748
benzenethiol,Ag,25,663.3108504,-0.012154243715340272,-0.0884528247456462
benzenethiol,Ag,25,665.5268817,-0.009503828713204711,-0.06916436063567957
benzenethiol,Ag,25,667.742913,-0.0068139613256789746,-0.04958878076495932
benzenethiol,Ag,25,669.9589443,-0.00447662771679461,-0.03257877463699108
benzenethiol,Ag,25,672.1749756,-0.0025135306967422368,-0.018292285017383222
benzenethiol,Ag,25,674.3910068,0.0008022941590752452,0.0058387166087159135
benzenethiol,Ag,25,676.6070381,0.007342517396900803,0.05343536131994885
benzenethiol,Ag,25,678.8230694,0.015356197003275156,0.11175512307491092
benzenethiol,Ag,25,681.0391007,0.020836937613785265,0.15164135541085882
benzenethiol,Ag,25,683.255132,0.021633710833266376,0.15743989323808996
benzenethiol,Ag,25,685.4711632,0.02177251573477406,0.15845004951884645
benzenethiol,Ag,25,687.6871945,0.018704113233834505,0.13611967051532564
benzenethiol,Ag,25,689.9032258,0.012827205033972859,0.09335031824435548
benzenethiol,Ag,25,692.1192571,0.004253293429501355,0.030953453552742028
benzenethiol,Ag,25,694.3352884,-0.004446260087424889,-0.03235777342445242
benzenethiol,Ag,25,696.5513196,-0.009530858583748341,-0.06936107122155302
benzenethiol,Ag,25,698.7673509,-0.012893187947338448,-0.09383051061245547
benzenethiol,Ag,25,700.9833822,-0.013465565030928701,-0.09799599972465198
benzenethiol,Ag,25,703.1994135,-0.009531838865950704,-0.06936820525077587
benzenethiol,Ag,25,705.4154448,-0.006822090612258762,-0.04964794185947
benzenethiol,Ag,25,707.6314761,-0.0017268981342203915,-0.012567546084911077
benzenethiol,Ag,25,709.8475073,0.0019030444603413343,0.013849455554465349
benzenethiol,Ag,25,712.0635386,0.0028960838401690127,0.021076325468103882
benzenethiol,Ag,25,714.2795699,0.0028735698282253,0.02091247916063967
benzenethiol,Ag,25,716.4956012,0.0023492949572391808,0.017097055151710852
benzenethiol,Ag,25,718.7116325,0.0006365079671377316,0.00463220328512765
benzenethiol,Ag,25,720.9276637,-0.004608584618545138,-0.03353909442141225
benzenethiol,Ag,25,723.143695,-0.00927160304505378,-0.06747433229599198
benzenethiol,Ag,25,725.3597263,-0.0114589324593544,-0.08339267899657178
benzenethiol,Ag,25,727.5757576,-0.011568647352978587,-0.08419113198838393
benzenethiol,Ag,25,729.7917889,-0.010448404559865595,-0.07603853592625844
