label,substrate,n,raman_shift_cm-1,mean_model_input,display_maxabs_intensity
4np,Ag,25,583.5337243,-0.003136521086562425,-0.023658600246585976
4np,Ag,25,585.7497556,-0.0016280526388436556,-0.0122803085009755
4np,Ag,25,587.9657869,-0.00047382327131344936,-0.0035740219989467744
4np,Ag,25,590.1818182,0.0001055740239098668,0.0007963388605317885
4np,Ag,25,592.3978495,0.0023090380607754925,0.01741694282499198
4np,Ag,25,594.6138807,0.004279388580471277,0.032279184781804575
4np,Ag,25,596.829912,0.0061968618223909285,0.04674257643839352
4np,Ag,25,599.0459433,0.007779437056742608,0.05867985146264939
4np,Ag,25,601.2619746,0.009377012616023422,0.07073027308508618
4np,Ag,25,603.4780059,0.010375986007802566,0.07826547258823434
4np,Ag,25,605.6940371,0.009969833139330149,0.0752018845908954
4np,Ag,25,607.9100684,0.010441720052622259,0.078761300751368
4np,Ag,25,610.1260997,0.011307065882720053,0.08528855515340097
4np,Ag,25,612.342131,0.011619687038473785,0.08764663875892499
4np,Ag,25,614.5581623,0.009745070833014324,0.07350651529195829
4np,Ag,25,616.7741935,0.011783284383127465,0.08888064422923617
4np,Ag,25,618.9902248,0.015026303385166102,0.11334255219791618
4np,Ag,25,621.2062561,0.015792305304203183,0.11912046112646033
4np,Ag,25,623.4222874,0.015222317875304725,0.11482107835372488
4np,Ag,25,625.6383187,0.014760312754660845,0.11133619999342385
4np,Ag,25,627.85435,0.013373663679230959,0.1008767848476297
4np,Ag,25,630.0703812,0.009867303118808195,0.07442850647486886
4np,Ag,25,632.2864125,0.0055550581053830685,0.04190148748716203
4np,Ag,25,634.5024438,0.001352394805289805,0.01020103713346235
4np,Ag,25,636.7184751,-0.001695511545985937,-0.012789147202551063
4np,Ag,25,638.9345064,-0.005355268116109074,-0.0403944829560101
4np,Ag,25,641.1505376,-0.007713675044942647,-0.05818381234617346
4np,Ag,25,643.3665689,-0.01131937290832866,-0.08538138634791963
4np,Ag,25,645.5826002,-0.014227467908058315,-0.10731698160741292
4np,Ag,25,647.7986315,-0.016618505055084824,-0.12535243887839714
4np,Ag,25,650.0146628,-0.017241232562810183,-0.13004963706748185
4np,Ag,25,652.230694,-0.0193729737540707,-0.14612923968494373
4np,Ag,25,654.4467253,-0.018713736040517688,-0.14115664708888445
4np,Ag,25,656.6627566,-0.01747373746475205,-0.13180340832506424
4np,Ag,25,658.8787879,-0.013363951705396176,-0.10080352798111386
4np,Ag,25,661.0948192,-0.010833446611650288,-0.08171607191669501
4np,Ag,25,663.3108504,-0.010197616200894117,-0.07692003927494112
4np,Ag,25,665.5268817,-0.008981828102259897,-0.067749418763772
4np,Ag,25,667.742913,-0.007438109315698966,-0.05610523571623584
4np,Ag,25,669.9589443,-0.005821935902349651,-0.04391453153783726
4np,Ag,25,672.1749756,-0.005045805340632797,-0.03806022283336689
4np,Ag,25,674.3910068,-0.005134902021382004,-0.03873227403116496
4np,Ag,25,676.6070381,-0.006065923164132982,-0.04575491358293851
4np,Ag,25,678.8230694,-0.005959199739154428,-0.04494990485548838
4np,Ag,25,681.0391007,-0.004148944607004523,-0.03129525330560699
4np,Ag,25,683.255132,-0.0007991539698559791,-0.006027972963196762
4np,Ag,25,685.4711632,0.0016860390291549266,0.012717696546601688
4np,Ag,25,687.6871945,0.004249824302751222,0.032056183115673764
4np,Ag,25,689.9032258,0.005674086511135101,0.04279931198505568
4np,Ag,25,692.1192571,0.0082179562211968,0.06198757659057422
4np,Ag,25,694.3352884,0.007239172920817509,0.05460466979906049
4np,Ag,25,696.5513196,0.008005509213544428,0.060385100889338135
4np,Ag,25,698.7673509,0.009460926473111612,0.07136323053864964
4np,Ag,25,700.9833822,0.009239262747578324,0.06969123365840273
4np,Ag,25,703.1994135,0.006413429903332144,0.04837613716116679
4np,Ag,25,705.4154448,0.0015236778138205409,0.01149301512947274
4np,Ag,25,707.6314761,-0.0010772431152872742,-0.008125583577982846
4np,Ag,25,709.8475073,-0.002472809599566972,-0.018652262231781735
4np,Ag,25,712.0635386,-0.002617854694835842,-0.019746329139667604
4np,Ag,25,714.2795699,-0.004019129902590066,-0.03031606837009732
4np,Ag,25,716.4956012,-0.00514431438234169,-0.03880327093479676
4np,Ag,25,718.7116325,-0.004817340224981308,-0.036336923454113365
4np,Ag,25,720.9276637,-0.004318320590537042,-0.03257284672046907
4np,Ag,25,723.143695,-0.005829359742056113,-0.04397052913870224
4np,Ag,25,725.3597263,-0.008065613606013357,-0.06083846490483238
4np,Ag,25,727.5757576,-0.010376662486232818,-0.07827057522657632
4np,Ag,25,729.7917889,-0.012627255322877317,-0.09524666904852438
4np,Ag,25,732.0078201,-0.014686942119151353,-0.11078276946085265
4np,Ag,25,734.2238514,-0.015294503043405712,-0.11536556697302684
4np,Ag,25,736.4398827,-0.015696806157939135,-0.11840011649526017
4np,Ag,25,738.655914,-0.015059635369107127,-0.11359397345787992
4np,Ag,25,740.8719453,-0.012439735727384686,-0.09383221940010071
4np,Ag,25,743.0879765,-0.010274692659149877,-0.0775014226178136
4np,Ag,25,745.3040078,-0.006133861511480063,-0.04626736867472299
4np,Ag,25,747.5200391,-0.002138737878995016,-0.01613237823528568
4np,Ag,25,749.7360704,0.0002474059257656336,0.0018661688331707493
4np,Ag,25,751.9521017,0.0010798109462484718,0.008144952580943499
4np,Ag,25,754.1681329,0.002160455188713968,0.01629619066787962
4np,Ag,25,756.3841642,0.0018310811626724899,0.013811741114165823
4np,Ag,25,758.6001955,0.003319464137312025,0.025038529278186807
4np,Ag,25,760.8162268,0.002984050074592233,0.022508520071180975
4np,Ag,25,763.0322581,0.00304023647448048,0.022932330891374676
4np,Ag,25,765.2482893,0.0038208389934152364,0.028820371314911584
4np,Ag,25,767.4643206,0.003278372542699799,0.024728577716059453
4np,Ag,25,769.6803519,0.002965679134358652,0.022369949113376076
4np,Ag,25,771.8963832,0.005704738334752619,0.043030516948064715
4np,Ag,25,774.1124145,0.010193301681429148,0.07688749509989472
4np,Ag,25,776.3284457,0.013117470098659396,0.09894433123383077
4np,Ag,25,778.544477,0.01311299107503146,0.09891054621323507
4np,Ag,25,780.7605083,0.012052146297646687,0.09090865436581505
4np,Ag,25,782.9765396,0.01137203495891299,0.08577861320167104
4np,Ag,25,785.1925709,0.013687464254908265,0.10324376475058791
4np,Ag,25,787.4086022,0.01204900657030521,0.09088497158096992
4np,Ag,25,789.6246334,0.009239460054086521,0.06969272193017731
4np,Ag,25,791.8406647,0.008833143184892834,0.06662789688472116
4np,Ag,25,794.056696,0.006646902850043261,0.050137210325410866
4np,Ag,25,796.2727273,0.007989632682874798,0.06026534512106843
4np,Ag,25,798.4887586,0.010142484395764768,0.0765041832030607
4np,Ag,25,800.7047898,0.011253077962901443,0.08488132734339027
4np,Ag,25,802.9208211,0.01157063092221506,0.0872766112627964
4np,Ag,25,805.1368524,0.009766068139579148,0.07366489678169238
4np,Ag,25,807.3528837,0.005785436447476968,0.04363921822470487
4np,Ag,25,809.568915,0.0004425328527577221,0.00333800015062257
4np,Ag,25,811.7849462,-0.0037877565412782134,-0.02857083225915971
4np,Ag,25,814.0009775,-0.004573717634193599,-0.03449929210160076
4np,Ag,25,816.2170088,-0.005247814850881696,-0.03958396908505407
4np,Ag,25,818.4330401,-0.0069607609329978,-0.052504624002492006
4np,Ag,25,820.6490714,-0.01055348224239424,-0.07960431659520417
4np,Ag,25,822.8651026,-0.009618879538757029,-0.07255466153327537
4np,Ag,25,825.0811339,-0.007983912348281592,-0.06022219696242949
4np,Ag,25,827.2971652,-0.006345143802464009,-0.04786105898434257
4np,Ag,25,829.5131965,-0.0030770710251817944,-0.02321017181329244
4np,Ag,25,831.7292278,0.0001787646405864507,0.0013484115212803246
4np,Ag,25,833.945259,0.003492619199678302,0.02634462806985354
4np,Ag,25,836.1612903,0.005714968834072351,0.043107685022835664
4np,Ag,25,838.3773216,0.00610506103374064,0.04605012830842451
4np,Ag,25,840.5933529,0.0062870048196054995,0.047422519941807365
4np,Ag,25,842.8093842,0.007482692459598183,0.056441523836142475
4np,Ag,25,845.0254154,0.009580667970585637,0.07226643384686345
4np,Ag,25,847.2414467,0.010441031470545568,0.078756106815909
4np,Ag,25,849.457478,0.010435190688585862,0.07871205012963192
4np,Ag,25,851.6735093,0.006198057220317423,0.046751593256995405
4np,Ag,25,853.8895406,0.0016553473565727472,0.012486191005117603
4np,Ag,25,856.1055718,-0.0014047784730792045,-0.010596164161617497
4np,Ag,25,858.3216031,-0.0050190691777970645,-0.03785855347703188
4np,Ag,25,860.5376344,-0.009060985901451204,-0.06834650154299832
4np,Ag,25,862.7536657,-0.01060439001827035,-0.07998831105456096
4np,Ag,25,864.969697,-0.012819269467145204,-0.0966950208228474
4np,Ag,25,867.1857283,-0.016333130793645977,-0.12319987704772058
4np,Ag,25,869.4017595,-0.0178209238499403,-0.13442221549120015
4np,Ag,25,871.6177908,-0.015146503313444555,-0.11424921342362628
4np,Ag,25,873.8338221,-0.009339980373624712,-0.07045094098593362
4np,Ag,25,876.0498534,-0.003617718229070306,-0.027288242936752166
4np,Ag,25,878.2658847,0.00093907285714522,0.007083373175714156
4np,Ag,25,880.4819159,0.005449319180370366,0.041103904786986084
4np,Ag,25,882.6979472,0.009712467027711683,0.07326058664206736
4np,Ag,25,884.9139785,0.01188976908568293,0.08968385228702015
4np,Ag,25,887.1300098,0.012990374965593219,0.09798565987039516
4np,Ag,25,889.3460411,0.014067625664174556,0.10611130064873402
4np,Ag,25,891.5620723,0.011731068049557506,0.0884867793935854
4np,Ag,25,893.7781036,0.008160717750433833,0.0615558300595821
4np,Ag,25,895.9941349,0.0027296076714992522,0.02058927548954959
4np,Ag,25,898.2101662,-0.005130501943640411,-0.03869908449490192
4np,Ag,25,900.4261975,-0.012072632630588487,-0.09106318161055924
4np,Ag,25,902.6422287,-0.017019998208925243,-0.1283808789131689
4np,Ag,25,904.85826,-0.02083150374703109,-0.15713084850528314
4np,Ag,25,907.0742913,-0.02319110631942749,-0.17492919656686928
4np,Ag,25,909.2903226,-0.02319503328646533,-0.17495881745598996
4np,Ag,25,911.5063539,-0.020686346646398304,-0.15603593674730468
4np,Ag,25,913.7223851,-0.016640289484057574,-0.12551675758770678
4np,Ag,25,915.9384164,-0.013756316257640719,-0.1037631114930035
4np,Ag,25,918.1544477,-0.009711105005007993,-0.0732503129822436
4np,Ag,25,920.370479,-0.007197133470326662,-0.05428756861392574
4np,Ag,25,922.5865103,-0.0016302422503940762,-0.012296824616422211
4np,Ag,25,924.8025415,-0.0021850961504969748,-0.01648205604178485
4np,Ag,25,927.0185728,-0.002789779336890206,-0.021043146940870238
4np,Ag,25,929.2346041,-0.003629555348306894,-0.027377529654220578
4np,Ag,25,931.4506354,-0.005655101331067272,-0.04265610785110022
4np,Ag,25,933.6666667,-0.00826062961597927,-0.06230945958146132
4np,Ag,25,935.8826979,-0.008857951068202965,-0.06681502133821611
4np,Ag,25,938.0987292,-0.007353872511303052,-0.05546984228948958
4np,Ag,25,940.3147605,-0.005378578822128475,-0.0405703142863147
4np,Ag,25,942.5307918,-0.0029866134747862814,-0.02252785565311691
4np,Ag,25,944.7468231,6.146299419924617e-05,0.00046361187111032575
4np,Ag,25,946.9628543,0.0032727906061336396,0.024686473485870677
4np,Ag,25,949.1788856,0.007196080330759287,0.05427962484203938
4np,Ag,25,951.3949169,0.012340926721517462,0.09308690868607733
4np,Ag,25,953.6109482,0.013113962295174133,0.09891787207155797
4np,Ag,25,955.8269795,0.016538626176770776,0.12474991704034089
4np,Ag,25,958.0430108,0.016508472762070597,0.1245224715474611
4np,Ag,25,960.259042,0.015101604101946577,0.11391054122379043
4np,Ag,25,962.4750733,0.015111633357591928,0.11398619132896612
4np,Ag,25,964.6911046,0.01281716401281301,0.09667913950051348
4np,Ag,25,966.9071359,0.010136748739751057,0.0764609194758179
4np,Ag,25,969.1231672,0.007236748782452196,0.05458638466118176
4np,Ag,25,971.3391984,0.002244908976426814,0.01693322078745012
4np,Ag,25,973.5552297,-0.0036073635099455716,-0.027210137879053905
4np,Ag,25,975.771261,-0.007216436066664755,-0.05443316700076287
4np,Ag,25,977.9872923,-0.007668623293284327,-0.05784398954457998
4np,Ag,25,980.2033236,-0.005368353261146695,-0.04049318346114618
4np,Ag,25,982.4193548,-0.0007552541280165314,-0.005696838951881653
4np,Ag,25,984.6353861,0.005252316148253158,0.039617922115230936
4np,Ag,25,986.8514174,0.011552221968886443,0.08713775357437667
4np,Ag,25,989.0674487,0.016975476366933435,0.12804505319006487
4np,Ag,25,991.28348,0.015355598381720483,0.11582640563670159
4np,Ag,25,993.4995112,0.0105828056007158,0.07982550102000827
4np,Ag,25,995.7155425,0.004460761041846126,0.03364726694703873
4np,Ag,25,997.9315738,-0.007764783799648285,-0.05856932277741584
4np,Ag,25,1000.147605,-0.016749262697994708,-0.12633873634537232
4np,Ag,25,1002.363636,-0.024054759005084633,-0.18144367967664066
4np,Ag,25,1004.579668,-0.028810700178146364,-0.21731747357262415
4np,Ag,25,1006.795699,-0.03006929162889719,-0.22681095733546378
4np,Ag,25,1009.01173,-0.026157323997467757,-0.19730320788461989
4np,Ag,25,1011.227761,-0.01887259232229553,-0.1423548909914498
4np,Ag,25,1013.443793,-0.007815516358241438,-0.05895199558276827
4np,Ag,25,1015.659824,0.004397579254582524,0.033170690317556324
4np,Ag,25,1017.875855,0.0140628061699681,0.10607494747792008
4np,Ag,25,1020.091887,0.019021290831733494,0.1434765153947187
4np,Ag,25,1022.307918,0.02042086562141776,0.1540334284683145
4np,Ag,25,1024.523949,0.021425219166558235,0.16160921016240865
4np,Ag,25,1026.73998,0.021525131785310805,0.16236284536568646
4np,Ag,25,1028.956012,0.01917702110717073,0.14465118000916843
4np,Ag,25,1031.172043,0.01508726816624403,0.11380240607577552
4np,Ag,25,1033.388074,0.011344133210368455,0.08556815189859739
4np,Ag,25,1035.604106,0.0054122779477620495,0.04082450487519354
4np,Ag,25,1037.820137,0.0018580549955368043,0.014015203202015025
4np,Ag,25,1040.036168,0.0016971533372998238,0.012801531141096854
4np,Ag,25,1042.252199,0.0070978635794017465,0.053538781470113234
4np,Ag,25,1044.468231,0.014762725743930788,0.11135440103431002
4np,Ag,25,1046.684262,0.023206525407731535,0.1750455018733807
4np,Ag,25,1048.900293,0.027276082303142175,0.2057419381835791
4np,Ag,25,1051.116325,0.028768312223255633,0.21699774363861335
4np,Ag,25,1053.332356,0.029019376068026757,0.218891503946892
4np,Ag,25,1055.548387,0.026968151750043034,0.20341923552722072
4np,Ag,25,1057.764418,0.025567259881645443,0.19285238780376546
4np,Ag,25,1059.98045,0.020831508389965166,0.15713088352667093
4np,Ag,25,1062.196481,0.015444092131801881,0.11649390896274862
4np,Ag,25,1064.412512,0.012308887821272946,0.09284524108292533
4np,Ag,25,1066.628543,0.008771032321383244,0.0661593981722339
4np,Ag,25,1068.844575,0.008519393494352698,0.06426130080545983
4np,Ag,25,1071.060606,0.011435178546234966,0.0862549016911654
4np,Ag,25,1073.276637,0.015888920738361775,0.11984922585378874
4np,Ag,25,1075.492669,0.01815142132807523,0.13691513918018727
4np,Ag,25,1077.7087,0.02420296026393771,0.18256155334701618
4np,Ag,25,1079.924731,0.043665249140467495,0.3293644919231573
4np,Ag,25,1082.140762,0.07382979937567143,0.5568939795105978
4np,Ag,25,1084.356794,0.10660265978425741,0.8040978024549804
4np,Ag,25,1086.572825,0.12888637647032739,0.9721826106019938
4np,Ag,25,1088.788856,0.1325742458924651,1.0
4np,Ag,25,1091.004888,0.11754379251971842,0.8866261446816878
4np,Ag,25,1093.220919,0.08529030130448519,0.6433398940369359
4np,Ag,25,1095.43695,0.044978330992162224,0.33926899368256996
4np,Ag,25,1097.652981,0.0006094853399554268,0.004597313270405462
4np,Ag,25,1099.869013,-0.040022165393456814,-0.3018849183265955
4np,Ag,25,1102.085044,-0.06742555840406567,-0.5085871539390578
4np,Ag,25,1104.301075,-0.0795614543184638,-0.6001275269029133
4np,Ag,25,1106.517107,-0.07009275015443564,-0.5287056296838373
4np,Ag,25,1108.733138,-0.04057500360533595,-0.30605494553027696
4np,Ag,25,1110.949169,0.0031822101806756107,0.02400323048608397
4np,Ag,25,1113.1652,0.0427840793132782,0.32271787801064794
4np,Ag,25,1115.381232,0.06151273488998413,0.46398706231283354
4np,Ag,25,1117.597263,0.06031745381653309,0.45497112512680904
4np,Ag,25,1119.813294,0.04306705857627094,0.32485237450419974
4np,Ag,25,1122.029326,0.017158111073076725,0.12942265639582953
4np,Ag,25,1124.245357,-0.007489363364875316,-0.0564918420954109
4np,Ag,25,1126.461388,-0.033369966788741295,-0.25170776242475223
4np,Ag,25,1128.677419,-0.05402199247851968,-0.40748481814739884
4np,Ag,25,1130.893451,-0.06546774493530393,-0.49381947824471695
4np,Ag,25,1133.109482,-0.06448393936734646,-0.486398688774374
4np,Ag,25,1135.325513,-0.054906749672954905,-0.41415849136710453
4np,Ag,25,1137.541544,-0.03587642708793282,-0.2706138499707798
4np,Ag,25,1139.757576,-0.011031903487164527,-0.08321302084654383
4np,Ag,25,1141.973607,0.01157566304318607,0.08731456826520764
4np,Ag,25,1144.189638,0.025477980384603142,0.1921789576330616
4np,Ag,25,1146.40567,0.030942174554802478,0.23339506362269327
4np,Ag,25,1148.621701,0.028665786832571028,0.21622440044518673
4np,Ag,25,1150.837732,0.022191113624721766,0.1673863085196927
4np,Ag,25,1153.053763,0.011974951261654496,0.09032637659781775
4np,Ag,25,1155.269795,-0.000830176540184766,-0.006261974447572169
4np,Ag,25,1157.485826,-0.015174888479523361,-0.11446332111767893
4np,Ag,25,1159.701857,-0.029510158635675906,-0.22259344895397307
4np,Ag,25,1161.917889,-0.03595608428353444,-0.2712146996687387
4np,Ag,25,1164.13392,-0.038307628091424704,-0.288952260927791
4np,Ag,25,1166.349951,-0.03738776500336826,-0.28201378594824955
4np,Ag,25,1168.565982,-0.03476714372402057,-0.2622465886188878
4np,Ag,25,1170.782014,-0.029435801645740868,-0.22203257840604365
4np,Ag,25,1172.998045,-0.027596375704742968,-0.2081578931033649
4np,Ag,25,1175.214076,-0.029190408810973168,-0.22018159420382727
4np,Ag,25,1177.430108,-0.03134339798241854,-0.2364214691278885
4np,Ag,25,1179.646139,-0.03041306236293167,-0.2294040004391245
4np,Ag,25,1181.86217,-0.02931468255119398,-0.22111898396142482
4np,Ag,25,1184.078201,-0.026909208130091428,-0.20297462715283543
4np,Ag,25,1186.294233,-0.024744547535665334,-0.18664671534874402
4np,Ag,25,1188.510264,-0.021498020822182298,-0.16215834891205022
4np,Ag,25,1190.726295,-0.01677706680027768,-0.12654846110824614
4np,Ag,25,1192.942326,-0.011972324475646019,-0.09030656290028702
4np,Ag,25,1195.158358,-0.0066325911332387475,-0.050029257859166995
4np,Ag,25,1197.374389,-0.00445494469255209,-0.03360339455496981
4np,Ag,25,1199.59042,-0.0024839378194883464,-0.018736201762015993
4np,Ag,25,1201.806452,-0.0015904120344202965,-0.01199638756165603
4np,Ag,25,1204.022483,-0.0022478430037153885,-0.016955351988490134
4np,Ag,25,1206.238514,-0.004464166900143027,-0.03367295714255124
4np,Ag,25,1208.454545,-0.006725417871493846,-0.05072944466868046
4np,Ag,25,1210.670577,-0.005461216396652162,-0.04119364481305001
4np,Ag,25,1212.886608,-0.0026684285677038132,-0.020127804987616182
4np,Ag,25,1215.102639,0.00048815625254064796,0.0036821348615220933
4np,Ag,25,1217.318671,0.004780263751745224,0.036057257724268994
4np,Ag,25,1219.534702,0.009056649906560778,0.06831379538003855
4np,Ag,25,1221.750733,0.014593763640150428,0.11007992949088967
4np,Ag,25,1223.966764,0.01971015972143505,0.14867261426795172
4np,Ag,25,1226.182796,0.025583336763083935,0.1929736548064949
4np,Ag,25,1228.398827,0.0278516732447315,0.21008358793398543
4np,Ag,25,1230.614858,0.028104560254141688,0.2119911002694907
4np,Ag,25,1232.83089,0.02811630500247702,0.21207969023850218
4np,Ag,25,1235.046921,0.02453707568347454,0.18508176696232
4np,Ag,25,1237.262952,0.021217209862516028,0.16004020780722325
