experiment_id,procedure_id,outer_repeat,aggregation_level,domain_count,complete_domain_count,summary_status,mean_domain_balanced_accuracy,worst_domain_balanced_accuracy,mean_domain_macro_f1
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-13,5,spectrum,13,13,complete,0.3287781057221461,0.20634920634920637,0.3163913405975976
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-14,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.319224987974988,0.16666666666666666,0.2867589606624694
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-14,1,spectrum,13,12,incomplete_terminal_cells,0.3272437552714249,0.14814814814814814,0.294929321813707
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-14,2,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3697460718294052,0.23148148148148148,0.3325199045593782
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-14,2,spectrum,13,12,incomplete_terminal_cells,0.37454152969656307,0.3119047619047619,0.33815528930989824
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-14,3,instrument_balanced_master,13,11,incomplete_terminal_cells,0.2640484935939481,0.15757575757575756,0.2439384145266498
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-14,3,spectrum,13,11,incomplete_terminal_cells,0.26636349428820866,0.15806878306878305,0.24977528660843468
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-14,4,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3196729196729197,0.21560846560846558,0.29510907080847976
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-14,4,spectrum,13,11,incomplete_terminal_cells,0.3342762292519598,0.20634920634920637,0.31770156645191755
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-14,5,instrument_balanced_master,13,13,complete,0.30052540052540055,0.19166666666666665,0.2903845552011781
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-14,5,spectrum,13,13,complete,0.297532924991212,0.15827956989247313,0.2821715673969031
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-15,1,instrument_balanced_master,13,11,incomplete_terminal_cells,0.20251322751322753,0.0,0.18081069377297918
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-15,1,spectrum,13,11,incomplete_terminal_cells,0.1988257255341895,0.0,0.1823421794258531
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-15,2,instrument_balanced_master,13,11,incomplete_terminal_cells,0.2776006821461367,0.125,0.2640832674325497
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-15,2,spectrum,13,11,incomplete_terminal_cells,0.27853176500132715,0.12037037037037036,0.25662279101433616
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-15,3,instrument_balanced_master,13,11,incomplete_terminal_cells,0.2747835497835498,0.06666666666666667,0.24410531751266465
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-15,3,spectrum,13,11,incomplete_terminal_cells,0.29152114384493794,0.16335978835978834,0.2642642461405349
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-15,4,instrument_balanced_master,13,11,incomplete_terminal_cells,0.2349206349206349,0.047619047619047616,0.2184091991590754
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-15,4,spectrum,13,11,incomplete_terminal_cells,0.24593449569609946,0.07407407407407407,0.23589027388383413
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-15,5,instrument_balanced_master,13,13,complete,0.2672494172494172,0.06666666666666667,0.24055444881666446
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-15,5,spectrum,13,13,complete,0.2661084254187702,0.075,0.23916609658823892
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-16,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3703653599486933,0.20370370370370372,0.32521394661908193
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-16,1,spectrum,13,12,incomplete_terminal_cells,0.38035244576795374,0.23776455026455023,0.33713007142702994
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-16,2,instrument_balanced_master,13,12,incomplete_terminal_cells,0.29224386724386725,0.19047619047619047,0.26220692887359554
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-16,2,spectrum,13,12,incomplete_terminal_cells,0.31298548002177035,0.19576719576719573,0.27710648874023514
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-16,3,instrument_balanced_master,13,9,incomplete_terminal_cells,0.3938271604938272,0.30952380952380953,0.36382822575633034
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-16,3,spectrum,13,9,incomplete_terminal_cells,0.3874283479032583,0.28863636363636364,0.36125283403814185
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-16,4,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3508778258778259,0.18148148148148147,0.3281187519155434
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-16,4,spectrum,13,11,incomplete_terminal_cells,0.3405488533350299,0.1843869731800766,0.3169941443644859
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-16,5,instrument_balanced_master,13,12,incomplete_terminal_cells,0.31684303350970017,0.12169312169312169,0.28911020896315015
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-16,5,spectrum,13,12,incomplete_terminal_cells,0.32297416551471986,0.14814814814814814,0.29237517153106435
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-17,1,instrument_balanced_master,13,13,complete,0.31733174233174233,0.19047619047619047,0.2766727751680518
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-17,1,spectrum,13,13,complete,0.30674408379080237,0.1693121693121693,0.26733900728293186
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-17,2,instrument_balanced_master,13,11,incomplete_terminal_cells,0.25972167563076654,0.08928571428571429,0.24738174257594467
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-17,2,spectrum,13,11,incomplete_terminal_cells,0.2549162575681941,0.15151515151515152,0.2404498966443481
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-17,3,instrument_balanced_master,13,10,incomplete_terminal_cells,0.40398148148148144,0.2976190476190476,0.3732879088326658
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-17,3,spectrum,13,10,incomplete_terminal_cells,0.36863711975002295,0.26666666666666666,0.34835279565790933
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-17,4,instrument_balanced_master,13,12,incomplete_terminal_cells,0.337037037037037,0.14285714285714285,0.32840851304810115
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-17,4,spectrum,13,12,incomplete_terminal_cells,0.298790551301443,0.14285714285714285,0.2860550886895696
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-17,5,instrument_balanced_master,13,13,complete,0.3786269286269286,0.19444444444444442,0.3714471635286115
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-17,5,spectrum,13,13,complete,0.35557135118699246,0.23757575757575755,0.34629041727572896
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-18,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.28437249478916143,0.14285714285714285,0.2609213251679712
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-18,1,spectrum,13,12,incomplete_terminal_cells,0.30384813729061966,0.13227513227513227,0.27766041326994156
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-18,2,instrument_balanced_master,13,11,incomplete_terminal_cells,0.32253596571778387,0.13888888888888887,0.29444041600185583
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-18,2,spectrum,13,11,incomplete_terminal_cells,0.3118237339844681,0.21454545454545457,0.2761785696519568
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-18,3,instrument_balanced_master,13,11,incomplete_terminal_cells,0.35398683807774717,0.13095238095238096,0.3143205179506407
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-18,3,spectrum,13,11,incomplete_terminal_cells,0.33788491432388684,0.13095238095238096,0.3024961052004152
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-18,4,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3677819865319865,0.2222222222222222,0.3396594419607835
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-18,4,spectrum,13,12,incomplete_terminal_cells,0.3587637313592078,0.2222222222222222,0.3241412333122398
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-18,5,instrument_balanced_master,13,13,complete,0.3574305324305324,0.20952380952380953,0.3296812809851628
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-18,5,spectrum,13,13,complete,0.3506830099426574,0.1693121693121693,0.3231338276222167
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-19,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.3625591229757896,0.20833333333333334,0.34350390068785325
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-19,1,spectrum,13,12,incomplete_terminal_cells,0.34497070992459394,0.24090909090909088,0.3262221476691356
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-19,2,instrument_balanced_master,13,13,complete,0.29008306508306503,0.18452380952380953,0.2530934861036231
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-19,2,spectrum,13,13,complete,0.2971294707244908,0.16317016317016317,0.2709960442238656
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-19,3,instrument_balanced_master,13,10,incomplete_terminal_cells,0.42477513227513225,0.047619047619047616,0.3935537307668192
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-19,3,spectrum,13,10,incomplete_terminal_cells,0.3813042409635847,0.06734006734006734,0.35378571085631777
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-19,4,instrument_balanced_master,13,12,incomplete_terminal_cells,0.2838955026455026,0.09523809523809523,0.251182889943995
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-19,4,spectrum,13,12,incomplete_terminal_cells,0.29817195799606816,0.09523809523809523,0.26685671373952313
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-19,5,instrument_balanced_master,13,11,incomplete_terminal_cells,0.3932299182299182,0.25396825396825395,0.34499178282600745
EXP-C09-CONTROL-PERM,C-PERMUTED-SELECTED:CTRL-PERM-19,5,spectrum,13,11,incomplete_terminal_cells,0.4010461106722104,0.23185185185185186,0.35911944482714353
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-EMPIRICAL,1,instrument_balanced_master,13,13,complete,0.33327968327968327,0.2976190476190476,0.210552661443336
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-EMPIRICAL,1,spectrum,13,13,complete,0.33012293293160927,0.2926245210727969,0.21229437661944764
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-EMPIRICAL,2,instrument_balanced_master,13,13,complete,0.30156140156140154,0.2380952380952381,0.19892361860031868
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-EMPIRICAL,2,spectrum,13,13,complete,0.2932546160632924,0.1851851851851852,0.1951714075307982
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-EMPIRICAL,3,instrument_balanced_master,13,13,complete,0.32581862581862586,0.2976190476190476,0.21041853711996017
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-EMPIRICAL,3,spectrum,13,13,complete,0.32676617762824656,0.27976190476190477,0.21287004617464234
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-EMPIRICAL,4,instrument_balanced_master,13,13,complete,0.27128057128057126,0.14285714285714285,0.19792158788814307
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-EMPIRICAL,4,spectrum,13,13,complete,0.2535835041035263,0.10437710437710439,0.18777629669230464
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-EMPIRICAL,5,instrument_balanced_master,13,13,complete,0.32353942353942355,0.28484848484848485,0.22127976486950846
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-EMPIRICAL,5,spectrum,13,13,complete,0.31396604621020635,0.26484674329501917,0.21557949231964826
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-UNIFORM,1,instrument_balanced_master,13,13,complete,0.3333333333333333,0.3333333333333333,0.14567956652837294
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-UNIFORM,1,spectrum,13,13,complete,0.3333333333333333,0.3333333333333333,0.15081659622674407
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-UNIFORM,2,instrument_balanced_master,13,13,complete,0.3333333333333333,0.3333333333333333,0.14567956652837294
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-UNIFORM,2,spectrum,13,13,complete,0.3333333333333333,0.3333333333333333,0.15081659622674407
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-UNIFORM,3,instrument_balanced_master,13,13,complete,0.3333333333333333,0.3333333333333333,0.14567956652837294
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-UNIFORM,3,spectrum,13,13,complete,0.3333333333333333,0.3333333333333333,0.15081659622674407
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-UNIFORM,4,instrument_balanced_master,13,13,complete,0.3333333333333333,0.3333333333333333,0.14567956652837294
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-UNIFORM,4,spectrum,13,13,complete,0.3333333333333333,0.3333333333333333,0.15081659622674407
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-UNIFORM,5,instrument_balanced_master,13,13,complete,0.3333333333333333,0.3333333333333333,0.14567956652837294
EXP-C09-CONTROL-PRIOR,C-PRIOR:CTRL-PRIOR-UNIFORM,5,spectrum,13,13,complete,0.3333333333333333,0.3333333333333333,0.15081659622674407
EXP-C09-T3,C-SELECTED,1,instrument_balanced_master,13,12,incomplete_terminal_cells,0.711228354978355,0.3333333333333333,0.6795575471745062
EXP-C09-T3,C-SELECTED,1,spectrum,13,12,incomplete_terminal_cells,0.6291581930734229,0.3333333333333333,0.6016050137551515
EXP-C09-T3,C-SELECTED,2,instrument_balanced_master,13,11,incomplete_terminal_cells,0.7170099261008352,0.3333333333333333,0.6858106280448901
EXP-C09-T3,C-SELECTED,2,spectrum,13,11,incomplete_terminal_cells,0.6462301900468045,0.3333333333333333,0.6133499326243969
EXP-C09-T3,C-SELECTED,3,instrument_balanced_master,13,10,incomplete_terminal_cells,0.7296031746031746,0.3333333333333333,0.69272098453471
EXP-C09-T3,C-SELECTED,3,spectrum,13,10,incomplete_terminal_cells,0.6592161398626917,0.3333333333333333,0.6375237382033642
EXP-C09-T3,C-SELECTED,4,instrument_balanced_master,13,12,incomplete_terminal_cells,0.6936728395061729,0.3333333333333333,0.6610025020972735
EXP-C09-T3,C-SELECTED,4,spectrum,13,12,incomplete_terminal_cells,0.6230168051935293,0.3333333333333333,0.5999901862255506
EXP-C09-T3,C-SELECTED,5,instrument_balanced_master,13,12,incomplete_terminal_cells,0.6926116321949656,0.3333333333333333,0.6599783941007711
EXP-C09-T3,C-SELECTED,5,spectrum,13,12,incomplete_terminal_cells,0.6432417170420044,0.3333333333333333,0.6160126057673216
EXP-C10-T3,C-EXTRA-TREES,1,instrument_balanced_master,13,13,complete,0.7531200281200281,0.3333333333333333,0.731732676691794
EXP-C10-T3,C-EXTRA-TREES,1,spectrum,13,13,complete,0.6761467072868629,0.3359139784946237,0.6594312014463998
EXP-C10-T3,C-EXTRA-TREES,2,instrument_balanced_master,13,13,complete,0.7601713101713101,0.3333333333333333,0.7405214837562257
EXP-C10-T3,C-EXTRA-TREES,2,spectrum,13,13,complete,0.6844564120426189,0.3466666666666667,0.6692407953832558
EXP-C10-T3,C-EXTRA-TREES,3,instrument_balanced_master,13,13,complete,0.7588809338809338,0.3333333333333333,0.7374366817482846
EXP-C10-T3,C-EXTRA-TREES,3,spectrum,13,13,complete,0.6838926590650729,0.3333333333333333,0.6692372763503
EXP-C10-T3,C-EXTRA-TREES,4,instrument_balanced_master,13,13,complete,0.7586459836459837,0.3333333333333333,0.7357212131660672
EXP-C10-T3,C-EXTRA-TREES,4,spectrum,13,13,complete,0.6870824896686967,0.3439153439153439,0.6737866491377154
EXP-C10-T3,C-EXTRA-TREES,5,instrument_balanced_master,13,13,complete,0.7511664261664261,0.3333333333333333,0.7231828755666385
EXP-C10-T3,C-EXTRA-TREES,5,spectrum,13,13,complete,0.6923631349493419,0.3466666666666667,0.675059311542996
EXP-C10-T3,C-PCA-LDA,1,instrument_balanced_master,13,13,complete,0.6765623265623264,0.3333333333333333,0.6463867486392691
EXP-C10-T3,C-PCA-LDA,1,spectrum,13,13,complete,0.6341380267242337,0.3466666666666667,0.6126714572028461
EXP-C10-T3,C-PCA-LDA,2,instrument_balanced_master,13,13,complete,0.6543724793724793,0.2857142857142857,0.6175617939462507
EXP-C10-T3,C-PCA-LDA,2,spectrum,13,13,complete,0.6028033779757919,0.25925925925925924,0.5727045157232552
EXP-C10-T3,C-PCA-LDA,3,instrument_balanced_master,13,13,complete,0.6898508898508898,0.3333333333333333,0.6743288780142792
EXP-C10-T3,C-PCA-LDA,3,spectrum,13,13,complete,0.6240294922191474,0.31746031746031744,0.6081041515232534
EXP-C10-T3,C-PCA-LDA,4,instrument_balanced_master,13,13,complete,0.6906454656454655,0.28571428571428575,0.66581159006935
EXP-C10-T3,C-PCA-LDA,4,spectrum,13,13,complete,0.6466541695852042,0.2698412698412698,0.624902151830731
EXP-C10-T3,C-PCA-LDA,5,instrument_balanced_master,13,13,complete,0.6535769785769786,0.3333333333333333,0.6290113677827627
EXP-C10-T3,C-PCA-LDA,5,spectrum,13,13,complete,0.611506169437204,0.3367003367003367,0.5933162821807374
EXP-C10-T3,C-RANDOM-FOREST,1,instrument_balanced_master,13,13,complete,0.7612091612091613,0.3333333333333333,0.7425493373558821
EXP-C10-T3,C-RANDOM-FOREST,1,spectrum,13,13,complete,0.6709922895462385,0.3359139784946237,0.6566542042602268
EXP-C10-T3,C-RANDOM-FOREST,2,instrument_balanced_master,13,13,complete,0.7534974284974285,0.3333333333333333,0.7329939186740668
EXP-C10-T3,C-RANDOM-FOREST,2,spectrum,13,13,complete,0.6655951232675371,0.3439153439153439,0.6478160624930767
EXP-C10-T3,C-RANDOM-FOREST,3,instrument_balanced_master,13,13,complete,0.7569661819661818,0.3333333333333333,0.7346541791262756
EXP-C10-T3,C-RANDOM-FOREST,3,spectrum,13,13,complete,0.6665127815989885,0.3466666666666667,0.6468096853679347
EXP-C10-T3,C-RANDOM-FOREST,4,instrument_balanced_master,13,13,complete,0.769074444074444,0.3333333333333333,0.7475239968800202
EXP-C10-T3,C-RANDOM-FOREST,4,spectrum,13,13,complete,0.6758738320139878,0.3359139784946237,0.6567951540255516
EXP-C10-T3,C-RANDOM-FOREST,5,instrument_balanced_master,13,13,complete,0.7449087949087948,0.3333333333333333,0.7162254382895081
EXP-C10-T3,C-RANDOM-FOREST,5,spectrum,13,13,complete,0.6602694304418443,0.3333333333333333,0.640504290576308
EXP-C10-T3,C-RBF-SVM,1,instrument_balanced_master,13,13,complete,0.701003626003626,0.3333333333333333,0.6773304036541314
EXP-C10-T3,C-RBF-SVM,1,spectrum,13,13,complete,0.6450135177721386,0.3333333333333333,0.6278932067596716
EXP-C10-T3,C-RBF-SVM,2,instrument_balanced_master,13,13,complete,0.6775992525992526,0.3333333333333333,0.6424930873271748
EXP-C10-T3,C-RBF-SVM,2,spectrum,13,13,complete,0.6559342636928845,0.3333333333333333,0.6272854769212628
EXP-C10-T3,C-RBF-SVM,3,instrument_balanced_master,13,13,complete,0.7038332038332039,0.3333333333333333,0.6713807616247293
EXP-C10-T3,C-RBF-SVM,3,spectrum,13,13,complete,0.649404277076691,0.3333333333333333,0.623136196608669
EXP-C10-T3,C-RBF-SVM,4,instrument_balanced_master,13,13,complete,0.6904132904132904,0.3333333333333333,0.6650196840264524
EXP-C10-T3,C-RBF-SVM,4,spectrum,13,13,complete,0.6537059938784077,0.3333333333333333,0.6330898649412062
EXP-C10-T3,C-RBF-SVM,5,instrument_balanced_master,13,13,complete,0.712111962111962,0.3333333333333333,0.687301473837157
EXP-C10-T3,C-RBF-SVM,5,spectrum,13,13,complete,0.6499644225506294,0.3333333333333333,0.6255241459820405
EXP-C12-CORAL,C-SOURCE-CORAL,1,instrument_balanced_master,13,0,incomplete_terminal_cells,,,
EXP-C12-CORAL,C-SOURCE-CORAL,1,spectrum,13,0,incomplete_terminal_cells,,,
EXP-C12-CORAL,C-SOURCE-CORAL,2,instrument_balanced_master,13,0,incomplete_terminal_cells,,,
EXP-C12-CORAL,C-SOURCE-CORAL,2,spectrum,13,0,incomplete_terminal_cells,,,
EXP-C12-CORAL,C-SOURCE-CORAL,3,instrument_balanced_master,13,0,incomplete_terminal_cells,,,
EXP-C12-CORAL,C-SOURCE-CORAL,3,spectrum,13,0,incomplete_terminal_cells,,,
EXP-C12-CORAL,C-SOURCE-CORAL,4,instrument_balanced_master,13,0,incomplete_terminal_cells,,,
EXP-C12-CORAL,C-SOURCE-CORAL,4,spectrum,13,0,incomplete_terminal_cells,,,
EXP-C12-CORAL,C-SOURCE-CORAL,5,instrument_balanced_master,13,0,incomplete_terminal_cells,,,
EXP-C12-CORAL,C-SOURCE-CORAL,5,spectrum,13,0,incomplete_terminal_cells,,,
