outer_run_id,experiment_id,task_id,domain,station,held_instrument,outer_repeat,outer_fold,selection_kind,fixed_family_model_id,margin_status,selected_candidate_id,runner_up_candidate_id,supported_candidate_count,mean_ba_margin,worst_ba_margin,macro_f1_margin
P03OUTER-7deadb0da4e477c3d50b9740,EXP-C10-T3,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,2,3,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-001,C-RANDOM-FOREST-005,16,0.0,0.0,0.0
P03OUTER-7e12e6db7c8fa67845684c51,EXP-C10-T3,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,2,0,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-004,C-PCA-LDA-005,10,0.0,0.0,0.0
P03OUTER-7e2dd42926b9bdaa56fef4b3,EXP-C09-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,1,3,standard,,complete,C-SPECTRAL-MATCH-001,C-PLS-DA-004,124,0.0277777777777779,0.0,0.155952380952381
P03OUTER-7e788b59a2b09c61ea767606,EXP-C10-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,4,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-7e97d4c7b5ab6f44952a82cc,EXP-C07-T1,T1-SURF,surfaces:within,surfaces,not_applicable,3,3,standard,,complete,C-RANDOM-FOREST-004,C-RANDOM-FOREST-005,16,0.0,0.0,0.0
P03OUTER-7eb9d369c119a16cd96280df,EXP-C10-T3,T3-ZS,pills:Pendar-1,pills,Pendar-1,1,0,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-012,C-RBF-SVM-014,36,0.0,0.0,0.0
P03OUTER-7ee00bb1e710f9732dc72ba5,EXP-C10-T3,T3-ZS,pills:Agilent-3,pills,Agilent-3,2,0,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-004,C-PCA-LDA-006,10,0.0,0.0,0.0
P03OUTER-7eef302c0b25a543e22f8ee6,EXP-C03-T1,T1-CWA,cwa:within,cwa,not_applicable,5,1,standard,,complete,C-PCA-LDA-006,C-PCA-LDA-008,10,0.05555555555555547,0.16666666666666674,0.0888888888888889
P03OUTER-7f07b1c0425e4350b3b28961,EXP-C09-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,1,0,standard,,complete,C-LOGREG-EN-011,C-LOGREG-EN-010,121,0.04999999999999993,0.033333333333333326,0.004365079365079572
P03OUTER-7f6155c8cc29e4d17fbfbe70,EXP-C10-T3,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,1,1,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-019,C-RBF-SVM-025,36,0.05555555555555558,0.0,0.059259259259259345
P03OUTER-7f68ce5dc530dd685f41c6ab,EXP-C06-T1,T1-PILLS,pills:within,pills,not_applicable,3,3,standard,,complete,C-RBF-SVM-012,C-RBF-SVM-014,36,0.0,0.0,0.0
P03OUTER-7fab1aaa2ed1fe4e13344e3f,EXP-C12-CORAL,T3-ZS,cwa:Mira-2,cwa,Mira-2,3,3,source_covariance,,unavailable,,,0,,,
P03OUTER-7fb3efb0c5cbdb8ae6b8f48d,EXP-C10-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,2,1,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-012,C-RBF-SVM-014,36,0.0,0.0,0.0
P03OUTER-7fd06289d49d1514ecb28c53,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,1,3,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-012,C-RANDOM-FOREST-013,16,0.0,0.0,0.0
P03OUTER-7ff4da23f76a76de9cd366ae,EXP-C05-T1,T1-PILLS,pills:within,pills,not_applicable,5,0,standard,,complete,C-LOGREG-EN-000,C-LOGREG-EN-005,27,0.0,0.0,0.0
P03OUTER-8017352d802d26fb6038223d,EXP-C09-CONTROL-META,T3-ZS,pills:Pendar-1,pills,Pendar-1,5,0,metadata_control,,complete,CTRL-META-C-LOGREG-EN-020,CTRL-META-C-LOGREG-EN-021,29,0.0,0.0,0.0
P03OUTER-801cb850785df7f17ab914c4,EXP-C09-T3,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,4,0,standard,,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,126,0.0,0.0,0.0
P03OUTER-802656e8ea9e68d1719a974a,EXP-C06-T1,T1-CWA,cwa:within,cwa,not_applicable,4,2,standard,,complete,C-RBF-SVM-019,C-RBF-SVM-026,36,0.0,0.0,0.0
P03OUTER-8033e864b0a9584c4e354971,EXP-C10-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,4,1,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-002,C-PCA-LDA-003,10,0.0,0.0,0.0
P03OUTER-804b1ddf51245877d485c052,EXP-C09-CONTROL-META,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,4,3,metadata_control,,complete,CTRL-META-C-LOGREG-EN-004,CTRL-META-C-LOGREG-EN-008,18,0.0,0.0,0.0
P03OUTER-807004e335dbb01610a6b3c0,EXP-C09-CONTROL-META,T3-ZS,pills:Agilent-1,pills,Agilent-1,4,1,metadata_control,,complete,CTRL-META-C-LOGREG-EN-010,CTRL-META-C-LOGREG-EN-005,26,0.05555555555555558,0.16666666666666669,0.07407407407407401
P03OUTER-807353c7e9f7059c33da0d1e,EXP-C10-T3,T3-ZS,pills:Pendar-3,pills,Pendar-3,5,0,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-80a2230e8d48e88fec3ab72d,EXP-C10-T3,T3-ZS,pills:Mira-3,pills,Mira-3,1,3,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-012,C-RBF-SVM-014,36,0.0,0.0,0.0
P03OUTER-80b365b8a86c23c19825185b,EXP-C10-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,2,0,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-012,C-RBF-SVM-014,36,0.0,0.0,0.0
P03OUTER-80b664745f87bc597094989d,EXP-C12-CORAL,T3-ZS,pills:Mira-3,pills,Mira-3,1,2,source_covariance,,unavailable,,,0,,,
P03OUTER-80bffe62a7fbab96b2b50405,EXP-C06-T1,T1-PILLS,pills:within,pills,not_applicable,1,1,standard,,complete,C-RBF-SVM-012,C-RBF-SVM-013,36,0.0,0.0,0.0
P03OUTER-80dddbdd84d3ccc85f091591,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,5,0,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-018,C-RBF-SVM-019,36,0.0,0.0,0.0
P03OUTER-80e84cf527572403fdf5938b,EXP-C10-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,4,0,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-004,C-PCA-LDA-003,10,0.0,0.0,0.010317460317460336
P03OUTER-80f5293df73e6dd6b9d4ec02,EXP-C06-T1,T1-SURF,surfaces:within,surfaces,not_applicable,3,0,standard,,complete,C-RBF-SVM-014,C-RBF-SVM-018,36,0.0,0.0,0.0
P03OUTER-8105b310547404c58def9a51,EXP-C09-T3,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,5,3,standard,,complete,C-PLS-DA-002,C-PLS-DA-003,126,0.0,0.0,0.0
P03OUTER-810c55536c97f53d6f883763,EXP-C12-CORAL,T3-ZS,cwa:RMX-1,cwa,RMX-1,3,2,source_covariance,,complete,CORAL-C-RBF-SVM-013,CORAL-C-PCA-LDA-002,46,0.0,0.0,0.011111111111111127
P03OUTER-81107c7b5fbb17ce4baef9f0,EXP-C10-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,3,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-009,C-EXTRA-TREES-005,16,0.0,0.0,0.03703703703703709
P03OUTER-8125ee2315e5d030935e811e,EXP-C01-T1,T1-CWA,cwa:within,cwa,not_applicable,1,1,standard,,complete,C-SPECTRAL-MATCH-000,C-SPECTRAL-MATCH-001,3,0.0,0.0,0.014814814814814947
P03OUTER-8138aca70fc88c433c3a64a6,EXP-C06-T1,T1-CWA,cwa:within,cwa,not_applicable,4,3,standard,,complete,C-RBF-SVM-025,C-RBF-SVM-031,36,0.05555555555555547,0.0,0.059259259259259234
P03OUTER-8140b46a0247b7fd37631c57,EXP-C03-T1,T1-CWA,cwa:within,cwa,not_applicable,1,0,standard,,complete,C-PCA-LDA-005,C-PCA-LDA-006,10,0.0,0.0,0.0
P03OUTER-817ac0747bfc6eff5996f2ce,EXP-C10-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,3,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-014,C-EXTRA-TREES-013,16,0.0,0.0,0.03703703703703698
P03OUTER-81824cf76654d6ebd5768f6e,EXP-C09-CONTROL-META,T3-ZS,cwa:Mira-2,cwa,Mira-2,3,2,metadata_control,,complete,CTRL-META-C-LOGREG-EN-023,CTRL-META-C-LOGREG-EN-024,30,0.0,0.0,0.0
P03OUTER-8193693302aa6b1860e21f60,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,2,2,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-002,C-PCA-LDA-003,6,0.01388888888888895,-0.1111111111111111,-0.00046260928613883756
P03OUTER-81a850b8eb695f42f2504f84,EXP-C10-T3,T3-ZS,surfaces:Pendar-3,surfaces,Pendar-3,2,2,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-004,C-EXTRA-TREES-005,16,0.03703703703703698,0.1111111111111111,0.020621353954687283
P03OUTER-81eb29aeb446822d072a3071,EXP-C02-T1,T1-SURF,surfaces:within,surfaces,not_applicable,2,2,standard,,complete,C-NEAREST-CENTROID-003,C-NEAREST-CENTROID-000,8,0.0185185185185186,-0.11111111111111105,0.04656084656084658
P03OUTER-829a8b578e4f0d3ae669d97d,EXP-C10-T3,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,5,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-005,C-EXTRA-TREES-009,16,0.0,0.0,0.0
P03OUTER-82a07d2c45412e14c332f7cb,EXP-C12-CORAL,T3-ZS,cwa:RMX-1,cwa,RMX-1,2,0,source_covariance,,unavailable,,,0,,,
P03OUTER-82ae92572ff82fb20d915bbf,EXP-C10-T3,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,3,3,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-006,C-RANDOM-FOREST-007,16,0.0,0.0,0.0
P03OUTER-8325c1383b7175ab112e026b,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,4,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-833905c38553323e06822c95,EXP-C09-CONTROL-META,T3-ZS,cwa:RMX-1,cwa,RMX-1,5,1,metadata_control,,complete,CTRL-META-C-LOGREG-EN-019,CTRL-META-C-LOGREG-EN-015,30,0.16666666666666669,0.0,0.12896825396825395
P03OUTER-8343df8b136692e0030b593d,EXP-C12-CORAL,T3-ZS,cwa:RMX-1,cwa,RMX-1,5,1,source_covariance,,complete,CORAL-C-RBF-SVM-013,CORAL-C-PCA-LDA-009,46,0.0277777777777779,0.0,-0.011904761904761973
P03OUTER-8361dc2ac7c50ec296f5cc78,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,2,2,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-025,C-RBF-SVM-031,36,0.0,0.0,0.0
P03OUTER-83632019f3aaa0282d1fbf5b,EXP-C09-CONTROL-META,T3-ZS,pills:Pendar-3,pills,Pendar-3,1,0,metadata_control,,complete,CTRL-META-C-LOGREG-EN-004,CTRL-META-C-LOGREG-EN-006,30,0.0,0.0,0.0
P03OUTER-836ea9bacce1eab7e57bada3,EXP-C10-T3,T3-ZS,pills:Agilent-1,pills,Agilent-1,4,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-8370c334ed7b090f774af2c2,EXP-C10-T3,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,3,1,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-008,16,0.006172839506172867,0.0,0.00786700590622158
P03OUTER-837b001df9df5d6eea3767fe,EXP-C02-T1,T1-SURF,surfaces:within,surfaces,not_applicable,3,2,standard,,complete,C-NEAREST-CENTROID-000,C-NEAREST-CENTROID-001,8,0.0,0.0,0.0
P03OUTER-838bb06d6f957fd3faff5e71,EXP-C09-CONTROL-META,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,5,3,metadata_control,,complete,CTRL-META-C-LOGREG-EN-000,CTRL-META-C-LOGREG-EN-005,23,0.0,0.0,0.0
P03OUTER-83a79f6cf03cc5d85d5d9095,EXP-C10-T3,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,3,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-001,C-EXTRA-TREES-005,16,0.0,0.0,0.0
P03OUTER-83ad0177d86ca954a78452dc,EXP-C10-T3,T3-ZS,pills:Pendar-1,pills,Pendar-1,3,3,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-012,C-RBF-SVM-014,36,0.0,0.0,0.0
P03OUTER-83fbaa9139381d645a992c4e,EXP-C10-T3,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,3,2,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-012,C-RBF-SVM-018,36,0.0,0.0,0.0
P03OUTER-843b59a1cfe77e0aa4de6dfe,EXP-C09-CONTROL-META,T3-ZS,cwa:RMX-1,cwa,RMX-1,2,2,metadata_control,,complete,CTRL-META-C-LOGREG-EN-015,CTRL-META-C-LOGREG-EN-020,30,0.0,0.0,0.01666666666666672
P03OUTER-8447873b055577616a7a7c49,EXP-C12-CORAL,T3-ZS,pills:Pendar-1,pills,Pendar-1,2,0,source_covariance,,unavailable,,,0,,,
P03OUTER-845b40479c8d95d999fb1478,EXP-C10-T3,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,5,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-011,C-EXTRA-TREES-015,16,0.0,0.0,0.0
P03OUTER-84b8c04dda29b42162c1c05f,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,4,2,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-001,C-EXTRA-TREES-000,16,1.1102230246251565e-16,0.015873015873015872,-0.002292152292152294
P03OUTER-84c55000dd454c3bb0b35a8c,EXP-C02-T1,T1-CWA,cwa:within,cwa,not_applicable,5,0,standard,,complete,C-NEAREST-CENTROID-000,C-NEAREST-CENTROID-001,8,0.0,0.0,0.0
P03OUTER-84c70714488bc27ff172a53a,EXP-C10-T3,T3-ZS,pills:Pendar-1,pills,Pendar-1,2,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-84c984cb32f87dfc52625793,EXP-C12-CORAL,T3-ZS,cwa:Mira-2,cwa,Mira-2,2,1,source_covariance,,unavailable,,,0,,,
P03OUTER-84e96a48ef73619bb895f8f3,EXP-C09-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,5,1,standard,,complete,C-NEAREST-CENTROID-004,C-NEAREST-CENTROID-005,124,0.0,0.0,0.0
P03OUTER-85000d1784e9214ac9c850ab,EXP-C12-CORAL,T3-ZS,pills:Agilent-3,pills,Agilent-3,3,1,source_covariance,,unavailable,,,0,,,
P03OUTER-8535bbe68590ddfc37828cd3,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,5,1,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-005,C-EXTRA-TREES-010,16,0.013888888888889062,0.1388888888888889,0.005825764649294185
P03OUTER-854230ba459c3247638fd5c4,EXP-C04-T1,T1-SURF,surfaces:within,surfaces,not_applicable,3,0,standard,,complete,C-PLS-DA-001,C-PLS-DA-002,5,0.0,0.0,0.0
P03OUTER-85514d418a89b098ce1483c0,EXP-C10-T3,T3-ZS,pills:Agilent-3,pills,Agilent-3,4,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-85516949aa95e7cec4aa7df0,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,2,1,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-005,C-PCA-LDA-008,10,0.0,0.0,0.0
P03OUTER-856300fcc2c1b13d60016308,EXP-C10-T3,T3-ZS,pills:Mira-3,pills,Mira-3,4,1,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-002,C-PCA-LDA-003,10,0.0,0.0,0.0
P03OUTER-85a2c7ea988cae4adc21955d,EXP-C10-T3,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,4,1,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-012,C-RBF-SVM-018,36,0.0,0.0,0.0
P03OUTER-85a887266371d39f22fb6ea7,EXP-C12-CORAL,T3-ZS,cwa:Mira-2,cwa,Mira-2,5,0,source_covariance,,complete,CORAL-C-PCA-LDA-007,CORAL-C-RBF-SVM-006,46,0.16666666666666663,0.16666666666666663,0.14999999999999997
P03OUTER-85bdc113bcbe5bd588b7620b,EXP-C10-T3,T3-ZS,pills:Pendar-1,pills,Pendar-1,4,0,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-012,C-RBF-SVM-014,36,0.0,0.0,0.0
P03OUTER-85cd1b718eb2d3041c9e3334,EXP-C10-T3,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,3,0,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-001,C-PCA-LDA-000,4,0.03888888888888886,0.08333333333333331,0.040455840455840386
P03OUTER-85e8ad9e446485afb619afee,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,5,1,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-002,C-RANDOM-FOREST-006,16,0.01851851851851849,0.03703703703703698,0.027415177415177516
P03OUTER-860ad3d9a0ebcc2e49bb9f12,EXP-C10-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,3,3,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-000,C-PCA-LDA-002,10,0.08333333333333337,0.16666666666666663,0.011111111111111183
P03OUTER-862607bc8c6964cfede6d88d,EXP-C10-T3,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,2,1,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-001,C-RANDOM-FOREST-004,16,0.0,0.0,0.014550264550264536
P03OUTER-86426b2ae236e980c4fec326,EXP-C02-T1,T1-CWA,cwa:within,cwa,not_applicable,1,3,standard,,complete,C-NEAREST-CENTROID-004,C-NEAREST-CENTROID-005,8,0.0,0.0,0.0
P03OUTER-8644427b69f8b459e535a6db,EXP-C09-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,4,0,standard,,complete,C-LOGREG-EN-000,C-RANDOM-FOREST-000,125,0.0,0.0,0.0
P03OUTER-8676c02ad37e23cb19ad457d,EXP-C10-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,4,3,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-019,C-RBF-SVM-031,36,0.0,0.0,0.0
P03OUTER-8684504f3d0e5f240a0e7ff2,EXP-C09-CONTROL-META,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,2,2,metadata_control,,complete,CTRL-META-C-LOGREG-EN-012,CTRL-META-C-LOGREG-EN-025,30,0.02777777777777779,0.0,0.033333333333333326
P03OUTER-86a6d6e6c1617cf1ef12354d,EXP-C03-T1,T1-CWA,cwa:within,cwa,not_applicable,5,3,standard,,complete,C-PCA-LDA-004,C-PCA-LDA-008,10,0.0,0.0,0.0
P03OUTER-86aebb4365ba4b32e247b0b0,EXP-C07-T1,T1-PILLS,pills:within,pills,not_applicable,4,2,standard,,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-86bc636a34e42d332616d197,EXP-C01-T1,T1-CWA,cwa:within,cwa,not_applicable,2,0,standard,,complete,C-SPECTRAL-MATCH-001,C-SPECTRAL-MATCH-000,3,0.05555555555555569,0.0,0.05185185185185193
P03OUTER-86bf974f5ccfd75c39db7d28,EXP-C10-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,1,2,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-002,C-RANDOM-FOREST-000,16,0.0,0.0,0.007407407407407418
P03OUTER-86db17d4eb89d1867cd89124,EXP-C09-T3,T3-ZS,pills:Agilent-3,pills,Agilent-3,2,3,standard,,complete,C-PLS-DA-000,C-LOGREG-EN-000,122,0.0,0.0,0.0
P03OUTER-86f412194fc1228dd033864b,EXP-C10-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,4,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-005,C-EXTRA-TREES-009,16,0.0,0.0,0.0
P03OUTER-8732cf3e562bdae76edd04f3,EXP-C10-T3,T3-ZS,pills:Pendar-3,pills,Pendar-3,1,2,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-004,C-PCA-LDA-005,10,0.0,0.0,0.0
P03OUTER-873846606160f8a3e1b42ca4,EXP-C09-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,3,0,standard,,complete,C-PCA-LDA-006,C-LOGREG-EN-011,121,0.02777777777777768,0.0,0.0182539682539683
P03OUTER-874764a90584d72eaa6fe504,EXP-C12-CORAL,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,2,3,source_covariance,,complete,CORAL-C-PCA-LDA-001,CORAL-C-RBF-SVM-006,42,0.0,0.0,0.006127450980392135
P03OUTER-874df33b575f6c7d24aaa964,EXP-C09-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,2,2,standard,,complete,C-NEAREST-CENTROID-006,C-RBF-SVM-014,125,0.02777777777777779,0.22222222222222215,0.11388888888888893
P03OUTER-8787869ebfe4df2c95efe355,EXP-C10-T3,T3-ZS,surfaces:Mira-1,surfaces,Mira-1,1,0,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-002,C-PCA-LDA-003,6,0.09999999999999998,0.0,0.13624338624338628
P03OUTER-879d8cf5d9595965b8b36ad4,EXP-C10-T3,T3-ZS,pills:Agilent-3,pills,Agilent-3,2,3,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-87ada5d410f3b26577eb08c8,EXP-C10-T3,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,2,2,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-012,16,0.0,0.0,0.0
P03OUTER-87af80a38178d415ab58282f,EXP-C04-T1,T1-SURF,surfaces:within,surfaces,not_applicable,2,3,standard,,complete,C-PLS-DA-001,C-PLS-DA-002,5,0.0,0.0,0.0
P03OUTER-87fd90751e6e517e43b35f97,EXP-C12-CORAL,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,4,3,source_covariance,,unavailable,,,0,,,
P03OUTER-880ac4701c86c706fb7f9e43,EXP-C10-T3,T3-ZS,pills:Pendar-3,pills,Pendar-3,4,0,fixed_family_reuse,C-EXTRA-TREES,complete,C-EXTRA-TREES-000,C-EXTRA-TREES-001,16,0.0,0.0,0.0
P03OUTER-882e3e53aebc7acdd999823d,EXP-C09-T3,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,1,3,standard,,complete,C-SPECTRAL-MATCH-001,C-PLS-DA-000,116,0.040740740740740744,0.0,0.05745550745550748
P03OUTER-8838559d736c8f5445715a63,EXP-C10-T3,T3-ZS,pills:Agilent-3,pills,Agilent-3,4,1,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-000,C-RANDOM-FOREST-001,16,0.0,0.0,0.0
P03OUTER-884cd4f1600189452c6e1355,EXP-C10-T3,T3-ZS,surfaces:Pendar-2,surfaces,Pendar-2,3,2,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-001,C-PCA-LDA-008,4,5.551115123125783e-17,0.0,0.04408369408369414
P03OUTER-887af97d943aaa1dd4b19621,EXP-C10-T3,T3-ZS,cwa:Pendar-2,cwa,Pendar-2,3,0,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-003,C-RANDOM-FOREST-002,16,0.0,0.0,0.014814814814814725
P03OUTER-888b3d36922e887b0a0b129f,EXP-C10-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,3,3,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-012,C-RBF-SVM-019,36,0.0,0.0,0.011904761904761973
P03OUTER-88924bd28ef0ed2ea9eccf60,EXP-C10-T3,T3-ZS,cwa:RMX-1,cwa,RMX-1,3,3,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-006,C-PCA-LDA-007,10,0.0,0.0,0.0
P03OUTER-88aee988f47759ba38865482,EXP-C10-T3,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,1,0,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-025,C-RBF-SVM-031,36,0.0,0.0,0.0
P03OUTER-88c0e729eb0ed079ef720da8,EXP-C12-CORAL,T3-ZS,cwa:Mira-2,cwa,Mira-2,1,1,source_covariance,,unavailable,,,0,,,
P03OUTER-88c263fce1d00bfc2b1a8f61,EXP-C10-T3,T3-ZS,cwa:Mira-2,cwa,Mira-2,5,1,fixed_family_reuse,C-RANDOM-FOREST,complete,C-RANDOM-FOREST-003,C-RANDOM-FOREST-007,16,0.027777777777777735,0.055555555555555525,0.009259259259259245
P03OUTER-88cbc1ef23cfc1fa40c94484,EXP-C10-T3,T3-ZS,surfaces:RMX-2,surfaces,RMX-2,3,1,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-001,C-PCA-LDA-000,4,0.040740740740740744,-0.05555555555555558,0.0014710598043931045
P03OUTER-88e4e697f59d6b480eeec7b5,EXP-C10-T3,T3-ZS,pills:Agilent-3,pills,Agilent-3,4,3,fixed_family_reuse,C-PCA-LDA,complete,C-PCA-LDA-004,C-PCA-LDA-005,10,0.0,0.0,0.0
P03OUTER-891c49644c9116bb32431ad6,EXP-C10-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,2,1,fixed_family_reuse,C-RBF-SVM,complete,C-RBF-SVM-018,C-RBF-SVM-019,36,0.0,0.0,0.0
P03OUTER-8932c9f3e4706ecb620e778d,EXP-C09-T3,T3-ZS,surfaces:Agilent-3,surfaces,Agilent-3,3,3,standard,,complete,C-RANDOM-FOREST-000,C-EXTRA-TREES-000,125,0.0,0.0,0.0
P03OUTER-894e58f95e99fbf82d39967f,EXP-C09-T3,T3-ZS,surfaces:Pendar-3,surfaces,Pendar-3,4,3,standard,,complete,C-LOGREG-EN-021,C-LOGREG-EN-022,118,0.0,0.0,0.0
