experiment_id,task_id,station,procedure_id,aggregation_level,planned_endpoint_count,complete_endpoint_count,unavailable_endpoint_count,completion_fraction,expected_observation_memberships,expected_master_memberships
EXP-C09-CONTROL-PRIOR,T3-ZS,pills,C-PRIOR:CTRL-PRIOR-UNIFORM,spectrum,25,25,0,1.0,1010,485
EXP-C09-CONTROL-PRIOR,T3-ZS,surfaces,C-PRIOR:CTRL-PRIOR-EMPIRICAL,instrument_balanced_master,25,25,0,1.0,895,495
EXP-C09-CONTROL-PRIOR,T3-ZS,surfaces,C-PRIOR:CTRL-PRIOR-EMPIRICAL,spectrum,25,25,0,1.0,895,495
EXP-C09-CONTROL-PRIOR,T3-ZS,surfaces,C-PRIOR:CTRL-PRIOR-UNIFORM,instrument_balanced_master,25,25,0,1.0,895,495
EXP-C09-CONTROL-PRIOR,T3-ZS,surfaces,C-PRIOR:CTRL-PRIOR-UNIFORM,spectrum,25,25,0,1.0,895,495
EXP-C09-T3,T3-ZS,cwa,C-SELECTED,instrument_balanced_master,15,13,2,0.8666666666666667,880,330
EXP-C09-T3,T3-ZS,cwa,C-SELECTED,spectrum,15,13,2,0.8666666666666667,880,330
EXP-C09-T3,T3-ZS,pills,C-SELECTED,instrument_balanced_master,25,25,0,1.0,1010,485
EXP-C09-T3,T3-ZS,pills,C-SELECTED,spectrum,25,25,0,1.0,1010,485
EXP-C09-T3,T3-ZS,surfaces,C-SELECTED,instrument_balanced_master,25,19,6,0.76,895,495
EXP-C09-T3,T3-ZS,surfaces,C-SELECTED,spectrum,25,19,6,0.76,895,495
EXP-C10-T3,T3-ZS,cwa,C-EXTRA-TREES,instrument_balanced_master,15,15,0,1.0,880,330
EXP-C10-T3,T3-ZS,cwa,C-EXTRA-TREES,spectrum,15,15,0,1.0,880,330
EXP-C10-T3,T3-ZS,cwa,C-PCA-LDA,instrument_balanced_master,15,15,0,1.0,880,330
EXP-C10-T3,T3-ZS,cwa,C-PCA-LDA,spectrum,15,15,0,1.0,880,330
EXP-C10-T3,T3-ZS,cwa,C-RANDOM-FOREST,instrument_balanced_master,15,15,0,1.0,880,330
EXP-C10-T3,T3-ZS,cwa,C-RANDOM-FOREST,spectrum,15,15,0,1.0,880,330
EXP-C10-T3,T3-ZS,cwa,C-RBF-SVM,instrument_balanced_master,15,15,0,1.0,880,330
EXP-C10-T3,T3-ZS,cwa,C-RBF-SVM,spectrum,15,15,0,1.0,880,330
EXP-C10-T3,T3-ZS,pills,C-EXTRA-TREES,instrument_balanced_master,25,25,0,1.0,1010,485
EXP-C10-T3,T3-ZS,pills,C-EXTRA-TREES,spectrum,25,25,0,1.0,1010,485
EXP-C10-T3,T3-ZS,pills,C-PCA-LDA,instrument_balanced_master,25,25,0,1.0,1010,485
EXP-C10-T3,T3-ZS,pills,C-PCA-LDA,spectrum,25,25,0,1.0,1010,485
EXP-C10-T3,T3-ZS,pills,C-RANDOM-FOREST,instrument_balanced_master,25,25,0,1.0,1010,485
EXP-C10-T3,T3-ZS,pills,C-RANDOM-FOREST,spectrum,25,25,0,1.0,1010,485
EXP-C10-T3,T3-ZS,pills,C-RBF-SVM,instrument_balanced_master,25,25,0,1.0,1010,485
EXP-C10-T3,T3-ZS,pills,C-RBF-SVM,spectrum,25,25,0,1.0,1010,485
EXP-C10-T3,T3-ZS,surfaces,C-EXTRA-TREES,instrument_balanced_master,25,25,0,1.0,895,495
EXP-C10-T3,T3-ZS,surfaces,C-EXTRA-TREES,spectrum,25,25,0,1.0,895,495
EXP-C10-T3,T3-ZS,surfaces,C-PCA-LDA,instrument_balanced_master,25,25,0,1.0,895,495
EXP-C10-T3,T3-ZS,surfaces,C-PCA-LDA,spectrum,25,25,0,1.0,895,495
EXP-C10-T3,T3-ZS,surfaces,C-RANDOM-FOREST,instrument_balanced_master,25,25,0,1.0,895,495
EXP-C10-T3,T3-ZS,surfaces,C-RANDOM-FOREST,spectrum,25,25,0,1.0,895,495
EXP-C10-T3,T3-ZS,surfaces,C-RBF-SVM,instrument_balanced_master,25,25,0,1.0,895,495
EXP-C10-T3,T3-ZS,surfaces,C-RBF-SVM,spectrum,25,25,0,1.0,895,495
EXP-C11-T2,T2-PS,pills,C-CANDIDATE-SUITE,instrument_balanced_master,1,1,0,1.0,101,14
EXP-C11-T2,T2-PS,pills,C-CANDIDATE-SUITE,spectrum,1,1,0,1.0,101,14
EXP-C11-T2,T2-SP,surfaces,C-CANDIDATE-SUITE,instrument_balanced_master,1,1,0,1.0,121,12
EXP-C11-T2,T2-SP,surfaces,C-CANDIDATE-SUITE,spectrum,1,1,0,1.0,121,12
EXP-C12-CORAL,T3-ZS,cwa,C-SOURCE-CORAL,instrument_balanced_master,15,0,15,0.0,880,330
EXP-C12-CORAL,T3-ZS,cwa,C-SOURCE-CORAL,spectrum,15,0,15,0.0,880,330
EXP-C12-CORAL,T3-ZS,pills,C-SOURCE-CORAL,instrument_balanced_master,25,0,25,0.0,1010,485
EXP-C12-CORAL,T3-ZS,pills,C-SOURCE-CORAL,spectrum,25,0,25,0.0,1010,485
EXP-C12-CORAL,T3-ZS,surfaces,C-SOURCE-CORAL,instrument_balanced_master,25,0,25,0.0,895,495
EXP-C12-CORAL,T3-ZS,surfaces,C-SOURCE-CORAL,spectrum,25,0,25,0.0,895,495
