experiment_id,task_id,station,selection_kind,selection_outcome_model,selection_outcome_candidate,selection_count,selection_denominator,selection_fraction
EXP-C10-T3,T3-ZS,cwa,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-030,2,240,0.008333333333333333
EXP-C10-T3,T3-ZS,cwa,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-031,1,240,0.004166666666666667
EXP-C10-T3,T3-ZS,pills,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-000,99,400,0.2475
EXP-C10-T3,T3-ZS,pills,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-001,1,400,0.0025
EXP-C10-T3,T3-ZS,pills,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-000,1,400,0.0025
EXP-C10-T3,T3-ZS,pills,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-002,28,400,0.07
EXP-C10-T3,T3-ZS,pills,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-004,67,400,0.1675
EXP-C10-T3,T3-ZS,pills,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-006,4,400,0.01
EXP-C10-T3,T3-ZS,pills,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-000,100,400,0.25
EXP-C10-T3,T3-ZS,pills,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-012,100,400,0.25
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-000,28,400,0.07
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-001,16,400,0.04
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-002,10,400,0.025
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-003,1,400,0.0025
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-004,9,400,0.0225
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-005,13,400,0.0325
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-006,8,400,0.02
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-008,3,400,0.0075
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-009,2,400,0.005
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-010,5,400,0.0125
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-011,1,400,0.0025
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-012,1,400,0.0025
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-EXTRA-TREES,C-EXTRA-TREES-013,3,400,0.0075
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-000,7,400,0.0175
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-001,17,400,0.0425
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-002,16,400,0.04
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-003,27,400,0.0675
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-004,10,400,0.025
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-005,4,400,0.01
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-006,5,400,0.0125
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-007,4,400,0.01
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-PCA-LDA,C-PCA-LDA-008,10,400,0.025
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-000,27,400,0.0675
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-001,11,400,0.0275
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-002,4,400,0.01
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-003,4,400,0.01
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-004,12,400,0.03
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-005,2,400,0.005
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-006,3,400,0.0075
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-008,11,400,0.0275
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-009,3,400,0.0075
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-010,5,400,0.0125
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-012,11,400,0.0275
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-013,5,400,0.0125
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-014,1,400,0.0025
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RANDOM-FOREST,C-RANDOM-FOREST-015,1,400,0.0025
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-002,9,400,0.0225
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-005,1,400,0.0025
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-007,2,400,0.005
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-012,11,400,0.0275
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-013,1,400,0.0025
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-014,6,400,0.015
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-018,16,400,0.04
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-019,27,400,0.0675
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-020,2,400,0.005
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-024,4,400,0.01
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-025,19,400,0.0475
EXP-C10-T3,T3-ZS,surfaces,fixed_family_reuse,C-RBF-SVM,C-RBF-SVM-031,2,400,0.005
EXP-C11-T2,T2-PS,pills,standard,C-PCA-LDA,C-PCA-LDA-000,1,1,1.0
EXP-C11-T2,T2-SP,surfaces,standard,C-PLS-DA,C-PLS-DA-000,1,1,1.0
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,<selection_failure>,<selection_failure>,27,60,0.45
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-000,1,60,0.016666666666666666
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-002,4,60,0.06666666666666667
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-004,4,60,0.06666666666666667
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-005,2,60,0.03333333333333333
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-007,7,60,0.11666666666666667
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-008,1,60,0.016666666666666666
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-009,2,60,0.03333333333333333
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-007,2,60,0.03333333333333333
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-012,1,60,0.016666666666666666
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-013,5,60,0.08333333333333333
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-018,1,60,0.016666666666666666
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-019,1,60,0.016666666666666666
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-025,1,60,0.016666666666666666
EXP-C12-CORAL,T3-ZS,cwa,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-026,1,60,0.016666666666666666
EXP-C12-CORAL,T3-ZS,pills,source_covariance,<selection_failure>,<selection_failure>,100,100,1.0
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,<selection_failure>,<selection_failure>,50,100,0.5
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-000,2,100,0.02
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-001,3,100,0.03
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-002,11,100,0.11
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-003,12,100,0.12
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-005,8,100,0.08
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,C-SOURCE-CORAL,CORAL-C-PCA-LDA-009,1,100,0.01
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-012,1,100,0.01
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-014,4,100,0.04
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-018,2,100,0.02
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-019,3,100,0.03
EXP-C12-CORAL,T3-ZS,surfaces,source_covariance,C-SOURCE-CORAL,CORAL-C-RBF-SVM-025,3,100,0.03
