evaluation_subset,domain_protocol,domain_type,heldout_domain,stage,scenario,training_scenario,model_family,configuration,representation,seed,n_train,n_test_partition,partition,balanced_accuracy_supported,macro_f1_supported,macro_f1_union,n_test,n_test_supported,n_test_unsupported,unsupported_classes,instrument_probe_increment,sensor_probe_increment,same_master_cross_domain_mean_distance,different_target_cross_domain_mean_distance,cross_domain_separation_margin,same_master_pair_count,different_target_pair_count,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,partition_cross_covariance_mean_square,partition_maximum_canonical_correlation
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,chemical,0.5511363636363636,0.69377990430622,0.27751196172248804,29,19,10,blank,,0.33333333333333337,,,,0,0,13.64084589444756,0.009736506705530022,0.28418428946765745,0.011488842186776132,5.654380319211698,20,28,0.254820180464567,-0.3557837638281749,,0.007588578355541179,0.0037942891777705897,0.1034712953044751,0.9253027086981412,0.00662898677304157,,2.0,0.32936825000603925,0.06049973296467215,0.2088536392994694,0.9996700577007085
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,nuisance,0.8636363636363636,0.8654970760233918,0.5769980506822612,29,19,10,blank,,-0.034722222222222265,,,,0,0,6.7757614520280365,0.004836375054980754,0.4234850907517522,0.028497353416242467,3.206416970432164,13,14,0.32934052095829275,-0.7330564054746932,,0.007588578355541179,0.0037942891777705897,0.1034712953044751,0.9253027086981412,0.00662898677304157,,2.0,0.32936825000603925,0.06049973296467215,0.2088536392994694,0.9996700577007085
strict_core,domain_and_sample,instrument,Agilent-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,domain__strict_core__domain_and_sample__instrument__Agilent-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,29,union,0.8636363636363636,0.891640866873065,0.4458204334365325,29,19,10,blank,,0.35416666666666663,,,,0,0,20.416607346475594,0.014572881760510773,0.31900948978868116,0.014087771071133206,5.654380319211698,33,42,0.2734502655879984,-0.45010192423980444,,0.007588578355541179,0.0037942891777705897,0.1034712953044751,0.9253027086981412,0.00662898677304157,,2.0,0.32936825000603925,0.06049973296467215,0.2088536392994694,0.9996700577007085
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,chemical,0.5918650793650794,0.5906565656565657,0.5906565656565657,73,62,11,blank,,-0.05010166601075694,,,,0,0,12.837457252064604,0.009163067274849824,0.26744702608467935,0.04059160663654482,2.6437350715244174,43,46,0.3299909176574097,-0.4423966550828515,,0.014968966400772788,0.007484483200386394,0.1793272963454499,0.7792242448432309,0.00785624682805687,,2.0,0.23920925275420352,0.0845448868215044,0.25855907965581554,0.9997953936851268
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,nuisance,0.4376984126984127,0.46332794189937054,0.46332794189937054,73,62,11,blank,,-0.07727272727272727,,,,0,0,5.174851065453153,0.0036936838440065336,0.32342819159082203,0.04124516231913719,2.2534058958389016,16,15,0.3467838176124357,-0.5449959526895701,,0.014968966400772788,0.007484483200386394,0.1793272963454499,0.7792242448432309,0.00785624682805687,,2.0,0.23920925275420352,0.0845448868215044,0.25855907965581554,0.9997953936851268
strict_core,domain_and_sample,instrument,Agilent-3,locked_domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,domain__strict_core__domain_and_sample__instrument__Agilent-3,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,111,73,union,0.5918650793650794,0.6055555555555555,0.6055555555555555,73,62,11,blank,,0.09903581267217632,,,,0,0,18.012308317517757,0.012856751118856358,0.281442317461215,0.04124516231913719,2.6437350715244174,59,61,0.33418914264616617,-0.46804647948453115,,0.014968966400772788,0.007484483200386394,0.1793272963454499,0.7792242448432309,0.00785624682805687,,2.0,0.23920925275420352,0.0845448868215044,0.25855907965581554,0.9997953936851268
strict_core,domain_and_sample,instrument,Mira-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Mira-1,domain__strict_core__domain_and_sample__instrument__Mira-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,433,23,chemical,0.6060606060606061,0.4218181818181818,0.31636363636363635,23,23,0,,,0.41666666666666663,,,,0,0,9.651517810896054,0.0068890205645225225,0.2010732877270011,0.009226786310478071,3.018545913350418,12,21,0.1919841422339601,-0.4498693292838837,,0.004908636893218092,0.002454318446609046,0.07685888331628121,0.9556227617205488,0.008288982137255856,,1.5,0.16423072736281702,0.03953072801232338,0.1377858009191414,0.9997447425259849
strict_core,domain_and_sample,instrument,Mira-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Mira-1,domain__strict_core__domain_and_sample__instrument__Mira-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,433,23,nuisance,0.6430976430976432,0.6575091575091575,0.32875457875457875,23,23,0,,,0.33333333333333326,,,,0,0,4.944090792275343,0.003528972728247925,0.30900567451720895,0.014150509432860052,1.317702101464721,9,9,0.2502847527199344,-0.7227811842597515,,0.004908636893218092,0.002454318446609046,0.07685888331628121,0.9556227617205488,0.008288982137255856,,1.5,0.16423072736281702,0.03953072801232338,0.1377858009191414,0.9997447425259849
strict_core,domain_and_sample,instrument,Mira-1,locked_domain,domain__strict_core__domain_and_sample__instrument__Mira-1,domain__strict_core__domain_and_sample__instrument__Mira-1,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,433,23,union,0.6430976430976432,0.4822510822510823,0.4822510822510823,23,23,0,,,0.4444444444444444,,,,0,0,14.5956086031714,0.010417993292770449,0.2280563844245531,0.009401594125691852,3.018545913350418,21,30,0.20655929485545368,-0.5180972930278507,,0.004908636893218092,0.002454318446609046,0.07685888331628121,0.9556227617205488,0.008288982137255856,,1.5,0.16423072736281702,0.03953072801232338,0.1377858009191414,0.9997447425259849
strict_core,domain_and_sample,instrument,Mira-2,locked_domain,domain__strict_core__domain_and_sample__instrument__Mira-2,domain__strict_core__domain_and_sample__instrument__Mira-2,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,363,75,chemical,0.25,0.3333333333333333,0.2222222222222222,75,3,72,4_nitrophenol|ethanol|ethyl_paraoxon,,0.07999999999999996,,,,0,0,10.097355074772395,0.007207248447375014,0.21036156405775827,0.01023111150967848,2.9164794663810967,16,25,0.2268657092994868,-0.3358425694148011,,0.014495501328887187,0.007247750664443594,0.1571630665557959,0.7903970793507995,0.00677954118928617,,2.0,0.4161898516374968,0.09357959777116776,0.1401103039514539,0.999580217875522
