identifier,chemical_dimension,nuisance_dimension,chemical_supervision_weight,instrument_supervision_weight,sensor_supervision_weight,condition_decoder,instrument_adversary_weight,sensor_adversary_weight,same_master_consistency_weight,cross_reconstruction_weight,dependence_weight,beta_target,maximum_epoch,learning_rate,weight_decay,batch_size,gradient_clip_norm,kl_normalization_divisor,checkpoint_epoch,representation,model_family,run_seed,n_train,n_validation,parameter_count,state_sha256,raw_target_balanced_accuracy,raw_instrument_probe_increment,raw_sensor_probe_increment,raw_same_master_cross_instrument_distance,real_pair_count,chemical_real_pair_correlation_distance,chemical_target_balanced_accuracy,chemical_target_macro_f1_supported,chemical_instrument_probe_increment,chemical_sensor_probe_increment,chemical_same_master_cross_instrument_distance,chemical_different_target_cross_instrument_distance,chemical_cross_instrument_separation_margin,nuisance_target_balanced_accuracy,nuisance_target_macro_f1_supported,nuisance_instrument_probe_increment,nuisance_sensor_probe_increment,nuisance_same_master_cross_instrument_distance,nuisance_different_target_cross_instrument_distance,nuisance_cross_instrument_separation_margin,union_target_balanced_accuracy,union_target_macro_f1_supported,union_instrument_probe_increment,union_sensor_probe_increment,union_same_master_cross_instrument_distance,union_different_target_cross_instrument_distance,union_cross_instrument_separation_margin,corrupted_chemical_target_balanced_accuracy,corrupted_chemical_prediction_agreement,corrupted_chemical_cosine_drift,corrupted_nuisance_target_balanced_accuracy,corrupted_nuisance_prediction_agreement,corrupted_nuisance_cosine_drift,corrupted_union_target_balanced_accuracy,corrupted_union_prediction_agreement,corrupted_union_cosine_drift,chemical_vae_kl_unnormalized_per_observation,chemical_vae_kl_normalized,chemical_vae_mean_kl_per_latent_dimension,chemical_vae_median_kl_per_latent_dimension,chemical_vae_max_kl_per_latent_dimension,chemical_vae_active_units_var_mu_gt_0_01,chemical_vae_dimensions_mean_kl_gt_0_01,chemical_vae_posterior_mean_absolute_mu,chemical_vae_posterior_mean_log_variance,chemical_vae_posterior_sample_reconstruction_variability,nuisance_vae_kl_unnormalized_per_observation,nuisance_vae_kl_normalized,nuisance_vae_mean_kl_per_latent_dimension,nuisance_vae_median_kl_per_latent_dimension,nuisance_vae_max_kl_per_latent_dimension,nuisance_vae_active_units_var_mu_gt_0_01,nuisance_vae_dimensions_mean_kl_gt_0_01,nuisance_vae_posterior_mean_absolute_mu,nuisance_vae_posterior_mean_log_variance,nuisance_vae_posterior_sample_reconstruction_variability,union_vae_kl_unnormalized_per_observation,union_vae_kl_normalized,union_vae_mean_kl_per_latent_dimension,union_vae_median_kl_per_latent_dimension,union_vae_max_kl_per_latent_dimension,union_vae_active_units_var_mu_gt_0_01,union_vae_dimensions_mean_kl_gt_0_01,union_vae_posterior_mean_absolute_mu,union_vae_posterior_mean_log_variance,union_vae_posterior_sample_reconstruction_variability,partition_cross_covariance_mean_square,partition_maximum_canonical_correlation,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_reconstruction_median_row_correlation,clean_reconstruction_first_derivative_mae,clean_repeatable_peak_recall,clean_median_peak_shift_cm1,clean_median_absolute_relative_peak_width_change,clean_median_absolute_peak_prominence_change,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_first_derivative_mae,corrupted_repeatable_peak_recall,corrupted_median_peak_shift_cm1,corrupted_median_absolute_relative_peak_width_change,corrupted_median_absolute_peak_prominence_change,cross_reconstruction_reconstruction_mse,cross_reconstruction_reconstruction_smooth_l1,cross_reconstruction_reconstruction_spectral_angle,cross_reconstruction_reconstruction_median_row_correlation,cross_reconstruction_reconstruction_first_derivative_mae,cross_reconstruction_repeatable_peak_recall,cross_reconstruction_median_peak_shift_cm1,cross_reconstruction_median_absolute_relative_peak_width_change,cross_reconstruction_median_absolute_peak_prominence_change,stage,outer_fold,inner_fold
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1712114847,361,119,1169412,d2f88671d76604a69d3b5336b58b6374908141936eb1ee3975c7d19434116778,0.6620078924018119,0.5725225225225226,0.42513227513227514,0.6707542637983958,117,0.7505267262458801,0.6127523778390075,0.6097272076366153,0.5475225225225226,0.4151274651274651,0.7749473069090143,1.0284439159611247,0.25349660905211047,0.5640450115973163,0.5582172165228644,0.3641248391248392,0.29010157598392905,0.8499821766303004,1.0589260223192405,0.2089438456889401,0.6646305204003797,0.670382698533959,0.577927927927928,0.42621452621452616,0.7826081563494967,1.0427570813203857,0.26014892497088904,0.5550314061551395,0.7478991596638656,0.1934373378753662,0.47897519419667184,0.6974789915966386,0.1557975709438324,0.5589392736499633,0.7226890756302521,0.17068880796432495,11.736683561570137,0.00837736157142765,0.24451424086604454,0.014421564865609127,2.4376526476956544,22,35,0.22096742252781515,-0.515788043908774,,4.627711702941915,0.00330314896712485,0.2892319814338697,0.012678577664987683,1.6632044268257908,14,11,0.26796907337343673,-0.5405107456470722,,16.364395264512055,0.011680510538552501,0.25569367600800086,0.013800901641015398,2.4376526476956544,36,46,0.23271783523922054,-0.5219687193433485,0.02156170643866062,0.03238591283399476,0.9936405774642464,0.004788564588859903,0.0023942822944299515,0.0643638678524776,0.9566250900083071,0.01635677919707148,0.5051194539249146,2.0,0.23037762997594902,0.054173645563423634,0.013770071411631212,0.006885035705815606,0.10930243982560951,0.9152105334830396,0.01714679086788176,0.5085324232081911,2.0,0.2991820279169496,0.07286366820335388,0.044563114958317634,0.022281557479158817,0.19528261245295397,0.5345058339506042,0.01803787022899777,0.49267643142476697,2.0,0.4662890627376522,0.08537963032722473,dependence,0,1
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p005__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.005,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1712114847,361,119,1169412,e2a073461990b6e2336007a31ab085e4acce1288617ab31aa1bae12c4760837b,0.6620078924018119,0.5725225225225226,0.42513227513227514,0.6707542637983958,117,0.786385715007782,0.6552014741823503,0.6618478948528209,0.5837837837837838,0.42539682539682544,0.7976097305402107,1.0340138148759355,0.2364040843357248,0.4383178443001915,0.4273041474654378,0.3141248391248391,0.2504594373634621,0.8634654005795824,1.0413374740381944,0.177872073458612,0.6212273696664019,0.6194238301381159,0.6083333333333333,0.4354497354497354,0.802675798268301,1.0405741707577891,0.23789837248948809,0.5746347623717679,0.7647058823529411,0.2182266116142273,0.4020785659801679,0.5882352941176471,0.22411789000034332,0.5393345553324304,0.7142857142857143,0.18316149711608887,11.853149042356549,0.008460491821810526,0.2469406050490948,0.014667931210352092,2.5047577919006185,38,37,0.23119921615357947,-0.5165301287651644,,3.969144578224616,0.002833079641844837,0.2480715361390386,0.016987854289416682,1.6861323396049046,16,16,0.26604465716326475,-0.47940741899311673,,15.822293620581167,0.011293571463655366,0.24722333782158074,0.015603373529548225,2.5047577919006185,54,53,0.23991057640600078,-0.5072494513221525,0.022655999287962914,0.01894633112882735,0.9911244691807557,0.005220129627513526,0.002610064813756763,0.06560170360585274,0.9598733338614692,0.016339394700415587,0.5039817974971559,2.0,0.2755530304447516,0.048958782805129886,0.015160994046366548,0.007580497023183274,0.11281232062753803,0.8976823846113395,0.01716723857041687,0.49715585893060293,2.0,0.3074590675816633,0.07433905964717269,0.052639551229459805,0.026319775614729903,0.20795233067593238,0.4621859231364863,0.017936368929105058,0.46870838881491345,2.0,0.43017251723311345,0.09015925973653793,dependence,0,1
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1225221153,363,117,1169412,d079be06adbdf63dccefa1eb7bb4ce2759cbe1fe4c6c3e5f3bcd605fa08a9e62,0.7749433106575964,0.6120149911816579,0.48355825461088614,0.7343894507846789,117,0.7209388613700867,0.7030045351473923,0.6719390760899623,0.5491953262786595,0.43976608187134497,0.8002582743457035,1.036988702674795,0.23673042832909152,0.6000566893424036,0.5516711833785004,0.37910052910052916,0.31412505623031944,0.9162887123411253,0.9384864545462329,0.022197742205107618,0.7030045351473923,0.6806279659079497,0.5713073192239859,0.500877192982456,0.8178768408925909,1.0305339862168308,0.21265714532423985,0.5660997732426304,0.7094017094017094,0.136506587266922,0.45476190476190476,0.6410256410256411,0.3605576157569885,0.5867913832199546,0.6752136752136753,0.14708831906318665,15.1704086927578,0.010828271729306067,0.3160501810991208,0.011459021372233393,2.8053440207466442,16,30,0.2410320065152319,-0.6384178405508716,,1.301329743094643,0.0009288577752281535,0.08133310894341521,0.01917595083236355,0.7586925393196973,15,14,0.1630999554706491,-0.29249965795359334,,16.47173843585244,0.011757129504534218,0.25737091306019444,0.012800464267765276,2.8053440207466442,31,44,0.2215489937540862,-0.551938294901552,0.02449796348810196,0.024428853469423816,0.9906945906311015,0.007125611658704511,0.0035628058293522553,0.07065932035998207,0.9237743017911746,0.023140758258111897,0.3952975753122704,2.0,0.35276123091693995,0.06931420043110847,0.014684792828855703,0.007342396414427852,0.1018274008177034,0.870099084709528,0.023674484295604047,0.3651726671565026,2.0,0.414460935568535,0.0839000353589654,0.06223431615280571,0.031117158076402855,0.21344357899303443,0.28391176010502517,0.02486902124957964,0.3231114435302917,2.0,0.8441164548859433,0.1042288076132536,dependence,0,2
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p005__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.005,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1225221153,363,117,1169412,9940ca03dd708c0d908deaa0e38b9eedbadd3bc1dedcad0a9374ab5197ba08cb,0.7749433106575964,0.6120149911816579,0.48355825461088614,0.7343894507846789,117,0.7499960064888,0.7101757369614512,0.6687666237666238,0.5574184303350969,0.46860098965362135,0.8149848090702118,1.0199734559618936,0.20498864689168184,0.5819727891156462,0.5372142143570715,0.3905533509700177,0.31779127305443083,0.8304663494195218,0.9042391989608142,0.07377284954129237,0.725907029478458,0.6788029512526277,0.5520171957671958,0.49529914529914537,0.8100778268185579,1.0049702846237443,0.19489245780518638,0.6682256235827665,0.7094017094017094,0.15058250725269318,0.33767006802721095,0.5384615384615384,0.40046751499176025,0.6134353741496599,0.6324786324786325,0.17069607973098755,13.000706892186159,0.009279590929469065,0.27084806025387836,0.017086794139700857,2.4884545960276525,43,43,0.2504110665652705,-0.5854593925526458,,3.1571236403129506,0.002253478686875768,0.1973202275195593,0.022091529265760655,1.450305575821726,16,16,0.22105409423589958,-0.45864242101895364,,16.157830532499112,0.011533069616344835,0.25246610207029857,0.019048528281110685,2.4884545960276525,59,59,0.24307182348292777,-0.5537551496692227,0.024576151743531227,0.021546477109218008,0.9935499620467565,0.006743288198699564,0.003371644099349782,0.07019500670367394,0.9256405766673722,0.023131001568045886,0.3938280675973549,2.0,0.3461578267286971,0.07427815289702266,0.013679161646160313,0.006839580823080157,0.10003788834198157,0.8848598353307044,0.023736039932129853,0.3725202057310801,2.0,0.47182196519334013,0.08958226069808006,0.05181414737319323,0.025907073686596616,0.19075986822302748,0.367383828398338,0.02499505686557374,0.34779356768885566,2.0,0.8020120543264334,0.1218186616897583,dependence,0,2
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,747235148,360,120,1169412,4334338a06a1b2a5f7774c2541d332cb48e13ef3a1c6dc4233061b59eedd51d7,0.6760683760683761,0.5939732142857144,0.38702286018075494,0.6775316464734245,119,0.7527162432670593,0.5771520146520147,0.5726060008110713,0.4408482142857143,0.24464057871952616,0.8454457525606756,0.9997746751290951,0.15432892256841957,0.6171855921855922,0.6122641376218364,0.3999999999999999,0.35684115592010324,0.6862783741492492,1.0461396555137839,0.35986128136453466,0.6599969474969475,0.657598490105367,0.5564732142857143,0.39497607655502376,0.7715918165403646,1.036362279696421,0.26477046315605635,0.503525641025641,0.575,0.25672000646591187,0.5436507936507936,0.7,0.10356761515140533,0.5693223443223443,0.65,0.16372814774513245,7.2525875399523185,0.005176722012813932,0.15109557374900665,0.013971086933596291,2.613025680841041,42,36,0.17587893961744688,-0.32786734631690706,,8.896022815212348,0.006349766463392111,0.5560014259507717,0.024605684733827793,2.275405442384055,16,14,0.40298525518156036,-0.9957018362710641,,16.148610355164667,0.011526488476206043,0.2523220367994479,0.014599046086215355,2.613025680841041,58,50,0.23265551850847524,-0.4948259688054463,0.02197849750518799,0.02224397505824426,0.9922294171885296,0.0059920699176788566,0.0029960349588394283,0.06938500132078076,0.952206762227747,0.018214778146701856,0.5395299145299145,2.0,0.26439002136704437,0.05061230284627527,0.013414413125148983,0.006707206562574492,0.10761459458730048,0.8981732446709343,0.018840064970171735,0.5245726495726496,2.0,0.3036394850254933,0.07393112778663635,0.030844481574496107,0.015422240787248053,0.1356539395038129,0.7859987779000207,0.020191447161270595,0.48439073514602216,2.0,0.36335785690760225,0.08479456207714975,dependence,0,3
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p005__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.005,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,747235148,360,120,1169412,1d534172fe49448d7aaf957cdff5da33492293cac104ba3b145a758f87b32562,0.6760683760683761,0.5939732142857144,0.38702286018075494,0.6775316464734245,119,0.7434346079826355,0.6296398046398046,0.6146510100369905,0.48251488095238093,0.4134970000759475,0.8287357731715782,0.9969388049667094,0.16820303179513119,0.594017094017094,0.5889397028744366,0.25491071428571427,0.16367016024910763,0.6579030914740129,1.0711188669557925,0.41321577548177957,0.648962148962149,0.6484276629853338,0.4950148809523809,0.41603668261562987,0.7783463418066918,1.0266624887357736,0.24831614692908177,0.5760989010989012,0.6833333333333333,0.1936686486005783,0.5895299145299145,0.7,0.15900443494319916,0.6226495726495725,0.7083333333333334,0.1692114770412445,12.023175463112379,0.008581852578952448,0.2504828221481746,0.01610364548266061,2.6428125678362577,47,44,0.23049248231371722,-0.49459504446549546,,3.3080580722134116,0.0023612120429788806,0.20675362951333823,0.018359705009008936,1.8464414428545923,16,16,0.2286463905145041,-0.44202880077809253,,15.33123353532579,0.010943064621931328,0.23955052398946552,0.01667443041002198,2.6428125678362577,63,60,0.23003095936391393,-0.4814534835436447,0.022754674777388573,0.010563735394546627,0.9880631634898938,0.005977992628220302,0.002988996314110151,0.06927522400744378,0.9538604024455241,0.018239952422596573,0.5341880341880342,2.0,0.26045074621468156,0.04986164905130863,0.014186795829478063,0.0070933979147390315,0.11055405326520144,0.9063010227062998,0.01894714784895665,0.5277777777777778,2.0,0.326324932977613,0.07401382923126221,0.04871425043747072,0.02435712521873536,0.1888989814685709,0.43647363528199906,0.020585826112189776,0.44813695871097686,2.0,0.5838439785524882,0.08450160175561905,dependence,0,3
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,525974317,356,124,1169412,746b5fcef11133a7fdb0ff2767b69d5a921f04df221a4e1d92bb97f125a98370,0.6751786747087499,0.6150132275132275,0.3957609710550887,0.6494197382483371,124,0.7183318734169006,0.6819739366731847,0.6648865666179489,0.48882275132275144,0.39072829131652653,0.7612217411052349,1.0194581073513487,0.2582363662461138,0.704192945734299,0.7007290954659374,0.4117724867724869,0.3453781512605041,0.7155987828276879,1.0582221421933888,0.342623359365701,0.718135769827499,0.7102101727101726,0.5140873015873016,0.4024276377217555,0.7347017799699029,1.0352216687464,0.30051988877649705,0.5929142912225619,0.6290322580645161,0.19100792706012726,0.6925756469929404,0.8225806451612904,0.14936335384845734,0.6663568261312623,0.7016129032258065,0.15490150451660156,7.804180938262828,0.005570436072992739,0.1625871028804756,0.01229256139751368,2.8669848323342615,23,34,0.16908536478358877,-0.37047317319817963,,8.21875287411883,0.005866347518999878,0.5136720546324268,0.016836950531594563,1.6806436474446516,14,11,0.3856540354051885,-0.9817597191335916,,16.022933812381655,0.011436783591992617,0.2503583408184634,0.013208190370935517,2.8669848323342615,37,45,0.22322753243898869,-0.5232948096820326,0.022097527980804443,0.02674782249778239,0.994944079137664,0.005994390355122835,0.0029971951775614176,0.06632673963435122,0.9484144260850111,0.020237279867552586,0.47510917030567684,2.0,0.265203658810821,0.05950721446424723,0.014902561307891544,0.007451280653945772,0.10147744318556412,0.8997514296624514,0.02089695401732859,0.4410480349344978,2.0,0.32345443045931366,0.07259783893823624,0.0414344530559644,0.0207172265279822,0.15377705217266413,0.7432783375280322,0.0207364626849585,0.4245614035087719,2.0,0.44862913458852405,0.0830684695392847,dependence,0,4
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p005__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.005,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,525974317,356,124,1169412,4b915e0f407bc0db2691a32a202b22ef206c5490ab5d70b241ea2f207757f796,0.6751786747087499,0.6150132275132275,0.3957609710550887,0.6494197382483371,124,0.6895432472229004,0.6409510497856363,0.6363025210084035,0.5147486772486773,0.3823622782446312,0.748045821383942,1.0205074482931187,0.27246162690917664,0.6106767605827755,0.6097200999893245,0.25291005291005286,0.21016806722689074,0.7030778570230617,1.0222677436297933,0.31918988660673164,0.6400783322775805,0.6309420737992165,0.518915343915344,0.40687208216619986,0.7226407552874365,1.031726913987349,0.3090861586999125,0.5435503823661718,0.6935483870967742,0.19738641381263733,0.548670784103115,0.6854838709677419,0.12092573195695877,0.5890504649903147,0.7016129032258065,0.17025157809257507,11.292889012059991,0.008060591728807989,0.23526852108458307,0.021439195224513426,2.851931926138631,47,45,0.22767756348088325,-0.5086793466242295,,5.21680436583564,0.0037236290976699784,0.32605027286472754,0.0273223335489082,1.813316927748018,16,16,0.30849655841783014,-0.6444371414790141,,16.50969337789563,0.011784220826477966,0.25796395902961916,0.022694821186763723,2.851931926138631,63,61,0.24788231221511997,-0.5426187953379257,0.022148961201310158,0.01339911521408838,0.9868094502296625,0.006016723445049609,0.0030083617225248045,0.06640420762090365,0.9494152435545382,0.020250358322039103,0.485589519650655,2.0,0.29020370741826346,0.05772848427295685,0.01431881843065681,0.007159409215328405,0.10198915927854199,0.8948629574298662,0.020912437752354813,0.4480349344978166,2.0,0.3185108273252526,0.07335323980078101,0.042327160427390015,0.021163580213695007,0.16538446101465964,0.6772369075169906,0.020810824036272182,0.44649122807017544,2.0,0.48160608453095943,0.08327648974955082,dependence,0,4
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,792131936,361,118,1169412,8d90470763fa318ab202f8d564a97b5dfc3f54c061836f1a7a9b18f88d16ccaf,0.7676190476190475,0.6118404118404118,0.5519813519813519,0.6442009991958362,118,0.7203238010406494,0.6976190476190477,0.6846381730421809,0.635907335907336,0.49144623492449585,0.7725011751431377,1.030724061086218,0.2582228859430804,0.6047619047619047,0.6081541252743629,0.3082368082368082,0.27388263910003036,0.7525733803250209,0.9930628324701714,0.2404894521451505,0.7533333333333333,0.7563184199471175,0.6447232947232948,0.5020979020979022,0.773616428134822,1.029331666900452,0.25571523876562996,0.6699999999999999,0.7372881355932204,0.15990029275417328,0.4638095238095238,0.635593220338983,0.24972011148929596,0.68,0.788135593220339,0.1611575037240982,12.190911635952554,0.008701578612385834,0.2539773257490115,0.015821316817492055,2.2906404001651097,26,37,0.219074986774797,-0.5452140763247556,,3.4312769932059766,0.0024491627360499475,0.21445481207537354,0.017955203176188803,1.6643066990441422,14,14,0.21264621506116335,-0.5232743501927856,,15.622188629158531,0.011150741348435782,0.24409669733060205,0.01624951497837779,2.2906404001651097,40,51,0.2174677938463886,-0.539729144791763,0.022230736911296844,0.024842270380459257,0.9847364761899605,0.004927980602485282,0.002463990301242641,0.06595673080226268,0.9382107108727091,0.018044440369079758,0.5955882352941176,2.0,0.29460558212361027,0.05607341602444649,0.014026623769595884,0.007013311884797942,0.10750306824654117,0.8819758241048063,0.018860087293672462,0.5563725490196079,2.0,0.3419049084048077,0.06523665599524975,0.049735538871517604,0.024867769435758802,0.1995922267890858,0.4739540744963272,0.019081930671415448,0.5012594458438288,2.0,0.49540454861865335,0.08304703235626221,dependence,1,0
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p005__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.005,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,792131936,361,118,1169412,40da6fbd23c26e5bd30862328e1b8ab6b66c553b8aad04a6feaa308e1445023a,0.7676190476190475,0.6118404118404118,0.5519813519813519,0.6442009991958362,118,0.8280781507492065,0.7504761904761904,0.7318251913127248,0.5834620334620335,0.49440559440559445,0.8530672295253818,0.9896699728511585,0.1366027433257767,0.5557142857142857,0.5561314273585427,0.3891891891891891,0.347305834262356,0.6005335838353935,1.0658591766854937,0.4653255928501002,0.7904761904761904,0.7835329922816666,0.6316602316602317,0.5058275058275059,0.7685701833302233,1.0238114614261864,0.2552412780959631,0.6433333333333334,0.6949152542372882,0.1968870908021927,0.5180952380952382,0.7203389830508474,0.11700988560914993,0.6933333333333334,0.7966101694915254,0.15656541287899017,11.09416064421717,0.007918744214287773,0.23112834675452434,0.014206557161450237,2.706118604709126,32,38,0.20821819160189187,-0.5240529461488412,,4.391273287389965,0.003134384930328312,0.2744545804618729,0.01674175555699131,2.0011672438115164,15,16,0.2666623850759221,-0.5729270895957351,,15.485433931607135,0.011053129144616085,0.2419599051813615,0.014907719534717838,2.706118604709126,47,54,0.22282923997039944,-0.5362714820105647,0.023900803178548813,0.015583733531738338,0.9890225400183926,0.005207185273232075,0.0026035926366160373,0.06587465525952724,0.9364435875208376,0.018038395620222848,0.5955882352941176,2.0,0.2874671730445707,0.05990442354232073,0.015108350523953344,0.007554175261976672,0.10719734824000587,0.8856420366311898,0.0188448049391772,0.5404411764705882,2.0,0.45672314444651035,0.07020916789770126,0.050070349025258226,0.025035174512629113,0.1989681918805494,0.46294677432358466,0.019030776879940543,0.5088161209068011,2.0,0.5250324253064177,0.0835155937820673,dependence,1,0
