outer_fold,train_subset,test_subset,stage,scenario,training_scenario,model_family,configuration,representation,seed,n_train,n_test_partition,corruption,severity,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,chemical_balanced_accuracy_supported,chemical_macro_f1_supported,chemical_prediction_agreement,chemical_latent_cosine_drift,nuisance_balanced_accuracy_supported,nuisance_macro_f1_supported,nuisance_prediction_agreement,nuisance_latent_cosine_drift,union_balanced_accuracy_supported,union_macro_f1_supported,union_prediction_agreement,union_latent_cosine_drift
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,scale_offset,0.5,0.005477749057948749,0.0027388745289743744,0.06953428215285284,0.9402268050770745,0.017722988394915682,0.5661764705882353,2.0,0.27196326982233027,0.058744053822010756,0.7309523809523809,0.7221476752481821,0.9491525423728814,0.017246395349502563,0.7285714285714285,0.7293882520211422,0.9491525423728814,0.024716049432754517,0.769047619047619,0.7692684598891552,0.9491525423728814,0.017082199454307556
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,scale_offset,1.0,0.008913245722823501,0.0044566228614117505,0.08228398922299554,0.9360458592711629,0.01786686053688538,0.5416666666666666,2.0,0.32729434626643567,0.061201432486996055,0.738095238095238,0.7213652034180486,0.9067796610169492,0.05827802047133446,0.6761904761904762,0.6800946297840708,0.9067796610169492,0.07258415222167969,0.7842857142857141,0.781764057282918,0.940677966101695,0.05398881062865257
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,scale_offset,1.5,0.012790841719376332,0.006395420859688166,0.09871526698633883,0.910830197911239,0.018002084436265695,0.5257352941176471,2.0,0.2967684427147727,0.07361409068107605,0.6628571428571428,0.6538477086015286,0.864406779661017,0.11613409221172333,0.5561904761904762,0.5579408251080078,0.8220338983050848,0.18134741485118866,0.7404761904761904,0.7276002874401044,0.8728813559322034,0.12251956760883331
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,smooth_baseline,0.5,0.006001715379116968,0.003000857689558484,0.07581277360662259,0.9369892466573762,0.017905668261716065,0.5637254901960784,2.0,0.2697181469972022,0.06470429711043835,0.7333333333333333,0.7132258612947221,0.9067796610169492,0.03958655521273613,0.6623809523809524,0.6624209329265279,0.9322033898305084,0.05796518549323082,0.7890476190476191,0.7828551918588244,0.923728813559322,0.03892630711197853
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,smooth_baseline,1.0,0.008347528343602913,0.004173764171801457,0.08991457904570002,0.9220198221909348,0.018196858409446903,0.5625,2.0,0.3919830523972141,0.06949685141444206,0.6761904761904762,0.6496426076506205,0.7796610169491526,0.10316859930753708,0.639047619047619,0.6298713594314551,0.8220338983050848,0.1474996656179428,0.6785714285714286,0.6666274355824516,0.7627118644067796,0.10749807208776474
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,smooth_baseline,1.5,0.012423208979423329,0.006211604489711664,0.10482256367633844,0.8802070313874619,0.018604722152685837,0.553921568627451,2.0,0.3932661280734253,0.06568275950849056,0.56,0.5124201195629768,0.5847457627118644,0.1772899478673935,0.5804761904761905,0.5710063614712572,0.711864406779661,0.2648215889930725,0.6204761904761905,0.5826735822534141,0.6610169491525424,0.18535977602005005
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,gaussian_noise,0.5,0.004567269508627513,0.0022836347543137565,0.06298095423737257,0.9405948139020687,0.017685399280750268,0.5575980392156863,1.5,0.2870589333049723,0.04973974451422691,0.7395238095238094,0.7293733471168338,0.9830508474576272,0.0002881425025407225,0.6776190476190477,0.692916867335472,1.0,0.0006664259126409888,0.7923809523809524,0.7898476728525988,0.9745762711864406,0.0003262515820097178
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,gaussian_noise,1.0,0.0046223355438641915,0.0023111677719320958,0.06375426159555178,0.9409756850232198,0.017696005683453763,0.5575980392156863,2.0,0.26916055781896125,0.055383771657943726,0.7514285714285712,0.7431770872363633,0.9745762711864406,0.0013092568842694163,0.6952380952380953,0.7093086900624991,0.9830508474576272,0.0034632920287549496,0.8019047619047619,0.7933124582788305,0.9745762711864406,0.0015573900891467929
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,gaussian_noise,1.5,0.00471912628110243,0.002359563140551215,0.06488613313184836,0.941511110844114,0.017710150974321923,0.5612745098039216,2.0,0.31648422274936455,0.05111122131347656,0.7228571428571428,0.7152436697878244,0.9322033898305084,0.003417526837438345,0.6623809523809524,0.6781221874245131,0.9745762711864406,0.007957013323903084,0.7723809523809523,0.7677844784837371,0.9576271186440678,0.004005944821983576
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,isolated_spikes,0.5,0.004557498358182887,0.0022787491790914436,0.0627795838961213,0.9418100658803232,0.01768373920551191,0.553921568627451,2.0,0.29936630432803707,0.05093984678387642,0.7585714285714286,0.7541845421607914,1.0,0.0002948763140011579,0.6776190476190477,0.692916867335472,1.0,0.0005226595094427466,0.7890476190476191,0.7782220791674689,0.9745762711864406,0.00030929557397030294
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,isolated_spikes,1.0,0.00458474510297735,0.002292372551488675,0.06298171805050405,0.9409890288517452,0.017688128267197917,0.5600490196078431,2.0,0.2977039191010083,0.053675681352615356,0.7442857142857141,0.741327617170047,0.9830508474576272,0.001156175509095192,0.6833333333333335,0.6984875240689193,0.9915254237288136,0.0021352884359657764,0.7795238095238094,0.7751878953496132,0.9830508474576272,0.0012824151199311018
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,isolated_spikes,1.5,0.004590732529245088,0.002295366264622544,0.06320233043881847,0.9408645685559224,0.017690221836907986,0.5612745098039216,2.0,0.2922999802982477,0.055717527866363525,0.722857142857143,0.7190744468127822,0.9491525423728814,0.0028080560732632875,0.6823809523809523,0.69379269678273,0.9661016949152542,0.004672329407185316,0.7699999999999999,0.7597263979335468,0.940677966101695,0.0030191277619451284
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,edge_filled_shift,0.5,0.004588573092324904,0.002294286546162452,0.0634195945892602,0.9405003054442606,0.017698433920906035,0.5625,2.0,0.28597402051838233,0.050098344683647156,0.7338095238095237,0.7214809000523286,0.9322033898305084,0.005076403263956308,0.6876190476190477,0.6957759848125297,0.9067796610169492,0.010873663239181042,0.7961904761904762,0.7975763892692412,0.9745762711864406,0.00556587427854538
