outer_fold,train_subset,test_subset,stage,scenario,training_scenario,model_family,configuration,representation,seed,n_train,n_test_partition,corruption,severity,reconstruction_mse,reconstruction_smooth_l1,reconstruction_spectral_angle,reconstruction_median_row_correlation,reconstruction_first_derivative_mae,repeatable_peak_recall,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change,chemical_balanced_accuracy_supported,chemical_macro_f1_supported,chemical_prediction_agreement,chemical_latent_cosine_drift,nuisance_balanced_accuracy_supported,nuisance_macro_f1_supported,nuisance_prediction_agreement,nuisance_latent_cosine_drift,union_balanced_accuracy_supported,union_macro_f1_supported,union_prediction_agreement,union_latent_cosine_drift
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,edge_filled_shift,1.0,0.004643761779060594,0.002321880889530297,0.06416816397840779,0.9415518832842381,0.017703771990474078,0.5612745098039216,2.0,0.2870220068546941,0.055156052112579346,0.7214285714285714,0.7081506509580179,0.8813559322033898,0.010032154619693756,0.6480952380952382,0.665754823188378,0.9152542372881356,0.018121501430869102,0.757142857142857,0.7544561150699257,0.923728813559322,0.010603375732898712
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,edge_filled_shift,1.5,0.004641866050436486,0.002320933025218243,0.06437123102896851,0.9391501685133992,0.0177118003470159,0.5661764705882353,2.0,0.2870220068546941,0.05759660177864134,0.7371428571428572,0.7314868239037349,0.9152542372881356,0.01419522799551487,0.6433333333333333,0.6506918090335684,0.9067796610169492,0.027208834886550903,0.7823809523809524,0.7735947812810727,0.8898305084745762,0.014901387505233288
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,gaussian_broadening,0.5,0.004537580659040836,0.002268790329520418,0.06273467967980595,0.9412153203156726,0.0176794645283815,0.5588235294117647,2.0,0.2925035358388525,0.048715094570070505,0.7585714285714286,0.7541845421607914,1.0,1.1916382391063962e-05,0.6776190476190477,0.692916867335472,1.0,2.040297295025084e-05,0.8019047619047619,0.7972747762911868,0.9915254237288136,1.2759434866893571e-05
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,gaussian_broadening,1.0,0.004509254083608869,0.0022546270418044344,0.06275752211299408,0.9413493583728423,0.017671836479814323,0.5588235294117647,2.0,0.29578347156624174,0.05258744116872549,0.7585714285714286,0.7541845421607914,1.0,0.00011602347512962297,0.6776190476190477,0.692916867335472,1.0,0.00019289123883936554,0.8019047619047619,0.7972747762911868,0.9915254237288136,0.0001249030465260148
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,gaussian_broadening,1.5,0.004494454508335452,0.002247227254167726,0.06281666306963848,0.9414620281261346,0.017664370716606176,0.5612745098039216,2.0,0.29058644105760556,0.05243867542594671,0.7514285714285714,0.7476649872829274,0.9915254237288136,0.000271520868409425,0.6776190476190477,0.692916867335472,1.0,0.0004257408145349473,0.8019047619047619,0.7972747762911868,0.9915254237288136,0.0002931366616394371
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,composite,0.5,0.007965397916693505,0.0039826989583467524,0.07965701646840619,0.9352305890294748,0.017983755178574905,0.5625,2.0,0.3134082121313219,0.0593664301559329,0.6847619047619048,0.6592746233399591,0.8389830508474576,0.05792558938264847,0.628095238095238,0.6270036750332318,0.8813559322033898,0.08397272229194641,0.7676190476190475,0.7613160648874934,0.8983050847457628,0.05771351605653763
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,composite,1.0,0.016045047053716677,0.008022523526858338,0.10645799725780125,0.8910618907046158,0.01851342941578857,0.5318627450980392,2.0,0.3538376840750402,0.0707519268617034,0.6461904761904762,0.6088427733341018,0.711864406779661,0.17380741238594055,0.5847619047619047,0.5741247547970237,0.711864406779661,0.18275663256645203,0.6828571428571427,0.6481180959274205,0.711864406779661,0.1663309782743454
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,composite,1.5,0.026458259092009502,0.013229129546004751,0.12452848849778544,0.8209156685621375,0.019010753836916566,0.5073529411764706,2.0,0.4314568313471491,0.07751825475133955,0.5171428571428571,0.4811657644074453,0.6016949152542372,0.30441704392433167,0.5238095238095238,0.503713922957527,0.6440677966101694,0.30277857184410095,0.6290476190476191,0.5938072338516972,0.6440677966101694,0.29513418674468994
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,scale_offset,0.5,0.0038689033623793036,0.0019344516811896518,0.06533642250065959,0.955555063892835,0.013310525020341961,0.5780998389694042,2.0,0.24142527498622451,0.05171694536693394,0.801842403628118,0.7889365150448894,0.9223300970873787,0.023718388751149178,0.6790816326530612,0.637824535498954,0.941747572815534,0.03360038995742798,0.7827947845804989,0.7586284974096829,0.9611650485436893,0.020687777549028397
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,scale_offset,1.0,0.007181328754891772,0.003590664377445886,0.08047794860702896,0.9453636403845301,0.013438105781013787,0.5780998389694042,2.0,0.245181093460839,0.06486427201889455,0.7877267573696145,0.791744215168585,0.8349514563106796,0.08455918729305267,0.6740362811791384,0.6269167558264528,0.8349514563106796,0.0969565138220787,0.7880385487528345,0.7643637660342729,0.8932038834951457,0.06807971000671387
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,scale_offset,1.5,0.011023536404710285,0.005511768202355142,0.09965624152184303,0.9261693365443853,0.013603450078498242,0.5297906602254429,2.0,0.25651744984436525,0.07042912999168038,0.7560941043083899,0.721955633500625,0.8155339805825242,0.1860850304365158,0.6113378684807256,0.5517990034075645,0.8349514563106796,0.17431655526161194,0.7689909297052154,0.7403003821071048,0.8252427184466019,0.14803506433963776
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,smooth_baseline,0.5,0.004118495740014007,0.0020592478700070037,0.07182064837366756,0.9437716570338839,0.013421278508896567,0.5619967793880838,2.0,0.2517512941579134,0.049426373559981585,0.7863662131519275,0.7784553132875928,0.912621359223301,0.045182857662439346,0.655187074829932,0.6071124266220446,0.912621359223301,0.0475451834499836,0.8083049886621315,0.779978354978355,0.9029126213592233,0.04517703503370285
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,smooth_baseline,1.0,0.005849140251470518,0.002924570125735259,0.08717838031929291,0.9258787144512842,0.013690014454689507,0.5668276972624798,2.0,0.2814921337245755,0.061653129203477874,0.7460884353741496,0.7373271935329917,0.8349514563106796,0.10440104454755783,0.6230442176870749,0.5712242242525626,0.8349514563106796,0.14818337559700012,0.7804421768707483,0.74666088447177,0.8543689320388349,0.1188419833779335
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,smooth_baseline,1.5,0.009897096500293776,0.004948548250146888,0.10579151694743362,0.8716588077297822,0.014055244206946723,0.5394524959742351,2.0,0.31821572967014083,0.06176421046257019,0.65671768707483,0.6587681197589182,0.6504854368932039,0.16515763103961945,0.6568594104308391,0.6152350219084498,0.7864077669902912,0.25414714217185974,0.7272108843537415,0.7078260771393196,0.7766990291262136,0.19673238694667816
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,gaussian_noise,0.5,0.0029550896584425927,0.0014775448292212964,0.05763457191613727,0.9548557531350593,0.01324021980863784,0.5797101449275363,2.0,0.2519177342217399,0.05136463977396488,0.8057256235827664,0.796659768802626,0.9902912621359223,0.0005456226645037532,0.6921768707482993,0.650196471262561,0.9805825242718447,0.0002994259702973068,0.7911281179138322,0.7665890811252462,0.9902912621359223,0.00037903751945123076
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,gaussian_noise,1.0,0.002984251126866486,0.001492125563433243,0.05831728584667405,0.9543613076974871,0.01324278102194141,0.5797101449275363,2.0,0.2305487965368609,0.05140130314975977,0.8096938775510204,0.7995891935203013,0.970873786407767,0.002602551132440567,0.6765873015873015,0.6370452492403712,0.9514563106796117,0.0015742871910333633,0.8079931972789115,0.7852992245849387,0.9902912621359223,0.0017971980851143599
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,gaussian_noise,1.5,0.0030419672045486584,0.0015209836022743292,0.05941582376960323,0.9528620749470991,0.013258461510969257,0.571658615136876,2.0,0.2363902727000527,0.05253516975790262,0.8278344671201813,0.8220087291140767,0.9611650485436893,0.007226301822811365,0.6666666666666666,0.6411631319194344,0.912621359223301,0.003546545747667551,0.8115646258503402,0.7880531705282535,0.9611650485436893,0.004585743881762028
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,isolated_spikes,0.5,0.0029462617870472346,0.0014731308935236173,0.057481876133577185,0.9555441004422526,0.013239361095124552,0.5764895330112721,1.5,0.2534356149090346,0.050596867222338915,0.8057256235827664,0.7956341277769848,1.0,0.00025207092403434217,0.7023809523809523,0.6615902383014893,0.9902912621359223,0.0001684259477769956,0.8008503401360544,0.7778844718499892,0.9805825242718447,0.00019757839618250728
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,isolated_spikes,1.0,0.002956011842354067,0.0014780059211770334,0.0576057038924134,0.9555172779352754,0.013240315002175455,0.5780998389694042,2.0,0.22699708688945625,0.05070600286126137,0.7977891156462585,0.789779692357332,0.9805825242718447,0.0014121735002845526,0.6865079365079365,0.6397927352759286,0.9514563106796117,0.0009028026252053678,0.7839852607709751,0.753580370932985,0.9805825242718447,0.0009661959484219551
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,isolated_spikes,1.5,0.0029667478939608546,0.0014833739469804273,0.05777007282795649,0.9537734291777616,0.013247094329220388,0.5780998389694042,1.5,0.22638999558788472,0.04961771937087178,0.8159297052154196,0.8062901384329956,0.9805825242718447,0.002558585489168763,0.6763038548752834,0.636972208238134,0.9611650485436893,0.0016673189820721745,0.7911281179138322,0.7605622232350343,0.970873786407767,0.001865088939666748
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,edge_filled_shift,0.5,0.002965142904709168,0.001482571452354584,0.05790913166453188,0.9535815199066411,0.01324715073109698,0.5829307568438004,2.0,0.22744583143122343,0.04596942476928234,0.8427154195011338,0.8394408645185042,0.9514563106796117,0.006479211617261171,0.6884920634920635,0.6402091452568357,0.941747572815534,0.0056563010439276695,0.816921768707483,0.797495361781076,0.9805825242718447,0.005157718434929848
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,edge_filled_shift,1.0,0.003022326995525262,0.001511163497762631,0.05888745496645545,0.9530803742609242,0.013260297491061272,0.573268921095008,2.0,0.2554443522040879,0.04689520224928856,0.7933956916099774,0.7719614864976515,0.9223300970873787,0.01138362754136324,0.6873015873015874,0.645000517041212,0.912621359223301,0.009440033696591854,0.804109977324263,0.7820879488836985,0.9514563106796117,0.009431108832359314
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,edge_filled_shift,1.5,0.003021918672873067,0.0015109593364365335,0.05889674976513093,0.9532338299886748,0.013271622031528688,0.5845410628019324,2.0,0.24735438480934963,0.053409201093018055,0.7935374149659865,0.7669821135920115,0.912621359223301,0.014366911724209785,0.6381235827664399,0.5898751973357425,0.8737864077669902,0.012820282950997353,0.7825113378684808,0.7640001760691416,0.912621359223301,0.012745793908834457
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,gaussian_broadening,0.5,0.002939452119836308,0.001469726059918154,0.057415927657154274,0.9554045631747815,0.013238029267765584,0.5797101449275363,1.5,0.23062185731441326,0.05070243030786514,0.8057256235827664,0.796659768802626,0.9902912621359223,8.126486136461608e-06,0.6921768707482993,0.6516429638380858,1.0,2.6851023449125933e-06,0.8000566893424036,0.7780528477733447,1.0,5.225533641350921e-06
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,gaussian_broadening,1.0,0.0029348385104407374,0.0014674192552203687,0.05743497210780518,0.9554191088070308,0.013235823560083989,0.5764895330112721,1.5,0.2302661018928514,0.049805330112576485,0.8057256235827664,0.796659768802626,0.9902912621359223,0.00010752041271189228,0.6921768707482993,0.6516429638380858,1.0,3.67118300346192e-05,0.8000566893424036,0.7780528477733447,1.0,6.906095222802833e-05
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,gaussian_broadening,1.5,0.0029332975840479737,0.0014666487920239868,0.05748509748228346,0.9554134107259734,0.013233391692074228,0.5764895330112721,1.5,0.22924151097763168,0.04963846132159233,0.8057256235827664,0.7984610110386506,0.9805825242718447,0.0003500806342344731,0.7015873015873016,0.6612738764756549,0.9611650485436893,0.00012699551007244736,0.8000566893424036,0.7780528477733447,1.0,0.00022730549972038716
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,composite,0.5,0.005697443155245718,0.002848721577622859,0.0767552680267445,0.9368001236000808,0.013510258048232781,0.5571658615136876,2.0,0.24236281583682057,0.059888482093811035,0.767828798185941,0.757785739606016,0.8737864077669902,0.06575562059879303,0.665986394557823,0.6244221949804692,0.9029126213592233,0.07863465696573257,0.8158163265306122,0.7983519443233525,0.8737864077669902,0.06577607989311218
0,quality_pass,quality_pass,locked_outer,nato_outer_o0__train_quality_pass__test_quality_pass,nato_outer_o0__train_quality_pass,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,397,103,composite,1.0,0.012722989693017292,0.006361494846508646,0.10482289720597372,0.9058986048726619,0.013976219690000133,0.5281803542673108,2.0,0.2740543977711163,0.0668958448804915,0.6038265306122448,0.6058801264790376,0.6504854368932039,0.1567426174879074,0.6005102040816326,0.5445225826804774,0.7087378640776699,0.229879230260849,0.7409580498866213,0.7155956178997653,0.7378640776699029,0.18573728203773499
