outer_fold,train_subset,test_subset,stage,scenario,training_scenario,model_family,configuration,representation,seed,n_train,n_test_partition,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row181,0.0210033770614166,0.0105016885307083,0.12577531468805758,0.2615571295623305,0.05579491289698386,146,30,9,2,3.0,2.454191117043757,0.1288548707962036
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row188,0.0025703302219516146,0.0012851651109758073,0.05170623362062389,0.9551836065403202,0.02189372604446752,85,14,5,5,1.5,0.4452523706267865,0.06297553330659866
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row191,0.0002598339739325731,0.00012991698696628655,0.02335666300097611,0.9961581722652304,0.005433630988700315,11,10,7,7,1.0,0.09348635797708915,0.029756841249763966
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row202,0.008276813216353696,0.004138406608176848,0.06982741297425914,0.6289630509338096,0.03510751139904771,120,26,7,5,2.0,2.0751266092824476,0.09724258631467819
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row204,0.009118894144130918,0.004559447072065459,0.10676376450226603,0.5878192909525338,0.03620894535444677,128,29,3,1,2.0,2.476380922798507,0.0761127918958664
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row223,0.00017637748256219105,8.818874128109552e-05,0.017695983680074936,0.997988984008812,0.001421221264801196,10,10,6,6,0.5,0.057508545119754256,0.016927057527936995
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row227,0.002047278622974568,0.001023639311487284,0.06129828202303387,0.9756839386845105,0.0024355962266313976,1,1,0,0,2.0,0.2150434988901172,0.035839050135109574
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row230,0.0028253760597727914,0.0014126880298863957,0.062288447660333764,0.9665086438795986,0.004257709063656096,11,10,4,4,1.0,0.12915310883485137,0.06750989053398371
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row231,0.002300539859261364,0.001150269929630682,0.0693876030157441,0.9709629513640843,0.0019523049372115306,2,0,0,0,,,
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row239,0.002290917724436139,0.0011454588622180695,0.055765777607191855,0.978605541540949,0.0034128635020429753,11,10,6,6,1.5,0.17874317777755122,0.032881459716008976
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row242,0.0007659090902267806,0.0003829545451133903,0.03376682083581906,0.9933859969003105,0.0018196281438654946,4,1,0,0,0.0,0.056086452562496864,0.017143485456472263
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row243,0.004615993215429819,0.0023079966077149093,0.08564006324987515,0.9503755506141763,0.005988409012705753,10,3,1,1,1.0,0.28948763000965866,0.09187060501426458
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row257,0.0010374596481226937,0.0005187298240613468,0.03777737351940832,0.9875083431130531,0.003763445664662868,14,14,8,8,1.0,0.08387372491490176,0.027089450508356094
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session1_row261,0.011390494735546597,0.005695247367773298,0.09917070429991555,0.7632714445105949,0.037029881924390794,114,25,9,8,2.0,0.5384175634679977,0.2053971141576767
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row39,0.0017820872866727757,0.0008910436433363879,0.06913469737043161,0.9295733249562481,0.018066451553854026,93,8,2,2,2.5,2.5002953149940055,0.03944721445441246
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row40,0.000506208963758682,0.000253104481879341,0.023042258729235137,0.9961169584854859,0.005125417824019678,19,10,4,4,1.5,0.07987376173184427,0.026117310859262943
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row41,0.0010212941686998595,0.0005106470843499297,0.03431637930567079,0.9902366076709079,0.004515247829258442,10,4,2,2,3.0,0.26829262427246015,0.02478005737066269
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row42,0.025461683382003726,0.012730841691001863,0.1277266495135066,0.18397127240653183,0.06222482856496104,144,20,5,3,2.5,2.6629922017653294,0.15622178465127945
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row47,0.001690099430874781,0.0008450497154373905,0.07071274171330161,0.8999352231525632,0.01691508966365031,78,11,5,5,2.0,0.21516829056213646,0.07629867643117905
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row48,0.0002775798280129831,0.00013878991400649156,0.021590051416006475,0.9970763127490577,0.0036959164196326,10,8,2,2,1.0,0.10846776239547803,0.030069131636992097
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row90,0.0004167788990157978,0.0002083894495078989,0.02606585284042156,0.9951194527407216,0.004328527628843273,10,3,2,1,1.0,0.15210196720936736,0.016147878021001816
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row91,0.01641801775238316,0.00820900887619158,0.0996707716473086,0.5919199915791405,0.05654431167989969,145,26,11,4,2.5,2.0724482882938275,0.15283389389514923
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row111,0.00029757758229190815,0.00014878879114595407,0.03334779712027756,0.9925194348738218,0.0020708444177632503,14,12,4,4,1.0,0.08727506625186772,0.020683167967945337
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row112,0.0008377312866201072,0.0004188656433100536,0.04513580119572686,0.9860369926901105,0.0034251940083699344,15,12,6,6,1.5,0.3017254682734105,0.029820899882906815
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row115,0.0002966623580879959,0.00014833117904399794,0.03277052292712187,0.9926036235999735,0.0022683409577647193,14,12,3,3,1.5,0.10981685506054449,0.023334117024205625
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row120,0.0006572740848471033,0.00032863704242355166,0.037606743911853126,0.9893174433781438,0.003528025402421398,16,11,5,5,1.0,0.12113924537585921,0.012298138812184334
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row190,0.0008887794965459282,0.0004443897482729641,0.062112364759676734,0.9532511092761651,0.011184156838405346,49,9,5,4,0.0,0.254541348851524,0.04826858267188072
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row195,0.002521642770114854,0.001260821385057427,0.06989230519963831,0.8703576129251412,0.021014944469757862,94,12,12,5,3.0,1.500537881517555,0.09274967014789581
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row202,0.000664674175916961,0.0003323370879584805,0.042261076253790365,0.9714616119068635,0.010203608359609331,35,9,5,5,2.0,0.3266734152708275,0.05985388159751892
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row203,0.001106995742834754,0.000553497871417377,0.056917298154158226,0.9572491978396106,0.014624064444963421,55,9,8,6,1.0,0.3418653940358294,0.03033570945262909
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row207,0.0004370471936790799,0.00021852359683953996,0.04631269829233705,0.979940876701647,0.00841299976022648,24,8,6,6,1.0,0.1100983389671508,0.05303025897592306
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row213,0.0028101474602880093,0.0014050737301440047,0.0648617736138047,0.8500424208755141,0.022374467557030063,108,15,9,6,2.0,1.7903353768295132,0.07305754721164703
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row215,0.015623699777595172,0.007811849888797586,0.08681170866840439,0.48034982279270433,0.08065391437150538,162,24,39,11,2.0,2.2556547378817657,0.24518287181854248
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row216,0.006133998399970613,0.0030669991999853065,0.054090518314322066,0.43015961827909627,0.038782076335379057,147,18,22,3,3.5,2.795373200355402,0.05731375515460968
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row218,0.003979877946159362,0.001989938973079681,0.061354125552789754,0.8931120854823159,0.033569525464304854,131,18,29,8,2.0,3.5993270707506895,0.12851222604513168
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row223,0.016546637706548472,0.008273318853274236,0.09621613374249945,0.4589908137176511,0.05561813181000096,143,19,33,6,2.0,2.0298834545650113,0.2001945525407791
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row225,0.021035974918538373,0.010517987459269186,0.11103434079651915,0.49955161152079064,0.0561837307953309,134,24,53,14,3.0,0.896514761545251,0.23750045895576477
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row229,0.0017637305579285745,0.0008818652789642872,0.07807652237957723,0.8977248122923702,0.018343014480280025,91,11,10,4,2.0,0.5847742613248856,0.06931723654270172
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row287,0.00030881915867673337,0.00015440957933836669,0.024760214398870026,0.9956561323514291,0.0032061133428942412,11,11,7,7,1.0,0.13270100180836933,0.025414994917809963
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row292,0.0008549765277780064,0.0004274882638890032,0.034193092207178984,0.9923187330305508,0.002793326827036903,12,10,6,6,1.0,0.151371421903433,0.036573167424649
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row293,0.0007240646426591967,0.0003620323213295983,0.032433765416758575,0.9926106645101126,0.001891333217011249,10,10,6,6,1.0,0.0415520699369739,0.013101195450872183
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row299,0.003963957049880833,0.0019819785249404163,0.055849675970938935,0.939230444836871,0.011892805748752185,32,7,0,0,2.0,0.7295127659412581,0.010404527187347412
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row308,0.0004990075395401004,0.0002495037697700502,0.02542910636877855,0.9960534952455213,0.002793877718171903,5,3,0,0,1.0,0.029520361212708502,0.020148069597780704
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row315,0.0009781245862716201,0.0004890622931358101,0.02829258491481772,0.9919868051498473,0.004502349992149643,14,8,0,0,1.0,0.1062995161346804,0.0455810260027647
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row333,0.0027331707792132226,0.0013665853896066113,0.058219454506166377,0.972614137825752,0.004399436326431376,7,6,2,2,1.5,0.23931756877111277,0.061799736227840185
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row335,0.0006685713252679991,0.00033428566263399957,0.03870066781806468,0.9849600945847728,0.003083200779344354,12,10,3,3,2.0,0.11454521166355697,0.0379457026720047
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row338,0.0010038357766141638,0.0005019178883070819,0.049428988352257466,0.9831076727389295,0.003604544679193558,15,8,4,4,0.5,0.11361120464217776,0.03482051723403856
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row347,0.0003783356871938345,0.00018916784359691724,0.01903802644513531,0.9963605729152492,0.004107192933692464,12,8,3,3,2.0,0.12467618731523697,0.02279980480670929
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session2_row355,0.006901331354897623,0.0034506656774488114,0.06219230610433971,0.8249885354200907,0.0335706561590944,126,22,2,0,2.0,2.178044267826105,0.08459609746932983
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session3_row3,0.0031475583275292537,0.0015737791637646268,0.07787352045458668,0.8854877019709798,0.02263051860583281,91,14,5,4,1.5,0.4126840297258313,0.10594860650599003
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session3_row11,0.004409399874848211,0.0022046999374241054,0.11230081568652225,0.739458725851986,0.024316652885505132,103,13,6,3,2.0,1.5767350230843984,0.10153321176767349
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session3_row15,0.022104788901339666,0.011052394450669833,0.10700545711858343,0.25717589792987294,0.06442173239908049,147,32,5,3,2.0,1.330028976377546,0.16191652417182922
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session3_row29,0.0012492288225456735,0.0006246144112728368,0.05373639607959155,0.977640991855864,0.005038531173153647,10,8,5,5,1.0,0.10088966616287662,0.03197495057247579
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session3_row30,0.0013222511787511295,0.0006611255893755648,0.054969920228036255,0.9764606113785572,0.002270881996207338,9,9,5,5,1.0,0.06645129765750885,0.030558079481124878
0,strict_core,strict_core,locked_outer,nato_outer_o0__train_strict_core__test_strict_core,nato_outer_o0__train_strict_core,structured_vae,zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,arpls_minmax,1729,480,118,session3_row74,0.02197280859878438,0.01098640429939219,0.10314240456295211,0.36682546773414465,0.062354310460754535,154,33,10,4,2.0,2.1344277917263037,0.1497548520565033
