identifier,chemical_dimension,nuisance_dimension,chemical_supervision_weight,instrument_supervision_weight,sensor_supervision_weight,condition_decoder,instrument_adversary_weight,sensor_adversary_weight,same_master_consistency_weight,cross_reconstruction_weight,dependence_weight,beta_target,maximum_epoch,learning_rate,weight_decay,batch_size,gradient_clip_norm,kl_normalization_divisor,checkpoint_epoch,representation,model_family,run_seed,n_train,n_validation,parameter_count,state_sha256,raw_target_balanced_accuracy,raw_instrument_probe_increment,raw_sensor_probe_increment,raw_same_master_cross_instrument_distance,real_pair_count,chemical_real_pair_correlation_distance,chemical_target_balanced_accuracy,chemical_target_macro_f1_supported,chemical_instrument_probe_increment,chemical_sensor_probe_increment,chemical_same_master_cross_instrument_distance,chemical_different_target_cross_instrument_distance,chemical_cross_instrument_separation_margin,nuisance_target_balanced_accuracy,nuisance_target_macro_f1_supported,nuisance_instrument_probe_increment,nuisance_sensor_probe_increment,nuisance_same_master_cross_instrument_distance,nuisance_different_target_cross_instrument_distance,nuisance_cross_instrument_separation_margin,union_target_balanced_accuracy,union_target_macro_f1_supported,union_instrument_probe_increment,union_sensor_probe_increment,union_same_master_cross_instrument_distance,union_different_target_cross_instrument_distance,union_cross_instrument_separation_margin,corrupted_chemical_target_balanced_accuracy,corrupted_chemical_prediction_agreement,corrupted_chemical_cosine_drift,corrupted_nuisance_target_balanced_accuracy,corrupted_nuisance_prediction_agreement,corrupted_nuisance_cosine_drift,corrupted_union_target_balanced_accuracy,corrupted_union_prediction_agreement,corrupted_union_cosine_drift,chemical_vae_kl_unnormalized_per_observation,chemical_vae_kl_normalized,chemical_vae_mean_kl_per_latent_dimension,chemical_vae_median_kl_per_latent_dimension,chemical_vae_max_kl_per_latent_dimension,chemical_vae_active_units_var_mu_gt_0_01,chemical_vae_dimensions_mean_kl_gt_0_01,chemical_vae_posterior_mean_absolute_mu,chemical_vae_posterior_mean_log_variance,chemical_vae_posterior_sample_reconstruction_variability,nuisance_vae_kl_unnormalized_per_observation,nuisance_vae_kl_normalized,nuisance_vae_mean_kl_per_latent_dimension,nuisance_vae_median_kl_per_latent_dimension,nuisance_vae_max_kl_per_latent_dimension,nuisance_vae_active_units_var_mu_gt_0_01,nuisance_vae_dimensions_mean_kl_gt_0_01,nuisance_vae_posterior_mean_absolute_mu,nuisance_vae_posterior_mean_log_variance,nuisance_vae_posterior_sample_reconstruction_variability,union_vae_kl_unnormalized_per_observation,union_vae_kl_normalized,union_vae_mean_kl_per_latent_dimension,union_vae_median_kl_per_latent_dimension,union_vae_max_kl_per_latent_dimension,union_vae_active_units_var_mu_gt_0_01,union_vae_dimensions_mean_kl_gt_0_01,union_vae_posterior_mean_absolute_mu,union_vae_posterior_mean_log_variance,union_vae_posterior_sample_reconstruction_variability,partition_cross_covariance_mean_square,partition_maximum_canonical_correlation,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_reconstruction_median_row_correlation,clean_reconstruction_first_derivative_mae,clean_repeatable_peak_recall,clean_median_peak_shift_cm1,clean_median_absolute_relative_peak_width_change,clean_median_absolute_peak_prominence_change,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_first_derivative_mae,corrupted_repeatable_peak_recall,corrupted_median_peak_shift_cm1,corrupted_median_absolute_relative_peak_width_change,corrupted_median_absolute_peak_prominence_change,cross_reconstruction_reconstruction_mse,cross_reconstruction_reconstruction_smooth_l1,cross_reconstruction_reconstruction_spectral_angle,cross_reconstruction_reconstruction_median_row_correlation,cross_reconstruction_reconstruction_first_derivative_mae,cross_reconstruction_repeatable_peak_recall,cross_reconstruction_median_peak_shift_cm1,cross_reconstruction_median_absolute_relative_peak_width_change,cross_reconstruction_median_absolute_peak_prominence_change,stage,subset,outer_fold,inner_fold
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1712114847,293,104,1169412,2b3e006ad8cdd12621355e19c50e8b205f1aa5f60f406381b7250944930f20de,0.7068125111603374,0.5350490196078431,0.44087301587301586,0.6154264287084859,102,0.6896518468856812,0.6463319289406246,0.6373688785859172,0.4301470588235293,0.4384920634920634,0.6955347395416525,1.0608841858720757,0.3653494463304232,0.5518249866075954,0.5442191412195346,0.35735294117647054,0.2530910609857978,0.8629238740090401,1.07033073482604,0.20740686081699988,0.6946350750698577,0.6935244037160413,0.4509803921568627,0.4384920634920634,0.7713523024956582,1.0656584424038835,0.2943061399082253,0.5883488492184145,0.7019230769230769,0.17778433859348297,0.4618883531927011,0.6538461538461539,0.24406957626342773,0.5530327160761943,0.75,0.19039718806743622,9.498039739881047,0.006779471620186329,0.19787582791418848,0.009139217579151232,2.3502178963483966,8,20,0.17547642426388002,-0.4356081779582884,,7.180827234808961,0.005125501238264783,0.44880170217556004,0.01694434112860882,1.890843129860016,10,12,0.3555060765193747,-0.8418913963829744,,16.678866974690006,0.01190497285845111,0.2606072964795314,0.009993225639608649,2.3502178963483966,18,32,0.2204838373277537,-0.5371789825644598,0.019680390134453773,0.02637080809898042,0.9954292253381686,0.0033335746386216583,0.0016667873193108292,0.06040944688074722,0.9683961101525356,0.011859903160085093,0.6679764243614931,1.5,0.19764540766236266,0.03866622783243656,0.011895536282588874,0.005947768141294437,0.1102138111717456,0.9272806079288074,0.012618195524266101,0.6463654223968566,2.0,0.26399638153236343,0.06321025500074029,0.034196448146079035,0.017098224073039518,0.15927416845075504,0.760015193000195,0.013473248117915495,0.612,2.0,0.3917490021354907,0.07754921722880681,sensitivity,quality_pass,0,1
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1225221153,302,95,1169412,77342676a7e46578bb04b3177bf4723542347610031cee4d1392406ead5bcf69,0.7637080655714196,0.5521701388888889,0.5280214424951268,0.6756915586997257,91,0.7397825717926025,0.7674742097102344,0.7109733207477568,0.5967013888888888,0.4787037037037038,0.7740178975957863,1.0397021508309159,0.26568425323512956,0.7313704928611761,0.6997539755303731,0.4456597222222223,0.459965886939571,0.8632927646485319,1.0184984673446953,0.1552057026961634,0.7396717843922813,0.6904658833230262,0.6223090277777779,0.5013888888888889,0.7907781209204306,1.0309109942163293,0.2401328732958986,0.6705475339015712,0.6210526315789474,0.16003961861133575,0.46808009106145754,0.6105263157894737,0.1733829230070114,0.6946478986851657,0.6631578947368421,0.14620204269886017,13.138960869801133,0.009378273283227077,0.27372835145419033,0.01113091020083587,2.6731419306041375,15,25,0.21677786423466994,-0.5503523029554185,,3.0549178543194317,0.002180526662612014,0.19093236589496443,0.01568766703459177,1.3579828573321822,13,14,0.2158939904245352,-0.4409702491991706,,16.193878724120562,0.011558799945839087,0.25302935506438384,0.011665306489306887,2.6731419306041375,28,39,0.21655689578213624,-0.5230067895163565,0.02150467038154602,0.032356937138879945,0.9956114625886996,0.004475459504814695,0.0022377297524073473,0.0643252376987478,0.9541891102171722,0.017031455697370065,0.4409937888198758,2.0,0.24635487593356542,0.05874522030353546,0.01213891397164136,0.00606945698582068,0.10101628811504497,0.9059748572493974,0.017594850704123817,0.3739130434782609,2.0,0.32903420063545097,0.07220098649850115,0.05611170510692802,0.02805585255346401,0.2185253689478292,0.42938727403099475,0.017879180769381726,0.3610738255033557,2.0,0.5775822708095074,0.11870296625420451,sensitivity,quality_pass,0,2
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,747235148,296,101,1169412,205f133e09ecb16ec57c9f7313be779e4c9638ea486dce47e55a3ca65bb14f2e,0.6810914231966864,0.5801313628899836,0.45245825602968454,0.5909082095352515,100,0.6825912594795227,0.6561356771883088,0.6626776372136665,0.5008210180623975,0.38551329622758185,0.747593439034233,1.0252877252442496,0.27769428621001657,0.6454574665100982,0.6437847866419295,0.47783251231527096,0.4328770144421403,0.7017635827328724,1.0444419179191782,0.34267833518630575,0.6981340297129771,0.6991214508131802,0.5381773399014778,0.3957173778602349,0.7112208252531872,1.045365749267501,0.33414492401431384,0.527449743239217,0.6336633663366337,0.20229339599609375,0.5161966688282478,0.7425742574257426,0.18691153824329376,0.6113570639886429,0.7227722772277227,0.1867140531539917,6.68082999582998,0.004768615271827252,0.1391839582464579,0.017626164322178076,1.9417066622725543,44,45,0.17362853846121779,-0.3399210430769785,,9.316779615533335,0.006650092516440638,0.5822987259708334,0.04250824689656345,2.6816842447715588,13,12,0.408987675468158,-1.0155775973506762,,15.997609611363316,0.011418707788267892,0.24996265017755182,0.01771482112560885,2.6816842447715588,57,57,0.23246832271295284,-0.508835181645403,0.01970539428293705,0.026252638400725087,0.9978685165105602,0.004349167029120559,0.0021745835145602797,0.06269125067392271,0.9686828734919944,0.013027684859564487,0.48424737456242706,2.0,0.2091589806818675,0.04820019006729126,0.012459243900380444,0.006229621950190222,0.10756376587931969,0.9094374671224055,0.013674989178486278,0.44224037339556593,2.0,0.29965817142134465,0.07253600656986237,0.01575421913902129,0.007877109569510645,0.13609572128840783,0.8529359757752637,0.012524759814900017,0.5013774104683195,2.0,0.32982288109529323,0.07335590032744221,sensitivity,quality_pass,0,3
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,525974317,300,97,1169412,06004baae3cf276d32b8b0e7576aa7df554764b69d36ebe2dc9efc2abc468e56,0.74242372534298,0.5881773399014778,0.35898268398268396,0.5105892741333894,95,0.6089140772819519,0.7263952403703956,0.6946166803772494,0.5889983579638752,0.4101731601731602,0.6151782719426135,0.9158089335379883,0.30063066159537477,0.689503560621573,0.6585364945613392,0.466584564860427,0.37337662337662336,0.6480438662267819,1.0513648849598272,0.40332101873304527,0.7189384114849953,0.7191215000686974,0.6008210180623975,0.46136363636363653,0.6188920812982741,1.0088295763116915,0.38993749501341735,0.5706550178599867,0.6907216494845361,0.22723251581192017,0.5832195754556002,0.7010309278350515,0.1854185163974762,0.6423509203012309,0.7525773195876289,0.1815779209136963,6.634319983741955,0.0047354175472819095,0.13821499966129078,0.011717239791329196,1.8123125331467647,22,34,0.15118301049990326,-0.33854986167999096,,9.877049617722596,0.007049999727139612,0.6173156011076624,0.018116235035631752,2.3966790329662055,15,12,0.4228819583815456,-1.1500384460714017,,16.511369601464555,0.011785417274421523,0.2579901500228837,0.012716288805361327,2.3966790329662055,37,46,0.21910774747031384,-0.5414220077778437,0.019486987963318825,0.03783554145981383,0.998628388462258,0.0031337182425049525,0.0015668591212524762,0.05728372305325311,0.9651066272338841,0.01249009652877652,0.5623188405797102,1.75,0.21243212734260306,0.044062383472919464,0.01025673385815865,0.005128366929079325,0.09780213776498625,0.9227148359088245,0.013044569236949669,0.5057971014492754,2.0,0.24921121917374053,0.06388652324676514,0.0177657045133878,0.0088828522566939,0.129721496354377,0.8612371913741625,0.01407331966885485,0.5227606461086637,2.0,0.27677177511462475,0.08216706477105618,sensitivity,quality_pass,0,4
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,792131936,293,103,1169412,1bd5885bd471ad23e043cb1a860b2d61c8ca787150d3deaf7f061e1705dfeeb3,0.792233560090703,0.5077731092436973,0.4978632478632479,0.6046040156656061,100,0.75001060962677,0.7451814058956916,0.7116484130309015,0.49327731092436977,0.46844181459566075,0.8094845800031972,1.0349394496630877,0.22545486965989048,0.6802721088435374,0.6282465607003033,0.3870448179271708,0.46550671550671535,0.6939474831927906,1.0375042216301926,0.343556738437402,0.7838718820861678,0.7600913092509731,0.5320028011204481,0.5004930966469427,0.7595558710006315,1.0418015085264134,0.2822456375257819,0.6117346938775511,0.6699029126213593,0.1873033046722412,0.45762471655328796,0.6407766990291263,0.22632409632205963,0.587358276643991,0.6796116504854369,0.1752549558877945,9.293609975430355,0.00663355458631717,0.19361687448813236,0.010501779917269888,2.3847276271433495,10,27,0.17436447316641948,-0.4393108801114862,,6.385402914843408,0.0045577465487818755,0.39908768217771307,0.015591876711551489,1.6503962755277044,12,12,0.32236197767223995,-0.7999147788062861,,15.679012890273762,0.011191301135099046,0.24498457641052757,0.011127233039221536,2.3847276271433495,22,39,0.2113638492928746,-0.5294618547851861,0.020886024460196495,0.030862335414424586,0.9963152264342916,0.0034293567757088523,0.0017146783878544262,0.060726143448281734,0.9540604340068084,0.013405509118813884,0.5652173913043478,2.0,0.257754282182,0.046746090054512024,0.012645559121842257,0.006322779560921129,0.10488662296475902,0.9106913349866423,0.014130083739343257,0.5297906602254429,2.0,0.35208109373506513,0.06359550729393959,0.039645638472121096,0.019822819236060548,0.17091164151088886,0.7117364613914252,0.014982400767085579,0.4928,2.0,0.47394228472117306,0.0730508454144001,sensitivity,quality_pass,1,0
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,797005248,301,95,1169412,a03dba0bb6c156210a6674d3361ddefe2044f38d42ecdcf5dce157568cd54aa9,0.7929844137918671,0.6301215277777777,0.47478070175438597,0.6756915586997257,91,0.792452871799469,0.7676001362336766,0.7163272328357717,0.5269965277777777,0.5106481481481482,0.8114381916952639,1.027177448213065,0.21573925651780101,0.6583913670870193,0.5904849794168678,0.3447048611111111,0.3030214424951268,0.7893139793679066,1.0448722558017285,0.2555582764338219,0.7740873688078657,0.7322467958412658,0.6036458333333334,0.5231481481481481,0.7911502963241335,1.0355515269170992,0.2444012305929657,0.631769783012019,0.6736842105263158,0.16321119666099548,0.559790899231893,0.6421052631578947,0.32204243540763855,0.6722831688670198,0.6210526315789474,0.17836378514766693,11.414858624983003,0.008147650695919346,0.23780955468714596,0.011897050994724502,2.397271111857125,25,35,0.20868827381849162,-0.4879404989171873,,4.3649918753293315,0.003115625892454912,0.2728119922080833,0.014219402073755816,2.072971465908026,12,13,0.23913248390059666,-0.6012681256249045,,15.779850500312333,0.011263276588374256,0.2465601640673803,0.012606465693113827,2.397271111857125,37,48,0.21629932633901788,-0.5162724055941166,0.020685579627752304,0.03201858409390615,0.9936958862981172,0.004545442682929931,0.0022727213414649654,0.06512022250234509,0.9556092350814399,0.017009901058525033,0.41366459627329194,2.0,0.248648280750834,0.061453910544514656,0.011724646311491166,0.005862323155745583,0.09871515572803481,0.9090927506555465,0.01759349198799815,0.368944099378882,2.0,0.33345789302890144,0.08096086606383324,0.05045807198643621,0.025229035993218105,0.19455543541184853,0.5618940505195299,0.0191438403839563,0.3830104321907601,2.0,0.4893058607412359,0.09381179325282574,sensitivity,quality_pass,1,2
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1857817935,295,101,1169412,3b924341230606c45160123054665d668d1753e9241c23f80fbc666a092ecd8e,0.6878165693955168,0.42495894909688015,0.45697278911564604,0.5909082095352515,100,0.6895833611488342,0.6175993597046229,0.6089991774038849,0.5019704433497537,0.391206482593037,0.7163467537759162,1.0238214727298047,0.30747471895388856,0.627679338205654,0.6237720818730345,0.49532019704433516,0.3883521240664097,0.7958040457602227,1.0799577801477744,0.28415373438755176,0.6811787627577102,0.6935008924739349,0.5904761904761905,0.4181972789115646,0.7317143129799171,1.0498233298887645,0.3181090169088474,0.5309281361912942,0.6237623762376238,0.2162581980228424,0.5285679233047654,0.6336633663366337,0.22561298310756683,0.58064654643602,0.6435643564356436,0.19599930942058563,9.116737302744701,0.006507307139717845,0.18993202714051458,0.00956257834860123,2.7956105535606595,17,21,0.17211788043465823,-0.4138453501541455,,6.399546978514511,0.0045678422401959394,0.3999716861571569,0.011849010470690261,2.0269043119351964,13,9,0.31230223548455155,-0.7163827283446802,,15.516284281259212,0.011075149379913784,0.24244194189467513,0.0097836748789766,2.7956105535606595,30,30,0.20716396919713156,-0.48947969470177916,0.019369520246982574,0.02366596211814354,0.9974573727439048,0.004175386703555192,0.002087693351777596,0.06352662023519262,0.9631625423260125,0.012935931996317972,0.44340723453908987,1.5,0.19488874065275422,0.04176859278231859,0.013308990634984726,0.006654495317492363,0.1068051723469425,0.9178321766966216,0.013618032495426773,0.4224037339556593,2.0,0.25297749860435753,0.057875645346939564,0.028135834200554183,0.014067917100277091,0.1566961235030311,0.6788931750567065,0.014522692732324687,0.3835920177383592,2.0,0.29030751327330223,0.07872779248282313,sensitivity,quality_pass,1,3
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,730132042,299,97,1169412,bd23ec1405d2ddc126ba025fc084ace36f7f3a3600696f70c975967b30d73541,0.808812822787978,0.6316091954022989,0.3375541125541126,0.5105892741333894,95,0.6958869695663452,0.8165312947921644,0.813286237571952,0.5688834154351396,0.38214285714285723,0.685682646961133,1.0083183147979424,0.3226356678368094,0.689241917502787,0.6933454142756468,0.42060755336617406,0.3882034632034631,0.6509954595466867,1.037332990241693,0.3863375306950063,0.8217641571678839,0.8237939553095928,0.5950738916256157,0.430952380952381,0.6500804402026893,1.0346311215260597,0.38455068132337045,0.6145598707710508,0.7216494845360825,0.21291705965995789,0.5369030555365958,0.711340206185567,0.17557549476623535,0.6676677359907173,0.7216494845360825,0.1772070974111557,7.456573410133915,0.005322322205663037,0.15534527937778994,0.01122674115226396,2.3777291822018944,17,31,0.1464132478576366,-0.36537274432914546,,8.228752312631418,0.005873484876967465,0.5142970195394636,0.01476236278697866,1.7144858371040819,13,11,0.355544988239995,-0.9894834203032307,,15.685325722765333,0.011195807082630502,0.24508321441820835,0.011635669895569585,2.3777291822018944,30,42,0.1986961829532262,-0.5214004133226667,0.01894267275929451,0.026912652571260954,0.9963145956883044,0.0031539755172864505,0.0015769877586432252,0.058197173758434,0.9648029442491391,0.012350233928398204,0.5173913043478261,1.5,0.2022215883645107,0.046389007940888405,0.011149194668237276,0.005574597334118638,0.10386389113873307,0.9141403296418401,0.013054715577304594,0.4927536231884058,2.0,0.24511101342000893,0.06292178225703537,0.032632539950371256,0.016316269975185628,0.144594682153149,0.8370523121675841,0.014993376149761307,0.421259842519685,2.0,0.34495678896202886,0.06778767611831427,sensitivity,quality_pass,1,4
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,745790240,302,103,1169412,166a07522f29222197f1a28080be41c56420e93992d49fa9b45711543a8e52ff,0.797562358276644,0.5339635854341737,0.5641025641025641,0.6046040156656061,100,0.7591435313224792,0.8236394557823129,0.8072903993657903,0.597689075630252,0.5277777777777779,0.7763951865766331,1.0376826467882225,0.26128746021158944,0.6953231292517007,0.6578486950335689,0.40896358543417377,0.3653333845641537,0.7365801559335272,1.0077694576255245,0.2711893016919973,0.7697845804988662,0.7487125345199358,0.6089635854341735,0.5555555555555556,0.76583663294138,1.031369214914617,0.2655325819732369,0.6377834467120181,0.6796116504854369,0.20509742200374603,0.5029761904761905,0.6116504854368932,0.1794094741344452,0.666014739229025,0.7281553398058253,0.190187469124794,11.832449234166644,0.008445716798120374,0.2465093590451384,0.010884322604180999,2.5715008636770054,15,29,0.20432499437950055,-0.5322487650515058,,4.489358097885043,0.0032043955017023863,0.28058488111781515,0.011344643632581156,1.8094369792555343,9,11,0.24954710269306357,-0.6006518447185636,,16.321807332051687,0.011650112299822761,0.2550282395633076,0.010884322604180999,2.5715008636770054,24,40,0.2156305214578913,-0.5493495349682702,0.019876323640346527,0.02181275275842229,0.9953280683557608,0.0030092810572170787,0.0015046405286085393,0.057613658046607875,0.9578253573144804,0.01321955698692407,0.5684380032206119,2.0,0.1960362856444437,0.05303811840713024,0.011918409012967696,0.005959204506483848,0.10330425752176331,0.9103660274993841,0.013950471641395101,0.5217391304347826,2.0,0.29001945445539523,0.06179704191163182,0.04743352109694669,0.023716760548473347,0.1831339947822878,0.6450403271523875,0.013213641926913601,0.5033003300330033,2.0,0.443691261206281,0.07861261116340756,sensitivity,quality_pass,2,0
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1765655749,301,104,1169412,0269a6d0420980bc1889e93b7ad1499c990fbe74ef22efa321f63bf904ed7219,0.7406168710516537,0.5847689075630251,0.4281746031746032,0.6154264287084859,102,0.8984668850898743,0.654103143233578,0.6184456799287054,0.5776960784313725,0.401984126984127,0.8575195075560444,1.0619098404472302,0.2043903328911858,0.5695608739086999,0.5676232926232926,0.40339635854341727,0.35052213868003335,0.7490112402894656,1.068146813339683,0.31913557305021734,0.7286843591191418,0.7007319747921251,0.5524159663865545,0.4281746031746032,0.7828994553083226,1.0664367753444388,0.2835373200361162,0.5144046774481557,0.7115384615384616,0.22762933373451233,0.44310037788298656,0.625,0.19614635407924652,0.579543644761036,0.7019230769230769,0.2057211548089981,8.610795447911165,0.006146178049900903,0.17939157183148255,0.010288689974368737,2.135072128393861,12,25,0.1726578167810238,-0.39783919983187843,,6.841148101846171,0.0048830464681271744,0.4275717563653857,0.016166874950072498,2.00797562932751,16,12,0.3469746371450373,-0.8341438584295526,,15.451943549757335,0.011029224518028076,0.24143661796495836,0.011524647934755465,2.135072128393861,28,37,0.21623702187202717,-0.506915364481297,0.019904451444745064,0.023533275111177938,0.9963395472649313,0.0032399313587119154,0.0016199656793559577,0.059585716372854196,0.9662701643249736,0.011701568439625332,0.6601178781925344,1.5,0.19441566686153577,0.0437729493714869,0.011616844770405624,0.005808422385202812,0.11494865327120153,0.8934646853861461,0.01255486564493328,0.6227897838899804,2.0,0.2562561095486773,0.06109488569200039,0.028528142080122183,0.014264071040061091,0.19393894600546652,0.6015162165328334,0.01313442595546467,0.5324165029469549,2.0,0.3319610163959697,0.09066421864554286,sensitivity,quality_pass,2,1
