identifier,chemical_dimension,nuisance_dimension,chemical_supervision_weight,instrument_supervision_weight,sensor_supervision_weight,condition_decoder,instrument_adversary_weight,sensor_adversary_weight,same_master_consistency_weight,cross_reconstruction_weight,dependence_weight,beta_target,maximum_epoch,learning_rate,weight_decay,batch_size,gradient_clip_norm,kl_normalization_divisor,checkpoint_epoch,representation,model_family,run_seed,n_train,n_validation,parameter_count,state_sha256,raw_target_balanced_accuracy,raw_instrument_probe_increment,raw_sensor_probe_increment,raw_same_master_cross_instrument_distance,real_pair_count,chemical_real_pair_correlation_distance,chemical_target_balanced_accuracy,chemical_target_macro_f1_supported,chemical_instrument_probe_increment,chemical_sensor_probe_increment,chemical_same_master_cross_instrument_distance,chemical_different_target_cross_instrument_distance,chemical_cross_instrument_separation_margin,nuisance_target_balanced_accuracy,nuisance_target_macro_f1_supported,nuisance_instrument_probe_increment,nuisance_sensor_probe_increment,nuisance_same_master_cross_instrument_distance,nuisance_different_target_cross_instrument_distance,nuisance_cross_instrument_separation_margin,union_target_balanced_accuracy,union_target_macro_f1_supported,union_instrument_probe_increment,union_sensor_probe_increment,union_same_master_cross_instrument_distance,union_different_target_cross_instrument_distance,union_cross_instrument_separation_margin,corrupted_chemical_target_balanced_accuracy,corrupted_chemical_prediction_agreement,corrupted_chemical_cosine_drift,corrupted_nuisance_target_balanced_accuracy,corrupted_nuisance_prediction_agreement,corrupted_nuisance_cosine_drift,corrupted_union_target_balanced_accuracy,corrupted_union_prediction_agreement,corrupted_union_cosine_drift,chemical_vae_kl_unnormalized_per_observation,chemical_vae_kl_normalized,chemical_vae_mean_kl_per_latent_dimension,chemical_vae_median_kl_per_latent_dimension,chemical_vae_max_kl_per_latent_dimension,chemical_vae_active_units_var_mu_gt_0_01,chemical_vae_dimensions_mean_kl_gt_0_01,chemical_vae_posterior_mean_absolute_mu,chemical_vae_posterior_mean_log_variance,chemical_vae_posterior_sample_reconstruction_variability,nuisance_vae_kl_unnormalized_per_observation,nuisance_vae_kl_normalized,nuisance_vae_mean_kl_per_latent_dimension,nuisance_vae_median_kl_per_latent_dimension,nuisance_vae_max_kl_per_latent_dimension,nuisance_vae_active_units_var_mu_gt_0_01,nuisance_vae_dimensions_mean_kl_gt_0_01,nuisance_vae_posterior_mean_absolute_mu,nuisance_vae_posterior_mean_log_variance,nuisance_vae_posterior_sample_reconstruction_variability,union_vae_kl_unnormalized_per_observation,union_vae_kl_normalized,union_vae_mean_kl_per_latent_dimension,union_vae_median_kl_per_latent_dimension,union_vae_max_kl_per_latent_dimension,union_vae_active_units_var_mu_gt_0_01,union_vae_dimensions_mean_kl_gt_0_01,union_vae_posterior_mean_absolute_mu,union_vae_posterior_mean_log_variance,union_vae_posterior_sample_reconstruction_variability,partition_cross_covariance_mean_square,partition_maximum_canonical_correlation,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_reconstruction_median_row_correlation,clean_reconstruction_first_derivative_mae,clean_repeatable_peak_recall,clean_median_peak_shift_cm1,clean_median_absolute_relative_peak_width_change,clean_median_absolute_peak_prominence_change,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_first_derivative_mae,corrupted_repeatable_peak_recall,corrupted_median_peak_shift_cm1,corrupted_median_absolute_relative_peak_width_change,corrupted_median_absolute_peak_prominence_change,cross_reconstruction_reconstruction_mse,cross_reconstruction_reconstruction_smooth_l1,cross_reconstruction_reconstruction_spectral_angle,cross_reconstruction_reconstruction_median_row_correlation,cross_reconstruction_reconstruction_first_derivative_mae,cross_reconstruction_repeatable_peak_recall,cross_reconstruction_median_peak_shift_cm1,cross_reconstruction_median_absolute_relative_peak_width_change,cross_reconstruction_median_absolute_peak_prominence_change,stage,subset,outer_fold,inner_fold
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1929165763,304,101,1169412,6dff9079ba0ae7705de07e7c328c34505d9f226317909c3a22f5d5b99101cda9,0.7078964894754368,0.5324302134646962,0.42901978973407534,0.5909082095352515,100,0.6844329237937927,0.6969074784864258,0.7031494112784081,0.5071428571428571,0.43143166357452073,0.6905908704118553,1.0286041815271871,0.33801331111533184,0.6461360277149751,0.638881584435687,0.42898193760262726,0.4028733871170846,0.7782498440830563,1.0447577170114,0.26650787292834366,0.7004054425107057,0.7070414832599707,0.5772577996715927,0.44673778602350017,0.730260734035975,1.039145186110182,0.3088844520742069,0.6306667017193333,0.6435643564356436,0.17839224636554718,0.46130769814980344,0.5643564356435643,0.23099644482135773,0.6421000052578999,0.7227722772277227,0.18986912071704865,10.259376552970362,0.0073228954696433705,0.21373701152021587,0.015790397532653936,2.0703301314145532,34,39,0.19954031800891917,-0.4622506769430564,,6.264769205784972,0.0044716411176195375,0.3915480753615609,0.013901617068731605,1.7390045388134165,13,11,0.32633162259942694,-0.7189455712193942,,16.52414575875534,0.011794536587262911,0.25818977748055216,0.015065157838819343,2.0703301314145532,47,50,0.2312381441565461,-0.5264244005121408,0.019632553681731224,0.028157404627294363,0.9964434178089122,0.004385370513130798,0.002192685256565399,0.06215309098596886,0.963131437632557,0.012978105275318761,0.47374562427071176,1.5,0.20164077380563245,0.04193861037492752,0.012833072402116402,0.006416536201058201,0.10491097561591115,0.9183445959623912,0.013658583172736804,0.43173862310385064,2.0,0.2576965681932174,0.06806650850921869,0.031100602098366813,0.015550301049183406,0.16988642031690876,0.6654387303996928,0.014455478765724285,0.3916083916083916,2.0,0.3693259640177099,0.06636114581488073,sensitivity,quality_pass,2,3
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1502471361,308,97,1169412,d153dd368d571241ab051a12c0f6b7dc89875e00f9ef2c5b9ae60baefc88a8b3,0.7127897981935248,0.5318555008210181,0.3911255411255412,0.5105892741333894,95,0.6620887517929077,0.7386242122266966,0.7256522837482358,0.48579638752052545,0.398917748917749,0.6583595995586443,0.9949109229039099,0.3365513233452656,0.6889802743840011,0.6815187265102376,0.3041871921182266,0.2753246753246754,0.5826197439704198,1.1024789398195214,0.5198591958491016,0.721424021113462,0.6991401939137131,0.5030377668308703,0.3982683982683983,0.6307150105717766,1.0288993952109462,0.3981843846391696,0.6446431415375514,0.7216494845360825,0.22003446519374847,0.5638522967715515,0.7835051546391752,0.15359394252300262,0.6938889268081815,0.7938144329896907,0.18866358697414398,11.0697566815388,0.007901325254488794,0.2306199308653917,0.009549136321227154,2.2362306548443307,15,23,0.1971631309465873,-0.48731383372592924,,4.902883810148965,0.003499560178550296,0.3064302381343103,0.013750868330650066,1.996424415371594,11,12,0.2448464965379862,-0.5885275941615227,,15.972640491687766,0.01140088543303909,0.2495725076826214,0.010884483448201006,2.2362306548443307,26,35,0.20908397234443704,-0.5126172738348276,0.019542353227734566,0.019304923598113786,0.9964249645730522,0.003354234089569078,0.001677117044784539,0.059032418051077166,0.9632274022914944,0.012527042848884553,0.5652173913043478,2.0,0.18245880306949347,0.04044583661016077,0.012211837795605229,0.0061059188978026145,0.10235005670014725,0.9184430145136971,0.013122602726691416,0.5014492753623189,1.5,0.236985577779692,0.06374914525076747,0.03108859830131678,0.01554429915065839,0.1610276385377523,0.7658447518635008,0.014259709386648783,0.48525469168900803,2.0,0.3375473099704017,0.07312637567520142,sensitivity,quality_pass,2,4
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,668375293,296,103,1169412,42591b9ddf6a86f7e50f974cd31c09a40dc7c668c2d4cb2862a4c0f54200df7f,0.7656462585034013,0.6592436974789915,0.5175871137409598,0.6046040156656061,100,0.7723255753517151,0.8355725623582766,0.8126942501942501,0.6425070028011205,0.4898584321661244,0.8111130201126918,1.003263984143418,0.1921509640307263,0.7139739229024944,0.6921622990203912,0.496638655462185,0.4880952380952381,0.6950395747649768,1.0388590194136393,0.34381944464866254,0.7760487528344672,0.7575473865435501,0.685924369747899,0.5201465201465203,0.7482083633583111,1.0258961215393427,0.27768775818103164,0.6083900226757369,0.6213592233009708,0.24180281162261963,0.6283446712018141,0.7572815533980582,0.13571034371852875,0.6297335600907029,0.6699029126213593,0.18293069303035736,9.04588283818273,0.00645673293232172,0.18845589246214015,0.010826616298373434,2.0331736309276978,20,28,0.1827517230455101,-0.4212769674351322,,7.775459879064929,0.00554993567385077,0.48596624244155806,0.015023937248872878,2.089054578823265,12,11,0.3608195488327731,-0.9468432002878455,,16.821342717247656,0.012006668606172489,0.26283347995699463,0.011228265868931518,2.089054578823265,32,39,0.22726867949232585,-0.5526685256483105,0.019813818857073784,0.031253687910592166,0.9976967523221564,0.0029909428257502268,0.0014954714128751134,0.058480411691602494,0.9571377784248396,0.01328205600497341,0.5861513687600645,1.75,0.1843696706264783,0.04751044698059559,0.011083408283638943,0.005541704141819472,0.10269857606999253,0.9065444383317698,0.014001509044234079,0.5571658615136876,2.0,0.31039129927840814,0.06152644753456116,0.02862886637126784,0.01431443318563392,0.16605226708740495,0.7257430555727896,0.013534632301386662,0.5289115646258503,2.0,0.43615834101749007,0.083774633705616,sensitivity,quality_pass,3,0
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1402507312,295,104,1169412,2ed414b5cfb7338ab91a8f9207ba29da5141cd441dea7302700acb3ed284cf0b,0.7277360320838583,0.5357843137254903,0.4712301587301587,0.6154264287084859,102,0.765166699886322,0.6392327479284001,0.6209460190609819,0.5901960784313725,0.42599206349206353,0.7944067352758744,1.0550455647419559,0.2606388294660815,0.5202225310920963,0.5082703351610915,0.3581932773109245,0.31215538847117785,0.6663753487927742,1.0137894697962768,0.34741412100350266,0.6672554498641455,0.6482273615059446,0.6049019607843136,0.42460317460317454,0.7620925532085429,1.0504978865718935,0.2884053333633506,0.521929761060196,0.7211538461538461,0.19114580750465393,0.40783129913564686,0.6538461538461539,0.19601677358150482,0.5562698171393823,0.7692307692307693,0.17202109098434448,12.517427560577033,0.008934637801982179,0.2607797408453549,0.012239281647301783,2.368112376807695,21,30,0.2091313017515094,-0.5364324567049152,,2.686865525359426,0.0019178197896926666,0.1679290953349641,0.012628834631083951,1.9313577708633927,6,11,0.18340058387884012,-0.405865877189049,,15.204293085936458,0.010852457591674846,0.23756707946775715,0.012239281647301783,2.368112376807695,27,41,0.20269862228334207,-0.5037908118259486,0.018840311095118523,0.030832080464822914,0.9951019820693182,0.0032738266559174663,0.0016369133279587331,0.06098790536358006,0.9661892442501832,0.011747476742863552,0.6463654223968566,2.0,0.16722324729203697,0.04525993042625487,0.010339680920309808,0.005169840460154904,0.1078120178715131,0.9158548224074439,0.012556078072942237,0.6227897838899804,2.0,0.28035047616785636,0.062273405492305756,0.047288196814222715,0.023644098407111357,0.21777650252569633,0.4490079339423546,0.012587416368894827,0.5901639344262295,2.0,0.3506753597763602,0.09156986937159672,sensitivity,quality_pass,3,1
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,242111445,304,95,1169412,f6ed1c55e3081f085eca3761f5b50247ba5edfec852bdaad7ed8589e11ae532e,0.8129762576967546,0.5282986111111111,0.525462962962963,0.6756915586997257,91,0.7882999181747437,0.7828175275380245,0.743030700652354,0.5540798611111111,0.4979288499025342,0.8317925435072963,1.00456603491782,0.17277349141052378,0.7661508608713578,0.7204983421988701,0.4666666666666667,0.36856725146198815,0.739918780200473,1.0730085699703098,0.33308978976983683,0.8214550115171233,0.7883314618608737,0.5770833333333334,0.5162037037037037,0.7989540277016036,1.0361979867888036,0.23724395908719997,0.6109372339186004,0.6842105263157895,0.17721238732337952,0.6253318455181809,0.6947368421052632,0.2305421531200409,0.6613638604321833,0.6842105263157895,0.17286799848079681,11.48686990452948,0.008199050609942526,0.23930978967769745,0.011509690504167957,2.2971216137025436,13,29,0.1982135341686795,-0.5184929641757902,,4.469704731721598,0.0031903674030846524,0.2793565457326,0.013689023827383528,1.818912017966735,10,12,0.2505839807135329,-0.5734972272844875,,15.95657463625108,0.01138941801302718,0.2493214786914231,0.011873279219566315,2.2971216137025436,23,41,0.21130614580489285,-0.5322440299529645,0.02113622985780239,0.03201763803098117,0.9959281494055506,0.004342337048855629,0.0021711685244278143,0.06320222388752525,0.96193724292966,0.016967117962138314,0.4248447204968944,2.0,0.21954270124791234,0.057952702045440674,0.011394343732434406,0.005697171866217203,0.10258586038641158,0.9024258745121186,0.01759674390679848,0.39254658385093166,2.0,0.35678186223396813,0.08707242528907955,0.043003759175083506,0.021501879587541753,0.2010969994066164,0.47943158108986283,0.018562157883466712,0.38645980253878703,2.0,0.49063086773370523,0.10359563305974007,sensitivity,quality_pass,3,2
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1985888033,302,97,1169412,a0cd387e1f8c9d1a8f27883451dfbcacdb680321ccc454024fefd4b18bfb5f07,0.6713819306987008,0.6908045977011495,0.364935064935065,0.5105892741333894,95,0.5901568531990051,0.613234591495461,0.6089188589188589,0.5,0.40367965367965386,0.6659949337793089,1.0531461448743589,0.38715121109505,0.5375571633335609,0.5345495774067202,0.34211822660098523,0.38428030303030314,0.677063298917905,0.9744578682194481,0.2973945693015432,0.5778445157327144,0.5688608406608624,0.5568965517241379,0.4696969696969697,0.6642636134911375,1.0192003491453845,0.354936735654247,0.5671228357563761,0.7525773195876289,0.1718156784772873,0.5055229449639388,0.711340206185567,0.184348002076149,0.5367722339772029,0.6907216494845361,0.17590367794036865,9.398217658494648,0.0067082210267627755,0.19579620121863858,0.014073350076207494,2.62139544472634,22,36,0.17491295358587755,-0.43572601987124443,,7.116772170927545,0.00507978027903465,0.44479826068297157,0.012126368012914446,1.5365926316451881,9,10,0.3393126385232143,-0.8516979018853649,,16.51498982942219,0.011788001305797425,0.2580467160847218,0.013579450369755958,2.62139544472634,31,46,0.21601287482021173,-0.5397189903747746,0.018438154831528664,0.04266529001982642,0.997361196124414,0.003136627861055196,0.001568313930527598,0.05693717775892951,0.9681400092390456,0.012371817325366536,0.5405797101449276,1.5,0.18590737593037088,0.0436172888148576,0.01087971737342708,0.00543985868671354,0.09836111677929536,0.9283322835857236,0.013003417331384685,0.5130434782608696,2.0,0.2656708558059545,0.0561744999140501,0.03391263049032772,0.01695631524516386,0.15740367138890493,0.8027391794260398,0.013812087076559974,0.48620236530880423,1.75,0.27770103565759874,0.07381449657259509,sensitivity,quality_pass,3,4
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,1030715181,300,103,1169412,7b0bb276779d7b46593cb3379e4c1294a884a0351a9884a517beece4976415b7,0.7928004535147392,0.6182072829131653,0.583826429980276,0.6046040156656061,100,0.6661038994789124,0.7916383219954649,0.7535337935337936,0.5559523809523809,0.5235042735042734,0.7299501933670569,1.0102381534778557,0.2802879601107988,0.669359410430839,0.6139336336541305,0.5562324929971988,0.4617070963224809,0.833505074018946,1.0110975344644904,0.17759246044554433,0.8025510204081633,0.7811200518899959,0.6102240896358543,0.5683760683760684,0.7674115802630905,1.0236635314765494,0.2562519512134589,0.7279195011337869,0.7572815533980582,0.15065135061740875,0.44832766439909294,0.5533980582524272,0.27104663848876953,0.6162131519274376,0.6699029126213593,0.18237261474132538,10.159983772218865,0.0072519513006558635,0.211666328587893,0.009861127241720238,2.5012415475521927,9,23,0.1784167455262261,-0.47508599578800664,,5.768650278442465,0.004117523396461431,0.36054064240265393,0.015443236476673984,1.4289004671851582,9,15,0.2900143250461448,-0.7977056440895025,,15.92863405066133,0.011369474697117295,0.24888490704158323,0.01103643495223056,2.5012415475521927,18,38,0.20631614040620577,-0.5557409078633806,0.021395636722445488,0.026833739084134983,0.9937187579441917,0.0030999034024677386,0.0015499517012338693,0.05846846931582154,0.9585682221940293,0.013359467246087898,0.5668276972624798,2.0,0.21860682344727062,0.050583004485815763,0.01246090046768586,0.00623045023384293,0.10481628905146247,0.9067748855824147,0.014118520294518629,0.5555555555555556,2.0,0.30387885207417115,0.06653940677642822,0.038556371778603944,0.019278185889301972,0.16195648892033637,0.770626636887331,0.013062362643054694,0.5574074074074075,2.0,0.31307655248103666,0.07298364490270615,sensitivity,quality_pass,4,0
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,3598893,299,104,1169412,791c34e8e3fee62bc061c702a3ab700e6dff1f6fefaa8200d36d796b15e616c6,0.7088105131583393,0.6098039215686273,0.4031746031746033,0.6154264287084859,102,0.7671464681625366,0.6494121820208777,0.6190430595907801,0.578641456582633,0.3674603174603175,0.7170870645762082,1.0511508723671008,0.3340638077908926,0.5856341725906944,0.5543809022195381,0.3732843137254902,0.20481411862990817,0.842495427829752,0.9863228531535289,0.1438274253237769,0.6974426539643932,0.6807866736438165,0.5448529411764705,0.42281746031746037,0.759908333014022,1.0404826658008972,0.28057433278687516,0.57655026133287,0.8461538461538461,0.2122616469860077,0.45969127490866624,0.6538461538461539,0.20584239065647125,0.6181246289941942,0.7980769230769231,0.18651066720485687,9.06053925474962,0.006467194328871963,0.18876123447395043,0.009022581837824607,2.4179491828881545,8,19,0.17837501123620006,-0.39049430676756347,,7.020099617840104,0.0050107777429265555,0.43875622611500653,0.015225481886001466,1.8574936246182234,10,12,0.34779686047031294,-0.9069944111203697,,16.080638872589724,0.011477972071798518,0.25125998238421443,0.009652003603942435,2.4179491828881545,18,31,0.22073047354472827,-0.519619332855765,0.01890546642243862,0.025258073260543204,0.9943129551210964,0.0032032158991133135,0.0016016079495566567,0.059007652893193235,0.9683854157657186,0.011730199319308781,0.6444007858546169,2.0,0.1435404420863915,0.045972902327775955,0.011024868113704824,0.005512434056852412,0.10685884801239737,0.9203257846205477,0.012544272021216402,0.630648330058939,2.0,0.2399466533021324,0.06589650188107044,0.0358412951872619,0.01792064759363095,0.182173019594818,0.7210065926784959,0.011817827836340776,0.5638297872340425,2.0,0.2738965573070274,0.07680743373930454,sensitivity,quality_pass,4,1
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,932424666,308,95,1169412,7ad8505a9f569929e6cfc02b4b486d8a3f7b01e26d45acd21cbb34e9d63f1ac1,0.7681051867387271,0.5463541666666667,0.5280214424951268,0.6756915586997257,91,0.7334302067756653,0.7701975388310792,0.6885306059451098,0.52421875,0.5192251461988304,0.7725014509666093,1.0373620623240094,0.26486061135740013,0.4435634069174442,0.4173605805958747,0.4098090277777777,0.2435428849902534,0.8771413998553272,0.9596414157079046,0.08250001585257738,0.7743163668629507,0.7219917419983422,0.49531249999999993,0.5099658869395711,0.778620462324931,1.0248712188718998,0.24625075654696882,0.6685318132523103,0.7052631578947368,0.17344734072685242,0.43591953250338344,0.5263157894736842,0.17236310243606567,0.7272866195226443,0.7473684210526316,0.1612541228532791,13.475547988438594,0.009618521048136042,0.28074058309247074,0.018447375989504466,2.4639903461766064,25,41,0.2331031673266504,-0.6032319806589695,,3.2304263757912675,0.002305800410985915,0.2019016484869542,0.017852240187340895,1.744566716832793,15,15,0.19573842345014686,-0.46396121924676426,,16.705974364229863,0.011924321459121959,0.2610308494410916,0.018447375989504466,2.4639903461766064,40,56,0.2237619813575245,-0.5684142903059183,0.020961489528417587,0.03591055258447589,0.9943165074222263,0.004725584359053763,0.0023627921795268815,0.06484893338815985,0.9590539159648107,0.01701705619211978,0.42732919254658386,2.0,0.24712837646738528,0.05716046318411827,0.013088418153465453,0.0065442090767327266,0.10367597989216674,0.9009152261134732,0.01765663917947063,0.36770186335403726,2.0,0.34506779070769056,0.07737689465284348,0.058162146212400345,0.029081073106200173,0.20376423714745173,0.5244361636667482,0.0191571309186936,0.3218116805721097,2.0,0.48970205303603836,0.10116558312438428,sensitivity,quality_pass,4,2
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,arpls_minmax,structured_vae,558310284,302,101,1169412,29f421dc369a70b1b5ab48a8962a697fd925b5fd570fd4ceaf8a4893b9d75a4e,0.6922399238188711,0.5048440065681445,0.47479901051329615,0.5909082095352515,100,0.6746556758880615,0.63482102692629,0.6273838442259495,0.48013136288998354,0.4242888064316636,0.6912204995947966,1.0407016936807356,0.34948119408593903,0.5464593885646517,0.5442430391089685,0.4669129720853859,0.3369238604532721,0.7118662369282704,1.019505070539853,0.3076388336115825,0.6676271097323728,0.6614853763431731,0.556568144499179,0.4236085343228199,0.7088995391901062,1.038501192736716,0.32960165354660986,0.5975612107191056,0.7623762376237624,0.24212652444839478,0.3919346735136209,0.5841584158415841,0.14375434815883636,0.6415032336084968,0.7029702970297029,0.19276681542396545,10.745229319126585,0.007669685452624257,0.22385894414847055,0.012525272402229143,2.083899630320843,33,31,0.2085298113887481,-0.4554273894788788,,5.947904532946031,0.004245470758705233,0.37174403330912675,0.015407626062488567,2.43468196744194,12,14,0.3012307855297147,-0.6748329325399225,,16.693133852072616,0.01191515621132949,0.2608302164386346,0.013623439586197513,2.43468196744194,45,45,0.23170505492398977,-0.5102787752441398,0.01942889764904976,0.04109925637458018,0.9989437734467143,0.00443197413520498,0.00221598706760249,0.06308424402961141,0.9642733851094056,0.013047197499416869,0.47141190198366395,1.5,0.23423687385681305,0.051401467993855476,0.014355517880943258,0.007177758940471629,0.10795275348963211,0.9152500637227213,0.01372707663946334,0.43757292882147025,2.0,0.2441055571852216,0.06871175765991211,0.0253261291695271,0.01266306458476355,0.17553582311639748,0.7079443636176083,0.015106541760650022,0.4504830917874396,2.0,0.3587753917850375,0.07853034138679504,sensitivity,quality_pass,4,3
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,minimal_minmax,structured_vae,1712114847,361,119,1169412,d7459c5dd6c63ce2af25f9d7d76039ff5156442cbce241300d4ad66c94f5ae12,0.6639883871168605,0.6691441441441441,0.40608465608465616,0.7311494226524052,117,0.8075965642929077,0.5529302682171267,0.5525704254363111,0.6364864864864865,0.41433239962651724,0.8171222539999152,1.033209493766755,0.21608723976683986,0.532282764364327,0.5250934072544963,0.46621621621621623,0.14444183840468672,0.8821142178068879,1.0302018969287587,0.14808767912187082,0.636320226030916,0.6268373280044496,0.7004504504504504,0.40555555555555556,0.8272568208556021,1.0361234643929287,0.20886664353732654,0.5632217188935071,0.7226890756302521,0.15936845541000366,0.4733528308348511,0.6638655462184874,0.21528464555740356,0.5968212456607357,0.8319327731092437,0.1610017865896225,12.872071321662732,0.00918777396264292,0.2681681525346402,0.02201764117638752,3.0087851972276303,37,41,0.24795992687074025,-0.5561102445684127,,5.076603136040607,0.003623556842284516,0.31728769600253803,0.011792566013063947,2.1656246226233407,9,9,0.2625828771515062,-0.6544189942723041,,17.948674457703337,0.012811330804927435,0.2804480384016147,0.019086957086567317,3.0087851972276303,46,50,0.25161566444093175,-0.5806874319943856,0.02411661669611931,0.020551081705267645,0.9900357095120774,0.005759032827218369,0.0028795164136091846,0.06575315730160053,0.9748177846039263,0.01613757902693618,0.5912897822445561,2.0,0.2318935030356246,0.05789058655500412,0.017978890418762838,0.008989445209381419,0.1141704338698362,0.8923602912810062,0.01722038946227698,0.5912897822445561,2.0,0.3396475795149434,0.06999721564352512,0.0653296574902872,0.0326648287451436,0.20072949055145878,0.41501798218101305,0.017578165149371116,0.5080971659919028,2.0,0.5400221052407628,0.1047500791028142,sensitivity,strict_core,0,1
zc48__zn16__chem0__ni0__ns0__cond0__ai0__as0__pair0__xrec0__dep0p001__e500,48,16,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.001,0.25,500,0.001,1e-05,64,5.0,1401,500,minimal_minmax,structured_vae,1225221153,363,117,1169412,b5e76a60cd4459b30f1db65a8c36726574c6b032e96d6849d6258cb2cba24ed3,0.7044217687074829,0.7479717813051145,0.48484030589293753,0.7952524028053546,117,0.80829918384552,0.6436224489795919,0.6108734555919592,0.6841159611992944,0.4666891587944219,0.8226144469302633,1.0114994311360324,0.18888498420576905,0.5829648526077097,0.5370502593279097,0.5660604056437388,0.16223571749887528,0.9708218226716502,1.0130975643832105,0.042275741711560344,0.7106575963718821,0.6749675873077462,0.6936507936507936,0.49210526315789466,0.8773133220061557,1.0227277199603757,0.14541439795421995,0.6405045351473923,0.7521367521367521,0.14044184982776642,0.4651077097505669,0.6324786324786325,0.193173348903656,0.6468820861678005,0.7948717948717948,0.14443987607955933,11.793348344290903,0.00841780752626046,0.24569475717272718,0.017102766689998623,2.367841569835265,27,39,0.21318883934864089,-0.5553644799772655,,5.86338703288242,0.0041851442061973014,0.3664616895551512,0.022626465394919845,2.1414913164031866,13,14,0.28272781282103254,-0.7533725353755588,,17.656735377173327,0.012602951732457764,0.27588649026833323,0.018393328022092134,2.367841569835265,40,53,0.23057358271673878,-0.6048664938268388,0.028047019615769386,0.024798297676052614,0.994103533852943,0.007287311504881697,0.0036436557524408483,0.06408065071282844,0.9585408465233435,0.019931346257832643,0.5142348754448398,2.0,0.4230205663145286,0.06614517886191607,0.019737362879189785,0.009868681439594892,0.10275683286179245,0.8694048406192143,0.020498352075550348,0.4555160142348754,2.0,0.5761337893401023,0.07453727535903454,0.05615764334976589,0.028078821674882945,0.1776408063202453,0.45706949869475,0.0233523397469268,0.4798657718120805,2.0,0.7302823122846795,0.10021310398587957,sensitivity,strict_core,0,2
