wavenumber,mean,std
330.9061584,85.7332163024,18.925097475205344
333.1221896,85.2697164128,18.59880831635041
335.3382209,86.08369235600001,19.29519833241573
337.5542522,86.3034787756,19.399500772701654
339.7702835,86.5141702548,18.743093588943697
341.9863148,86.6360972676,18.897319376283363
344.202346,86.46497927159999,19.669681744806773
346.4183773,86.3219484296,19.608975431265634
348.6344086,87.0994835708,19.34828658166652
350.8504399,86.85174085599999,19.917291244967853
353.0664712,86.77100318280002,20.092506590692846
355.2825024,86.6509197612,19.8056334198026
357.4985337,87.14239939160001,19.876311264807633
359.714565,87.412874724,20.238330690533125
361.9305963,87.20987897479999,20.34858169894885
364.1466276,87.5505634684,20.054534959049402
366.3626588,87.42597747079999,20.589146454691996
368.5786901,88.17080485999999,21.061652851363455
370.7947214,88.48300469559999,20.304076803838424
373.0107527,88.91748305080002,20.693842059177967
375.226784,88.61886004959999,20.66436335409346
377.4428152,88.42300026199999,20.661832886793327
379.6588465,88.79306214440001,21.290957915090928
381.8748778,88.50729851759999,21.583335877405073
384.0909091,88.80696342439998,21.73473851162918
386.3069404,88.4570282064,21.603332027256744
388.5229717,88.62356106600001,21.72275754658498
390.7390029,88.71576690879999,22.059681860114022
392.9550342,88.8774288816,22.225435510643113
395.1710655,88.933877788,21.879987456229706
397.3870968,88.94719155080001,21.56858232115556
399.6031281,89.32618716599998,22.086085049058738
401.8191593,88.883490132,22.152273131454365
404.0351906,89.1562610444,22.909405968547837
406.2512219,90.26601072280002,23.358079266450435
408.4672532,91.47592343159998,23.653965027532745
410.6832845,92.4923053576,24.24573957118031
412.8993157,93.3605573188,25.108608854391388
415.115347,94.6734166636,25.820477379548898
417.3313783,96.08652357519999,25.932577373324207
419.5474096,93.2634171748,25.17490015196679
421.7634409,91.9111456376,23.861925125836002
423.9794721,90.30523002839999,22.651103604268325
426.1955034,89.0478442364,22.330101343482802
428.4115347,87.90145251320001,21.69941231231709
430.627566,86.8933230524,20.950733131381984
432.8435973,86.5211293532,20.673874537683112
435.0596285,86.8764378052,20.829352017632893
437.2756598,86.66050690040001,21.69645558173545
439.4916911,86.48043652279999,21.691391548085402
441.7077224,86.263089186,21.15935143788357
443.9237537,86.44547652760001,20.557078665435085
446.1397849,85.7663831812,20.313099677691802
448.3558162,85.37322033440002,20.230353222796857
450.5718475,85.622014356,20.27387109009857
452.7878788,85.7127968532,20.383821868196335
455.0039101,85.42341590080001,20.212436241317018
457.2199413,85.9089381308,21.26270189711683
459.4359726,85.75978483840001,20.05129259975026
461.6520039,85.5621124348,21.083748515807997
463.8680352,85.4993263452,20.854514945669802
466.0840665,85.3131377928,20.461168940034085
468.3000978,85.606438792,20.548370507257037
470.516129,86.2542992576,20.966491940171952
472.7321603,86.5380878772,21.36277538812772
474.9481916,87.0690235128,21.438352970250357
477.1642229,86.91148238479998,22.354054290247532
479.3802542,86.7083311376,21.47520389475662
481.5962854,87.05938599,21.55772890462938
483.8123167,86.9219832264,21.387651250976486
486.028348,86.63566627799999,21.396277860549553
488.2443793,86.5550826404,21.409002484068555
490.4604106,86.5331469444,20.94191637109232
492.6764418,86.40294903399999,20.561688800842298
494.8924731,86.7239206548,21.244672178175666
497.1085044,87.0160353232,21.42098727600487
499.3245357,87.1358612652,21.759173515526754
501.540567,86.7984695008,21.492577566171036
503.7565982,86.7051338824,20.883156221438433
505.9726295,86.59795025,20.97151448104196
508.1886608,86.9015983804,21.70589841684539
510.4046921,87.3748540512,21.915240554549587
512.6207234,86.9682427496,21.406102203845702
514.8367546,87.207836138,22.421336740438118
517.0527859,87.67476790560002,20.936733472568925
519.2688172,88.1117695776,20.998900599063372
521.4848485,88.8747261824,20.801250981971908
523.7008798,87.96957224640002,20.782125568148608
525.916911,87.00721949999999,21.131525182752483
528.1329423,86.8927453332,21.827072989767814
530.3489736,87.05109100560001,22.268755310995815
532.5650049,87.0043283236,22.13703177705619
534.7810362,87.22967831319998,22.847723136245925
536.9970674,86.5312766772,22.306904740042846
539.2130987,86.8879414172,21.762021423291067
541.42913,87.13955929599999,22.64829670838636
543.6451613,87.5807395804,22.277673533166247
545.8611926,87.4633599764,21.59659004751983
548.0772239,87.33189878320002,21.773041615466397
550.2932551,87.74768190400002,22.475525747621056
552.5092864,88.0467116024,22.881009888601312
554.7253177,87.3369418636,23.008311015309783
556.941349,87.20049152280001,21.97716153137339
559.1573803,87.8607793392,22.110134007221127
561.3734115,87.8692630664,22.249555900889682
563.5894428,88.06636807359999,22.170451174049866
565.8054741,87.73555614000001,22.32237269752583
568.0215054,87.81109764440002,22.212016702899028
570.2375367,88.16530998240002,22.2084412352927
572.4535679,88.3553754544,22.779376600742758
574.6695992,88.70733567639998,23.030327579614948
576.8856305,88.51963318999998,23.155351359656414
579.1016618,88.64726151,23.453322708068203
581.3176931,87.8375876156,22.53627653481595
583.5337243,87.8866957224,22.753958882413713
585.7497556,88.59649222,23.116819961540973
587.9657869,88.23449800280001,22.140955804494773
590.1818182,87.93478850959998,21.512888222076228
592.3978495,88.1333117556,21.92472009125794
594.6138807,88.0638275508,22.396715529191205
596.829912,87.94651970359999,22.590683487499195
599.0459433,88.2367330556,22.322988302728575
601.2619746,88.30072174000001,23.325971677292298
603.4780059,88.88060886359999,22.77816676267542
605.6940371,88.62025913799998,22.628043725421506
607.9100684,88.4518080584,22.46829611949855
610.1260997,88.6974720956,22.605854058894945
612.342131,89.21640128719999,23.063889784315787
614.5581623,89.3872637016,23.187882791453298
616.7741935,89.22250320040001,22.879985284567628
618.9902248,89.5993157488,22.75780968231311
621.2062561,90.09957139080001,22.78637397642326
623.4222874,89.85872292920001,23.597996158600523
625.6383187,90.6173526736,23.600157828108767
627.85435,90.13845838200001,23.05318858958721
630.0703812,89.8429665672,23.2278089730232
632.2864125,89.95683661320001,23.20037421157467
634.5024438,90.36855601799999,23.407296700615557
636.7184751,90.5072054828,23.549739035282876
638.9345064,90.3946611828,23.503915704933778
641.1505376,90.67698266119999,23.87899177149947
643.3665689,91.089288644,24.15554780480014
645.5826002,91.4167524036,24.084165417596378
647.7986315,91.69060530399999,23.588769128509117
650.0146628,91.53237300600001,24.46687239673296
652.230694,91.67763898959998,23.551839207186422
654.4467253,91.5795186056,23.953875562864894
656.6627566,91.4920622252,23.956323125680473
658.8787879,91.8427431844,24.4704396425086
661.0948192,91.86604297039999,24.884545655732488
663.3108504,91.974025458,24.435620153985003
665.5268817,93.40292344160001,24.91982107654524
667.742913,92.6559652096,24.688572753285246
669.9589443,93.14436327120002,24.507236648291055
672.1749756,93.4431558876,24.038914476196354
674.3910068,93.7869293456,25.159757204250436
676.6070381,94.59311248559999,26.016920683456075
678.8230694,94.5756798084,26.151232936142552
681.0391007,95.14134928399999,26.08506561846785
683.255132,95.33635038479999,25.912044086792367
