label,substrate,n,mean_intensity,std_intensity,max_wavenumber,max_intensity
4np,AgNP,25,726.99708904292,98.76953484831657,1576.315738,974.2215715159999
4np,PICO,25,392.03227105937856,119.66210014306785,1297.095797,860.0200177039999
4np,pSERS,25,1238.0838167503648,73.6201524104729,1323.688172,1513.47092748
benzenethiol,Ag,25,585.0490199990408,39.798604014888255,1000.147605,695.7641037279999
benzenethiol,Au,25,866.404863576193,115.81436354832725,1571.883675,1312.622760796
benzenethiol,PICO,25,103.87199570428959,10.7262682936731,1571.883675,126.1847819684
benzenethiol,pSERS,25,1318.7549642646457,157.69839265848938,1071.060606,2363.2054859200002
pyridine,AgNP,25,653.4918084309563,36.91470737474748,1011.227761,755.1172397159999
