#wnum,raman
275,172.096
276,172.12
277,183.379
278,194.498
279,194.522
280,189.104
281,189.128
282,198.043
283,208.254
284,225.54
285,244.798
286,244.822
287,218.338
288,203.576
289,203.599
290,220.197
291,220.22
292,218.099
293,210.573
294,210.595
295,213.24
296,220.889
297,227.082
298,228.577
299,228.598
300,227.421
301,222.974
302,221.849
303,217.417
304,200.269
305,177.831
306,177.845
307,180.576
308,180.589
309,162.733
310,144.711
311,144.72
312,144.728
313,142.084
314,114.636
315,90.0517
316,82.1181
317,75.0348
318,75.0325
319,75.3591
320,75.3529
321,69.5881
322,63.4101
323,50.9334
324,38.6636
325,33.8431
326,33.8231
327,33.8005
328,12.0867
329,-8.12548
330,-8.15635
331,-1.94835
332,6.65891
333,17.773
334,28.1172
335,28.0729
336,21.3395
337,13.4794
338,3.48861
339,3.43523
340,8.49171
341,23.2214
342,23.1622
343,5.06687
344,5.00427
345,11.5302
346,31.5658
347,40.21
348,40.8811
349,40.8116
350,16.0646
351,5.85351
352,5.78099
353,27.2904
354,39.6844
355,39.6097
356,39.4509
357,23.7026
358,18.4459
359,18.3695
360,41.9771
361,41.9004
362,31.5467
363,12.0273
364,11.9508
365,15.8346
366,25.5848
367,42.7107
368,57.5538
369,66.935
370,80.0531
371,90.6942
372,100.409
373,114.866
374,138.721
375,154.785
376,165.666
377,180.118
378,199.783
379,222.245
380,244.368
381,252.022
382,252.112
383,257.363
384,269.871
385,275.194
386,275.142
387,260.165
388,260.117
389,265.487
390,265.443
391,257.943
392,243.512
393,239.142
394,239.107
395,243.597
396,251.191
397,253.375
398,255.828
399,253.326
400,251.395
401,243.884
402,243.868
403,241.457
404,241.446
405,224.364
406,213.117
407,207.242
408,203.717
409,199.438
410,193.835
411,187.089
412,180.822
413,174.214
414,165.767
415,155.495
416,142.006
417,122.256
418,104.293
419,93.0217
420,84.3841
421,78.7423
422,76.2308
423,72.5358
424,56.8944
425,43.5269
426,43.5695
427,51.6481
428,58.5801
429,63.7638
430,63.8153
431,51.362
432,32.3848
433,22.9888
434,23.0489
435,24.245
436,26.6046
437,26.6709
438,19.5494
439,12.8216
440,12.8938
441,29.5747
442,29.6507
443,28.0851
444,16.0329
445,16.1144
446,27.148
447,27.2331
448,19.2736
449,14.5812
450,14.6713
451,23.8033
452,23.8967
453,16.5129
454,16.6093
455,28.1552
456,32.9297
457,33.0306
458,19.537
459,19.6407
460,25.4309
461,25.5373
462,23.1163
463,14.886
464,14.9962
465,14.9792
466,15.0917
467,2.50509
468,2.61988
469,4.50779
470,18.2939
471,23.6856
472,25.1138
473,28.4961
474,33.2517
475,35.1111
476,35.2735
477,35.3967
478,37.1501
479,38.1206
480,38.246
481,32.5073
482,32.6339
483,36.0525
484,40.2961
485,40.4243
486,27.0739
487,24.6565
488,24.786
489,25.5276
490,25.6578
491,18.9837
492,16.1099
493,16.2408
494,16.3718
495,16.4453
496,16.5765
497,30.9709
498,51.5873
499,56.0762
500,56.2074
501,47.0754
502,25.1286
503,4.05907
504,2.18578
505,2.31581
506,11.0848
507,29.5298
508,29.6586
509,21.5274
510,0.100916
511,0.2282
512,3.4336
513,10.0793
514,18.6541
515,23.6299
516,23.7537
517,23.8766
518,29.5196
519,46.2559
520,53.0916
521,54.1015
522,54.2196
523,57.041
524,57.1568
525,47.1806
526,30.6191
527,30.7311
528,33.178
529,33.2873
530,32.2307
531,22.0896
532,13.3922
533,6.37314
534,6.47464
535,25.7354
536,38.2068
537,38.303
538,32.1827
539,32.2751
540,31.3884
541,26.8638
542,13.2655
543,8.32665
544,8.40868
545,11.7528
546,11.8303
547,5.42131
548,5.49405
549,12.1369
550,19.8371
551,30.2528
552,41.4637
553,46.4416
554,46.4988
555,46.5455
556,39.2301
557,32.83
558,32.2133
559,32.256
560,42.4655
561,58.0477
562,58.081
563,45.8176
564,36.0608
565,36.0842
566,36.1041
567,29.2389
568,21.7328
569,15.4867
570,8.79518
571,8.79707
572,9.50121
573,14.5689
574,19.519
575,24.5503
576,27.3289
577,27.5075
578,27.8423
579,31.2126
580,31.1781
581,31.0504
582,28.5085
583,22.3964
584,13.4362
585,6.10352
586,2.53995
587,2.47351
588,6.66336
589,13.4035
590,21.3861
591,29.2079
592,29.1168
593,19.7259
594,19.6244
595,35.1754
596,36.1043
597,35.9867
598,6.01115
599,-7.82251
600,-7.95673
601,-3.29603
602,15.1495
603,32.6746
604,32.9522
605,32.8045
606,32.6249
607,32.4969
608,33.3668
609,50.564
610,50.3789
611,42.2858
612,25.0093
613,24.8113
614,33.287
615,33.0811
616,28.8717
617,28.6582
618,43.9462
619,58.9739
620,58.75
621,57.9612
622,57.7309
623,66.0763
624,65.8401
625,64.0877
626,63.8461
627,78.6815
628,96.1891
629,115.294
630,135.181
631,150.409
632,162.378
633,179.81
634,208.537
635,238.218
636,261.599
637,286.043
638,324.27
639,367.935
640,412.044
641,464.619
642,512.083
643,512.775
