#wnum,raman
275,-0.476813
276,-0.0605524
277,2.70801
278,5.03246
279,5.0252
280,3.36664
281,3.35943
282,3.7266
283,3.71946
284,2.97265
285,1.22775
286,1.22074
287,2.99059
288,3.83484
289,3.82802
290,3.60257
291,3.5959
292,4.80081
293,6.15826
294,8.05639
295,8.05008
296,7.11526
297,2.76432
298,2.75832
299,6.56476
300,11.6238
301,13.6353
302,15.3531
303,15.8003
304,15.7951
305,15.2871
306,14.9511
307,14.707
308,12.9869
309,10.2914
310,7.17125
311,1.97806
312,-0.0567708
313,-0.0606403
314,6.1452
315,6.14167
316,4.05375
317,4.05058
318,4.10333
319,10.3761
320,13.4116
321,13.4092
322,13.0617
323,8.6791
324,4.85009
325,4.8485
326,8.74384
327,10.8948
328,10.8938
329,9.91904
330,7.7192
331,5.24956
332,5.24952
333,9.41849
334,12.2814
335,12.2821
336,12.283
337,12.6026
338,18.5513
339,20.6785
340,20.6804
341,17.6985
342,14.7338
343,11.8512
344,10.9625
345,10.9656
346,11.7177
347,11.7214
348,11.7253
349,12.365
350,14.842
351,17.2796
352,18.1362
353,18.1414
354,17.7511
355,15.6574
356,12.6583
357,5.52697
358,3.96284
359,3.96958
360,13.1047
361,13.1119
362,12.5726
363,10.9458
364,10.9538
365,13.9103
366,15.7993
367,16.8138
368,16.8228
369,11.6269
370,6.41089
371,5.21267
372,5.22258
373,8.06567
374,15.8202
375,22.2348
376,22.2456
377,21.094
378,17.7763
379,12.4617
380,8.6718
381,8.68368
382,8.69575
383,8.47784
384,6.68793
385,4.43076
386,1.42513
387,0.54473
388,0.557921
389,2.80988
390,4.49455
391,5.76181
392,5.77566
393,4.72463
394,4.73878
395,5.05686
396,8.32631
397,8.34088
398,5.94638
399,5.38456
400,5.39952
401,7.97345
402,10.7859
403,13.6944
404,13.7098
405,11.7772
406,8.31943
407,5.31145
408,2.41905
409,2.43487
410,5.05205
411,7.88292
412,9.72356
413,9.73962
414,9.31908
415,5.26988
416,1.92254
417,0.157714
418,0.173947
419,0.338547
420,2.58717
421,3.94365
422,4.54987
423,4.56611
424,1.59781
425,-0.483747
426,-0.467566
427,1.57687
428,2.63211
429,2.65728
430,2.67335
431,5.57319
432,8.45172
433,9.91864
434,10.7261
435,12.4942
436,16.3706
437,20.2585
438,24.02
439,26.6805
440,26.6966
441,22.7578
442,18.5897
443,12.4424
444,6.1958
445,3.83958
446,3.79651
447,3.81263
448,8.69342
449,13.3017
450,13.3178
451,13.3177
452,11.9116
453,9.91294
454,7.14349
455,2.52014
456,1.9555
457,1.97178
458,6.44929
459,8.26156
460,8.27789
461,7.81058
462,5.17144
463,5.18783
464,9.91137
465,18.47
466,18.4865
467,9.62945
468,7.71902
469,7.73549
470,8.36089
471,8.37738
472,1.68226
473,1.69877
474,4.99082
475,6.71418
476,6.7307
477,4.69099
478,4.70751
479,6.47382
480,6.49033
481,2.45707
482,0.867859
483,0.884345
484,2.94063
485,2.95709
486,1.55397
487,1.5704
488,3.32283
489,4.46369
490,4.48006
491,4.4964
492,5.42225
493,8.97439
494,8.99064
495,8.76167
496,6.52404
497,5.4191
498,4.5911
499,4.60716
500,5.71085
501,6.90443
502,8.07072
503,8.08657
504,6.32032
505,2.97904
506,2.99471
507,5.37116
508,7.61973
509,8.6489
510,9.81888
511,11.3306
512,12.9462
513,14.4151
514,15.7775
515,17.6042
516,20.936
517,24.0495
518,27.7087
519,31.4184
520,32.4271
521,32.4414
522,31.2731
523,28.5675
524,25.5503
