182.393	1028
184.993	1012
187.593	980
190.193	952
192.79	914
195.387	902
197.983	938
200.578	890
203.174	908
205.766	936
208.36	908
210.951	962
213.542	934
216.131	974
218.721	968
221.309	1014
223.897	978
226.483	1040
229.069	1022
231.654	1002
234.238	1042
236.821	1096
239.404	1030
241.984	928
244.566	826
247.145	708
249.723	632
252.302	570
254.878	534
257.455	442
260.03	444
262.604	412
265.178	378
267.75	388
270.322	368
272.893	386
275.463	362
278.032	360
280.601	346
283.168	356
285.734	352
288.301	360
290.866	372
293.429	402
295.992	428
298.556	418
301.117	444
303.677	400
306.236	372
308.795	328
311.354	340
313.911	350
316.467	350
319.022	318
321.577	338
324.13	354
326.684	368
329.236	338
331.787	338
334.337	352
336.887	376
339.435	346
341.983	302
344.529	332
347.075	320
349.621	322
352.165	318
354.708	338
357.251	326
359.793	312
362.334	310
364.874	308
367.413	290
369.951	296
372.489	298
375.026	288
377.562	288
380.097	312
382.631	302
385.164	288
387.697	292
390.229	286
392.76	322
395.29	318
397.819	314
400.346	330
402.873	332
405.4	370
407.926	382
410.451	368
412.976	374
415.499	352
418.02	370
420.542	344
423.063	308
425.583	306
428.101	280
430.619	278
433.137	272
435.654	260
438.169	246
440.684	252
443.198	242
445.712	230
448.223	214
450.735	220
453.246	212
455.755	224
458.264	206
460.771	216
463.279	234
465.786	232
468.291	236
470.796	250
473.301	248
475.803	260
478.306	282
480.807	294
483.308	314
485.807	322
488.307	308
490.804	302
493.302	254
495.798	244
498.294	232
500.788	226
503.283	236
505.775	208
508.269	242
510.759	246
513.251	296
515.74	324
518.23	256
520.718	254
523.204	242
525.692	276
528.177	304
530.663	324
533.147	368
535.629	404
538.113	434
540.594	502
543.074	450
545.555	454
548.034	396
550.512	374
552.989	326
555.467	340
557.942	352
560.417	370
562.892	464
565.365	580
567.838	852
570.309	1308
572.78	1492
575.251	1284
577.72	828
580.189	582
582.656	430
585.123	370
587.589	382
590.055	368
592.52	352
594.983	350
597.446	356
599.908	312
602.369	300
604.829	306
607.289	312
609.747	332
612.205	304
614.663	328
617.119	406
619.574	638
622.029	864
624.483	772
626.936	452
629.389	352
631.84	330
634.291	296
636.741	282
639.19	264
641.639	254
644.086	242
646.533	242
648.979	224
651.424	212
653.869	212
656.313	206
658.754	200
661.196	208
663.638	206
666.078	200
668.518	188
670.957	202
673.394	194
675.831	202
678.268	200
680.703	190
683.137	186
685.571	182
688.005	214
690.437	196
692.868	188
695.299	200
697.729	202
700.159	232
702.586	204
705.014	228
707.441	234
709.866	222
712.292	232
714.716	236
717.14	240
719.563	240
721.984	280
724.406	302
726.825	286
729.246	280
731.665	268
734.082	250
736.5	292
738.916	316
741.332	356
743.746	392
746.161	370
748.574	410
750.987	390
753.398	422
755.81	426
758.219	454
760.629	454
763.037	444
765.445	418
767.852	408
770.258	388
772.664	376
775.068	382
777.472	380
779.876	416
782.278	414
784.679	454
787.08	482
789.48	504
791.879	586
794.278	576
796.675	552
799.072	554
801.467	514
803.864	440
806.258	408
808.651	356
811.044	364
813.437	332
815.828	316
818.218	308
820.608	292
822.997	278
825.385	278
827.773	322
830.16	376
832.546	502
834.931	644
837.315	570
839.699	446
842.081	384
844.463	368
846.844	374
849.226	328
851.606	332
853.985	322
856.363	310
858.741	304
861.117	290
863.493	294
865.868	286
868.243	286
870.616	282
872.989	282
875.36	284
877.731	278
880.102	282
882.472	274
884.841	272
887.209	282
889.577	276
891.944	264
894.31	276
896.674	274
899.039	266
901.403	268
903.766	310
906.128	302
908.49	330
910.849	302
913.209	302
915.569	278
917.927	270
920.284	264
922.641	240
924.997	248
927.353	252
929.707	238
932.061	244
934.414	250
936.765	256
939.117	244
941.469	270
943.818	286
946.167	282
948.515	302
950.863	310
953.211	374
955.556	418
957.902	476
960.246	532
962.59	510
964.933	524
967.276	482
969.617	398
971.958	398
974.298	396
976.638	376
978.976	406
981.314	458
983.651	490
985.988	584
988.323	750
990.659	1212
992.992	1816
995.325	1856
997.658	2006
999.99	3512
1002.32	4982
1004.65	4318
1006.98	2266
1009.31	1056
1011.64	622
1013.97	460
1016.29	394
1018.62	404
1020.94	436
1023.27	532
1025.59	730
1027.91	948
1030.24	1332
1032.56	1514
1034.88	1380
1037.2	1058
1039.52	774
1041.84	586
1044.15	480
1046.47	434
1048.79	376
1051.1	382
1053.42	360
1055.73	352
1058.04	336
1060.36	346
1062.67	368
1064.98	368
1067.29	358
1069.6	382
1071.91	386
1074.22	364
1076.52	360
1078.83	356
1081.14	350
1083.44	364
1085.75	348
1088.05	348
1090.35	370
1092.65	350
1094.95	352
1097.26	366
1099.56	376
1101.86	378
1104.15	388
1106.45	396
1108.75	416
1111.05	514
1113.34	564
1115.64	484
1117.93	392
1120.22	358
1122.52	306
1124.81	294
1127.1	282
1129.39	270
1131.68	246
1133.97	266
1136.26	278
1138.54	282
1140.83	308
1143.12	326
1145.4	330
1147.69	352
1149.97	404
1152.25	538
1154.54	742
1156.82	744
1159.1	676
1161.38	580
1163.66	476
1165.94	444
1168.22	432
1170.49	452
1172.77	478
1175.05	568
1177.32	666
1179.6	842
1181.87	988
1184.14	1016
1186.42	960
1188.69	916
1190.96	914
1193.23	944
1195.5	984
1197.77	982
1200.03	964
1202.3	958
1204.57	912
1206.83	802
1209.1	680
1211.36	598
1213.63	512
1215.89	476
1218.15	432
1220.41	418
1222.67	402
1224.93	434
1227.19	412
1229.45	370
1231.71	394
1233.97	378
1236.22	348
1238.48	328
1240.73	336
1242.99	314
1245.24	308
1247.5	312
1249.75	318
1252	284
1254.25	294
