scanname Scan010
timestamp 2024-03-06 17:48:48
ccdbias 991.645996
ccdgain 4.313516
sigmaread 9.885917
laserwavenum -0.043819
wavenumcorrection -0.896943
scancount 3
totalexposurems 4127
singleexposurems 2026
measurementstate Unknown
scanmode Auto
snr 86.338364 23.935305 6.866894
replacelist 0
peaks 7
237.909409 0.666479 0.000000 14.143628 0.000501
677.345703 0.138215 0.000000 4.841109 0.000479
697.477600 0.133947 0.000000 3.225007 0.000379
857.033447 0.127504 0.000000 0.183944 0.000018
1095.690552 0.134391 0.000000 0.280953 0.000027
1117.809082 0.132925 0.000000 0.224131 0.000019
1464.717651 0.139229 0.000000 0.095230 0.000025
finalresult GLS_NoMatch 0
spectrum 2048
-92.778687 135.867157
-90.174538 136.550003
-87.572159 138.799805
-84.971527 135.932526
-82.372650 136.971588
-79.775520 126.601974
-77.180153 120.637115
-74.586533 119.171585
-71.994652 114.578636
-69.404526 106.717270
-66.816139 101.675179
-64.229507 96.289078
-61.644608 89.268341
-59.061451 82.942299
-56.480038 76.568962
-53.900356 70.052345
-51.322414 62.982952
-48.746208 58.056885
-46.171734 51.988079
-43.598988 45.936962
-41.027981 40.309776
-38.458694 36.440033
-35.891140 30.578526
-33.325306 0.564409
-30.761202 0.367241
-28.198816 0.327190
-25.638161 0.307211
-23.079226 0.288965
-20.521999 0.274629
-17.966492 0.270851
-15.412709 0.266378
-12.860639 0.266898
-10.310274 0.277399
-7.761621 0.336559
-5.214685 0.359452
-2.669459 0.373552
-0.125931 0.380259
2.415890 0.383480
4.956000 0.385216
7.494407 0.343790
10.031120 0.603791
12.566134 1.353086
15.099442 1.887907
17.631054 1.927824
20.160975 1.945099
22.689203 1.950914
25.215733 1.977328
27.740566 1.875439
30.263723 1.937963
32.785191 1.929311
35.304970 1.868579
37.823048 1.888296
40.339455 1.879752
42.854179 1.801540
45.367210 1.771249
47.878574 1.767435
50.388264 1.771233
52.896271 1.778891
55.402607 1.641377
57.907249 1.556110
60.410240 1.554399
62.911556 1.480783
65.411186 1.565052
67.909164 1.555334
70.405472 1.488425
72.900124 1.409875
75.393097 1.509516
77.884399 1.451451
80.374054 1.446030
82.862061 1.378972
85.348373 1.194342
87.833054 1.209040
90.316078 1.157304
92.797447 1.126385
95.277153 1.335947
97.755211 1.204322
100.231621 1.237974
102.706398 1.193239
105.179489 0.989125
107.650955 0.799694
110.120781 1.104617
112.588959 1.090919
115.055511 1.023378
117.520393 0.980526
119.983650 0.936783
122.445274 0.851798
124.905258 0.841848
127.363602 0.697461
129.820313 0.839533
132.275406 0.621260
134.728851 0.711292
137.180664 0.760849
139.630859 0.625870
142.079422 0.612530
144.526367 0.547748
146.971680 0.494728
149.415390 0.457606
151.857452 0.419126
154.297897 0.424764
156.736725 0.428752
159.173965 0.392726
161.609543 0.383724
164.043518 0.365273
166.475906 0.360292
168.906662 0.338334
171.335800 0.330190
173.763351 0.319964
176.189285 0.307485
178.613586 0.302444
181.036316 0.291373
183.457443 0.295604
185.876953 0.295301
188.294876 0.294703
190.711182 0.301151
193.125900 0.304296
195.539017 0.313400
197.950546 0.319641
200.360474 0.329503
202.768799 0.344176
205.175552 0.357894
207.580688 0.371132
209.984238 0.386119
212.386230 0.401327
214.786606 0.419424
217.185394 0.434551
219.582657 0.456905
221.978256 0.475380
224.372345 0.494099
226.764801 0.520166
229.155685 0.548827
231.545029 0.577379
233.932770 0.610003
236.318939 0.638847
238.703522 0.662847
241.086548 0.672474
243.468033 0.672574
245.847900 0.657908
248.226196 0.627886
250.602966 0.588392
252.978134 0.540369
255.351746 0.492493
257.723816 0.444535
260.094330 0.403162
262.463257 0.364707
264.830627 0.334833
267.196442 0.309124
269.560730 0.285323
271.923431 0.269153
274.284576 0.250243
276.644196 0.235551
279.002228 0.225270
281.358734 0.213625
283.713654 0.205728
