identifier,architecture,latent_dimension,reconstruction_loss,beta_target,optimizer_policy,maximum_epoch,learning_rate,weight_decay,batch_size,gradient_clip_norm,kl_normalization_divisor,plateau_factor,plateau_patience,plateau_threshold,minimum_learning_rate,checkpoint_epoch,representation,model_family,run_seed,n_train,n_validation,parameter_count,state_sha256,raw_target_balanced_accuracy,latent_target_balanced_accuracy,latent_target_macro_f1_supported,latent_target_macro_f1_union,corrupted_target_balanced_accuracy,corrupted_prediction_agreement,corrupted_latent_cosine_drift,raw_instrument_probe_increment,latent_instrument_probe_increment,instrument_probe_increment_delta,raw_sensor_probe_increment,latent_sensor_probe_increment,sensor_probe_increment_delta,raw_same_master_cross_instrument_distance,latent_same_master_cross_instrument_distance,same_master_distance_delta,latent_different_target_cross_instrument_distance,latent_cross_instrument_separation_margin,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_reconstruction_median_row_correlation,clean_reconstruction_first_derivative_mae,clean_repeatable_peak_recall,clean_median_peak_shift_cm1,clean_median_absolute_relative_peak_width_change,clean_median_absolute_peak_prominence_change,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_first_derivative_mae,corrupted_repeatable_peak_recall,corrupted_median_peak_shift_cm1,corrupted_median_absolute_relative_peak_width_change,corrupted_median_absolute_peak_prominence_change,stage,subset,outer_fold,inner_fold
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,1564934841,301,95,1082353,38ee7f9fe90a963e347926104892acfac3136053a98efecff02a335e534091f2,0.824730445537899,0.7779050487125021,0.7198785617958551,0.7198785617958551,0.6296648830810322,0.6842105263157895,0.15361863374710083,0.6092881944444444,0.6183159722222222,0.009027777777777857,0.47478070175438597,0.5060185185185186,0.031237816764132675,0.6756915586997257,0.7978683459463894,0.1221767872466637,1.033078187558536,0.23520984161214653,16.271450528884504,0.011614168828611353,0.2542414145138203,0.012821171349178442,2.305061591122978,28,39,0.21790622252774483,-0.5406944203727131,0.02139906771481037,0.004120917125390956,0.002060458562695478,0.063194286347059,0.9551622933345979,0.01688211531195259,0.41739130434782606,2.0,0.22485285270584615,0.0607309527695179,0.010537990009624977,0.005268995004812488,0.09380363339347403,0.9250010874008892,0.01739224624703739,0.3826086956521739,2.0,0.3105699407153953,0.0733964741230011,stage_2_quality_confirmation,quality_pass,1,2
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,1409661699,301,95,1082353,da6eaad6393457fa4cb84e0c922dd4f479c3fc352d21245a510815de7da1c980,0.824730445537899,0.7794923502998038,0.7250635581829421,0.7250635581829421,0.6923803249890206,0.7263157894736842,0.15365371108055115,0.6092881944444444,0.6118055555555555,0.002517361111111116,0.47478070175438597,0.49768518518518506,0.022904483430799094,0.6756915586997257,0.776161706910959,0.10047014821123323,1.0474028343988218,0.2712411274878628,7.384748180707579,0.005271055089727037,0.11538669032355592,0.00330203944272488,1.7147056881261484,8,8,0.13115200996970472,-0.23531605788900595,0.031412798911333084,0.005774303100621396,0.002887151550310698,0.07519900201601705,0.9356051572613262,0.017039249720428043,0.3739130434782609,2.0,0.2865710977399494,0.06640298198908567,0.014067484360698913,0.007033742180349457,0.10366593295239022,0.9035149347949734,0.017443232645383645,0.3279503105590062,2.0,0.3759018439094899,0.08100507035851479,stage_2_quality_confirmation,quality_pass,1,2
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,1007286198,295,101,1082353,487dbddad793324cc31fd3d95fbf24b91d80e6cc99dffd6ccb64a4b940d33a95,0.7127083442872918,0.6877292298344929,0.6917938346509775,0.6917938346509775,0.616270279428174,0.693069306930693,0.19188514351844788,0.4766830870279146,0.5439244663382595,0.0672413793103449,0.49098639455782306,0.42840136054421757,-0.06258503401360549,0.5909082095352515,0.7014333898285133,0.11052518029326186,1.0489709678853658,0.3475375780568525,15.26003358781724,0.010892243817142927,0.23843802480964435,0.009795930491497516,2.479137990702519,17,31,0.21183469713546763,-0.4869088370849552,0.02110004611313343,0.0044427420551122815,0.0022213710275561407,0.06451970469772396,0.9651083947009572,0.013044890185462824,0.4620770128354726,1.5,0.20778656147710373,0.04880254715681076,0.011661180303596898,0.005830590151798449,0.10692183158932876,0.9237692911348142,0.013676991330488832,0.43990665110851807,2.0,0.27224408244300663,0.0704856887459755,stage_2_quality_confirmation,quality_pass,1,3
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,214480645,295,101,1082353,f977663c78a34ee91bf58050d65059371d962dd75aaeea651a1bd25c7993cbbf,0.7127083442872918,0.682678724783988,0.6894016774696735,0.6894016774696735,0.5453663295768559,0.6534653465346535,0.17169946432113647,0.4766830870279146,0.47323481116584554,-0.0034482758620690834,0.49098639455782306,0.4147959183673469,-0.07619047619047614,0.5909082095352515,0.6861031300788819,0.09519492054363043,1.061842280543408,0.3757391504645261,7.199014777747928,0.0051384830676287855,0.11248460590231141,0.002696352975001145,1.812680872682552,7,7,0.12863274956725496,-0.22745599036508143,0.028608286753296852,0.005207690916103682,0.002603845458051841,0.0726728134663681,0.9469910818020318,0.012880434470306509,0.4387397899649942,1.5,0.20330088423116427,0.0571110425516963,0.014538790752796567,0.007269395376398284,0.11056736701590478,0.9162661777232058,0.013278359590935132,0.3990665110851809,2.0,0.26567255976921567,0.06819061934947968,stage_2_quality_confirmation,quality_pass,1,3
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,90105652,299,97,1082353,c5db9a6b65be1f590a1af30857c9e8ba022c1c902680896eaf72b44fccda11ac,0.808812822787978,0.7401315041066594,0.7362218009733538,0.7362218009733538,0.6624917525538645,0.7835051546391752,0.1647811233997345,0.6787356321839081,0.5766830870279146,-0.10205254515599349,0.3375541125541126,0.37142857142857155,0.033874458874458946,0.5105892741333894,0.624877804295156,0.11428853016176665,1.0246581115579645,0.39978030726280844,15.537051287948433,0.011089972368271543,0.2427664263741943,0.011826951265292996,2.3049802728765454,21,40,0.20788753514730818,-0.5096821857345233,0.019271088764071465,0.0032969698954691423,0.0016484849477345711,0.058321252998057495,0.9670548965205135,0.01244449175761235,0.5434782608695652,1.5,0.18581928751192126,0.049838590231956914,0.010585194828899181,0.0052925974144495905,0.0991885654911246,0.9243508220788405,0.012990346573096122,0.4753623188405797,1.5,0.24304472301732682,0.06650674343109131,stage_2_quality_confirmation,quality_pass,1,4
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,1408826476,299,97,1082353,1b6f48a7c8c434cec7c5d85956bbd4941d59ee86ada9045e86bbc44953385d67,0.808812822787978,0.7740142879894433,0.7669850372514785,0.7669850372514785,0.6683787227265489,0.845360824742268,0.16659365594387054,0.6787356321839081,0.528735632183908,-0.15000000000000013,0.3375541125541126,0.37088744588744593,0.033333333333333326,0.5105892741333894,0.6524895033895722,0.14190022925618284,1.0665731821017808,0.4140836787122085,7.351443367455394,0.005247282917527048,0.11486630261649053,0.0029434016840563875,1.8644920666758182,8,7,0.12949151213935162,-0.2314854144013025,0.028397206217050552,0.004436588594366149,0.0022182942971830746,0.07013714521662909,0.9514791886587955,0.012683260186066612,0.5246376811594203,2.0,0.24310316732380916,0.05145972019068158,0.013034459123981582,0.006517229561990791,0.10810327407440133,0.9105467595533103,0.01311311163685445,0.4811594202898551,2.0,0.28314178940816714,0.07627887651324272,stage_2_quality_confirmation,quality_pass,1,4
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,39631145,302,103,1082353,ec637ff9d16ed29e8bbf5690d5b9b8291ad6f1898adcb2331a8c184c72324a9c,0.797562358276644,0.7811791383219955,0.7323921288895765,0.7323921288895765,0.6694160997732427,0.6213592233009708,0.17672818899154663,0.5290616246498598,0.584173669467787,0.0551120448179272,0.5641025641025641,0.5650887573964498,0.0009861932938857176,0.6046040156656061,0.750101097359145,0.14549708169353892,1.0216713240734412,0.2715702267142962,15.84110490416131,0.011306998504040907,0.24751726412752043,0.011445885852370274,2.3853647990688547,16,38,0.21830319252015026,-0.5275455402027014,0.020785272121429443,0.0030616787285496438,0.0015308393642748219,0.058838543450993694,0.9554946167094598,0.01329118746485967,0.5555555555555556,1.5,0.22330392678722624,0.04566626809537411,0.011917904577183773,0.0059589522885918865,0.10414641783622815,0.900086247135006,0.014019728254839698,0.5491143317230274,2.0,0.2855738954636046,0.06743651069700718,stage_2_quality_confirmation,quality_pass,2,0
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,1814441776,302,103,1082353,cc8a4ef4a1e3a12906e1936bac921b772593d93a3d4ffec783d12a752bc7e131,0.797562358276644,0.7596938775510205,0.7428853966738437,0.7428853966738437,0.6282879818594104,0.7475728155339806,0.1662859320640564,0.5290616246498598,0.5219187675070028,-0.0071428571428570065,0.5641025641025641,0.5261341222879683,-0.0379684418145958,0.6046040156656061,0.7457153805359664,0.14111136487036036,1.058358963453917,0.3126435829179506,6.899159765444697,0.004924453794036186,0.10779937133507336,0.004365103619556403,1.7158231875902132,15,12,0.13010470512189898,-0.23786450645547258,0.030179552733898163,0.004018087949089626,0.002009043974544813,0.07051919589076247,0.9327093572875771,0.013408012338414129,0.5249597423510467,2.0,0.2409231119518997,0.05912075191736221,0.013887204454607865,0.006943602227303933,0.10677290529132313,0.9020469952103825,0.013948550165025667,0.4975845410628019,2.0,0.31386649857639287,0.07948162779211998,stage_2_quality_confirmation,quality_pass,2,0
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,292619938,301,104,1082353,360e438b233be998b881c667b4197273ab6c26c9fb0db5715281cf07f0357aa2,0.7097865902213728,0.7426341774167861,0.7015488087160099,0.7015488087160099,0.6362598753903101,0.7403846153846154,0.17659351229667664,0.5774159663865546,0.5245098039215687,-0.05290616246498592,0.42539682539682544,0.4269841269841269,0.0015873015873014706,0.6154264287084859,0.7580409943317953,0.14261456562330943,1.051171945120379,0.29313095078858364,16.137587341981973,0.011518620515333314,0.2521498022184683,0.010772850881147178,2.1934640479360192,22,33,0.21362385885157664,-0.5223860523877,0.019085299223661423,0.0031821928817668222,0.0015910964408834111,0.059660974581896106,0.9683422170605807,0.011705286279310684,0.6463654223968566,1.5,0.16987252934816735,0.044492002576589584,0.009894170475919842,0.004947085237959921,0.10404792952285544,0.9236690363120941,0.01237112094606167,0.6070726915520629,2.0,0.2655857988571132,0.06381562352180481,stage_2_quality_confirmation,quality_pass,2,1
base_maxpool__z64__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,64,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,1655779555,301,104,1082353,528f2f596b75cd9b624c0c0226755ab9f481fc7609a5d542d557c9395700c11c,0.7097865902213728,0.712399918921658,0.674813198158146,0.674813198158146,0.5095074008117486,0.6826923076923077,0.1729803830385208,0.5774159663865546,0.5288865546218486,-0.04852941176470593,0.42539682539682544,0.46587301587301577,0.04047619047619033,0.6154264287084859,0.76047188147126,0.14504545276277414,1.0847580225886917,0.3242861411174317,7.071113157160596,0.005047189976560026,0.1104861430806343,0.0032329109391965316,1.507211010769422,13,9,0.13595499169909936,-0.21544589315876822,0.029082922264933586,0.004286998387252286,0.002143499193626143,0.07316361364513983,0.9439274699268644,0.01190345961125395,0.6227897838899804,2.0,0.20559633212103895,0.051324766129255295,0.01105396130294936,0.00552698065147468,0.1077197466729757,0.9105178502928373,0.01239503914001985,0.6129666011787819,2.0,0.23800837369457234,0.07126903533935547,stage_2_quality_confirmation,quality_pass,2,1
base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,base_maxpool,64,spectral_composite,0.25,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,729441590,304,101,1082353,83eda5aa636bb6ed74a5f6447f7aebbb22e5069a757d3da76396f00fb4bb3a39,0.6983726799516273,0.704893936472884,0.7134142026644368,0.7134142026644368,0.5874602006180955,0.6732673267326733,0.20496748387813568,0.506568144499179,0.5548440065681444,0.04827586206896539,0.42901978973407534,0.44571737786023496,0.016697588126159624,0.5909082095352515,0.7229394879693406,0.13203127843408913,1.0508335501294672,0.3278940621601266,15.847635170570085,0.011311659650656735,0.2476192995401576,0.012104667841985231,2.8105809337535157,33,43,0.21421613170617426,-0.5040296688924438,0.01937928982079029,0.004246322888575134,0.002123161444287567,0.06228218637981542,0.9645999423935775,0.012986638127897987,0.4679113185530922,1.5,0.19352260582389752,0.045700013637542725,0.013746715367399171,0.006873357683699586,0.10842650564926423,0.9058769354082847,0.013727087937582415,0.4200700116686114,2.0,0.2735662890828602,0.07530798017978668,stage_2_quality_confirmation,quality_pass,2,3
