heldout_substrate_family,poster_axis,stage,scenario,outer_fold,model_family,model,representation,curriculum,kl_schedule,beta_target,seed,observation_uid,mse,smooth_l1,spectral_angle,pearson_correlation,first_derivative_mae,reference_peak_count,matched_peak_count,repeatable_reference_peak_count,repeatable_matched_peak_count,median_peak_shift_cm1,median_absolute_relative_peak_width_change,median_absolute_peak_prominence_change
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0174,0.0032411661605973594,0.0016205830802986797,0.03500113453027482,0.9506725524504083,0.007999442657455802,31,5,3,2,1.0,0.5736452667184828,0.039930909872055054
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0175,0.0020611740846971293,0.0010305870423485647,0.025041752512067226,0.9682787784934695,0.009240447960162003,38,6,4,2,2.0,1.4673168332795128,0.05938845872879028
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0176,0.0038111544484681114,0.0019055772242340557,0.023148395378276274,0.9704758511598448,0.008370564214086959,24,7,5,2,2.0,0.22824133013989986,0.052980780601501465
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0177,0.0022492442247453374,0.0011246221123726687,0.02804661757794599,0.9599984552533524,0.008098098921722599,33,6,4,4,1.5,0.525670935635321,0.10362681746482849
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0178,0.0024664849414397943,0.0012332424707198972,0.027077713005159362,0.9622644787284858,0.008857799497033868,33,4,5,3,1.0,0.39109523004740937,0.135049968957901
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0179,0.0033227495838518274,0.0016613747919259137,0.029061489255688445,0.9648026465579609,0.009395619609858841,38,3,4,2,0.0,0.5398805618659639,0.04605841636657715
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0180,0.0025586711488863323,0.0012793355744431661,0.02703172442489217,0.9650871393493816,0.009903196532654224,43,5,5,3,2.0,0.4173558680275456,0.12874865531921387
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0181,0.002630448221503774,0.001315224110751887,0.027171163449993534,0.9682343031493431,0.008704161391526993,40,3,5,2,1.0,0.19904982801128665,0.12201303243637085
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0182,0.0030840210882360705,0.0015420105441180353,0.035739340073430804,0.9475993352933422,0.008524587010698659,28,6,5,2,3.0,1.6776516643091632,0.03815649449825287
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0183,0.0030618434048964244,0.0015309217024482122,0.028855408731340838,0.9649110006812764,0.009462089710536279,44,4,5,2,2.0,0.6594888233752945,0.0403825044631958
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0184,0.0031285361973679795,0.0015642680986839898,0.02753442054339386,0.9689361258276142,0.010009684363113983,49,6,4,2,2.0,1.1504463796597921,0.040211036801338196
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0185,0.0029268502585560762,0.0014634251292780381,0.028920132872446866,0.959365654001477,0.009321053581245776,34,6,5,2,1.0,0.6654714222237731,0.04669314622879028
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0186,0.0019088787932411506,0.0009544393966205753,0.024812536245234034,0.9652066918761867,0.008997539324419839,37,6,5,4,2.0,1.189867563587306,0.0838356763124466
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0187,0.0020841636343056974,0.0010420818171528487,0.0298178418134826,0.9496618239149949,0.007908931844202535,24,6,4,3,1.0,0.35252141073882265,0.04454432427883148
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0188,0.002003216179156388,0.001001608089578194,0.025477538433453576,0.9635585792259321,0.00827963167269315,34,4,4,3,0.5,0.9173271851998221,0.11194798350334167
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0189,0.0032808097579383744,0.0016404048789691872,0.028888376921524718,0.9594622961232269,0.009082125880356345,36,5,4,3,2.0,0.8853404546586491,0.08033061027526855
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0190,0.004408449794783182,0.002204224897391591,0.03684827604298667,0.9306159874435406,0.010011523348678436,35,6,8,4,1.5,2.502619695698988,0.07249653339385986
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0191,0.0032087879011521666,0.0016043939505760833,0.02927696447358013,0.9608674002434121,0.011500442709906826,59,4,7,2,2.5,0.5547551853883467,0.05859974026679993
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0192,0.0033462245177318076,0.0016731122588659038,0.028375131670063086,0.9676103534574623,0.008798136484277035,36,6,4,3,3.5,0.7538761690068071,0.04326489567756653
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0193,0.0037871714630055265,0.0018935857315027632,0.029697701925326538,0.9508635001439051,0.009947949595682855,36,5,5,3,3.0,0.4630079387512277,0.10658091306686401
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0194,0.001502434965295942,0.000751217482647971,0.028636597988364,0.9542669692948591,0.007370424779863762,24,4,4,3,1.0,0.33637253158313585,0.13286764919757843
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0195,0.002160971068861654,0.001080485534430827,0.025529034279504575,0.9657706452832971,0.008899373488410285,38,6,5,2,1.5,1.1044932256449667,0.025981202721595764
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0196,0.0031118901939836607,0.0015559450969918304,0.029038478451437227,0.9545464342998697,0.010352982060451594,45,5,5,2,1.0,0.7324913250356895,0.033758699893951416
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0197,0.0018528697878012436,0.0009264348939006218,0.026716478808015552,0.9583809402471898,0.008472912989257435,30,4,5,3,3.0,0.47455214179546296,0.060687512159347534
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0198,0.003343583714968332,0.001671791857484166,0.033565854299240944,0.9405557500278084,0.00915042362242405,31,7,7,3,2.0,1.1306295386014933,0.03414839506149292
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0199,0.0027370198357463244,0.0013685099178731622,0.030604773692662183,0.9542605873436191,0.008368445433277104,32,4,4,3,1.0,1.6154712072717425,0.10080832242965698
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0453,0.005754722427605662,0.002877361213802831,0.03862878977933811,0.9271465634815867,0.009514892751883183,38,4,8,3,2.0,0.11731603960906367,0.10507960617542267
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0454,0.004132302190893947,0.0020661510954469737,0.02865867953267545,0.9715947455868291,0.00970700488093176,42,3,4,1,0.0,0.3032318643220683,0.17165017127990723
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0455,0.0028095948222969323,0.0014047974111484661,0.04493974441381552,0.956298349444805,0.004435746469701241,17,6,5,3,0.5,0.10542184810507452,0.024865247309207916
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0456,0.005112342973383616,0.002556171486691808,0.03453164740934531,0.9532520029946916,0.009867706297165048,38,9,5,4,3.0,1.0635891114002476,0.08386480808258057
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0457,0.0048086351071298826,0.0024043175535649413,0.03536426847634169,0.9515936270902509,0.010313539418857544,43,6,7,2,2.5,0.4990645836685731,0.07240986824035645
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0458,0.005188500117156352,0.002594250058578176,0.032637681865186716,0.9626851157352625,0.009364997298855867,34,2,5,2,3.0,0.280455710347228,0.2187078297138214
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0459,0.006001308347168738,0.003000654173584369,0.036723389877013415,0.9498997951656194,0.009820865433263992,36,6,7,3,3.0,2.1105951887232948,0.05209909379482269
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0460,0.004178125594783872,0.002089062797391936,0.03167389034980757,0.9571372693213426,0.010130130708483714,38,5,9,4,1.0,0.07995741236206044,0.14053505659103394
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0461,0.004813599042119361,0.0024067995210596805,0.03086205448731209,0.9663824802404335,0.009373095171925213,44,4,6,2,1.5,1.669951118487752,0.02590833604335785
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0462,0.002144180343109951,0.0010720901715549755,0.02482203287976743,0.9667858626170294,0.007971904080228081,25,10,9,6,1.0,0.5754924671789133,0.0478861927986145
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0463,0.005174800903008802,0.002587400451504401,0.03290102729361611,0.9626684205386873,0.009298914474701242,40,3,5,2,4.0,0.6063250944635875,0.09742812812328339
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0464,0.002787672094861866,0.001393836047430933,0.03958149728821126,0.9335382384284303,0.008144095306550818,19,7,4,3,2.0,0.37247057516196763,0.03758722543716431
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0465,0.0026276091454509043,0.0013138045727254521,0.050164011221733106,0.9364867777798157,0.004482371708810596,13,6,5,4,1.5,0.2719945276948437,0.043845005333423615
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0466,0.0020486045346753633,0.0010243022673376817,0.03859108535095442,0.9452523479190512,0.006692427552438208,20,9,6,5,1.0,0.2153656341016154,0.07929158210754395
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0467,0.005332288315946335,0.0026661441579731676,0.035162357991319754,0.9542620024989338,0.009094802980710354,29,5,5,4,1.0,0.40543237575555935,0.17243802547454834
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0468,0.0026193033126123426,0.0013096516563061713,0.030665916499390357,0.9579639470014892,0.005933641117465283,16,8,5,5,1.0,0.35541342241739426,0.030311554670333862
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0469,0.002248047308117052,0.001124023654058526,0.05918046324888322,0.9295223718711152,0.004293810114863196,12,7,5,5,1.0,0.1726640868028546,0.06767339259386063
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0470,0.0014186077817419402,0.0007093038908709701,0.035486633241304154,0.9547906468776081,0.006110349420591125,14,8,5,5,2.0,0.13948092496735884,0.04750955104827881
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0471,0.004129514075264482,0.002064757037632241,0.03267628540224646,0.960661785881116,0.00864495865468468,33,4,6,2,2.5,0.6290027550483122,0.14098509401082993
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0472,0.0037745126430611424,0.0018872563215305712,0.03275604493178594,0.9630238806888238,0.007807765518414921,25,4,4,2,0.5,0.8998590891400979,0.09443680942058563
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0473,0.004812420317167655,0.0024062101585838277,0.03290830638845461,0.9571463691528767,0.010982409591919609,51,3,6,1,2.0,1.101978775986699,0.07570362091064453
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0474,0.005194285528776494,0.002597142764388247,0.03495468822903952,0.9497293855156711,0.01092766563807215,48,1,7,1,1.0,0.04182881538823278,0.1888071894645691
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0475,0.005134301548065871,0.0025671507740329357,0.035122983403646425,0.9560099302283517,0.008937295370269566,36,7,5,1,2.0,1.4201755352017273,0.039744675159454346
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0476,0.005131014479741596,0.002565507239870798,0.03542973032767155,0.9513495981054937,0.010699524030621563,49,4,6,2,1.0,0.2933104054040645,0.10473595559597015
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,1729,poster_row_0477,0.0032163476837327233,0.0016081738418663616,0.0403958461143138,0.9426740570720467,0.009842233397399208,33,11,6,2,2.0,0.8480532883241412,0.04576671123504639
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0150,0.0036733447586499656,0.0018366723793249828,0.02758056442859398,0.9688867385259016,0.007275588206102839,17,4,4,1,0.5,0.8496742795203087,0.01282857358455658
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0151,0.00379365238467729,0.001896826192338645,0.03275470848209429,0.9530271471002989,0.008409701719480966,30,3,3,2,1.0,0.48806803857263287,0.17981445789337158
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0152,0.0024456480881986107,0.0012228240440993053,0.04142135414529378,0.9762134076587701,0.004413712932728231,5,1,1,1,1.0,0.010627272005146219,0.016884058713912964
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0153,0.0038226228595293725,0.0019113114297646863,0.03224264146054092,0.9437179675978351,0.008329951761157386,23,3,6,3,1.0,0.33819721113920787,0.1274561882019043
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0154,0.0032450036690731456,0.0016225018345365728,0.02886512178724147,0.95534956358233,0.009261309674807957,35,4,6,2,2.0,1.1219858958211872,0.026703208684921265
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0155,0.0037605900482653638,0.0018802950241326819,0.056031099524370985,0.9698248804686761,0.003069366356856855,2,1,2,1,4.0,0.21969873559461447,0.0018179379403591156
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0156,0.004013624603593756,0.002006812301796878,0.03919102138170277,0.9465391928182869,0.008522606656354454,31,3,3,3,1.0,0.4378195548873788,0.12176156044006348
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0157,0.00430282937753431,0.002151414688767155,0.042028610712936815,0.951047651676215,0.005209925313746291,8,2,2,0,1.5,0.3398316187655885,0.10720205307006836
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0158,0.013819004867096857,0.006909502433548429,0.08909016504736425,0.7878693959321692,0.007728589376368161,17,1,10,0,5.0,0.16764576587759192,0.0047124773263931274
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0159,0.004405646609512087,0.0022028233047560433,0.042066504732993226,0.9235418319682823,0.009663284261311803,39,4,4,1,2.0,1.4721878665756738,0.191255584359169
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0160,0.0045033373234861255,0.0022516686617430628,0.03786202952186984,0.9339871622877356,0.007817319153941103,21,3,4,1,3.0,0.5794062647127496,0.16928106546401978
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0161,0.003575689856318117,0.0017878449281590585,0.026995656021356014,0.9572815431730513,0.010706785897325191,44,2,7,1,1.0,0.23811457032264338,0.11896130442619324
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0162,0.0041635197444641215,0.0020817598722320607,0.0350256169669832,0.9727078704081451,0.004903496187180281,6,2,2,1,0.5,0.19272334898838625,0.00988568365573883
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0163,0.006421052653909103,0.0032105263269545515,0.03328121986873599,0.9694491132832573,0.005377797459119133,8,2,2,1,1.5,0.03493844149198008,0.01952935755252838
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0164,0.0027039679023008333,0.0013519839511504166,0.032961412563483415,0.9802371536707009,0.004814289828230228,7,0,2,0,,,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0165,0.003190795165799556,0.001595397582899778,0.030701936029612648,0.9497122359081445,0.00897938293005739,27,3,6,2,1.0,0.33578036330403416,0.15580898523330688
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0166,0.00736651892754491,0.003683259463772455,0.044255247210089534,0.8984570098905647,0.009834369813491192,36,4,7,1,1.0,0.4380874037428336,0.03355655074119568
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0167,0.004328556989821016,0.002164278494910508,0.054449887060043015,0.948662901147656,0.004635771863727964,7,0,2,0,,,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0168,0.00336395974933328,0.00168197987466664,0.034830148057349686,0.9461138335356445,0.008453705752534525,23,3,2,1,1.0,0.7027444735717177,0.049541175365448
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0169,0.0030807898853201154,0.0015403949426600577,0.031433772867239654,0.9464392595740962,0.008857385068134006,36,4,4,2,2.5,1.1032819380990195,0.08455038070678711
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0170,0.004533081153235894,0.002266540576617947,0.03749184225168739,0.9657844921015446,0.006167255497005369,12,1,2,0,0.0,0.5480483323346607,0.07961246371269226
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0171,0.003492622111560705,0.0017463110557803525,0.0315583061390561,0.9464234697612022,0.00964099869265088,39,3,4,2,3.0,0.3878901314454251,0.0996236801147461
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0172,0.003811477612188326,0.001905738806094163,0.03412407236518606,0.934411750992278,0.013161799425392279,64,7,6,2,5.0,0.7824438888650583,0.034023016691207886
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0173,0.005612241018898222,0.002806120509449111,0.05298101911683292,0.9565265879015629,0.005569635282403657,8,0,2,0,,,
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0174,0.0036618400376216527,0.0018309200188108264,0.04056462418710109,0.9333172499662966,0.008042641770360725,31,3,3,1,1.0,0.7102054047373867,0.045955270528793335
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0175,0.0017377447792413657,0.0008688723896206829,0.024352253532187295,0.9693371686474992,0.009357088606172641,38,4,4,2,2.5,0.05903162313682331,0.10609972476959229
Ag,400-1800_common,poster,poster_holdout_Ag,,vae_adequacy,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,minimal_minmax,clean,four25_then_fixed,0.25,2718,poster_row_0176,0.005796474672842413,0.0028982373364212066,0.02372323961529516,0.9687604627472621,0.008634362960500377,24,6,5,2,2.5,0.908549907102981,0.04859459400177002
