identifier,architecture,latent_dimension,reconstruction_loss,beta_target,optimizer_policy,maximum_epoch,learning_rate,weight_decay,batch_size,gradient_clip_norm,kl_normalization_divisor,plateau_factor,plateau_patience,plateau_threshold,minimum_learning_rate,checkpoint_epoch,representation,model_family,run_seed,n_train,n_validation,parameter_count,state_sha256,raw_target_balanced_accuracy,latent_target_balanced_accuracy,latent_target_macro_f1_supported,latent_target_macro_f1_union,corrupted_target_balanced_accuracy,corrupted_prediction_agreement,corrupted_latent_cosine_drift,raw_instrument_probe_increment,latent_instrument_probe_increment,instrument_probe_increment_delta,raw_sensor_probe_increment,latent_sensor_probe_increment,sensor_probe_increment_delta,raw_same_master_cross_instrument_distance,latent_same_master_cross_instrument_distance,same_master_distance_delta,latent_different_target_cross_instrument_distance,latent_cross_instrument_separation_margin,vae_kl_unnormalized_per_observation,vae_kl_normalized,vae_mean_kl_per_latent_dimension,vae_median_kl_per_latent_dimension,vae_max_kl_per_latent_dimension,vae_active_units_var_mu_gt_0_01,vae_dimensions_mean_kl_gt_0_01,vae_posterior_mean_absolute_mu,vae_posterior_mean_log_variance,vae_posterior_sample_reconstruction_variability,clean_reconstruction_mse,clean_reconstruction_smooth_l1,clean_reconstruction_spectral_angle,clean_reconstruction_median_row_correlation,clean_reconstruction_first_derivative_mae,clean_repeatable_peak_recall,clean_median_peak_shift_cm1,clean_median_absolute_relative_peak_width_change,clean_median_absolute_peak_prominence_change,corrupted_reconstruction_mse,corrupted_reconstruction_smooth_l1,corrupted_reconstruction_spectral_angle,corrupted_reconstruction_median_row_correlation,corrupted_reconstruction_first_derivative_mae,corrupted_repeatable_peak_recall,corrupted_median_peak_shift_cm1,corrupted_median_absolute_relative_peak_width_change,corrupted_median_absolute_peak_prominence_change,stage,subset,outer_fold,inner_fold
base_maxpool__z32__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,32,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,584382273,361,119,544689,b48614b9ccf0a85475d191243645116d011e46136d0d92fb7c096c8201bb8895,0.6718681408490169,0.678118821899469,0.6700878460364385,0.6700878460364385,0.5254419044505675,0.7226890756302521,0.13670453429222107,0.5995495495495495,0.495045045045045,-0.10450450450450455,0.42513227513227514,0.3841269841269842,-0.041005291005290934,0.6707542637983958,0.8136858531010194,0.14293158930262362,1.065951896577099,0.2522660434760797,6.828023158531451,0.004873678200236582,0.21337572370410784,0.0032563408262847597,1.6721785355780499,8,7,0.1976721628671637,-0.4397366621602456,0.028886636719107628,0.005524896655860814,0.002762448327930407,0.07547011823726162,0.9410190552579425,0.01622164975811874,0.45164960182025027,2.0,0.2587721721915026,0.06032232288271189,0.012743859987309583,0.006371929993654791,0.10737513435670698,0.910611403223592,0.016671035343857308,0.4482366325369738,2.0,0.3015990720593791,0.0758286714553833,stage_2_latent,strict_core,0,1
base_maxpool__z32__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,32,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,407789727,363,117,544689,b78a136d6dab8ece80c8c8125f1c3a5993b2c28cf34e17cdc90d249e200eaa67,0.768140589569161,0.696485260770975,0.6844194822918228,0.6844194822918228,0.56218820861678,0.6752136752136753,0.14772546291351318,0.6128968253968254,0.5665674603174604,-0.046329365079365026,0.48355825461088614,0.45771479982006297,-0.025843454790823173,0.7343894507846789,0.7805063455819538,0.04611689479727488,1.0220895663930956,0.2415832208111418,6.973722120777036,0.004977674604409019,0.21792881627428246,0.003403291309782711,1.323929284332213,7,7,0.19906063895004253,-0.4439800069614598,0.03308432176709175,0.007776506999025048,0.003888253499512524,0.07903266615707243,0.9169127629243052,0.02293482763322662,0.3423952975753123,2.0,0.3880500602530881,0.08086564973928034,0.01467681031806073,0.007338405159030365,0.10633973331584498,0.8269582350576484,0.023322005140719654,0.32108743570903747,2.0,0.6191804204153578,0.09718643128871918,stage_2_latent,strict_core,0,2
base_maxpool__z32__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,32,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,297086900,360,120,544689,4f86b3441c2b2041c54d4de37f07466b2f401cbe777d85f5fb80ded888e5e1ff,0.6673382173382174,0.6453907203907204,0.6381965284346652,0.6381965284346652,0.5349511599511599,0.6416666666666667,0.17804016172885895,0.5877232142857143,0.42596726190476186,-0.16175595238095242,0.39429558745348214,0.42439166097060843,0.030096073517126287,0.6775316464734245,0.7562758001414213,0.07874415366799681,1.033612459828675,0.27733665968725363,6.777704309252457,0.004837761819594902,0.21180325966413932,0.004506167449493673,1.7161773284387327,7,9,0.20455301504038229,-0.4343804250844717,0.030681371688842773,0.007543741937993803,0.0037718709689969015,0.07985012935428491,0.9319350091094672,0.01812133963276123,0.46794871794871795,2.0,0.23757039670709051,0.05728678609011695,0.014713827542030577,0.007356913771015289,0.11684947905926195,0.8965289811413668,0.01853717106264947,0.4412393162393162,2.0,0.34411140904923937,0.0792937227524817,stage_2_latent,strict_core,0,3
base_maxpool__z32__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,32,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,192792562,356,124,544689,34ae75446f2083502b79b9bbee2616d0424ffac3730b60e2780293cc828fca17,0.6683759536203145,0.6564172565112416,0.6561122546270094,0.6561122546270094,0.6066694896582113,0.6854838709677419,0.14107413589954376,0.6150132275132275,0.5108465608465609,-0.10416666666666663,0.3824276377217555,0.2978711484593838,-0.08455648926237169,0.6494197382483371,0.7045062630675559,0.05508652481921883,1.0507066488588888,0.34620038579133283,6.544033952089557,0.00467097355609533,0.20450106100279866,0.0028756400409905482,1.7024535371630811,8,8,0.19494589163684026,-0.4270054343784502,0.031454458832740784,0.006727337659341485,0.0033636688296707425,0.0753600094460751,0.9258060556390983,0.02012331537349251,0.4314410480349345,2.0,0.31282125106641273,0.07280125934630632,0.01278161997704334,0.00639080998852167,0.1011162030138445,0.9014672490149009,0.0204597726403973,0.40873362445414846,2.0,0.34772140764821347,0.08401241153478622,stage_2_latent,strict_core,0,4
base_maxpool__z32__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,32,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,459419264,361,118,544689,92c701fb67156516f2c8a60e4e5b3ad60a12463d793e01b5e37d1f05ecae728c,0.7676190476190475,0.7342857142857142,0.7188319344145143,0.7188319344145143,0.5666666666666667,0.6101694915254238,0.14632362127304077,0.6095881595881596,0.5418275418275418,-0.06776061776061781,0.5519813519813519,0.5142191142191141,-0.03776223776223775,0.6442009991958362,0.7570677527359554,0.11286675354011921,1.0563114718536697,0.2992437191177143,6.497230488126737,0.004637566372681468,0.20303845275396049,0.0032711328068349838,1.5785041448529376,8,8,0.19760895976013423,-0.41144955283603923,0.03097100369632244,0.00582366448929214,0.00291183224464607,0.07558305045291959,0.9244207673767005,0.017771990670505937,0.5196078431372549,2.0,0.32802854610000354,0.06258637411519885,0.013780694318440739,0.006890347159220369,0.10607643529149087,0.8882410287121503,0.018172389304441657,0.5122549019607843,2.0,0.3536053684638344,0.07035958766937256,stage_2_latent,strict_core,1,0
base_maxpool__z32__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,32,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,434359360,362,117,544689,1276d401655147a03cab5d63ce8f89205cc53b2302c46e266a6b3f854eda3f47,0.7525510204081632,0.7136337868480725,0.6754179986825554,0.6754179986825554,0.6475907029478458,0.7264957264957265,0.17032110691070557,0.6280643738977072,0.5130842151675485,-0.11498015873015865,0.49381466486729647,0.47908232118758426,-0.014732343679712212,0.7343894507846789,0.8154001717436504,0.08101072095897155,1.0364574199478744,0.221057248204224,6.653111098389639,0.004748830191570049,0.2079097218246762,0.004814624884589377,1.6126385436744368,9,8,0.2040471910292822,-0.41874858315438757,0.03171990439295769,0.007622967361848703,0.0038114836809243517,0.07861569486702377,0.9173641425669086,0.022819200747829317,0.32402645113886847,2.0,0.34042138032035074,0.08151105088472832,0.012724661193106343,0.006362330596553172,0.10034178885761201,0.8821263822085292,0.02311450031816122,0.31373989713445993,2.0,0.3859618407777967,0.08631328493356705,stage_2_latent,strict_core,1,2
base_maxpool__z32__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,32,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,1554789449,359,120,544689,4b3ccffb0f865158a92e2c36d51ec493520c1ff66c70b5fc878e56d756ab8d1d,0.6857905982905983,0.6498015873015873,0.6456167771584728,0.6456167771584728,0.5097985347985348,0.675,0.16277745366096497,0.604389880952381,0.5319940476190477,-0.07239583333333333,0.39702286018075483,0.3770805802384747,-0.01994227994228015,0.6775316464734245,0.7702834303979273,0.0927517839245029,1.0658547916658068,0.2955713612678794,6.791020187338131,0.00484726637211858,0.2122193808543166,0.003889652592055472,1.83715733578536,7,8,0.1936243717729776,-0.44431930399096775,0.029742298647761345,0.007393635612157348,0.003696817806078674,0.0793869545369201,0.9326190259706766,0.01808444389447546,0.4594017094017094,2.0,0.25967676102891224,0.05932740867137909,0.016962448300483365,0.008481224150241683,0.11573977138917625,0.8982924334287676,0.018577881962331858,0.4497863247863248,2.0,0.3228448428806747,0.0655281713407021,stage_2_latent,strict_core,1,3
base_maxpool__z32__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,32,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,10096826,355,124,544689,8e053cdb3f6995a1c7ff4518307a1e97463a8142174daf53c807e79b3047e3d1,0.7313498948837296,0.7276036932991821,0.7290705174595754,0.7290705174595754,0.6274557731324649,0.7661290322580645,0.1426929086446762,0.6381613756613758,0.4756613756613757,-0.1625000000000001,0.3273949579831933,0.3648552754435107,0.037460317460317416,0.6494197382483371,0.7043926575849223,0.05497291933658521,1.0544536595762695,0.35006100199134715,6.506433194775614,0.004644135042666391,0.20332603733673799,0.004248198103440229,1.7991906369050574,8,8,0.200198185499908,-0.4198293747818173,0.031227244064211845,0.006937336901128395,0.0034686684505641973,0.0763980665607259,0.9284210143202187,0.020105026242823478,0.4393013100436681,2.0,0.339003639645331,0.06893515586853027,0.014916681131343033,0.0074583405656715165,0.10611551748351318,0.8939333922736978,0.02052389646760058,0.4008733624454148,2.0,0.36190663432141906,0.08036532811820507,stage_2_latent,strict_core,1,4
base_maxpool__z32__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,32,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,1015734378,363,118,544689,0d5ca096ee02969acc816b08f0f437686862a46e0a6c7271b094873018012440,0.7652380952380952,0.7628571428571428,0.7374429771908763,0.7374429771908763,0.6180952380952381,0.6694915254237288,0.17600160837173462,0.6298584298584298,0.5852638352638353,-0.04459459459459447,0.5668997668997668,0.4911421911421911,-0.07575757575757575,0.6442009991958362,0.7734861214872167,0.12928512229138056,1.0421207332854876,0.26863461179827086,6.837056852312218,0.004880126232913788,0.2136580266347568,0.004743793837388462,1.70890828043625,7,7,0.2038850276851906,-0.4509166529122502,0.03244677186012268,0.0064624076044553355,0.0032312038022276677,0.0759555434164302,0.9148137568717354,0.01787135778253815,0.5392156862745098,2.0,0.28935431704745923,0.06856978079304099,0.015519697468443975,0.007759848734221988,0.10912417082523315,0.849438826649783,0.018347753641423374,0.5098039215686274,2.0,0.44375540632257754,0.07601258158683777,stage_2_latent,strict_core,2,0
base_maxpool__z32__spectral_composite__beta1p0__constant_lr__e500,base_maxpool,32,spectral_composite,1.0,constant_lr,500,0.001,1e-05,64,5.0,1401,0.5,20,1e-05,1e-05,500,arpls_minmax,vae_adequacy,638235034,362,119,544689,be49cae10c9cd66e84da82688f4ee67f6f0f90023aa20cb297da4857a3f5649b,0.6634192235246502,0.7125575974096733,0.6970353251865857,0.6970353251865857,0.5791133501455502,0.7226890756302521,0.15856751799583435,0.5894144144144142,0.5180180180180181,-0.07139639639639617,0.44126984126984137,0.39949494949494946,-0.04177489177489191,0.6707542637983958,0.7889656876364062,0.11821142383801042,1.077370160865449,0.2884044732290427,6.63345636815321,0.0047348011193099285,0.20729551150478778,0.003977688201825774,1.5362177296756696,7,7,0.19993356360851258,-0.4297172970082474,0.031023377552628517,0.005499837966762421,0.0027499189833812103,0.07513577782781425,0.9361041403628406,0.01617285814235715,0.44254835039817975,2.0,0.2377177433159895,0.05920027424872387,0.014338917875169544,0.007169458937584772,0.1117430691300115,0.892526010520514,0.016641426036497833,0.4300341296928328,2.0,0.2940972407755448,0.06768983602523804,stage_2_latent,strict_core,2,1
