stage,scenario,model,representation,seed,class_label,support,predicted_count,true_positive,recall,precision
domain,domain__quality_pass__domain_only__instrument__RMX-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,ethyl_paraoxon,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_ANPP,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_nitrophenol,13,10,9,0.6923076923076923,0.9
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,acetaminophen,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,benzyl_fentanyl,5,3,3,0.6,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,blank,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethanol,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethyl_paraoxon,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_ANPP,0,2,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_nitrophenol,13,8,8,0.6153846153846154,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,acetaminophen,0,2,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,benzyl_fentanyl,5,2,2,0.4,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,blank,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethanol,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethyl_paraoxon,0,2,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_ANPP,0,2,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_nitrophenol,13,11,11,0.8461538461538461,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,acetaminophen,0,2,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,benzyl_fentanyl,5,2,2,0.4,1.0
domain,domain__quality_pass__domain_only__sensor_family__GaN_polymer,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,ethyl_paraoxon,0,1,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_nitrophenol,49,52,44,0.8979591836734694,0.8461538461538461
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,acetaminophen,0,42,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,benzyl_fentanyl,0,2,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,blank,0,8,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethanol,30,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethyl_paraoxon,25,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_nitrophenol,49,53,44,0.8979591836734694,0.8301886792452831
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,acetaminophen,0,39,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,benzyl_fentanyl,0,4,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,blank,0,7,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethanol,30,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethyl_paraoxon,25,1,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_nitrophenol,49,51,43,0.8775510204081632,0.8431372549019608
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,acetaminophen,0,39,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,benzyl_fentanyl,0,4,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,blank,0,8,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,ethanol,30,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__H_SERS_H_Kit,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,ethyl_paraoxon,25,2,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_ANPP,14,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_nitrophenol,12,2,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,acetaminophen,4,9,1,0.25,0.1111111111111111
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,benzyl_fentanyl,13,1,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,blank,18,56,11,0.6111111111111112,0.19642857142857142
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethanol,9,13,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethyl_paraoxon,12,1,1,0.08333333333333333,1.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_ANPP,14,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_nitrophenol,12,2,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,acetaminophen,4,26,3,0.75,0.11538461538461539
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,benzyl_fentanyl,13,3,1,0.07692307692307693,0.3333333333333333
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,blank,18,50,14,0.7777777777777778,0.28
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethanol,9,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethyl_paraoxon,12,1,1,0.08333333333333333,1.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_ANPP,14,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_nitrophenol,12,3,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,acetaminophen,4,17,2,0.5,0.11764705882352941
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,benzyl_fentanyl,13,2,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,blank,18,58,15,0.8333333333333334,0.25862068965517243
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,ethanol,9,1,0,0.0,0.0
domain,domain__quality_pass__domain_only__sensor_family__NRC_Canadian_SERS,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,ethyl_paraoxon,12,1,1,0.08333333333333333,1.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_ANPP,84,114,60,0.7142857142857143,0.5263157894736842
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_nitrophenol,0,4,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,acetaminophen,62,0,0,0.0,
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,benzyl_fentanyl,97,118,71,0.7319587628865979,0.6016949152542372
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,blank,53,13,10,0.18867924528301888,0.7692307692307693
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethanol,0,13,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethyl_paraoxon,0,34,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_ANPP,84,132,78,0.9285714285714286,0.5909090909090909
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_nitrophenol,0,6,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,acetaminophen,62,1,1,0.016129032258064516,1.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,benzyl_fentanyl,97,112,71,0.7319587628865979,0.6339285714285714
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,blank,53,6,5,0.09433962264150944,0.8333333333333334
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethanol,0,17,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethyl_paraoxon,0,22,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_ANPP,84,104,57,0.6785714285714286,0.5480769230769231
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_nitrophenol,0,10,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,acetaminophen,62,1,1,0.016129032258064516,1.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,benzyl_fentanyl,97,131,64,0.6597938144329897,0.48854961832061067
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,blank,53,7,6,0.11320754716981132,0.8571428571428571
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,ethanol,0,11,0,,0.0
domain,domain__quality_pass__domain_only__sensor_family__pSERS_Metrohm_silver,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,ethyl_paraoxon,0,32,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_ANPP,11,9,9,0.8181818181818182,1.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,acetaminophen,0,5,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,benzyl_fentanyl,8,12,8,1.0,0.6666666666666666
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,blank,10,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethanol,0,2,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethyl_paraoxon,0,1,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_ANPP,11,8,8,0.7272727272727273,1.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,acetaminophen,0,13,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,benzyl_fentanyl,8,8,5,0.625,0.625
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,blank,10,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_ANPP,11,9,9,0.8181818181818182,1.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,acetaminophen,0,10,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,benzyl_fentanyl,8,9,6,0.75,0.6666666666666666
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,blank,10,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Agilent-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,ethanol,0,1,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_ANPP,16,22,14,0.875,0.6363636363636364
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_nitrophenol,9,3,3,0.3333333333333333,1.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,acetaminophen,7,10,1,0.14285714285714285,0.1
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,benzyl_fentanyl,20,27,15,0.75,0.5555555555555556
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,blank,11,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethanol,5,3,3,0.6,1.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethyl_paraoxon,5,8,2,0.4,0.25
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_ANPP,16,17,13,0.8125,0.7647058823529411
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_nitrophenol,9,6,4,0.4444444444444444,0.6666666666666666
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,acetaminophen,7,11,1,0.14285714285714285,0.09090909090909091
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,benzyl_fentanyl,20,28,17,0.85,0.6071428571428571
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,blank,11,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethanol,5,4,3,0.6,0.75
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethyl_paraoxon,5,7,3,0.6,0.42857142857142855
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_ANPP,16,21,14,0.875,0.6666666666666666
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_nitrophenol,9,5,4,0.4444444444444444,0.8
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,acetaminophen,7,11,1,0.14285714285714285,0.09090909090909091
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,benzyl_fentanyl,20,29,18,0.9,0.6206896551724138
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,blank,11,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,ethanol,5,2,2,0.4,1.0
domain,domain__strict_core__domain_and_sample__instrument__Agilent-3,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,ethyl_paraoxon,5,5,3,0.6,0.6
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_ANPP,3,7,3,1.0,0.42857142857142855
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_nitrophenol,0,1,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,acetaminophen,9,2,2,0.2222222222222222,1.0
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,benzyl_fentanyl,11,12,11,1.0,0.9166666666666666
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,blank,0,1,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_ANPP,3,8,3,1.0,0.375
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,acetaminophen,9,3,3,0.3333333333333333,1.0
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,benzyl_fentanyl,11,11,11,1.0,1.0
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,blank,0,1,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_ANPP,3,9,3,1.0,0.3333333333333333
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,acetaminophen,9,2,2,0.2222222222222222,1.0
domain,domain__strict_core__domain_and_sample__instrument__Mira-1,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,benzyl_fentanyl,11,12,10,0.9090909090909091,0.8333333333333334
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,4_nitrophenol,28,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,acetaminophen,2,28,1,0.5,0.03571428571428571
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,benzyl_fentanyl,1,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,blank,0,47,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethanol,24,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,1729,ethyl_paraoxon,20,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_ANPP,0,19,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,4_nitrophenol,28,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,acetaminophen,2,26,1,0.5,0.038461538461538464
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,benzyl_fentanyl,1,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,blank,0,30,0,,0.0
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethanol,24,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,2718,ethyl_paraoxon,20,0,0,0.0,
domain,domain__strict_core__domain_and_sample__instrument__Mira-2,base_maxpool__z64__spectral_composite__beta0p25__constant_lr__e500,arpls_minmax,3141,4_nitrophenol,28,0,0,0.0,
